rank,school,type,grades,address,city,zip,county,district,year
1,School 28,Public,"PK, KG-8",200 Presidential Boulevard,Paterson,07522,Passaic County,Paterson Public School District,2018
2,Thomas Edison EnergySmart Charter School,"Public, Charter, Alternative",K-12,150 Pierce Street,Somerset,08873,Somerset County,Thomas Edison EnergySmart Charter School,2018
3,Glenwood School,Public,K-4,325 Taylor Road  South,Short Hills,07078,Essex County,Millburn Township School District,2018
4,Milton Avenue School,Public,"PK, KG-3",16 Milton Avenue,Chatham,07928,Morris County,School District of the Chathams,2018
5,High Mountain Road School,Public,"PK, KG-5",765 High Mountain Road,Franklin Lakes,07417,Bergen County,Franklin Lakes School District,2018
6,George Washington School,Public,K-3,39 Fardale Avenue,Mahwah,07430,Bergen County,Mahwah Township Public School District,2018
7,Milford Public School,Public,"PK, KG-5",7 Hillside Avenue,Milford,08848,Hunterdon County,Milford Borough School District,2018
8,Cornelia F. Bradford School,Public,"PK, KG-5",96 Sussex St,Jersey City,07302,Hudson County,Jersey City Public Schools,2018
9,Terence C. Reilly School No 7,Public,2-8,436 First Avenue,Elizabeth,07206,Union County,Elizabeth Public Schools,2018
10,Hillside Elementary School,Public,"PK, KG-3",89 Hillsdale Avenue,Allendale,07401,Bergen County,Allendale Public School District,2018
11,Deerfield School,Public,K-4,26 Troy Lane,Short Hills,07078,Essex County,Millburn Township School District,2018
12,Upper School,Public,3-8,143 Charlotte Pl,Englewood Cliffs,07632,Bergen County,Englewood Cliffs School District,2018
13,Henry B. Milnes Elementary School,Public,K-4,8-01 Phillip St,Fair Lawn,07410,Bergen County,Fair Lawn Public School District,2018
14,Essex Fells Elementary School,Public,"PK, KG-6",102 Hawthorne Rd,Essex Fells,07021,Essex County,Essex Fells School District,2018
15,William F. Halloran School No.22,Public,2-8,612 Pulaski Street,Elizabeth,07202,Union County,Elizabeth Public Schools,2018
16,Princeton Charter School,"Public, Charter",K-8,100 Bunn Drive,Princeton,08540,Mercer County,Princeton Charter School,2018
17,Ho-Ho-Kus Public School,Public,"PK, KG-8",70 Lloyd Road,Ho Ho Kus,07423,Bergen County,Ho-Ho-Kus School District,2018
18,Wyoming School,Public,K-4,55 Myrtle Ave,Millburn,07041,Essex County,Millburn Township School District,2018
19,Mendham Township Elementary School,Public,"PK, KG-4",18 West Main Street,Brookside,07926,Morris County,Mendham Township School District,2018
20,Zane North Elementary School,Public,"PK, KG-5",801 Stokes Avenue,Collingswood,08108,Camden County,Collingswood Public School District,2018
21,Edith A. Bogert Elementary School,Public,3-5,391 W  Saddle River Rd,Upper Saddle River,07458,Bergen County,Upper Saddle River School District,2018
22,Wandell School,Public,"PK, KG-5",97 E Allendale Rd,Saddle River,07458,Bergen County,Saddle River School District,2018
23,Hamilton Primary School,Public,K-4,9 Hamilton Lane,Basking Ridge,07920,Somerset County,Bridgewater-Raritan Regional School District,2018
24,Franklin Elementary School,Public,1-5,136 Blackburn Road,Summit,07901,Union County,Summit Public School District,2018
25,Monmouth Junction Elementary School,Public,"PK, KG-5",630 Ridge Road,Monmouth Junction,08852,Middlesex County,South Brunswick School District,2018
26,Sara M. Gilmore Academy,Public,1-8,1700 Kerrigan Avenue,Union City,07087,Hudson County,Union City School District,2018
27,Deane-Porter Elementary School,Public,"PK, KG-3",50 Blackpoint Road,Rumson,07760,Monmouth County,Rumson Borough School District,2018
28,Hartshorn School,Public,K-4,400 Hartshorn Drive,Short Hills,07078,Essex County,Millburn Township School District,2018
29,Mount Pleasant Elementary School,Public,K-5,11 Broadlawn Dr,Livingston,07039,Essex County,Livingston Board of Education School District,2018
30,Mount Prospect Elementary School,Public,"PK, KG-5",111 Hansom Road,Basking Ridge,07920,Somerset County,Bernards Township School District,2018
31,Viola L Sickles School,Public,"PK, KG-3",25 Willow Street,Fair Haven,07704,Monmouth County,Fair Haven School District,2018
32,Washington Elementary School,Public,1-5,900 St. Marks Avenue,Westfield,07090,Union County,Westfield Public School District,2018
33,Martin Luther King Elementary School,Public,K-5,285 Tingley Lane,Edison,08820,Middlesex County,Edison Township School District,2018
34,Alpine Elementary School,Public,K-8,500 Hillside Avenue,Alpine,07620,Bergen County,Alpine School District,2018
35,Hillview School,Public,K-5,206 Boulevard,Pompton Plains,07444,Morris County,Pequannock Township School District,2018
36,Merritt Memorial,Public,1-5,1 Dogwood Lane,Cresskill,07626,Bergen County,Cresskill Public School District,2018
37,Lincoln-Hubbard Elementary School,Public,1-5,52 Woodland Ave,Summit,07901,Union County,Summit Public School District,2018
38,Wildwood Elementary School,Public,K-5,51 Glen Rd.,Mountain Lakes,07046,Morris County,Mountain Lakes Public School District,2018
39,Littleton Elementary School,Public,"PK, KG-5",250 Brooklawn Drive,Morris Plains,07950,Morris County,Parsippany-Troy Hills Township School District,2018
40,Oak Tree Elementary School,Public,"PK, KG-3",226 Applegarth Road,Monroe Township,08831,Middlesex County,Monroe Township School District,2018
41,Hillside Elementary School,Public,"PK, KG-4",340 Homans Avenue,Closter,07624,Bergen County,Closter Public School District,2018
42,Ridge Elementary School,Public,K-5,325 West Ridgewood Ave,Ridgewood,07450,Bergen County,Ridgewood Public School District,2018
43,Washington Elementary School,Public,1-5,507 Morris Ave,Summit,07901,Union County,Summit Public School District,2018
44,South Mountain School,Public,"PK, KG-4",2 Southern Slope Drive,Millburn,07041,Essex County,Millburn Township School District,2018
45,Westmoreland Elementary School,Public,"PK, KG-4",16-50 Parmelee Ave.,Fair Lawn,07410,Bergen County,Fair Lawn Public School District,2018
46,Betsy Ross Elementary,Public,K-3,20 Malcolm Rd,Mahwah,07430,Bergen County,Mahwah Township Public School District,2018
47,South Valley Elementary School,Public,"PK, KG-3",210 S  Stanwick Rd,Moorestown,08057,Burlington County,Moorestown Township Public School District,2018
48,Woodbrook Elementary School,Public,K-5,15 Robin Road,Edison,08820,Middlesex County,Edison Township School District,2018
49,Hawes Elementary School,Public,K-5,531 Stevens Avenue,Ridgewood,07451,Bergen County,Ridgewood Public School District,2018
50,Joseph D. Sharp Elementary School,Public,K-5,300 Old Orchard Rd.,Cherry Hill,08003,Camden County,Cherry Hill School District,2018
51,Cherry Hill School,Public,"PK, KG-6",410 Bogert Rd,River Edge,07661,Bergen County,River Edge School District,2018
52,Northvail Elementary School,Public,K-5,10 Eileen Court,Parsippany,07054,Morris County,Parsippany-Troy Hills Township School District,2018
53,Riker Hill Elementary School,Public,K-5,31 Blackstone Dr,Livingston,07039,Essex County,Livingston Board of Education School District,2018
54,Alexander Hamilton School,Public,K-5,380 Harristown Road,Glen Rock,07452,Bergen County,Glen Rock Public School District,2018
55,Harding Township School,Public,"PK, KG-8",34 Lees Hill Road,New Vernon,07976,Morris County,Harding Township School District,2018
56,Hilldale School,Public,K-5,123 Konner Avenue,Pine Brook,07058,Morris County,Montville Township School District,2018
57,Salt Brook School,Public,K-6,40 Maple St,New Providence,07974,Union County,New Providence School District,2018
58,Lyncrest Elementary School,Public,K-4,9-04 Morlot Ave,Fair Lawn,07410,Bergen County,Fair Lawn Public School District,2018
59,School No. 1,Public,K-4,250 Hoym Street,Fort Lee,07024,Bergen County,Fort Lee School District,2018
60,Elizabeth Haddon School,Public,"PK, KG-5",501 West Redman Avenue,Haddonfield,08033,Camden County,Haddonfield School District,2018
61,Little Falls Township Public School # 3,Public,3-4,560 MainStreet,Little Falls,07424,Passaic County,Little Falls Township Public School District,2018
62,Hatikvah International Academy Charter School,"Public, Charter",K-8,7 Lexington Avenue,East Brunswick,08816,Middlesex County,Hatikvah International Academy Charter School,2018
63,Walter M. Schirra Elementary School,Public,K-5,One Awn St,Old Bridge,08857,Middlesex County,Old Bridge Township School District,2018
64,George C. Baker Elementary School,Public,"PK, KG-3",139 W  Maple Ave,Moorestown,08057,Burlington County,Moorestown Township Public School District,2018
65,Maurice Hawk Elementary School,Public,"PK, KG-3",303  305 Clarksville Road,West Windsor,08550,Mercer County,West Windsor-Plainsboro Regional School District,2018
66,Willard Elementary School,Public,K-5,601 Morningside Rd,Ridgewood,07451,Bergen County,Ridgewood Public School District,2018
67,Roosevelt Public School,Public,"PK, KG-6",2a School Lane,Roosevelt,08555,Monmouth County,Roosevelt Borough Public School District,2018
68,Toll Gate Grammar School,Public,"PK, KG-5",275 So  Main Street,Pennington,08534,Mercer County,Hopewell Valley Regional School District,2018
69,West Ridge Elementary School,Public,"PK, KG-6",18 South  First Street,Park Ridge,07656,Bergen County,Park Ridge School District,2018
70,Woodmont School,Public,K-5,39 Woodmont Road,Pine Brook,07058,Morris County,Montville Township School District,2018
71,Somerville Elementary School,Public,K-5,45 South Pleasant Ave,Ridgewood,07451,Bergen County,Ridgewood Public School District,2018
72,Menlo Park Elementary School,Public,K-5,155 Monroe Avenue,Edison,08820,Middlesex County,Edison Township School District,2018
73,Edward H. Bryan,Public,"PK, KG-5",51 Brookside Ave,Cresskill,07626,Bergen County,Cresskill Public School District,2018
74,Ridgewood Avenue School,Public,3-6,235 Ridgewood Ave,Glen Ridge,07028,Essex County,Glen Ridge Public School District,2018
75,Grandview Elementary School,Public,"PK, KG-3",35 Hamilton Dr East,N Caldwell,07006,Essex County,North Caldwell School District,2018
76,Robert Treat Academy Charter School,"Public, Charter",K-8,443 Clifton Avenue,Newark,07104,Essex County,Robert Treat Academy Charter School,2018
77,Franklin Elementary School,Public,1-5,700 Prospect Street,Westfield,07090,Union County,Westfield Public School District,2018
78,Malcolm S Mackay School,Public,K-5,111 Jefferson Avenue,Tenafly,07670,Bergen County,Tenafly Public School District,2018
79,Riverview Elementary School,Public,K-5,33 St  Marys Place,Denville,07834,Morris County,Denville Township K-8 School District,2018
80,Milltown Primary School,Public,"PK, KG-4",611 Milltown Road,Bridgewater,08807,Somerset County,Bridgewater-Raritan Regional School District,2018
81,Stony Brook Elementary School,Public,"PK, KG-5",20 Stephenson Road,Pennington,08534,Mercer County,Hopewell Valley Regional School District,2018
82,Central School,Public,"PK, KG-5",Three Lincoln Avenue,Haddonfield,08033,Camden County,Haddonfield School District,2018
83,Calvin Coolidge Elementary School,Public,K-5,420 Grandview Ave,Wyckoff,07481,Bergen County,Wyckoff Township Public School District,2018
84,Rockaway Valley School,Public,"PK, KG-8",11 Valley Road,Boonton,07005,Morris County,Boonton Township School District,2018
85,Haworth Public School,Public,K-8,205 Valley Rd,Haworth,07641,Bergen County,Haworth Public School District,2018
86,Hillsborough Township Elementary School,Public,K-4,435 Route 206,Hillsborough,08844,Somerset County,Hillsborough Township Public School District,2018
87,Hoboken Charter School,"Public, Charter, Alternative",K-12,713 Washington St,Hoboken,07030,Hudson County,Hoboken Charter School,2018
88,Parkway Elementary School,Public,"PK, KG-4",145 E. Ridgewood Avenue,Paramus,07652,Bergen County,Paramus Public School District,2018
89,Brayton Elementary School,Public,1-5,89 Tulip Street,Summit,07901,Union County,Summit Public School District,2018
90,Orchard Elementary School,Public,K-5,230 Demarest St,Ridgewood,07451,Bergen County,Ridgewood Public School District,2018
91,James Madison Intermediate School,Public,3-5,838 New Dover Road,Edison,08820,Middlesex County,Edison Township School District,2018
92,Monmouth Beach Elementary School,Public,"PK, KG-8",7 Hastings Place,Monmouth Beach,07750,Monmouth County,Monmouth Beach School District,2018
93,Oak Street School,Public,K-5,70 West Oak Street,Basking Ridge,07920,Somerset County,Bernards Township School District,2018
94,Woodland School,Public,K-5,114 Stirling Road,Warren,07059,Somerset County,Warren Township School District,2018
95,Warnsdorfer Elementary School,Public,"PK, KG-5",9 Hardenburg Lane,East Brunswick,08816,Middlesex County,East Brunswick Township School District,2018
96,Clara E Coleman School,Public,K-5,100 Pinelynn Rd,Glen Rock,07452,Bergen County,Glen Rock Public School District,2018
97,J. Ackerman Coles Elementary School,Public,"PK, KG-4",16 Kevin Road,Scotch Plains,07076,Union County,Scotch Plains-Fanwood School District,2018
98,Brookside Place School,Public,K-5,700 Brookside Place,Cranford,07016,Union County,Cranford Public School District,2018
99,Roosevelt School,Public,K-6,711 Summit Ave,River Edge,07661,Bergen County,River Edge School District,2018
100,Hillside Elementary School,Public,K-5,98 Belmont Drive,Livingston,07039,Essex County,Livingston Board of Education School District,2018
101,Ralph S Maugham School,Public,K-5,111 Magnolia Avenue,Tenafly,07670,Bergen County,Tenafly Public School District,2018
102,Johnson Park School,Public,"PK, KG-5",285 Rosedale Road,Princeton,08540,Mercer County,Princeton Public School District,2018
103,Allen W. Roberts School,Public,"PK, KG-6",80 Jones Dr,New Providence,07974,Union County,New Providence School District,2018
104,Central Jersey College Prep Charter School,"Public, Charter, Alternative",K-12,101 Mettlers Road,Somerset,08873,Somerset County,Central Jersey College Prep Charter School,2018
105,Amsterdam Elementary School,Public,K-4,301 Amsterdam Drive,Hillsborough,08844,Somerset County,Hillsborough Township Public School District,2018
106,Village School,Public,"PK, KG-3",67 McCampbell Road,Holmdel,07733,Monmouth County,Holmdel Township School District,2018
107,Thomas P. Hughes School,Public,3-5,446 Snyder Ave,Berkeley Hts,07922,Union County,Berkeley Heights School District,2018
108,Edward T. Hamilton,Public,K-5,1 Boundary Lane,Voorhees,08043,Camden County,Voorhees Township School District,2018
109,Berkeley Elementary,Public,K-5,47 Berkeley Ave,Westwood,07675,Bergen County,Westwood Regional School District,2018
110,Mountain Park School,Public,3-5,55 Fairfax Dr,Berkeley Hts,07922,Union County,Berkeley Heights School District,2018
111,Bear Tavern Elementary School,Public,"PK, KG-5",1162 Bear Tavern Road,Titusville,08560,Mercer County,Hopewell Valley Regional School District,2018
112,Lake Hiawatha Elementary School,Public,"PK, KG-5",1 Lincoln Avenue,Lake Hiawatha,07034,Morris County,Parsippany-Troy Hills Township School District,2018
113,Central Elementary School,Public,"PK, KG-5",371 Cranbury Road,East Brunswick,08816,Middlesex County,East Brunswick Township School District,2018
114,Brielle Elementary School,Public,"PK, KG-8",605 Union Lane,Brielle,08730,Monmouth County,Brielle Boro School District,2018
115,Tamaques Elementary School,Public,1-5,641 Willow Grove Road,Westfield,07090,Union County,Westfield Public School District,2018
116,Walter Stillman School,Public,"PK, KG-5",75 Tenafly Road,Tenafly,07670,Bergen County,Tenafly Public School District,2018
117,Wolf Hill School,Public,"PK, KG-4",29 Wolf Hill Avenue,Oceanport,07757,Monmouth County,Oceanport School District,2018
118,Angelo L. Tomaso School,Public,K-5,46 Washington Valley Road,Warren,07059,Somerset County,Warren Township School District,2018
119,Nicholas Oresko Community School,Public,"PK, KG-8",33 East 24th Street,Bayonne,07002,Hudson County,Bayonne School District,2018
120,Adlai E. Stevenson School,Public,"PK, KG-3",15 Knoll Road,Fairfield,07004,Essex County,Fairfield Public School District,2018
121,Sicomac Elementary School,Public,"PK, KG-5",356 Sicomac Ave,Wyckoff,07481,Bergen County,Wyckoff Township Public School District,2018
122,Mary A. Hubbard Elementary School,Public,"PK, KG-3",10 Hubbard Lane,Ramsey,07446,Bergen County,Ramsey School District,2018
123,Radburn Elementary School,Public,K-4,18-00 Radburn Rd,Fair Lawn,07410,Bergen County,Fair Lawn Public School District,2018
124,East Amwell Township,Public,"PK, KG-8",43 Wertsville Rd,Ringoes,08551,Hunterdon County,East Amwell Township School District,2018
125,Tinc Rd. Elementary School,Public,K-5,24 Tinc Road,Flanders,07836,Morris County,Mount Olive Township School District,2018
126,Frank Defino Central Elementary School,Public,K-5,175 Route 79 North,Marlboro,07746,Monmouth County,Marlboro Township School District,2018
127,Cranbury School,Public,"PK, KG-8",23 N Main St,Cranbury,08512,Middlesex County,Cranbury Township School District,2018
128,Wanamassa Elementary School,Public,"PK, KG-4",901 Bendermere Avenue,Asbury Park,07712,Monmouth County,Township of Ocean School District,2018
129,Cedar Hill School,Public,"PK, KG-5",46 Pine Brook Road,Towaco,07082,Morris County,Montville Township School District,2018
130,Harrison Elementary School,Public,K-5,148 North Livingston Ave,Livingston,07039,Essex County,Livingston Board of Education School District,2018
131,Crim Primary School,Public,"PK, KG-4",1300 Crim Road,Bridgewater,08807,Somerset County,Bridgewater-Raritan Regional School District,2018
132,Washington Avenue School,Public,"PK, KG-3",102 Washington Avenue,Chatham,07928,Morris County,School District of the Chathams,2018
133,Frost Elementary School,Public,"PK, KG-5",65 Frost Avenue,East Brunswick,08816,Middlesex County,East Brunswick Township School District,2018
134,Torey J. Sabatini School,Public,K-5,Glenwild Circle,Madison,07940,Morris County,Madison Public School District,2018
135,Watchung Elementary School,Public,K-5,14 Garden St,Montclair,07042,Essex County,Montclair Public School District,2018
136,Wilson Elementary School,Public,1-5,301 Linden Avenue,Westfield,07090,Union County,Westfield Public School District,2018
137,North Star Academy Charter School,"Public, Charter, Alternative",K-12,10 Washington Place,Newark,07102,Essex County,North Star Academy Charter School,2018
138,Sea Girt Elementary School,Public,"PK, KG-8",451 Bell Place,Sea Girt,08750,Monmouth County,Sea Girt Borough School District,2018
139,J Spencer Smith School,Public,K-5,101 Downey Drive,Tenafly,07670,Bergen County,Tenafly Public School District,2018
140,Harrington Park School,Public,"PK, KG-8",191 Harriot Ave,Harrington Park,07640,Bergen County,Harrington Park School District,2018
141,H W Mountz Elementary School,Public,"PK, KG-8",411 Tuttle Ave,Spring Lake,07762,Monmouth County,Spring Lake Borough,2018
142,Livingston Avenue School,Public,3-5,75 Livingston Avenue,Cranford,07016,Union County,Cranford Public School District,2018
143,Milford Brook School,Public,K-6,20 Globar  Terrace,Manalapan,07726,Monmouth County,Manalapan-Englishtown Regional School District,2018
144,Travell Elementary School,Public,K-5,340 Bogert Ave,Ridgewood,07451,Bergen County,Ridgewood Public School District,2018
145,Oradell Public School,Public,"PK, KG-6",350 Propect Avenue,Oradell,07649,Bergen County,Oradell Public School District,2018
146,Richard Stockton Elementary School,Public,K-5,200 Wexford Dr.,Cherry Hill,08003,Camden County,Cherry Hill School District,2018
147,Brooks Crossing Elementary School,Public,"PK, KG-5",50 Deans Hall Road,Monmouth Junction,08852,Middlesex County,South Brunswick School District,2018
148,Lakeview Elementary School,Public,"PK, KG-5",44 Cooper Road,Denville,07834,Morris County,Denville Township K-8 School District,2018
149,Robertsville Elementary School,Public,1-5,36 Menzel Lane,Morganville,07751,Monmouth County,Marlboro Township School District,2018
150,St. Cloud Elementary School,Public,K-5,71 Sheridan Ave,West Orange,07052,Essex County,West Orange Public Schools,2018
151,North End Elementary School,Public,"PK, KG-4",122 Stevens Avenue,Cedar Grove,07009,Essex County,Cedar Grove Township School District,2018
152,Seaview Elementary School,Public,"PK, KG-4",2013 Wabash Ave,Linwood,08221,Atlantic County,Linwood City School District,2018
153,Logan Township Elementary School,Public,1-4,110 School Lane,Logan Township,08085,Gloucester County,Logan Township School District,2018
154,Barley Sheaf Elementary School,Public,K-4,80 Barley Sheaf Road,Flemington,08822,Hunterdon County,Flemington-Raritan Regional School District,2018
155,William J. McGinn Elementary School,Public,K-4,1100 Roosevelt Avenue,Scotch Plains,07076,Union County,Scotch Plains-Fanwood School District,2018
156,Jefferson Elementary School,Public,1-5,1200 Boulevard,Westfield,07090,Union County,Westfield Public School District,2018
157,Oak View Elementary School,Public,"PK, KG-6",150 Garrabrant Avenue,Bloomfield,07003,Essex County,Bloomfield Township School District,2018
158,Woodside Elementary School,Public,K-5,801 Rivervale Rd,River Vale,07675,Bergen County,River Vale Public School District,2018
159,Memorial Elementary School,Public,"PK, KG-4",East 203 Midland Avenue,Paramus,07652,Bergen County,Paramus Public School District,2018
160,T. Baldwin Demarest Elementary School,Public,"PK, KG-4",1 School St,Old Tappan,07675,Bergen County,Old Tappan Public School District,2018
161,Cambridge Elementary School,Public,"PK, KG-5",35 Cambridge Road,Kendall Park,08824,Middlesex County,South Brunswick School District,2018
162,Burnet Hill Elementary School,Public,"PK, KG-5",25 Byron Place,Livingston,07039,Essex County,Livingston Board of Education School District,2018
163,Catherine E. Doyle Elementary School,Public,"PK, KG-3",250 Wood  Ridge Ave,Wood Ridge,07075,Bergen County,Wood-Ridge School District,2018
164,Wemrock Brook School,Public,K-5,118 Millhurst Road,Manalapan,07726,Monmouth County,Manalapan-Englishtown Regional School District,2018
165,Point Road School,Public,"PK, KG-4",357 Little Silver Point Road,Little Silver,07739,Monmouth County,Little Silver Boro School District,2018
166,Stonybrook Elementary School,Public,3-5,118 Boonton Avenue,Kinnelon,07405,Morris County,Kinnelon School District,2018
167,Lawrence Brook Elementary School,Public,"PK, KG-5",48 Sullivan Way,E Brunswick,08816,Middlesex County,East Brunswick Township School District,2018
168,Laning Avenue School,Public,"PK, KG-4",18 Lanning Rd,Verona,07044,Essex County,Verona Public School District,2018
169,School #3,Public,"PK, KG-4",397 Palisade Avenue,Cliffside Park,07010,Bergen County,Cliffside Park School District,2018
170,William Woodruff School,Public,K-2,Briarwood Dr West,Berkeley Hts,07922,Union County,Berkeley Heights School District,2018
171,Richard Byrd,Public,K-5,640 Doremus Ave,Glen Rock,07452,Bergen County,Glen Rock Public School District,2018
172,Central School,Public,"PK, KG-5",600 S Maple Ave,Glen Rock,07452,Bergen County,Glen Rock Public School District,2018
173,Liberty Corner School,Public,K-5,61 Church Street,Liberty Corner,07938,Somerset County,Bernards Township School District,2018
174,Grant Elementary School,Public,K-5,100 Grant Ave,Dumont,07628,Bergen County,Dumont Public School District,2018
175,A. Russell Knight Elementary School,Public,K-5,140 Old Carriage Rd.,Cherry Hill,08034,Camden County,Cherry Hill School District,2018
176,Mary E. Roberts Elementary School,Public,"PK, KG-3",290 Crescent Avenue,Moorestown,08057,Burlington County,Moorestown Township Public School District,2018
177,Sunnymead Elementary School,Public,"PK, KG-4",55 Sunnymead Road,Hillsborough,08844,Somerset County,Hillsborough Township Public School District,2018
178,Cranberry Pines Elementary,Public,K-5,400 Fairview Road,Medford,08055,Burlington County,Medford Township School District,2018
179,Valley View School,Public,"PK, KG-5",30 Montgomery Avenue,Montville,07045,Morris County,Montville Township School District,2018
180,Manito Elementary School,Public,K-5,111 Manito Ave,Oakland,07436,Bergen County,Oakland Public School District,2018
181,Lenape Meadows,Public,"PK, KG-3",160 Ridge Road,Mahwah,07430,Bergen County,Mahwah Township Public School District,2018
182,Cedar Hill School,Public,K-5,100 Peachtree Road,Basking Ridge,07920,Somerset County,Bernards Township School District,2018
183,Riverside School,Public,"PK, KG-5",58 Riverside Drive,Princeton,08540,Mercer County,Princeton Public School District,2018
184,Hopewell Elementary School,Public,"PK, KG-5",35 Princeton Avenue,Hopewell,08525,Mercer County,Hopewell Valley Regional School District,2018
185,Warren Point Elementary School,Public,K-4,30-07 Broadway,Fair Lawn,07410,Bergen County,Fair Lawn Public School District,2018
186,North Boulevard School,Public,"PK, KG-5",363 Boulevard,Pompton Plains,07444,Morris County,Pequannock Township School District,2018
187,J.V.B. Wicoff Elementary School,Public,K-3,510 Plainsboro Road,Plainsboro,08536,Middlesex County,West Windsor-Plainsboro Regional School District,2018
188,Berkley Street School,Public,K-5,812 Berkley Street,New Milford,07646,Bergen County,New Milford Public School District,2018
189,Millstone River School,Public,3-5,75 Grovers Mill Road,Plainsboro,08536,Middlesex County,West Windsor-Plainsboro Regional School District,2018
190,Hoboken Dual Language Charter School,"Public, Charter",K-8,123 Jefferson Street,Hoboken,07030,Hudson County,Hoboken Dual Language Charter School,2018
191,Collins Elementary School,Public,K-5,67 Martin Rd,Livingston,07039,Essex County,Livingston Board of Education School District,2018
192,Albert Payson Terhune Elementary,Public,K-5,40 Geoffrey Way,Wayne,07470,Passaic County,Wayne Township Public School District,2018
193,Woods Road Elementary School,Public,"PK, KG-4",120 South Woods Road,Hillsborough,08844,Somerset County,Hillsborough Township Public School District,2018
194,Union Township Elementary School,Public,"PK, KG-4",149 Perryville Road,Hampton,08827,Hunterdon County,Union Township School District,2018
195,Brooklake School,Public,3-5,235 Brooklake Road,Florham Park,07932,Morris County,Florham Park School District,2018
196,Clark Mills School,Public,K-5,34 Gordons Corner Road,Manalapan,07726,Monmouth County,Manalapan-Englishtown Regional School District,2018
197,Mt. Horeb School,Public,"PK, KG-5",80 Mount Horeb Road,Warren,07059,Somerset County,Warren Township School District,2018
198,Memorial Elementary School,Public,"PK, KG-4",53 Grand Avenue West,Montvale,07645,Bergen County,Montvale Board of Education School District,2018
199,Mansfield Township Elementary School,Public,3-6,200 Mansfield Road East,Columbus,08022,Burlington County,Mansfield Township School District,2018
200,Kennedy Park Elementary School,Public,PK-K,Goodrich Avenue,Iselin,08830,Middlesex County,Woodbridge Township School District,2018
201,Troy Hills Elementary School,Public,K-5,509 S  Beverwyck Road,Parsippany,07054,Morris County,Parsippany-Troy Hills Township School District,2018
202,Radcliffe School,Public,"PK, KG-6",379 Bloomfield Ave,Nutley,07110,Essex County,Nutley Public School District,2018
203,Glenview Avenue,Public,K-6,1700 Sycamore Street,Haddon Heights,08035,Camden County,HADDON HEIGHTS School District,2018
204,Lincoln Elementary School,Public,"PK, KG-5",Burton & Paterson Aves,Hasbrouck Heights,07604,Bergen County,Hasbrouck Heights School District,2018
205,George Washington Elementary School,Public,K-5,270 Woodland Ave,Wyckoff,07481,Bergen County,Wyckoff Township Public School District,2018
206,Roberge Elementary School,Public,"PK, KG-5",617 Westwood Ave,River Vale,07675,Bergen County,River Vale Public School District,2018
207,Chairville Elementary School,Public,K-5,36 Chairville Road,Medford,08055,Burlington County,Medford Township School District,2018
208,McKinley Elementary School,Public,1-5,500 First Street,Westfield,07090,Union County,Westfield Public School District,2018
209,M. Scott Carpenter Elementary School,Public,K-5,One Par Avenue,Old Bridge,08857,Middlesex County,Old Bridge Township School District,2018
210,Dorchester Elementary School,Public,"PK, KG-5",100 Dorchester Road,Woodcliff Lake,07677,Bergen County,Woodcliff Lake School District,2018
211,Littlebrook School,Public,"PK, KG-5",39 Magnolia Lane,Princeton,08540,Mercer County,Princeton Public School District,2018
212,Jessie F. George Elementary,Public,K-5,1 Palm Street,Township Of Washington,07676,Bergen County,Westwood Regional School District,2018
213,John E Riley Elementary School,Public,"PK, KG-4",100 Morris Avenue,South Plainfield,07080,Middlesex County,South Plainfield School District,2018
214,Roosevelt School #7,Public,"PK, KG-5",225 Lincoln Pl,Garfield,07026,Bergen County,Garfield Public School District,2018
215,Millington Elementary School,Public,2-5,91 Northfield Road,Millington,07946,Morris County,Long Hill Township School District,2018
216,Asher Holmes Elementary School,Public,1-5,48 Menzel Lane,Morganville,07751,Monmouth County,Marlboro Township School District,2018
217,Sandshore Rd. Elementary School,Public,K-5,498 Sandshore  Road,Budd Lake,07828,Morris County,Mount Olive Township School District,2018
218,James F. Cooper Elementary School,Public,K-5,1960 Greentree Rd.,Cherry Hill,08003,Camden County,Cherry Hill School District,2018
219,Middletown Village Elementary School,Public,"PK, KG-5",147 Kings Highway,Middletown,07748,Monmouth County,Middletown Township Public School District,2018
220,Central School,Public,K-5,109 Mount Bethel Road,Warren,07059,Somerset County,Warren Township School District,2018
221,Tewksbury Elementary School,Public,K-5,109 Fairmount Road East,Califon,07830,Hunterdon County,Tewksbury Township School District,2018
222,Peter Muschal Elementary,Public,"PK, KG-5",323 Ward Ave,Bordentown,08505,Burlington County,Bordentown Regional School District,2018
223,The Gray Charter School,"Public, Charter",K-8,55 Liberty Street,Newark,07102,Essex County,Gray Charter School,2018
224,Mount Pleasant Elementary School,Public,K-5,9 Manger Road,West Orange,07052,Essex County,West Orange Public Schools,2018
225,Maria Varisco Rogers Charter School,"Public, Charter",K-8,233 Woodside Ave,Newark,07104,Essex County,Maria L. Varisco-Rogers Charter School,2018
226,Dutch Neck Elementary School,Public,K-3,392 Village Road East,West Windsor,08550,Mercer County,West Windsor-Plainsboro Regional School District,2018
227,Julia A Traphagen School,Public,"PK, KG-5",153 Summit Avenue,Waldwick,07463,Bergen County,Waldwick School District,2018
228,Highland Elementary School,Public,3-6,31 Highland Ave,Midland Park,07432,Bergen County,Midland Park School District,2018
229,Gregory Elementary School,Public,K-5,301 Gregory Ave,West Orange,07052,Essex County,West Orange Public Schools,2018
