rank,school,type,grades,address,city,zip,county,district,year
1174,Harriet Tubman Elementary School,Public,"PK, KG-8",504 S Tenth St,Newark,07103,Essex County,Newark Public School District,2018
1175,Dorthy L. Bullock School,Public,1-3,370 New St E,Glassboro,08028,Gloucester County,Glassboro School District,2018
1176,Joseph C. Caruso School,Public,K-5,81 Frances Place,Keansburg,07734,Monmouth County,Keansburg School District,2018
1177,Oakwood Avenue Community School,Public,"PK, KG-7",135 Oakwood Ave,Orange,07050,Essex County,ORANGE BOARD OF EDUCATION School District,2018
1178,Chatsworth Elementary School,Public,"PK, KG-8",2 John Bowker Jr. Blvd,Chatsworth,08019,Burlington County,Woodland Township School District,2018
1179,Atlantic Community Charter School,"Public, Charter",K-8,112 South New York Rd,Galloway,08205,Atlantic County,Atlantic Community Charter School,2018
1180,Gladys Nunery School,Public,"PK, KG-5",123 Claremont Ave,Jersey City,07305,Hudson County,Jersey City Public Schools,2018
1181,Riverside Elementary School,Public,"PK, KG-5",112 E Washington Street,Riverside,08075,Burlington County,Riverside Township School District,2018
1182,Ella G Clarke Elementary School,Public,2-5,455 Manetta Avenue,Lakewood,08701,Ocean County,Lakewood Township School District,2018
1183,John Marshal School No. 20,Public,K-8,521 Magnolia Ave,Elizabeth,07206,Union County,Elizabeth Public Schools,2018
1184,Loudenslager Elementary School,Public,3-6,100 Baird Ave,Paulsboro,08066,Gloucester County,Paulsboro School District,2018
1185,Rev. Dr. Ercel F. Webb School,Public,"PK, KG-5",264 Van Horne Street,Jersey City,07304,Hudson County,Jersey City Public Schools,2018
1186,Speedway Avenue School,Public,K-8,701 South Orange Avenue,Newark,07106,Essex County,Newark Public School District,2018
1187,University Heights Charter School,"Public, Charter","PK, KG-8",74 Hartford Street,Newark,07103,Essex County,University Heights Charter School,2018
1188,School 18,Public,1-8,51 E  18th Street,Paterson,07524,Passaic County,Paterson Public School District,2018
1189,Clinton Elementary School,Public,"PK, KG-5",West 4th St  And Clinton Ave,Plainfield,07063,Union County,Plainfield Public School District,2018
1190,Gloria M Sabater Elementary School,Public,K-5,301 South East Blvd,Vineland,08360,Cumberland County,Vineland Public School District,2018
1191,Hawkins Street School,Public,K-8,8 Hawkins St,Newark,07105,Essex County,Newark Public School District,2018
1192,Juan Pablo Duarte - Jose Julian Marti School No 28,Public,"PK, KG-8",25 First Street,Elizabeth,07206,Union County,Elizabeth Public Schools,2018
1193,Theodore Roosevelt School No. 10,Public,"PK, KG-8",151 Harrison St.,Passaic,07055,Passaic County,Passaic City School District,2018
1194,Lord Stirling Elementary School,Public,"PK, KG-5",101 Redmond Street,New Brunswick,08901,Middlesex County,New Brunswick School District,2018
1195,School 25,Public,"PK, KG-8",287 Trenton Avenue,Paterson,07503,Passaic County,Paterson Public School District,2018
1196,Evergreen Elementary School,Public,K-5,1033 Evergreen Ave,Plainfield,07060,Union County,Plainfield Public School District,2018
1197,Winfield Scott School No. 2,Public,"PK, KG-8",125 Madison Ave,Elizabeth,07201,Union County,Elizabeth Public Schools,2018
1198,Avon Avenue School,Public,"PK, KG-8",219 Avon Ave,Newark,07108,Essex County,Newark Public School District,2018
1199,McKinley Elementary School,Public,"PK, KG-8",1 Colonnade Pl,Newark,07104,Essex County,Newark Public School District,2018
1200,W. R. James Senior Elementary School,Public,K-4,41 Pinetree Lane,Willingboro,08046,Burlington County,Willingboro Public School District,2018
1201,Cedarbrook Elementary School,Public,K-8,1049 Central Ave,Plainfield,07060,Union County,Plainfield Public School District,2018
1202,Prospect Park School No. 1,Public,"PK, KG-8",94 Brown Avenue,Prospect Park,07508,Passaic County,Prospect Park Public School District,2018
1203,Peshine Avenue School,Public,"PK, KG-8",433 Peshine Avenue,Newark,07112,Essex County,Newark Public School District,2018
1204,Clifton Ave Grade School,Public,2-5,625 Clifton Avenue,Lakewood,08701,Ocean County,Lakewood Township School District,2018
1205,Mildred Barry Garvin Elementary,Public,3-5,1 Grove Place,East Orange,07017,Essex County,East Orange School District,2018
1206,School 2,Public,K-8,22 Passaic Street,Paterson,07501,Passaic County,Paterson Public School District,2018
1207,Livingston Elementary School,Public,K-5,206 Delavan Street,New Brunswick,08901,Middlesex County,New Brunswick School District,2018
1208,Toussaint Louverture-Marquis de Lafayette School No. 6,Public,"PK, KG-8",1071 Julia St,Elizabeth,07201,Union County,Elizabeth Public Schools,2018
1209,Thurgood Marshall Elementary School,Public,"PK, KG-5",141  181 Montgomery Avenue,Irvington,07111,Essex County,Irvington Public School District,2018
1210,Washington Community School,Public,"PK, KG-5",427 Darrow Ave,Plainfield,07060,Union County,Plainfield Public School District,2018
1211,Lafayette Elementary School,Public,1-2,60 West High Street,Bound Brook,08805,Somerset County,Bound Brook School District,2018
1212,Mott Elementary School,Public,K-5,45 Stokely Avenue,Trenton,08611,Mercer County,Trenton Public School District,2018
1213,A Chester Redshaw School,Public,"PK, KG-5",216 Livingston Avenue,New Brunswick,08901,Middlesex County,New Brunswick School District,2018
1214,South Street Elementary School,Public,"PK, KG-8",44-48 Hermon Street,Newark,07105,Essex County,Newark Public School District,2018
1215,William B. Cruise Memorial School No. 11,Public,K-8,390 Gregory Ave.,Passaic,07055,Passaic County,Passaic City School District,2018
1216,Lincoln Avenue Elementary School,Public,"PK, KG-7",216 Lincoln Ave,Orange,07050,Essex County,ORANGE BOARD OF EDUCATION School District,2018
1217,Franklin Elementary School,Public,K-5,200 William Street,Trenton,08610,Mercer County,Trenton Public School District,2018
1218,School 26,Public,"PK, KG-8",1 East 32nd Street,Paterson,07514,Passaic County,Paterson Public School District,2018
1219,Quitman Street School,Public,"PK, KG-8",21 Quitman St,Newark,07103,Essex County,Newark Public School District,2018
1220,Charles F. Seabrook School,Public,"PK, KG-2",1373 Highway 77,Seabrook,08302,Cumberland County,Upper Deerfield Township School District,2018
1221,College Achieve Central Charter School,"Public, Charter, Alternative",K-12,365 Emerson Ave,Plainfield,07062,Union County,College Achieve Central Charter School,2018
1222,School 3,Public,K-8,448 Main Street,Paterson,07501,Passaic County,Paterson Public School District,2018
1223,Freedom Prep Charter School,"Public, Charter, Alternative",K-12,1000 Atlantic AVE,Camden,08104,Camden County,Freedom Prep Charter School,2018
1224,Lindenwold School Five,Public,K-4,550 Chews Landing Rd.,Lindenwold,08021,Camden County,Lindenwold Public School District,2018
1225,Hope Community Charter School,"Public, Charter",K-7,836 S. 4th Street,Camden,08103,Camden County,Hope Community Charter School,2018
1226,Dr. Martin Luther King Junior Educational Complex,Public,"PK, KG-8",851 E  28th Street,Paterson,07513,Passaic County,Paterson Public School District,2018
1227,Grove Street Elementary School,Public,"PK, KG-5",602 Grove Street,Irvington,07111,Essex County,Irvington Public School District,2018
1228,George Washington Academy School No. 1,Public,"PK, KG-8",250 Broadway,Elizabeth,07206,Union County,Elizabeth Public Schools,2018
1229,Etta Gero School No. 9,Public,K-8,140 First St.,Passaic,07055,Passaic County,Passaic City School District,2018
1230,Berkeley Terrace Elementary School,Public,"PK, KG-5",787     Grove Street,Irvington,07111,Essex County,Irvington Public School District,2018
1231,Lincoln Elementary School,Public,"PK, KG-8",87 Richelieu Ter,Newark,07106,Essex County,Newark Public School District,2018
1232,Bridgeton Public Charter School,"Public, Charter",K-4,790 East Commerce Ave,Bridgeton,08302,Cumberland County,Bridgeton Public Charter School,2018
1233,Madison Avenue,Public,"PK, KG-5",173 Madison Avenue,Irvington,07111,Essex County,Irvington Public School District,2018
1234,Washington Avenue Elementary School,Public,K-5,225 W  Washington Avenue,Pleasantville,08232,Atlantic County,Pleasantville Public School District,2018
1235,Klockner Elementary School,Public,"PK, KG-5",830 Klockner Avenue,Hamilton,08619,Mercer County,Hamilton Township Public School District,2018
1236,Dr. E. Alma Flagg School,Public,K-8,150 Third St,Newark,07104,Essex County,Newark Public School District,2018
1237,Dr Martin Luther King Junior School Complex,Public,"PK, KG-8",1700 Marmora Avenue,Atlantic City,08401,Atlantic County,Atlantic City School District,2018
1238,Holly Heights Elementary School,Public,K-5,2509 E Main St,Millville,08332,Cumberland County,Millville School District,2018
1239,Columbus Elementary School,Public,K-5,1200 Brunswick Avenue,Trenton,08638,Mercer County,Trenton Public School District,2018
1240,Martin Luther King Junior School No. 6,Public,"PK, KG-8",85 Hamilton Ave.,Passaic,07055,Passaic County,Passaic City School District,2018
1241,Indian Ave School,Public,K-8,399 Indian Avenue,Bridgeton,08302,Cumberland County,Bridgeton City School District,2018
1242,Jerome Dunn Academy No 9,Public,K-8,125 Third Street,Elizabeth,07206,Union County,Elizabeth Public Schools,2018
1243,Chancellor Avenue Elementary School,Public,K-5,844     Chancellor Avenue,Irvington,07111,Essex County,Irvington Public School District,2018
1244,Daniel F. Ryan Elementary School No. 19,Public,1-8,320 Highland Ave.,Passaic,07055,Passaic County,Passaic City School District,2018
1245,Mt. Vernon Avenue Elementary School,Public,"PK, KG-5",54 Mt   Vernon Avenue,Irvington,07111,Essex County,Irvington Public School District,2018
1246,Chaplain Charles Watters School,Public,"PK, KG-8",220 Virginia Ave,Jersey City,07304,Hudson County,Jersey City Public Schools,2018
1247,Octavio V. Catto Community Family School,Public,"PK, KG-8",3100 Westfield Ave,Camden,08105,Camden County,Camden City School District,2018
1248,Dr Lena Edwards Academic Charter School,"Public, Charter",K-8,509 Bramhall Ave.,Jersey City,07304,Hudson County,Dr Lena Edwards Academic Charter School,2018
1249,Winslow Township Elementary School Two,Public,"PK, KG-3",125 First Avenue,Sicklerville,08081,Camden County,Winslow Township School District,2018
1250,Chancellor Avenue School,Public,K-8,321 Chancellor Ave,Newark,07112,Essex County,Newark Public School District,2018
1251,Stony Brook School,Public,"PK, KG-4",269 Grove Street,North Plainfield,07060,Somerset County,North Plainfield School District,2018
1252,Dr. Henry H. Davis Elementary School,Public,"PK, KG-8",3425 Cramer Street,Camden,08105,Camden County,Camden City School District,2018
1253,School 13,Public,K-8,690 East 23rd St,Paterson,07504,Passaic County,Paterson Public School District,2018
1254,International Charter School,"Public, Charter",K-4,105 Grand Street,Trenton,08611,Mercer County,International Charter School of Trenton,2018
1255,Luis Mu?oz Marin Elementary School,Public,"PK, KG-8",663 Broadway,Newark,07104,Essex County,Newark Public School District,2018
1256,Pennsylvania Ave School,Public,"PK, KG-8",201 N. Pennsylvania Avenue,Atlantic City,08401,Atlantic County,Atlantic City School District,2018
1257,Wilson Elementary School,Public,K-5,175 Girard Avenue,Trenton,08638,Mercer County,Trenton Public School District,2018
1258,Lakehurst Elementary School,Public,"PK, KG-8",301 Union Ave,Lakehurst,08733,Ocean County,Lakehurst School District,2018
1259,Silver Run Elementary School,Public,K-5,301 Silver Run Road,Millville,08332,Cumberland County,Millville School District,2018
1260,Jefferson Elementary School,Public,"PK, KG-5",1700 W. Front St,Plainfield,07063,Union County,Plainfield Public School District,2018
1261,Green Grove Elementary School,Public,"PK, KG-5",909 Green Grove Road,Neptune,07753,Monmouth County,Neptune Township School District,2018
1262,Broad Street School,Public,K-8,251 West Broad Street,Bridgeton,08302,Cumberland County,Bridgeton City School District,2018
1263,Forest Hill School,Public,K-5,1625 Wildwood Avenue,Camden,08103,Camden County,Camden City School District,2018
1264,South Toms River Elementary School,Public,K-5,419 Dover Road,Toms River,08757,Ocean County,Toms River Regional School District,2018
1265,Cleveland Avenue School,Public,"PK, KG-8",388 Bergen St,Newark,07103,Essex County,Newark Public School District,2018
1266,Kuser Elementary School,Public,"PK, KG-5",70 Newkirk Avenue,Hamilton,08629,Mercer County,Hamilton Township Public School District,2018
1267,Midtown Community Elementary School,Public,K-5,1155 Corlies Ave,Neptune,07753,Monmouth County,Neptune Township School District,2018
1268,Hawthorne Avenue School,Public,"PK, KG-8",428 Hawthorne Ave,Newark,07112,Essex County,Newark Public School District,2018
1269,Washington Elementary School,Public,K-5,331 Emory Avenue,Trenton,08611,Mercer County,Trenton Public School District,2018
1270,Thirteenth Avenue School,Public,"PK, KG-8",359 Thirteenth Ave,Newark,07103,Essex County,Newark Public School District,2018
1271,South Seventeenth Street School,Public,K-8,619 S Seventeenth St,Newark,07103,Essex County,Newark Public School District,2018
1272,Nicholas Murray Butler Academy School No. 23,Public,K-8,631-657 Westminstrer Avenue,Elizabeth,07208,Union County,Elizabeth Public Schools,2018
1273,Grant Elementary School,Public,"PK, KG-5",159 N  Clinton Avenue,Trenton,08609,Mercer County,Trenton Public School District,2018
1274,Benjamin Franklin School No. 13,Public,K-8,248 Ripley Pl,Elizabeth,07206,Union County,Elizabeth Public Schools,2018
1275,Commercial Township School,Public,"PK, KG-8",1308 North Avenue,Port Norris,08349,Cumberland County,Commercial Township School District,2018
1276,Rafael Hernandez School,Public,"PK, KG-8",345 Broadway,Newark,07104,Essex County,Newark Public School District,2018
1277,Louise A. Spencer Elementary School,Public,"PK, KG-8",66 Muhammad Ali Avenue,Newark,07108,Essex County,Newark Public School District,2018
1278,Lindenwold School Four,Public,K-4,900 Gibbsboro Rd.,Lindenwold,08021,Camden County,Lindenwold Public School District,2018
1279,Robbins Elementary School,Public,K-5,283 Tyler Street,Trenton,08609,Mercer County,Trenton Public School District,2018
1280,Dr. William H. Horton Elementary School,Public,K-8,291 N 7th St,Newark,07107,Essex County,Newark Public School District,2018
1281,School 12,Public,K-8,121 North Second Street,Paterson,07522,Passaic County,Paterson Public School District,2018
1282,West Avenue School,Public,K-8,51 North West Avenue,Bridgeton,08302,Cumberland County,Bridgeton City School District,2018
1283,Martin Center for the Arts,Public,"PK, KG-8",59 Wilkinson Ave,Jersey City,07305,Hudson County,Jersey City Public Schools,2018
1284,Glenwood Avenue Elementary School,Public,"PK, KG-5",Glenwood & New York Ave,Wildwood,08260,Cape May County,Wildwood City School District,2018
1285,Cherry Street School,Public,K-8,11 Cherry Street,Bridgeton,08302,Cumberland County,Bridgeton City School District,2018
1286,University Elementary School,Public,"PK, KG-5",1 University Place,Irvington,07111,Essex County,Irvington Public School District,2018
1287,School 8,Public,K-8,35 Chadwick Street,Paterson,07503,Passaic County,Paterson Public School District,2018
1288,Buckshutem Road School,Public,K-8,550 Buckshutem Road,Bridgeton,08302,Cumberland County,Bridgeton City School District,2018
1289,Yorkship Elementary School,Public,"PK, KG-5",1251 Collings Road,Camden,08104,Camden County,Camden City School District,2018
1290,Senator Frank Lautenberg School,Public,K-8,137 Carroll Street,Paterson,07501,Passaic County,Paterson Public School District,2018
1291,George Washington Carver Elementary School,Public,"PK, KG-8",333 Clinton Pl,Newark,07112,Essex County,Newark Public School District,2018
1292,Lincoln Elementary School,Public,K-4,66 Bartlett Street,New Brunswick,08901,Middlesex County,New Brunswick School District,2018
1293,Whitney M. Young Junior School,Public,"PK, KG-8",135 Stegman St,Jersey City,07305,Hudson County,Jersey City Public Schools,2018
1294,Cooper's Poynt Family School,Public,"PK, KG-8",201 State Street,Camden,08102,Camden County,Camden City School District,2018
1295,Quarter Mile Lane School,Public,"PK, KG-8",300 Quarter Mile Lane,Bridgeton,08302,Cumberland County,Bridgeton City School District,2018
1296,Salem Middle School,Public,3-8,51 New Market Street,Salem,08079,Salem County,Salem City School District,2018
1297,Edward W. Kilpatrick,Public,"PK, KG-3",295-315 Ellison Street,Paterson,07501,Passaic County,Paterson Public School District,2018
1298,Ollie Culbreth Junior School,Public,"PK, KG-8",153 Union St,Jersey City,07304,Hudson County,Jersey City Public Schools,2018
1299,P.J. Hill Elementary,Public,K-5,1010 East State Street,Trenton,08609,Mercer County,Trenton Public School District,2018
1300,R. M. Bacon Elementary School,Public,K-5,501 South Third Street,Millville,08332,Cumberland County,Millville School District,2018
1301,Thurgood Marshall Elementary School,Public,"PK, KG-3",600 Monroe Avenue,Asbury Park,07712,Monmouth County,Asbury Park School District,2018
1302,School 15,Public,"PK, KG-5",98 Oak Street,Paterson,07501,Passaic County,Paterson Public School District,2018
1303,School 20,Public,K-8,500 East 37th Street,Paterson,07504,Passaic County,Paterson Public School District,2018
1304,Fairfield Township School,Public,"PK, KG-8",375 Gouldtown  Woodruff Road,Bridgeton,08302,Cumberland County,Fairfield Township School District,2018
1305,New York Avenue School,Public,"PK, KG-8",411 N New York Avenue,Atlantic City,08401,Atlantic County,Atlantic City School District,2018
1306,Charles H. Stillman Elementary School,Public,K-5,201 W Fourth St,Plainfield,07062,Union County,Plainfield Public School District,2018
1307,School 21,Public,"PK, KG-8",322 Tenth Avenue,Paterson,07514,Passaic County,Paterson Public School District,2018
1308,Mastery Schools of Camden Inc.,"Public, Alternative",K-12,1001 North 17th Street,Camden,08105,Camden County,Mastery Schools of Camden Inc.,2018
1309,Rev. Dr. Frank Napier Junior School,Public,1-8,55 Clinton Street,Paterson,07522,Passaic County,Paterson Public School District,2018
1310,Henry B. Wilson Family School,Public,K-8,2250 South 8th Street,Camden,08104,Camden County,Camden City School District,2018
1311,Gregory Elementary School,Public,K-5,500 Rutherford Avenue,Trenton,08618,Mercer County,Trenton Public School District,2018
1312,Veterans Memorial Family School,Public,"PK, KG-8",800 N 26th Street,Camden,08105,Camden County,Camden City School District,2018
1313,Uptown School Complex,Public,"PK, KG-8",323 Madison Avenue,Atlantic City,08401,Atlantic County,Atlantic City School District,2018
1314,Riletta Twyne Cream Early Childhood Center,Public,"PK, KG-1",1875 Mulford Street,Camden,08104,Camden County,Camden City School District,2018
1315,Dr. Martin Luther King Junior Elementary School,Public,K-5,159 N  Clinton Avenue,Trenton,08609,Mercer County,Trenton Public School District,2018
1316,Belmont Runyon Elementary School,Public,"PK, KG-8",1 Belmont Runyon Way,Newark,07108,Essex County,Newark Public School District,2018
1317,Thomas H. Dudley Family School,Public,"PK, KG-8",2250 Berwick Street,Camden,08105,Camden County,Camden City School District,2018
1318,School 10,Public,K-8,48 Mercer Street,Paterson,07524,Passaic County,Paterson Public School District,2018
1319,Bradley Elementary School,Public,"PK, KG-3",1100 Third Avenue,Asbury Park,07712,Monmouth County,Asbury Park School District,2018
1320,Charles L. Spragg School,Public,"PK, KG-3",601 Buffalo Ave,Egg Harbor City,08215,Atlantic County,Egg Harbor City School District,2018
