rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
370,Joseph E. Soehl Middle School,6-8,Linden Public School District,685,50.4%,"$9,465",37.6,2020
371,Ogdensburg Borough School,"PK, KG-8",Ogdensburg Borough School District,254,27.2%,"$14,824",37.6,2020
372,Samuel S. Yellin Elementary School,4-8,Stratford School District,501,33.3%,"$12,787",37.5,2020
373,Charles W. Lewis Middle School,6-8,Gloucester Township Public Schools,657,54.3%,"$14,794",37.3,2020
374,Lincoln Middle School,6-8,Dunellen Public School District,285,49.5%,"$4,501",37.2,2020
375,Washington Community School #9,"PK, KG-8",Bayonne School District,677,51.1%,"$11,445",36.8,2020
376,Walter T. Bergen Middle School,5-8,Bloomingdale School District,241,21.2%,"$14,949",36.7,2020
377,Eastampton Township Community School,"PK, KG-8",Eastampton Township School District,548,21.5%,"$12,289",36.7,2020
378,Williamstown Middle School,5-8,Monroe Township Public School District,"1,867",29.2%,"$5,079",36.5,2020
379,Horace Mann Community School,"PK, KG-8",Bayonne School District,641,40.9%,"$11,126",36.4,2020
380,Alpha Borough School,"PK, KG-8",Alpha Borough School District,184,40.2%,"$12,813",36.3,2020
381,Horace Mann Elementary School,1-8,North Bergen School District,"1,093",53.3%,"$4,973",35.7,2020
382,Veterans Memorial Middle School,6-8,Brick Township Public School District,965,31.9%,"$8,586",35.4,2020
383,Franklin Borough School,"PK, KG-8",Franklin Borough School District,469,46.9%,"$15,890",35.4,2020
384,Toms River Intermediate School South,6-8,Toms River Regional School District,"1,041",31.8%,"$7,586",35.4,2020
385,Roselle Park Middle School,6-8,Roselle Park Public School District,521,35.5%,"$7,441",35.3,2020
386,Benjamin Banneker Preparatory Charter School,K-8,Benjamin Banneker Preparatory Charter School,358,26.8%,"$8,406",35.2,2020
387,Franklin Middle School at Sampson G. Smith Campus,6-8,Franklin Township Public School District,770,45.6%,"$8,780",35.1,2020
388,First Avenue School,"PK, KG-8",Newark Public School District,"1,139",83.6%,"$8,759",35,2020
389,Alexander Batcho Intermediate School,5-8,Manville School District,485,51.5%,"$6,739",34.8,2020
390,Somerville Middle School,6-8,Somerville Public School District,325,38.8%,"$12,292",34.7,2020
391,Deerfield Township Elementary School,"PK, KG-8",Deerfield Township School District,271,52.4%,"$13,921",34.6,2020
392,Memorial Middle School,6-8,Elmwood Park School District,643,42.5%,"$6,790",34.5,2020
393,The Village Charter School,K-8,The Village Charter School,363,70.0%,"$10,151",34.5,2020
394,Garfield Middle School,6-8,Garfield Public School District,989,62.9%,"$10,909",34.3,2020
395,Emerson Middle School,6-8,Union City School District,"1,046",,"$8,615",34.1,2020
396,Bell Oaks Upper Elementary School,5-8,Bellmawr Public School District,467,47.5%,"$11,365",34.1,2020
397,Sgt. Dominick Pilla Middle School,6-8,Vineland Public School District,682,0.4%,"$12,703",33.7,2020
398,Pace Charter School of Hamilton,K-8,Pace Charter School of Hamilton,419,78.8%,"$10,730",33.5,2020
399,Middle Township Elementary #4,6-8,Middle Township Public School District,561,51.7%,"$11,804",33.5,2020
400,Christopher Columbus Middle School,6-8,Clifton Public School District,"1,172",65.4%,"$12,843",33.4,2020
501,Jersey City Community Charter School,K-8,Jersey City Community Charter School,593,69.1%,"$5,983",21,2020
502,Prospect Park School No. 1,"PK, KG-8",Prospect Park Public School District,816,58.5%,"$11,282",20.9,2020
503,Alexander Hamilton Academy,K-8,Paterson Public School District,525,62.9%,"$8,344",20.9,2020
504,Buena Regional Middle School,6-8,Buena Regional School District,336,58.9%,"$12,071",20.8,2020
505,Lincoln Elementary School,"PK, KG-8",Newark Public School District,394,76.1%,"$10,024",20.7,2020
506,College Achieve Paterson Charter School,K-10,College Achieve Paterson Charter School,"1,012",91.2%,"$10,075",20.5,2020
507,Rosa Parks Community School,3-7,ORANGE BOARD OF EDUCATION School District,569,90.5%,"$8,884",20.4,2020
508,Lincoln Avenue Elementary School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,708,80.9%,"$9,475",20.2,2020
509,Madison Monroe School No. 16,"PK, KG-8",Elizabeth Public Schools,615,61.3%,"$9,480",20.2,2020
510,Chessie Dentley Roberts Academy School No. 30,"PK, KG-8",Elizabeth Public Schools,761,75.0%,"$8,093",20.1,2020
511,Lakehurst Elementary School,"PK, KG-8",Lakehurst School District,376,56.1%,"$16,629",20.1,2020
512,Red Bank Middle School,4-8,Red Bank Borough Public School District,651,86.9%,"$15,373",20,2020
513,Mario Drago School No. 3,"PK, KG-8",Passaic City School District,755,99.1%,"$10,486",19.9,2020
514,Joseph R. Bolger Middle School,6-8,Keansburg School District,317,44.8%,"$15,314",19.9,2020
515,Paul Robeson Charter School for the Humanities,3-8,Paul Robeson Charter School for the Humanities,424,97.2%,"$12,952",19.5,2020
516,John Marshal School No. 20,K-8,Elizabeth Public Schools,380,86.1%,"$12,585",19.5,2020
517,Pleasantville Middle School,6-8,Pleasantville Public School District,811,81.4%,"$14,470",19.3,2020
518,Commercial Township School,"PK, KG-8",Commercial Township School District,459,69.9%,"$9,500",19,2020
519,Texas Avenue School,K-8,Atlantic City School District,499,94.2%,"$12,119",18.7,2020
520,Dr. Orlando Edreira Academy School No. 26,"PK, KG-8",Elizabeth Public Schools,724,76.2%,"$9,454",18.6,2020
521,Franklin Middle School at Hamilton Street Campus,6-8,Franklin Township Public School District,662,54.1%,"$13,093",18.3,2020
522,South Street Elementary School,"PK, KG-8",Newark Public School District,798,78.8%,"$10,591",18.3,2020
523,School 2,K-8,Paterson Public School District,491,81.3%,"$11,646",18.2,2020
524,Joseph Battin School No 4,K-8,Elizabeth Public Schools,827,74.2%,"$10,619",18.2,2020
525,Camden's Promise Charter School,"PK, KG-12",Camden's Promise Charter School,"2,202",91.8%,"$8,782",17.8,2020
526,School 3,K-8,Paterson Public School District,329,86.3%,"$8,917",17.8,2020
527,Ivy Hill Elementary School,"PK, KG-8",Newark Public School District,517,76.0%,"$11,199",17.7,2020
528,Red Bank Charter School,"PK, KG-8",Red Bank Charter School,198,47.0%,"$12,107",17.7,2020
529,Dr. Hani Awadallah School,"PK, KG-8",Paterson Public School District,598,56.0%,"$8,552",17.7,2020
530,Hackensack Middle School,5-8,Hackensack School District,"1,560",67.3%,"$13,905",17.5,2020
531,College Achieve Central Charter School,K-12,College Achieve Central Charter School,"1,353",76.1%,"$8,250",17.5,2020
532,Riverside Middle School,6-8,Riverside Township School District,321,61.7%,"$13,073",17.2,2020
533,Camden Prep Inc.,K-10,Camden Prep Inc.,949,96.5%,"$11,619",17,2020
534,McKinley Elementary School,"PK, KG-8",Newark Public School District,785,84.2%,"$9,994",17,2020
535,Abington Avenue School,"PK, KG-8",Newark Public School District,879,81.3%,"$8,498",17,2020
536,Dr. Antonia Pantoja School No. 27,"PK, KG-8",Elizabeth Public Schools,906,68.7%,"$8,896",16.8,2020
537,Harriet Tubman Elementary School,"PK, KG-8",Newark Public School District,373,79.6%,"$9,921",16.8,2020
538,West Avenue School,K-8,Bridgeton City School District,552,77.7%,"$12,057",16.8,2020
539,Dr. E. Alma Flagg School,K-8,Newark Public School District,433,89.8%,"$9,797",16.7,2020
540,Long Branch Middle School,6-8,LONG BRANCH PUBLIC SCHOOL District,"1,121",84.7%,"$11,016",16.4,2020
541,University Heights Charter School,"PK, KG-8",University Heights Charter School,858,86.9%,"$9,462",16.3,2020
542,School 25,"PK, KG-8",Paterson Public School District,596,59.2%,"$8,314",16.2,2020
543,Camden Street Elementary School,"PK, KG-8",Newark Public School District,596,84.7%,"$13,034",16,2020
544,Marion P. Thomas Charter School,"PK, KG-12",Marion P. Thomas Charter School,"1,481",82.6%,"$8,798",16,2020
545,Walnut Street School,6-8,Delanco Township School District,148,38.5%,"$6,370",16,2020
546,Lawnside School,"PK, KG-8",Lawnside School Distric,308,31.8%,"$13,798",15.9,2020
547,William C. McGinnis Middle School,5-8,Perth Amboy Public School District,"1,398",90.2%,"$12,488",15.8,2020
548,School 18,1-8,Paterson Public School District,740,66.2%,"$6,561",15.4,2020
549,Abraham Lincoln School No. 14,K-8,Elizabeth Public Schools,860,76.2%,"$10,502",15.3,2020
550,Thomas W. Wallace Junior Middle School,6-8,Vineland Public School District,783,,"$13,228",15.3,2020
551,Wildwood Middle School,6-8,Wildwood City School District,183,90.2%,"$19,878",15.2,2020
552,Chaplain Charles Watters School,"PK, KG-8",Jersey City Public Schools,678,67.1%,"$11,181",15.1,2020
553,School 24,"PK, KG-8",Paterson Public School District,712,73.5%,"$7,719",15.1,2020
554,Park Avenue Elementary School,"PK, KG-8",ORANGE BOARD OF EDUCATION School District,425,77.6%,"$11,933",15.1,2020
555,Robert Morris School No. 18,"PK, KG-8",Elizabeth Public Schools,632,69.1%,"$9,936",15.1,2020
556,Paul Robeson Community School for the Arts,"PK, KG-8",New Brunswick School District,765,98.0%,"$9,460",14.5,2020
557,President Barack Obama Elementary School,"PK, KG-8",Jersey City Public Schools,436,63.8%,"$15,299",14.5,2020
558,iPrep Academy School No 8,K-8,Elizabeth Public Schools,413,82.1%,"$9,452",14.3,2020
559,Juan Pablo Duarte - Jose Julian Marti School No 28,"PK, KG-8",Elizabeth Public Schools,935,83.5%,"$9,410",14.2,2020
560,University Middle School,6-8,Irvington Public School District,778,77.2%,"$9,378",14.2,2020
561,School 26,"PK, KG-8",Paterson Public School District,522,44.8%,"$8,427",14.1,2020
562,Janis E. Dismus Middle School,6-8,Englewood Public School District,565,72.6%,"$11,153",14.1,2020
