rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
673,Hooper Avenue Elementary School,K-5,Toms River Regional School District,728,15.0%,"$6,561",54,2017
674,Herbertsville Early Childhood Development Center,PK,Brick Township Public School District,221,19.9%,"$8,496",53.9,2017
675,Maple Road Elementary School,"PK, KG-5",West Milford Township Public School District,276,10.5%,"$12,608",53.9,2017
676,Katharine D Malone Elementary School,K-5,Rockaway Township School District,271,2.6%,"$19,911",53.9,2017
677,Stow Creek Township School,"PK, KG-8",Stow Creek Township School District,123,39.0%,"$13,343",53.8,2017
678,Dwight D. Eisenhower Elementary School,K-3,Sayreville School District,544,36.2%,"$6,725",53.7,2017
679,Manchester Township Elementary School,K-5,Manchester Township School District,563,35.5%,"$12,964",53.6,2017
680,Midland School #1,"PK, KG-8",Rochelle Park School District,499,19.8%,"$14,087",53.5,2017
681,Farmingdale Elementary,"PK, KG-8",Farmingdale Public School District,161,0.0%,"$15,141",53.5,2017
682,Kelly Elementary School,K-5,West Orange Public Schools,456,39.9%,"$14,318",53.4,2017
683,East Dover Elementary School,K-6,Dover Public School District,520,85.6%,"$4,452",53.2,2017
684,Livingston Park,"PK, KG-4",North Brunswick Township School District,599,36.1%,"$9,438",53.1,2017
685,Crawford-Rodriguez Elementary School,"PK, KG-5",Jackson Township School District,674,30.3%,"$8,982",53.1,2017
686,Harrison Township Elementary School,"PK, KG-3",Harrison Township School District,790,12.3%,"$10,581",53,2017
687,Lafayette Street School,"PK, KG-8",Newark Public School District,"1,175",81.1%,"$7,737",53,2017
688,Mullica Township Primary School,"PK, KG-4",Mullica Township School District,417,40.8%,"$9,923",52.9,2017
689,Thomas A. Edison Elementary School,"PK, KG-5",Haddon Township School District,143,14.0%,"$9,097",52.7,2017
690,Sandyston Walpack Consolidated School,K-6,Sandyston-Walpack Consolidated School District,149,7.4%,"$17,437",52.7,2017
691,Holland Township Elementary School,"PK, KG-8",Holland Township School District,546,7.1%,"$16,743",52.6,2017
692,W.C.K. Walls Elementary,2-5,Pitman Boro School District,247,25.9%,"$9,919",52.5,2017
693,Knowlton Township Board of Education,"PK, KG-6",Knowlton Township School District,192,24.0%,"$17,942",52.5,2017
694,John F Kennedy Elementary School,"PK, KG-3",Berlin Township School District,324,39.8%,"$14,727",52.3,2017
695,Marlton Elementary,K-5,Evesham Township School District,404,8.2%,"$9,212",51.9,2017
696,Merchantville Elementary School,"PK, KG-8",Merchantville School District,402,38.8%,"$10,608",51.8,2017
697,Victor Mravlag School No. 21,"PK, KG-8",Elizabeth Public Schools,641,49.0%,"$10,124",51.8,2017
698,Unity Charter School,K-8,Unity Charter School,234,14.1%,"$10,094",51.7,2017
699,Birches Elementary School,K-5,Washington Township School District,450,24.2%,"$12,502",51.7,2017
700,Ryerson Elementary School,K-5,Wayne Township Public School District,286,44.4%,"$16,459",51.7,2017
701,Larchmont Elementary School,"PK, KG-4",Mount Laurel Township School District,401,22.7%,"$9,473",51.5,2017
702,Lanoka Harbor Elementary School,K-4,Lacey Township School District,484,31.0%,"$11,750",51.5,2017
703,Tabernacle Elementary School,"PK, KG-4",Tabernacle Township School District,360,11.7%,"$11,182",51.5,2017
704,Union Valley Elementary School,"PK, KG-5",Gloucester Township Public Schools,457,25.2%,"$13,813",51.4,2017
705,Eldridge Park School,K-3,Lawrence Township Public School District,247,33.6%,"$16,447",51.3,2017
706,Lincoln School,K-6,Nutley Public School District,470,27.4%,"$11,383",51.2,2017
707,Cedar Grove Elementary School,"PK, KG-5",Toms River Regional School District,871,26.9%,"$4,999",51,2017
708,Ventnor Elementary School,"PK, KG-4",Ventnor City School District,409,65.8%,"$6,322",51,2017
709,Hardyston Township Elementary School,"PK, KG-4",Hardyston Township School District,402,9.2%,"$8,751",51,2017
710,Joyce Kilmer Elementary School,K-5,Cherry Hill School District,452,30.5%,"$7,774",50.8,2017
711,Cedar Mountain Primary School,K-1,Vernon Township School District,315,21.0%,"$11,390",50.7,2017
712,Ethel McKnight Elementary School,K-2,East Windsor Regional School District,466,39.1%,"$13,535",50.6,2017
713,Highlands Elementary School,"PK, KG-6",Highlands Borough School District,190,53.2%,"$19,302",50.6,2017
714,School 1,K-5,Paterson Public School District,285,74.4%,"$9,731",50.5,2017
715,Clayton J. Davenport Elementary School,K-3,Egg Harbor Township School District,791,64.7%,"$16,276",50.2,2017
716,Switlik Elementary School,"PK, KG-5",Jackson Township School District,818,27.1%,"$8,304",49.9,2017
717,Menlo Park Terrace Elementary School,K-5,Woodbridge Township School District,385,40.3%,"$5,741",49.9,2017
718,Lambertville Public School,"PK, KG-6",South Hunterdon Regional School District,242,35.5%,"$13,680",49.7,2017
719,Woodbine Avenue Elementary School,K-5,Woodbridge Township School District,592,32.3%,"$4,196",49.7,2017
720,Sherman Elementary School,"PK, KG-5",Roselle Park Public School District,345,29.0%,"$7,881",49.6,2017
721,West Dover Elementary School,K-5,Toms River Regional School District,393,30.5%,"$7,274",49.6,2017
722,Nicolaus Copernicus School,"PK, KG-5",Jersey City Public Schools,782,60.7%,"$11,031",49.6,2017
723,Academy Street Elementary School,"PK, KG-6",Dover Public School District,554,81.0%,"$4,572",49.5,2017
724,Number 2,"PK, KG-5",Linden Public School District,649,64.4%,"$9,950",49.5,2017
725,Reeds Road Elementary School,K-6,Galloway Township Public School District,549,56.8%,"$12,182",49.2,2017
726,McKenzie School,"PK, KG-4",East Rutherford School District,473,29.8%,"$10,579",49.1,2017
727,J. Garfield Jackson Senior Academy,"PK, KG-5",East Orange School District,252,59.5%,"$11,552",49,2017
728,Wantage Elementary School,3-5,Sussex-Wantage Regional School District,345,27.5%,"$11,412",49,2017
729,Alexander Hamilton,3-5,Morris School District,307,45.0%,"$13,131",48.9,2017
730,Bayview Elementary School,K-5,Middletown Township Public School District,387,20.9%,"$11,243",48.8,2017
731,Blairstown Elementary School,"PK, KG-6",Blairstown Elementary Township School District,479,18.6%,"$13,951",48.5,2017
732,Ashbrook Elementary School,"PK, KG-2",Lumberton Township Board of Education,270,24.4%,"$13,612",48.5,2017
733,Woodrow Wilson Community School,"PK, KG-8",Bayonne School District,687,63.8%,"$12,061",48.5,2017
734,Eagleswood Elementary School,"PK, KG-6",Eagleswood Township School District,141,44.7%,"$16,244",48.3,2017
735,Berlin Community School,"PK, KG-8",Berlin Borough School District,815,18.5%,"$11,413",48.2,2017
736,Park Elementary School,"PK, KG-8",Newark Public School District,859,86.7%,"$8,704",48.2,2017
737,Whiting Elementary School,"PK, KG-5",Manchester Township School District,249,33.3%,"$19,177",48,2017
738,North Dover Elementary School,"PK, KG-6",Dover Public School District,663,77.5%,"$5,024",48,2017
739,Carteret Elementary School,K-6,Bloomfield Township School District,420,68.8%,"$7,694",48,2017
740,Roland Rogers Elementary School,"PK, KG-6",Galloway Township Public School District,530,59.8%,"$12,794",48,2017
741,Parkview School,"PK, KG-3",Milltown School District,333,13.5%,"$10,823",47.9,2017
742,Glendora Elementary School,K-5,Gloucester Township Public Schools,234,31.2%,"$12,656",47.9,2017
743,Robert Fulton Elementary School,1-8,North Bergen School District,"1,233",66.9%,"$4,189",47.8,2017
744,Wallace Elementary School,"PK, KG-5",Hoboken Public School District,629,37.5%,"$12,764",47.8,2017
745,Allamuchy Township School,3-8,Allamuchy Township School District,272,6.6%,"$12,269",47.8,2017
746,Arthur M. Judd,"PK, KG-4",North Brunswick Township School District,867,33.6%,"$10,316",47.7,2017
747,John M. Bailey Community School,"PK, KG-8",Bayonne School District,658,63.2%,"$10,468",47.7,2017
748,Margaret Mace Elementary School,"PK, KG-8",North Wildwood School District,253,53.4%,"$26,141",47.5,2017
749,Number 9,"PK, KG-5",Linden Public School District,340,37.4%,"$9,767",47.5,2017
750,Philip's Academy Charter School,"PK, KG-8",Phillip's Academy Charter School,376,43.1%,"$10,953",47.3,2017
751,Mill Lake,"PK, KG-3",Monroe Township School District,595,10.4%,"$13,039",47.3,2017
752,Mary J Donohoe Community School,"PK, KG-8",Bayonne School District,494,61.9%,"$11,493",47.2,2017
753,Martin Luther King Junior School,"PK, KG-8",Jersey City Public Schools,873,85.0%,"$9,613",47.2,2017
754,Robinson Elementary School,K-5,Hamilton Township Public School District,369,26.3%,"$8,942",47.1,2017
755,Strawbridge Elementary School,K-5,Haddon Township School District,198,8.6%,"$13,228",47.1,2017
756,Fleetwood Elementary School,"PK, KG-4",Mount Laurel Township School District,384,19.0%,"$7,934",47.1,2017
757,James Johnson Elementary School,K-5,Cherry Hill School District,421,31.8%,"$8,729",47.1,2017
758,Seth Boyden Elementary Demonstration School,K-5,South Orange-Maplewood School District,543,45.1%,"$6,478",47,2017
759,Pauline J. Petway Elementary School,K-5,Vineland Public School District,553,45.8%,"$14,495",47,2017
760,George Washington Elementary School,"PK, KG-5",North Arlington School District,365,29.3%,"$7,120",46.8,2017
761,Union County TEAMS Charter School,K-12,Union County TEAMS Charter School-High School/College LA,394,61.2%,"$9,143",46.7,2017
762,Cedar Creek Elementary School,K-4,Lacey Township School District,519,22.4%,"$12,360",46.7,2017
763,Memorial Elementary School,"PK, KG-1",Pitman Boro School District,198,18.2%,"$13,553",46.7,2017
764,Leonardo Elementary School,K-5,Middletown Township Public School District,244,19.7%,"$9,254",46.7,2017
765,Sayen Elementary School,K-5,Hamilton Township Public School District,257,15.2%,"$9,728",46.6,2017
766,Island Heights Elementary School,"PK, KG-6",Island Heights School District,126,7.9%,"$14,138",46.6,2017
767,Carlstadt Public School,"PK, KG-8",Carlstadt Public School District,539,31.0%,"$13,954",46.6,2017
768,Arthur Stanlick Elementary School,2-5,Jefferson Township Public School District,324,17.9%,"$10,708",46.5,2017
769,Avon Elementary School,"PK, KG-4",Barrington School District,348,23.6%,"$4,908",46.4,2017
770,A.E. Burling Elementary School,"PK, KG-5",Pennsauken Township Board of Education School District,110,61.8%,"$12,804",46.4,2017
771,Public School Number Two,K-6,West New York School District,738,80.6%,"$9,439",46.1,2017
772,Bellmawr Park Elementary School,"PK, KG-4",Bellmawr Public School District,462,55.0%,"$12,420",46.1,2017
773,Roosevelt Elementary School,K-5,Hawthorne Public School District,561,29.6%,"$11,687",46,2017
774,Horace Mann Elementary School,1-8,North Bergen School District,"1,101",64.1%,"$4,973",45.9,2017
775,John H. Winslow Elementary School,K-5,Vineland Public School District,454,41.6%,"$15,551",45.9,2017
776,John P. Holland Charter School,"PK, KG-8",John P Holland Charter School,207,90.8%,"$9,769",45.9,2017
777,Warren E. Sooy Junior Elementary School,2-5,Hammonton School District,920,52.0%,"$10,636",45.8,2017
778,Hampton Borough School,"PK, KG-5",Hampton Borough School District,128,34.4%,"$19,485",45.8,2017
779,Clarence B. Lamb Elementary School,"PK, KG-4",North Hanover Township School District,403,36.7%,"$11,042",45.6,2017
780,Veterans Memorial Elementary School,K-5,Brick Township Public School District,727,39.1%,"$7,392",45.5,2017
781,Hannah Caldwell Elementary,"PK, KG-4",Township of Union School District,520,32.1%,"$9,488",45.5,2017
782,George J. Mitchell Elementary School,K-2,Little Egg Harbor Township School District,591,41.5%,"$17,733",45.5,2017
783,Oxford Central School,"PK, KG-8",Oxford Township School District,295,16.6%,"$14,106",45.3,2017
784,Lake Tract Elementary School,2-6,Deptford Township Public School District,488,38.7%,"$6,306",45.2,2017
785,Quinton Township School,"PK, KG-8",Quinton Township School District,347,36.6%,"$11,907",45.2,2017
786,Neeta School,3-8,Medford Lakes School District,376,2.9%,"$6,879",45.2,2017
787,Franklin School,K-6,Saddle Brook School District,300,26.7%,"$12,257",45.1,2017
788,John P. Faber Elementary School,"PK, KG-5",Dunellen Public School District,519,49.1%,"$4,605",45.1,2017
789,Lafayette Township School,"PK, KG-8",Lafayette Township School District,232,13.8%,"$16,815",45,2017
790,Walnut Street School,"PK, KG-5",Woodbury City Public School District,116,69.8%,"$13,368",44.9,2017
791,Mansion Avenue School,3-6,Audubon Public School District,369,26.0%,"$12,922",44.9,2017
792,Woodmere,2-4,Eatontown Public School District,273,45.4%,"$16,683",44.6,2017
793,Dr. Orlando Edreira Academy School No. 26,"PK, KG-8",Elizabeth Public Schools,495,82.4%,"$9,454",44.5,2017
794,Oak Ridge Heights Elementary School,K-5,Woodbridge Township School District,301,14.0%,"$4,848",44.4,2017
795,Oliver Street School,"PK, KG-8",Newark Public School District,"1,021",80.3%,"$8,360",44.4,2017
796,Christa McAuliffe School,"PK, KG-8",Jersey City Public Schools,"1,007",83.0%,"$10,643",44.3,2017
797,James Madison School #10,"PK, KG-5",Garfield Public School District,352,63.1%,"$12,134",44.2,2017
798,Oak Valley Elementary School,2-6,Deptford Township Public School District,376,32.4%,"$6,912",44.2,2017
799,BelovED Community Charter School,K-11,BelovED Community Charter School,840,68.2%,"$7,699",44.1,2017
800,Swift-Slaybaugh Complex,"PK, KG-3",Egg Harbor Township School District,869,29.5%,"$12,373",43.6,2017
801,The Queen City Academy Charter School,K-12,The Queen City Academy Charter School District,324,82.7%,"$9,791",43.6,2017
802,Madison Elementary School,"PK, KG-6",Rahway Public School District,355,31.0%,"$13,840",43.5,2017
803,Aura Elementary School,"PK, KG-6",Elk Township School District,337,30.3%,"$13,054",43.4,2017
804,Lincoln Elementary School,"PK, KG-6",Ridgefield Park Public School District,315,44.8%,"$15,052",43.4,2017
805,Weston Elementary School,"PK, KG-2",Manville School District,495,51.7%,"$10,225",43.3,2017
806,Fairview Elementary School,"PK, KG-6",Bloomfield Township School District,564,44.3%,"$6,620",43.2,2017
807,Lindbergh Elementary School,1-6,Palisades Park School District,640,51.6%,"$11,637",43.1,2017
808,Robert Morris School,"PK, KG-8",South Bound Brook Public School District,447,46.3%,"$13,506",43.1,2017
809,Grade Downing Elementary School,K-3,Runnemede Public School District,169,40.2%,"$10,336",43,2017
810,H Ashton Marsh,"PK, KG-4",Absecon Public Schools District,462,45.9%,"$9,221",43,2017
811,Southampton Township School #2,3-5,Southampton Township School District,234,23.9%,"$12,084",42.9,2017
812,Merriam Avenue School,"PK, KG-4",Newton Public School District,475,51.4%,"$9,845",42.9,2017
813,Middle Township Elementary #2,3-5,Middle Township Public School District,529,50.7%,"$11,229",42.5,2017
814,Broad Street Elementary School,"PK, KG-5",Greenwich Township School District,299,38.1%,$337,42.3,2017
815,Apshawa Elementary School,K-5,West Milford Township Public School District,276,19.9%,"$12,195",42.3,2017
816,Gilbert Avenue School,"PK, KG-5",Elmwood Park School District,424,39.6%,"$5,323",42.2,2017
817,Washington Irving School #4,"PK, KG-5",Garfield Public School District,438,63.2%,"$10,580",42.2,2017
818,Pennsylvania Avenue Elementary School,"PK, KG-5",Woodbridge Township School District,328,31.4%,"$4,433",42,2017
819,Ford Avenue Elementary School,K-5,Woodbridge Township School District,228,21.5%,"$4,753",41.9,2017
820,Norman S. Weir,K-8,Paterson Public School District,293,63.8%,"$13,381",41.8,2017
821,Shelia Y. Oliver Academy,"PK, KG-7",East Orange School District,334,60.8%,"$12,075",41.6,2017
822,Richmond Avenue School,"PK, KG-8",Atlantic City School District,663,86.9%,"$12,517",41.6,2017
823,Helen L Beeler,K-5,Evesham Township School District,458,16.2%,"$7,091",41.6,2017
824,Jefferson Elementary School,"PK, KG-4",Union City School District,344,88.7%,"$11,594",41.4,2017
825,Franklin Borough School,"PK, KG-8",Franklin Borough School District,462,36.8%,"$15,890",41.4,2017
826,Schuyler Elementary School,"PK, KG-6",Kearny,465,56.3%,"$6,903",41.4,2017
827,Vineland Public Charter School,"PK, KG-8",Vineland Public Charter School,402,37.3%,"$7,019",41.4,2017
828,Fountain Woods Elementary School,2-5,Burlington Township School District,893,29.2%,"$10,824",41.1,2017
829,Private Nicholas Minue Elementary School,"PK, KG-5",Carteret Public School District,658,57.1%,"$4,949",41.1,2017
830,School #5,K-5,Clifton Public School District,362,41.7%,"$12,695",41,2017
831,Slackwood Elementary School,K-3,Lawrence Township Public School District,284,42.6%,"$16,162",41,2017
832,Nellie K. Parker,"PK, KG-4",Hackensack School District,632,58.9%,"$15,918",40.9,2017
833,Olivet Elementary School,2-4,Pittsgrove Township School District,349,37.2%,"$8,066",40.8,2017
834,Bayville Elementary School,"PK, KG-4",Berkeley Township School District,399,38.8%,"$12,564",40.8,2017
835,Good Intent Elementary School,2-6,Deptford Township Public School District,360,42.8%,"$7,883",40.8,2017
836,Chessie Dentley Roberts Academy School No. 30,"PK, KG-8",Elizabeth Public Schools,817,85.6%,"$8,093",40.6,2017
837,Memorial School,"PK, KG-2",Lyndhurst Public School District,186,23.7%,"$6,528",40.6,2017
838,Wilson School,"PK, KG-5",Lodi School District,357,58.8%,"$6,821",40.5,2017
839,Belleville PS4,"PK, KG-6",Belleville Public School District,348,61.2%,,40.5,2017
840,Clara B. Worth Elementary School,"PK, KG-4",Berkeley Township School District,556,26.3%,"$12,146",40.4,2017
841,Roosevelt Elementary School,"PK, KG-6",Kearny,437,36.2%,"$8,172",40.1,2017
842,Holly Hills Elementary School,"PK, KG-3",Westampton Township Public School District,501,27.7%,"$9,987",40.1,2017
843,Loring Flemming Elementary School,K-5,Gloucester Township Public Schools,698,39.3%,"$11,389",40.1,2017
844,Dr. Albert Einstein Academy School No. 29,"PK, KG-8",Elizabeth Public Schools,823,81.0%,"$8,512",39.9,2017
845,Oak Knoll Elementary School,"PK, KG-4",Monroe Township Public School District,559,30.8%,"$5,139",39.8,2017
846,James W. Lilley Elementary School,K-5,Gloucester Township Public Schools,509,47.0%,"$13,945",39.7,2017
847,Sixteenth Avenue School,"PK, KG-5",Elmwood Park School District,475,39.2%,"$7,714",39.6,2017
848,Red Bank Charter School,"PK, KG-8",Red Bank Charter School,200,42.0%,"$12,107",39.5,2017
849,East Dover Elementary School,K-5,Toms River Regional School District,689,35.7%,"$7,109",39.4,2017
850,William L Antheil Elementary School,"PK, KG-5",Ewing Township School District,678,43.4%,"$16,183",39.4,2017
851,'Franklin Elementary School,"PK, KG-6",Kearny,967,60.7%,"$8,366",39.3,2017
852,Estell Manor Elementary School,K-8,Estell Manor School District,172,18.6%,"$13,620",39.2,2017
853,Harry L Bain,K-6,West New York School District,663,83.4%,"$9,700",39.1,2017
854,Roosevelt Elementary School,"PK, KG-6",Ridgefield Park Public School District,338,34.6%,"$10,844",39,2017
855,John Adams,"PK, KG-4",North Brunswick Township School District,679,35.9%,"$9,137",38.9,2017
856,Lucy N. Holman Elementary School,"PK, KG-5",Jackson Township School District,625,35.0%,"$8,913",38.8,2017
857,Grant Elementary School,K-6,Ridgefield Park Public School District,190,51.6%,"$12,601",38.8,2017
858,Ernest J. Finizio Junior - Aldene School,"PK, KG-5",Roselle Park Public School District,310,36.8%,"$7,029",38.7,2017
859,School #12,"PK, KG-5",Clifton Public School District,692,81.9%,"$13,219",38.7,2017
860,Frog Pond Elementary School,3-6,Little Egg Harbor Township School District,688,50.3%,"$13,004",38.7,2017
861,Twin Hills Elementary School,K-4,Willingboro Public School District,363,54.8%,"$11,881",38.7,2017
862,Chews Elementary School,"PK, KG-5",Gloucester Township Public Schools,664,30.0%,"$11,338",38.4,2017
863,TEAM Academy Charter School,K-12,TEAM Academy Charter School,"3,694",88.1%,"$11,261",38.4,2017
864,Cold Springs School,"PK, KG-3",Gloucester City Public School District,906,69.6%,"$11,740",38.3,2017
865,Mt Vernon Place School,"PK, KG-8",Newark Public School District,753,67.3%,"$9,356",38.3,2017
866,Number 8,"PK, KG-5",Linden Public School District,312,49.7%,"$9,886",38.3,2017
867,Beachwood Elementary School,K-5,Toms River Regional School District,534,24.2%,"$6,926",37.8,2017
868,Smithville Elementary School,"PK, KG-6",Galloway Township Public School District,656,51.7%,"$10,933",37.7,2017
869,Green-Fields Elementary School,3-4,West Deptford Township School District,502,25.9%,"$10,486",37.7,2017
870,Avenel Street Elementary School,K-5,Woodbridge Township School District,450,41.3%,"$4,286",37.6,2017
871,Oaklyn Public School,"PK, KG-5",Oaklyn Public School District,363,33.3%,"$16,778",37.6,2017
872,Christopher Columbus School #8,"PK, KG-5",Garfield Public School District,408,65.4%,"$11,164",37.5,2017
873,Anna L. Klein,"PK, KG-8",Guttenberg School District,"1,016",81.5%,"$11,321",37.5,2017
874,Gibbsboro Elementary School,"PK, KG-8",Gibbsboro Elementary School District,255,15.3%,"$13,548",37.3,2017
875,Pohatcong Township School,"PK, KG-8",Pohatcong Township School District,298,17.4%,"$14,021",37.2,2017
876,Main Road School,3-4,Township of Franklin School District,417,37.2%,"$6,702",37.2,2017
877,Bells Elementary School,K-5,Washington Township School District,446,18.6%,"$10,606",37.2,2017
878,John Greenleaf Whittier Elementary School,K-4,Teaneck School District,352,47.7%,"$6,681",37.2,2017
879,Thomas Jefferson Elementary School,K-5,Washington Township School District,377,34.5%,"$10,138",37.1,2017
880,Shark River Hills Elementary School,"PK, KG-5",Neptune Township School District,279,33.0%,"$12,635",37.1,2017
881,Lower Alloways Creek Elementary School,"PK, KG-8",The Lower Alloways Creek School District,159,25.8%,"$15,051",37.1,2017
882,Fort Dix Elementary School,"PK, KG-5",Pemberton Township School District,424,17.5%,"$14,204",36.9,2017
883,Philip G. Vroom Community School,"PK, KG-8",Bayonne School District,464,72.2%,"$12,231",36.9,2017
884,Thomas Sharp Elementary School,"PK, KG-5",Collingswood Public School District,173,52.0%,"$12,962",36.9,2017
885,Roosevelt Elementary School,"PK, KG-6",Rahway Public School District,605,36.5%,"$14,584",36.7,2017
886,Weymouth Township Elementary School,"PK, KG-8",Weymouth Township School District,155,51.6%,"$14,972",36.7,2017
887,Charles E. Trefurt School,"PK, KG-5",Jersey City Public Schools,741,81.9%,"$12,189",36.5,2017
888,Tulsa Trail Elementary School,2-3,Hopatcong Borough School District,256,32.4%,"$9,796",36.4,2017
889,Marie V. Duffy Elementary School,"PK, KG-5",Wharton Borough School District,494,54.3%,"$10,879",36.2,2017
890,Claremont Avenue Elementary School,K-5,Woodbridge Township School District,298,21.1%,"$4,849",36.1,2017
891,Nathan Hale Elementary School,"PK, KG-5",Carteret Public School District,500,80.4%,"$5,184",36.1,2017
892,MacAfee Road School,"PK, KG-5",Franklin Township Public School District,398,37.9%,"$11,373",36,2017
893,Lanes Mill Elementary School,K-5,Brick Township Public School District,541,32.9%,"$7,474",35.9,2017
894,Central Park Elementary School,2-3,Pennsville School District,282,37.2%,"$14,263",35.9,2017
895,Kisthardt Elementary School,"PK, KG-5",Hamilton Township Public School District,234,60.3%,"$11,468",35.8,2017
896,Folsom Elementary School,"PK, KG-8",Folsom Borough School District,404,32.9%,"$12,563",35.7,2017
897,Watsessing Elementary School,K-6,Bloomfield Township School District,326,62.9%,"$9,551",35.7,2017
898,Perry L. Drew Elementary School,3-5,East Windsor Regional School District,710,46.2%,"$11,627",35.6,2017
899,John F. Kennedy Primary School,K-4,Bridgewater-Raritan Regional School District,423,27.9%,"$9,400",35.5,2017
900,Haledon Public School,"PK, KG-8",Haledon Public School District,"1,055",63.8%,"$12,560",35.4,2017
901,Wedgwood Elementary School,K-5,Washington Township School District,472,25.0%,"$11,304",35.3,2017
902,Emma Havens Young Elementary School,K-5,Brick Township Public School District,783,41.1%,"$6,611",35,2017
903,John C. Milanesi Elementary School,"PK, KG-2",Buena Regional School District,347,47.0%,"$8,953",35,2017
904,Camden Prep Inc.,K-10,Camden Prep Inc.,388,95.9%,"$11,619",35,2017
905,Robert Gordon Elementary School,"PK, KG-5",Roselle Park Public School District,278,45.0%,"$7,199",34.9,2017
906,Keyport Central School,"PK, KG-8",Keyport School District,685,56.5%,"$10,296",34.8,2017
907,Grandview Elementary School,K-3,Piscataway Township School District,749,28.8%,"$5,683",34.8,2017
908,East End School,"PK, KG-4",North Plainfield School District,454,63.9%,"$10,925",34.5,2017
909,H & M Potter School,"PK, KG-4",Berkeley Township School District,558,40.5%,"$12,702",34.5,2017
910,George L. Hess Educational Complex,2-5,Hamilton Township School District,"1,464",41.3%,"$9,563",34.3,2017
911,Mount Pleasant Elementary School,K-5,Millville School District,191,46.6%,"$10,496",34.3,2017
912,Crest Memorial School,"PK, KG-8",Wildwood Crest Borough School District,261,36.4%,"$22,617",34.3,2017
913,Magnolia,"PK, KG-8",Magnolia School District,430,45.1%,"$15,707",34.2,2017
914,Ocean Township Elementary School,"PK, KG-4",Township of Ocean School District,381,31.8%,"$9,638",34.1,2017
915,Washington Community School #9,"PK, KG-8",Bayonne School District,699,62.2%,"$11,445",34,2017
916,Grace N. Rogers Elementary School,3-5,East Windsor Regional School District,665,45.4%,"$11,916",34,2017
917,Matthew Jago Elementary School,"PK, KG-5",Woodbridge Township School District,428,36.7%,"$6,230",33.9,2017
918,Beverly City School District,"PK, KG-8",Beverly City School District,296,60.5%,"$14,330",33.8,2017
919,Jersey City Golden Door Charter School,"PK, KG-8",Jersey City Golden Door Charter School,550,60.4%,"$7,171",33.7,2017
920,Lincoln Community School #5,"PK, KG-8",Bayonne School District,470,59.1%,"$15,194",33.6,2017
921,South River Elementary School,2-5,South River Public School District,556,43.3%,"$9,291",33.5,2017
922,Joseph T. Donahue Elementary School,3-4,Barnegat Township School District,225,34.7%,"$8,441",33.4,2017
923,Veterans' Memorial Elementary School,"PK, KG-5",Union City School District,636,89.6%,"$10,358",33.4,2017
924,Tuckerton Elementary School,"PK, KG-6",Tuckerton Borough School District,280,36.4%,"$13,791",33.4,2017
925,Ocean Gate Elementary School,"PK, KG-6",Ocean Gate School District,149,62.4%,"$18,531",33.4,2017
926,Van Derveer Elementary School,"PK, KG-5",Somerville Public School District,852,37.6%,"$11,128",33.2,2017
927,James F. Murray School,"PK, KG-8",Jersey City Public Schools,866,77.6%,"$10,598",33.2,2017
928,Abraham Lincoln School No. 14,K-8,Elizabeth Public Schools,832,83.1%,"$10,502",33.2,2017
929,Drum Point Road Elementary School,K-5,Brick Township Public School District,422,31.8%,"$8,027",33.1,2017
930,The Village Charter School,K-8,The Village Charter School,360,82.5%,"$10,151",33.1,2017
931,Warren G. Harding Elementary School,"PK, KG-6",Kenilworth School District,675,21.2%,"$9,535",32.8,2017
932,School #14,"PK, KG-5",Clifton Public School District,388,41.5%,"$13,815",32.8,2017
933,Woodrow Wilson Elementary School,"PK, KG-8",New Brunswick School District,448,35.5%,"$11,278",32.7,2017
934,Garfield Elementary School,"PK, KG-6",Kearny,507,64.1%,"$7,609",32.5,2017
935,Cliffwood Elementary School,"PK, KG-3",Matawan-Aberdeen Regional School District,359,42.1%,"$17,457",32.4,2017
936,Myron L. Powell Elementary School,"PK, KG-8",Lawrence Township School District,472,50.8%,"$12,218",32.4,2017
937,Beatrice Gilmore School,3-5,Woodland Park School District,244,47.5%,"$12,753",32.4,2017
938,School #16,K-5,Clifton Public School District,237,28.3%,"$13,684",32.3,2017
939,Fairmount,"PK, KG-4",Hackensack School District,624,65.9%,"$15,858",32.2,2017
940,Lincoln Elementary School,"PK, KG-3",Rockaway Borough School District,238,23.9%,"$8,637",31.9,2017
941,Eastampton Township Community School,"PK, KG-8",Eastampton Township School District,592,16.6%,"$12,289",31.9,2017
942,Parkview Elementary School,"PK, KG-6",Westville Boro Public School District,374,55.9%,"$10,935",31.8,2017
943,Theodore Roosevelt Elementary School,"PK, KG-6",Union City School District,"1,066",92.7%,"$9,355",31.7,2017
944,McKinley Elementary School,K-8,North Bergen School District,386,70.7%,"$7,659",31.7,2017
945,Ridgeway Elementary School,"PK, KG-5",Manchester Township School District,442,37.1%,"$15,367",31.6,2017
946,Woodrow Wilson Elementary School,K-3,Sayreville School District,400,34.5%,"$7,702",31.6,2017
947,Sunnybrae Elementary School,K-5,Hamilton Township Public School District,335,31.6%,"$11,259",31.5,2017
948,School #15,"PK, KG-5",Clifton Public School District,358,75.4%,"$12,735",31.5,2017
949,Belmar Elementary,"PK, KG-8",Belmar Elementary School District,534,57.5%,"$15,538",31.2,2017
950,Washington Elementary School,"PK, KG-5",West Orange Public Schools,433,83.1%,"$11,461",31.1,2017
