county_name,year,num_of_bedrooms,house_value_index,est_pop,median_hh_income,poverty_count,poverty_rate,st_abb,state_code,county_code,tax_rate,apr_30,points_30,apr_15,points_15
ATLANTIC,2010,1,120414.14499780869,274654,51457,36693,13.6,NJ,034,001,2.674913043478261,4.689807692307692,0.7173076923076922,4.095576923076923,0.6673076923076923
ATLANTIC,2011,1,106680.38629765913,274635,49983,35108,13.1,NJ,034,001,2.652782608695652,4.447884615384615,0.7173076923076922,3.6842307692307688,0.7096153846153845
ATLANTIC,2012,1,100139.16187667847,274657,50881,38245,14.2,NJ,034,001,2.7300434782608693,3.6574999999999998,0.7173076923076922,2.934423076923077,0.6846153846153846
ATLANTIC,2013,1,94991.75711889332,274360,51668,46281,17.1,NJ,034,001,2.869739130434782,3.9755769230769227,0.7326923076923078,3.100769230769231,0.7
ATLANTIC,2014,1,92839.52061592312,272634,54208,40761,15.1,NJ,034,001,2.8437826086956526,4.168867924528302,0.5924528301886792,3.2860377358490567,0.5716981132075472
ATLANTIC,2015,1,88913.15631162458,270206,53296,37923,14.1,NJ,034,001,2.8133478260869564,3.8505769230769227,0.6153846153846154,3.0875000000000004,0.5769230769230769
ATLANTIC,2016,1,83208.98910113011,267212,55672,37734,14.2,NJ,034,001,2.8600869565217395,3.6540384615384616,0.5307692307692308,2.930769230769231,0.49230769230769234
ATLANTIC,2017,1,81887.96438912215,265446,59309,38092,14.4,NJ,034,001,2.9136521739130434,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536
ATLANTIC,2018,1,89962.13562564879,263994,60826,33167,12.8,NJ,034,001,2.9257826086956524,4.544615384615384,0.4846153846153846,4.000192307692307,0.45000000000000007
ATLANTIC,2019,1,100351.34215592501,263653,62678,29057,11.3,NJ,034,001,2.9030434782608694,3.935769230769231,0.5211538461538462,3.391730769230769,0.475
ATLANTIC,2020,1,111064.76896899626,262945,61377,35571,13.8,NJ,034,001,2.937565217391304,3.111698113207547,0.7339622641509433,2.6049056603773586,0.6924528301886792
ATLANTIC,2021,1,138229.27286635444,274966,65693,40786,15.1,NJ,034,001,2.9688260869565206,2.957692307692308,0.675,2.271923076923077,0.6423076923076922
BERGEN,2010,1,208530.91276111934,906293,77059,61715,6.9,NJ,034,003,2.1778142857142853,4.689807692307692,0.7173076923076922,4.095576923076923,0.6673076923076923
BERGEN,2011,1,187615.26741625086,912024,79037,59235,6.6,NJ,034,003,2.1848285714285716,4.447884615384615,0.7173076923076922,3.6842307692307688,0.7096153846153845
BERGEN,2012,1,180238.76764579664,916299,82001,72647,8.0,NJ,034,003,2.2657999999999996,3.6574999999999998,0.7173076923076922,2.934423076923077,0.6846153846153846
BERGEN,2013,1,188397.21874698778,920021,81615,73719,8.1,NJ,034,003,2.3383285714285713,3.9755769230769227,0.7326923076923078,3.100769230769231,0.7
BERGEN,2014,1,197542.3127802418,923475,84309,70557,7.6,NJ,034,003,2.399928571428571,4.168867924528302,0.5924528301886792,3.2860377358490567,0.5716981132075472
BERGEN,2015,1,201004.88492404987,926481,88512,65906,7.1,NJ,034,003,2.4701714285714282,3.8505769230769227,0.6153846153846154,3.0875000000000004,0.5769230769230769
BERGEN,2016,1,210877.7489824283,928381,93205,63789,6.9,NJ,034,003,2.515000000000001,3.6540384615384616,0.5307692307692308,2.930769230769231,0.49230769230769234
BERGEN,2017,1,225401.00877822356,932449,93805,62037,6.6,NJ,034,003,2.5239857142857143,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536
BERGEN,2018,1,242896.40449191898,932897,100181,63403,6.8,NJ,034,003,2.545428571428572,4.544615384615384,0.4846153846153846,4.000192307692307,0.45000000000000007
BERGEN,2019,1,252131.1959634197,932256,107971,52980,5.7,NJ,034,003,2.580028571428571,3.935769230769231,0.5211538461538462,3.391730769230769,0.475
BERGEN,2020,1,266852.19238223304,930394,107114,59225,6.4,NJ,034,003,2.5839285714285714,3.111698113207547,0.7339622641509433,2.6049056603773586,0.6924528301886792
BERGEN,2021,1,283377.58178612386,953819,104777,70847,7.5,NJ,034,003,2.6050142857142866,2.957692307692308,0.675,2.271923076923077,0.6423076923076922
BURLINGTON,2010,1,86196.42189087276,449125,73788,25008,5.7,NJ,034,005,2.894125,4.689807692307692,0.7173076923076922,4.095576923076923,0.6673076923076923
BURLINGTON,2011,1,78483.28404146204,450250,72594,25040,5.7,NJ,034,005,2.7512499999999998,4.447884615384615,0.7173076923076922,3.6842307692307688,0.7096153846153845
BURLINGTON,2012,1,74132.53248361088,450667,74285,28776,6.6,NJ,034,005,2.6235999999999997,3.6574999999999998,0.7173076923076922,2.934423076923077,0.6846153846153846
BURLINGTON,2013,1,75462.24779546849,448992,76868,27192,6.2,NJ,034,005,2.6358750000000004,3.9755769230769227,0.7326923076923078,3.100769230769231,0.7
BURLINGTON,2014,1,80463.88949057083,449806,80479,31331,7.2,NJ,034,005,2.733274999999999,4.168867924528302,0.5924528301886792,3.2860377358490567,0.5716981132075472
BURLINGTON,2015,1,79058.48536610398,447906,74844,33675,7.7,NJ,034,005,2.8547249999999997,3.8505769230769227,0.6153846153846154,3.0875000000000004,0.5769230769230769
BURLINGTON,2016,1,76489.50199166535,447092,80081,27083,6.2,NJ,034,005,2.8821749999999997,3.6540384615384616,0.5307692307692308,2.930769230769231,0.49230769230769234
BURLINGTON,2017,1,77100.79582969734,446229,86777,28202,6.5,NJ,034,005,2.865725,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536
BURLINGTON,2018,1,82373.05725196992,445429,84470,26786,6.2,NJ,034,005,2.9087000000000005,4.544615384615384,0.4846153846153846,4.000192307692307,0.45000000000000007
