county_name,year,min_tax_rate,avg_tax_rate,max_tax_rate,murder,rape,robbery,assault,burglary,larceny,auto_theft,avg_std_cnt_ele,avg_exp_ele,avg_score_ele,min_std_cnt_ele,min_exp_ele,min_score_ele,max_std_cnt_ele,max_exp_ele,max_score_ele,avg_std_cnt_mid,avg_exp_mid,avg_score_mid,min_std_cnt_mid,min_exp_mid,min_score_mid,max_std_cnt_mid,max_exp_mid,max_score_mid,avg_std_cnt_high,avg_exp_high,avg_score_high,min_std_cnt_high,min_exp_high,min_score_high,max_std_cnt_high,max_exp_high,max_score_high,est_pop,apr_30,points_30,apr_15,points_15,num_of_bedrooms,house_value_index,median_hh_income,poverty_count,poverty_rate
BURLINGTON,2017,1.6789999999999998,2.865725,4.364000000000001,13.0,98.0,169.0,342.0,1098.0,4593.0,307.0,567.6422018348624,11266.222222222223,47.497247706422016,142,5786.0,7.8,2221,21340.0,93.6,567.6422018348624,11266.222222222223,47.497247706422016,142,5786.0,7.8,2221,21340.0,93.6,567.6422018348624,11266.222222222223,47.497247706422016,142,5786.0,7.8,2221,21340.0,93.6,446229,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,1,77100.79582969734,86777,28202,6.5
BURLINGTON,2017,1.6789999999999998,2.865725,4.364000000000001,13.0,98.0,169.0,342.0,1098.0,4593.0,307.0,567.6422018348624,11266.222222222223,47.497247706422016,142,5786.0,7.8,2221,21340.0,93.6,567.6422018348624,11266.222222222223,47.497247706422016,142,5786.0,7.8,2221,21340.0,93.6,567.6422018348624,11266.222222222223,47.497247706422016,142,5786.0,7.8,2221,21340.0,93.6,446229,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,2,143541.83783786904,86777,28202,6.5
BURLINGTON,2017,1.6789999999999998,2.865725,4.364000000000001,13.0,98.0,169.0,342.0,1098.0,4593.0,307.0,567.6422018348624,11266.222222222223,47.497247706422016,142,5786.0,7.8,2221,21340.0,93.6,567.6422018348624,11266.222222222223,47.497247706422016,142,5786.0,7.8,2221,21340.0,93.6,567.6422018348624,11266.222222222223,47.497247706422016,142,5786.0,7.8,2221,21340.0,93.6,446229,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,3,210765.20365024297,86777,28202,6.5
BURLINGTON,2017,1.6789999999999998,2.865725,4.364000000000001,13.0,98.0,169.0,342.0,1098.0,4593.0,307.0,567.6422018348624,11266.222222222223,47.497247706422016,142,5786.0,7.8,2221,21340.0,93.6,567.6422018348624,11266.222222222223,47.497247706422016,142,5786.0,7.8,2221,21340.0,93.6,567.6422018348624,11266.222222222223,47.497247706422016,142,5786.0,7.8,2221,21340.0,93.6,446229,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,4,313897.6571513149,86777,28202,6.5
BURLINGTON,2017,1.6789999999999998,2.865725,4.364000000000001,13.0,98.0,169.0,342.0,1098.0,4593.0,307.0,567.6422018348624,11266.222222222223,47.497247706422016,142,5786.0,7.8,2221,21340.0,93.6,567.6422018348624,11266.222222222223,47.497247706422016,142,5786.0,7.8,2221,21340.0,93.6,567.6422018348624,11266.222222222223,47.497247706422016,142,5786.0,7.8,2221,21340.0,93.6,446229,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,5,375864.20483118296,86777,28202,6.5
CAMDEN,2017,1.827,4.027583333333333,7.638,33.0,127.0,687.0,1374.0,2270.0,8805.0,948.0,544.7625,12422.331210191083,39.32,0,4685.0,2.1,2188,31060.0,91.3,544.7625,12422.331210191083,39.32,0,4685.0,2.1,2188,31060.0,91.3,544.7625,12422.331210191083,39.32,0,4685.0,2.1,2188,31060.0,91.3,506488,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,1,61842.64304634524,65817,58696,11.7
CAMDEN,2017,1.827,4.027583333333333,7.638,33.0,127.0,687.0,1374.0,2270.0,8805.0,948.0,544.7625,12422.331210191083,39.32,0,4685.0,2.1,2188,31060.0,91.3,544.7625,12422.331210191083,39.32,0,4685.0,2.1,2188,31060.0,91.3,544.7625,12422.331210191083,39.32,0,4685.0,2.1,2188,31060.0,91.3,506488,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,2,106420.73781478855,65817,58696,11.7
CAMDEN,2017,1.827,4.027583333333333,7.638,33.0,127.0,687.0,1374.0,2270.0,8805.0,948.0,544.7625,12422.331210191083,39.32,0,4685.0,2.1,2188,31060.0,91.3,544.7625,12422.331210191083,39.32,0,4685.0,2.1,2188,31060.0,91.3,544.7625,12422.331210191083,39.32,0,4685.0,2.1,2188,31060.0,91.3,506488,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,3,153497.26548523482,65817,58696,11.7
CAMDEN,2017,1.827,4.027583333333333,7.638,33.0,127.0,687.0,1374.0,2270.0,8805.0,948.0,544.7625,12422.331210191083,39.32,0,4685.0,2.1,2188,31060.0,91.3,544.7625,12422.331210191083,39.32,0,4685.0,2.1,2188,31060.0,91.3,544.7625,12422.331210191083,39.32,0,4685.0,2.1,2188,31060.0,91.3,506488,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,4,234635.59635107647,65817,58696,11.7
CAMDEN,2017,1.827,4.027583333333333,7.638,33.0,127.0,687.0,1374.0,2270.0,8805.0,948.0,544.7625,12422.331210191083,39.32,0,4685.0,2.1,2188,31060.0,91.3,544.7625,12422.331210191083,39.32,0,4685.0,2.1,2188,31060.0,91.3,544.7625,12422.331210191083,39.32,0,4685.0,2.1,2188,31060.0,91.3,506488,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,5,288533.4441499148,65817,58696,11.7
CAPE MAY,2017,0.555,1.2760624999999999,2.394,2.0,11.0,41.0,118.0,411.0,1992.0,57.0,408.61538461538464,16409.76923076923,44.87692307692308,75,8169.0,3.5,1243,26141.0,93.8,408.61538461538464,16409.76923076923,44.87692307692308,75,8169.0,3.5,1243,26141.0,93.8,408.61538461538464,16409.76923076923,44.87692307692308,75,8169.0,3.5,1243,26141.0,93.8,93283,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,1,167221.9544905158,64450,9486,10.4
CAPE MAY,2017,0.555,1.2760624999999999,2.394,2.0,11.0,41.0,118.0,411.0,1992.0,57.0,408.61538461538464,16409.76923076923,44.87692307692308,75,8169.0,3.5,1243,26141.0,93.8,408.61538461538464,16409.76923076923,44.87692307692308,75,8169.0,3.5,1243,26141.0,93.8,408.61538461538464,16409.76923076923,44.87692307692308,75,8169.0,3.5,1243,26141.0,93.8,93283,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,2,215608.62152931237,64450,9486,10.4
CAPE MAY,2017,0.555,1.2760624999999999,2.394,2.0,11.0,41.0,118.0,411.0,1992.0,57.0,408.61538461538464,16409.76923076923,44.87692307692308,75,8169.0,3.5,1243,26141.0,93.8,408.61538461538464,16409.76923076923,44.87692307692308,75,8169.0,3.5,1243,26141.0,93.8,408.61538461538464,16409.76923076923,44.87692307692308,75,8169.0,3.5,1243,26141.0,93.8,93283,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,3,302327.4980852876,64450,9486,10.4
CAPE MAY,2017,0.555,1.2760624999999999,2.394,2.0,11.0,41.0,118.0,411.0,1992.0,57.0,408.61538461538464,16409.76923076923,44.87692307692308,75,8169.0,3.5,1243,26141.0,93.8,408.61538461538464,16409.76923076923,44.87692307692308,75,8169.0,3.5,1243,26141.0,93.8,408.61538461538464,16409.76923076923,44.87692307692308,75,8169.0,3.5,1243,26141.0,93.8,93283,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,4,480206.4461979478,64450,9486,10.4
CAPE MAY,2017,0.555,1.2760624999999999,2.394,2.0,11.0,41.0,118.0,411.0,1992.0,57.0,408.61538461538464,16409.76923076923,44.87692307692308,75,8169.0,3.5,1243,26141.0,93.8,408.61538461538464,16409.76923076923,44.87692307692308,75,8169.0,3.5,1243,26141.0,93.8,408.61538461538464,16409.76923076923,44.87692307692308,75,8169.0,3.5,1243,26141.0,93.8,93283,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,5,840083.8607409786,64450,9486,10.4
CUMBERLAND,2017,2.137,2.9807142857142854,4.522,10.0,58.0,282.0,380.0,952.0,3873.0,137.0,561.3157894736842,12114.690909090908,22.26140350877193,123,7019.0,3.2,2625,17767.0,75.3,561.3157894736842,12114.690909090908,22.26140350877193,123,7019.0,3.2,2625,17767.0,75.3,561.3157894736842,12114.690909090908,22.26140350877193,123,7019.0,3.2,2625,17767.0,75.3,151147,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,1,55826.482406346164,51786,26129,18.4
CUMBERLAND,2017,2.137,2.9807142857142854,4.522,10.0,58.0,282.0,380.0,952.0,3873.0,137.0,561.3157894736842,12114.690909090908,22.26140350877193,123,7019.0,3.2,2625,17767.0,75.3,561.3157894736842,12114.690909090908,22.26140350877193,123,7019.0,3.2,2625,17767.0,75.3,561.3157894736842,12114.690909090908,22.26140350877193,123,7019.0,3.2,2625,17767.0,75.3,151147,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,2,98269.7140798507,51786,26129,18.4
CUMBERLAND,2017,2.137,2.9807142857142854,4.522,10.0,58.0,282.0,380.0,952.0,3873.0,137.0,561.3157894736842,12114.690909090908,22.26140350877193,123,7019.0,3.2,2625,17767.0,75.3,561.3157894736842,12114.690909090908,22.26140350877193,123,7019.0,3.2,2625,17767.0,75.3,561.3157894736842,12114.690909090908,22.26140350877193,123,7019.0,3.2,2625,17767.0,75.3,151147,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,3,143270.67212710818,51786,26129,18.4
CUMBERLAND,2017,2.137,2.9807142857142854,4.522,10.0,58.0,282.0,380.0,952.0,3873.0,137.0,561.3157894736842,12114.690909090908,22.26140350877193,123,7019.0,3.2,2625,17767.0,75.3,561.3157894736842,12114.690909090908,22.26140350877193,123,7019.0,3.2,2625,17767.0,75.3,561.3157894736842,12114.690909090908,22.26140350877193,123,7019.0,3.2,2625,17767.0,75.3,151147,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,4,187437.41664461803,51786,26129,18.4
CUMBERLAND,2017,2.137,2.9807142857142854,4.522,10.0,58.0,282.0,380.0,952.0,3873.0,137.0,561.3157894736842,12114.690909090908,22.26140350877193,123,7019.0,3.2,2625,17767.0,75.3,561.3157894736842,12114.690909090908,22.26140350877193,123,7019.0,3.2,2625,17767.0,75.3,561.3157894736842,12114.690909090908,22.26140350877193,123,7019.0,3.2,2625,17767.0,75.3,151147,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,5,181171.6858039722,51786,26129,18.4
ESSEX,2017,1.8559999999999999,3.254227272727273,5.675000000000001,103.0,211.0,1867.0,1958.0,2775.0,9025.0,3772.0,686.4656488549618,10963.36475409836,41.318320610687024,0,4804.0,2.7,4490,29814.0,96.1,686.4656488549618,10963.36475409836,41.318320610687024,0,4804.0,2.7,4490,29814.0,96.1,686.4656488549618,10963.36475409836,41.318320610687024,0,4804.0,2.7,4490,29814.0,96.1,797222,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,1,154289.9951135711,60284,123806,15.7
ESSEX,2017,1.8559999999999999,3.254227272727273,5.675000000000001,103.0,211.0,1867.0,1958.0,2775.0,9025.0,3772.0,686.4656488549618,10963.36475409836,41.318320610687024,0,4804.0,2.7,4490,29814.0,96.1,686.4656488549618,10963.36475409836,41.318320610687024,0,4804.0,2.7,4490,29814.0,96.1,686.4656488549618,10963.36475409836,41.318320610687024,0,4804.0,2.7,4490,29814.0,96.1,797222,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,2,251572.3395419178,60284,123806,15.7
ESSEX,2017,1.8559999999999999,3.254227272727273,5.675000000000001,103.0,211.0,1867.0,1958.0,2775.0,9025.0,3772.0,686.4656488549618,10963.36475409836,41.318320610687024,0,4804.0,2.7,4490,29814.0,96.1,686.4656488549618,10963.36475409836,41.318320610687024,0,4804.0,2.7,4490,29814.0,96.1,686.4656488549618,10963.36475409836,41.318320610687024,0,4804.0,2.7,4490,29814.0,96.1,797222,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,3,351218.52165445895,60284,123806,15.7
ESSEX,2017,1.8559999999999999,3.254227272727273,5.675000000000001,103.0,211.0,1867.0,1958.0,2775.0,9025.0,3772.0,686.4656488549618,10963.36475409836,41.318320610687024,0,4804.0,2.7,4490,29814.0,96.1,686.4656488549618,10963.36475409836,41.318320610687024,0,4804.0,2.7,4490,29814.0,96.1,686.4656488549618,10963.36475409836,41.318320610687024,0,4804.0,2.7,4490,29814.0,96.1,797222,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,4,497522.46755953255,60284,123806,15.7
ESSEX,2017,1.8559999999999999,3.254227272727273,5.675000000000001,103.0,211.0,1867.0,1958.0,2775.0,9025.0,3772.0,686.4656488549618,10963.36475409836,41.318320610687024,0,4804.0,2.7,4490,29814.0,96.1,686.4656488549618,10963.36475409836,41.318320610687024,0,4804.0,2.7,4490,29814.0,96.1,686.4656488549618,10963.36475409836,41.318320610687024,0,4804.0,2.7,4490,29814.0,96.1,797222,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,5,686490.1364951135,60284,123806,15.7
GLOUCESTER,2017,2.5069999999999997,3.567,4.587000000000001,6.0,29.0,150.0,178.0,1054.0,4248.0,209.0,605.3333333333334,10080.30303030303,44.75797101449275,116,337.0,5.1,2279,16391.0,85.9,605.3333333333334,10080.30303030303,44.75797101449275,116,337.0,5.1,2279,16391.0,85.9,605.3333333333334,10080.30303030303,44.75797101449275,116,337.0,5.1,2279,16391.0,85.9,291088,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,1,90076.41731989071,84639,19238,6.7
GLOUCESTER,2017,2.5069999999999997,3.567,4.587000000000001,6.0,29.0,150.0,178.0,1054.0,4248.0,209.0,605.3333333333334,10080.30303030303,44.75797101449275,116,337.0,5.1,2279,16391.0,85.9,605.3333333333334,10080.30303030303,44.75797101449275,116,337.0,5.1,2279,16391.0,85.9,605.3333333333334,10080.30303030303,44.75797101449275,116,337.0,5.1,2279,16391.0,85.9,291088,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,2,141446.58116382922,84639,19238,6.7
GLOUCESTER,2017,2.5069999999999997,3.567,4.587000000000001,6.0,29.0,150.0,178.0,1054.0,4248.0,209.0,605.3333333333334,10080.30303030303,44.75797101449275,116,337.0,5.1,2279,16391.0,85.9,605.3333333333334,10080.30303030303,44.75797101449275,116,337.0,5.1,2279,16391.0,85.9,605.3333333333334,10080.30303030303,44.75797101449275,116,337.0,5.1,2279,16391.0,85.9,291088,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,3,182503.20308828264,84639,19238,6.7
GLOUCESTER,2017,2.5069999999999997,3.567,4.587000000000001,6.0,29.0,150.0,178.0,1054.0,4248.0,209.0,605.3333333333334,10080.30303030303,44.75797101449275,116,337.0,5.1,2279,16391.0,85.9,605.3333333333334,10080.30303030303,44.75797101449275,116,337.0,5.1,2279,16391.0,85.9,605.3333333333334,10080.30303030303,44.75797101449275,116,337.0,5.1,2279,16391.0,85.9,291088,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,4,271283.61179187475,84639,19238,6.7
GLOUCESTER,2017,2.5069999999999997,3.567,4.587000000000001,6.0,29.0,150.0,178.0,1054.0,4248.0,209.0,605.3333333333334,10080.30303030303,44.75797101449275,116,337.0,5.1,2279,16391.0,85.9,605.3333333333334,10080.30303030303,44.75797101449275,116,337.0,5.1,2279,16391.0,85.9,605.3333333333334,10080.30303030303,44.75797101449275,116,337.0,5.1,2279,16391.0,85.9,291088,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,5,269600.58343785215,84639,19238,6.7
HUDSON,2017,1.592,5.8700833333333335,10.705,25.0,170.0,826.0,1163.0,1796.0,8080.0,962.0,725.3333333333334,10495.53205128205,40.84166666666667,119,4189.0,2.9,2864,19451.0,96.6,725.3333333333334,10495.53205128205,40.84166666666667,119,4189.0,2.9,2864,19451.0,96.6,725.3333333333334,10495.53205128205,40.84166666666667,119,4189.0,2.9,2864,19451.0,96.6,672858,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,1,354782.831127637,65673,96125,14.1
HUDSON,2017,1.592,5.8700833333333335,10.705,25.0,170.0,826.0,1163.0,1796.0,8080.0,962.0,725.3333333333334,10495.53205128205,40.84166666666667,119,4189.0,2.9,2864,19451.0,96.6,725.3333333333334,10495.53205128205,40.84166666666667,119,4189.0,2.9,2864,19451.0,96.6,725.3333333333334,10495.53205128205,40.84166666666667,119,4189.0,2.9,2864,19451.0,96.6,672858,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,2,466407.0518995196,65673,96125,14.1
HUDSON,2017,1.592,5.8700833333333335,10.705,25.0,170.0,826.0,1163.0,1796.0,8080.0,962.0,725.3333333333334,10495.53205128205,40.84166666666667,119,4189.0,2.9,2864,19451.0,96.6,725.3333333333334,10495.53205128205,40.84166666666667,119,4189.0,2.9,2864,19451.0,96.6,725.3333333333334,10495.53205128205,40.84166666666667,119,4189.0,2.9,2864,19451.0,96.6,672858,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,3,410084.75491642306,65673,96125,14.1
HUDSON,2017,1.592,5.8700833333333335,10.705,25.0,170.0,826.0,1163.0,1796.0,8080.0,962.0,725.3333333333334,10495.53205128205,40.84166666666667,119,4189.0,2.9,2864,19451.0,96.6,725.3333333333334,10495.53205128205,40.84166666666667,119,4189.0,2.9,2864,19451.0,96.6,725.3333333333334,10495.53205128205,40.84166666666667,119,4189.0,2.9,2864,19451.0,96.6,672858,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,4,415365.68030049565,65673,96125,14.1
HUDSON,2017,1.592,5.8700833333333335,10.705,25.0,170.0,826.0,1163.0,1796.0,8080.0,962.0,725.3333333333334,10495.53205128205,40.84166666666667,119,4189.0,2.9,2864,19451.0,96.6,725.3333333333334,10495.53205128205,40.84166666666667,119,4189.0,2.9,2864,19451.0,96.6,725.3333333333334,10495.53205128205,40.84166666666667,119,4189.0,2.9,2864,19451.0,96.6,672858,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,5,426036.4867601972,65673,96125,14.1
HUNTERDON,2017,1.9629999999999999,2.7421923076923074,3.854,0.0,5.0,6.0,21.0,123.0,406.0,16.0,411.8723404255319,15270.893617021276,72.82978723404256,81,4447.0,37.3,3020,28096.0,92.4,411.8723404255319,15270.893617021276,72.82978723404256,81,4447.0,37.3,3020,28096.0,92.4,411.8723404255319,15270.893617021276,72.82978723404256,81,4447.0,37.3,3020,28096.0,92.4,125076,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,1,146234.1487710816,113083,4793,3.9
HUNTERDON,2017,1.9629999999999999,2.7421923076923074,3.854,0.0,5.0,6.0,21.0,123.0,406.0,16.0,411.8723404255319,15270.893617021276,72.82978723404256,81,4447.0,37.3,3020,28096.0,92.4,411.8723404255319,15270.893617021276,72.82978723404256,81,4447.0,37.3,3020,28096.0,92.4,411.8723404255319,15270.893617021276,72.82978723404256,81,4447.0,37.3,3020,28096.0,92.4,125076,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,2,239379.1089221352,113083,4793,3.9
HUNTERDON,2017,1.9629999999999999,2.7421923076923074,3.854,0.0,5.0,6.0,21.0,123.0,406.0,16.0,411.8723404255319,15270.893617021276,72.82978723404256,81,4447.0,37.3,3020,28096.0,92.4,411.8723404255319,15270.893617021276,72.82978723404256,81,4447.0,37.3,3020,28096.0,92.4,411.8723404255319,15270.893617021276,72.82978723404256,81,4447.0,37.3,3020,28096.0,92.4,125076,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,3,333525.4261795006,113083,4793,3.9
HUNTERDON,2017,1.9629999999999999,2.7421923076923074,3.854,0.0,5.0,6.0,21.0,123.0,406.0,16.0,411.8723404255319,15270.893617021276,72.82978723404256,81,4447.0,37.3,3020,28096.0,92.4,411.8723404255319,15270.893617021276,72.82978723404256,81,4447.0,37.3,3020,28096.0,92.4,411.8723404255319,15270.893617021276,72.82978723404256,81,4447.0,37.3,3020,28096.0,92.4,125076,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,4,485646.65923181316,113083,4793,3.9
HUNTERDON,2017,1.9629999999999999,2.7421923076923074,3.854,0.0,5.0,6.0,21.0,123.0,406.0,16.0,411.8723404255319,15270.893617021276,72.82978723404256,81,4447.0,37.3,3020,28096.0,92.4,411.8723404255319,15270.893617021276,72.82978723404256,81,4447.0,37.3,3020,28096.0,92.4,411.8723404255319,15270.893617021276,72.82978723404256,81,4447.0,37.3,3020,28096.0,92.4,125076,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,5,614172.6792861625,113083,4793,3.9
MERCER,2017,2.3,3.2710000000000004,5.405,27.0,90.0,450.0,802.0,1503.0,4437.0,619.0,610.6436781609195,11440.02380952381,45.86206896551724,91,4555.0,1.7,1597,18033.0,96.0,610.6436781609195,11440.02380952381,45.86206896551724,91,4555.0,1.7,1597,18033.0,96.0,610.6436781609195,11440.02380952381,45.86206896551724,91,4555.0,1.7,1597,18033.0,96.0,368489,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,1,109867.73443631169,78161,40622,11.4
MERCER,2017,2.3,3.2710000000000004,5.405,27.0,90.0,450.0,802.0,1503.0,4437.0,619.0,610.6436781609195,11440.02380952381,45.86206896551724,91,4555.0,1.7,1597,18033.0,96.0,610.6436781609195,11440.02380952381,45.86206896551724,91,4555.0,1.7,1597,18033.0,96.0,610.6436781609195,11440.02380952381,45.86206896551724,91,4555.0,1.7,1597,18033.0,96.0,368489,3.9898076923076924,0.49807692307692303,3.2725,0.49038461538461536,2,172282.70664440704,78161,40622,11.4
