rank,school,type,grades,address,city,zip,county,district,year
26,Wandell School,Public,"PK, KG-5",97 E Allendale Rd,Saddle River,07458,Bergen County,Saddle River School District,2017
27,Harding Township School,Public,"PK, KG-8",34 Lees Hill Road,New Vernon,07976,Morris County,Harding Township School District,2017
28,Mendham Township Elementary School,Public,"PK, KG-4",18 West Main Street,Brookside,07926,Morris County,Mendham Township School District,2017
29,Alpine Elementary School,Public,K-8,500 Hillside Avenue,Alpine,07620,Bergen County,Alpine School District,2017
30,George C. Baker Elementary School,Public,"PK, KG-3",139 W  Maple Ave,Moorestown,08057,Burlington County,Moorestown Township Public School District,2017
31,Hillside Elementary School,Public,"PK, KG-3",89 Hillsdale Avenue,Allendale,07401,Bergen County,Allendale Public School District,2017
32,Edith A. Bogert Elementary School,Public,3-5,391 W  Saddle River Rd,Upper Saddle River,07458,Bergen County,Upper Saddle River School District,2017
33,Grandview Elementary School,Public,"PK, KG-3",35 Hamilton Dr East,N Caldwell,07006,Essex County,North Caldwell School District,2017
34,Hilldale School,Public,K-5,123 Konner Avenue,Pine Brook,07058,Morris County,Montville Township School District,2017
35,Lincoln Elementary School,Public,K-4,66 Bartlett Street,New Brunswick,08901,Middlesex County,New Brunswick School District,2017
36,Washington Elementary School,Public,1-5,900 St. Marks Avenue,Westfield,07090,Union County,Westfield Public School District,2017
37,Milton Avenue School,Public,"PK, KG-3",16 Milton Avenue,Chatham,07928,Morris County,School District of the Chathams,2017
38,Upper School,Public,3-8,143 Charlotte Pl,Englewood Cliffs,07632,Bergen County,Englewood Cliffs School District,2017
39,H W Mountz Elementary School,Public,"PK, KG-8",411 Tuttle Ave,Spring Lake,07762,Monmouth County,Spring Lake Borough,2017
40,South Valley Elementary School,Public,"PK, KG-3",210 S  Stanwick Rd,Moorestown,08057,Burlington County,Moorestown Township Public School District,2017
41,Ridge Elementary School,Public,K-5,325 West Ridgewood Ave,Ridgewood,07450,Bergen County,Ridgewood Public School District,2017
42,Somerville Elementary School,Public,K-5,45 South Pleasant Ave,Ridgewood,07451,Bergen County,Ridgewood Public School District,2017
43,Betsy Ross Elementary,Public,K-3,20 Malcolm Rd,Mahwah,07430,Bergen County,Mahwah Township Public School District,2017
44,Travell Elementary School,Public,K-5,340 Bogert Ave,Ridgewood,07451,Bergen County,Ridgewood Public School District,2017
45,Northvail Elementary School,Public,K-5,10 Eileen Court,Parsippany,07054,Morris County,Parsippany-Troy Hills Township School District,2017
46,Woodbrook Elementary School,Public,K-5,15 Robin Road,Edison,08820,Middlesex County,Edison Township School District,2017
47,Califon Public School,Public,"PK, KG-8",6 School Street,Califon,07830,Hunterdon County,Califon Borough School District,2017
48,Rockaway Valley School,Public,"PK, KG-8",11 Valley Road,Boonton,07005,Morris County,Boonton Township School District,2017
49,Richard Byrd,Public,K-5,640 Doremus Ave,Glen Rock,07452,Bergen County,Glen Rock Public School District,2017
50,Luther Lee Emerson School,Public,2-4,15 Columbus Road,Demarest,07627,Bergen County,Demarest School District,2017
51,Riker Hill Elementary School,Public,K-5,31 Blackstone Dr,Livingston,07039,Essex County,Livingston Board of Education School District,2017
52,Salt Brook School,Public,K-6,40 Maple St,New Providence,07974,Union County,New Providence School District,2017
53,Point Road School,Public,"PK, KG-4",357 Little Silver Point Road,Little Silver,07739,Monmouth County,Little Silver Boro School District,2017
54,Cherry Hill School,Public,"PK, KG-6",410 Bogert Rd,River Edge,07661,Bergen County,River Edge School District,2017
55,Dorchester Elementary School,Public,"PK, KG-5",100 Dorchester Road,Woodcliff Lake,07677,Bergen County,Woodcliff Lake School District,2017
56,Bear Tavern Elementary School,Public,"PK, KG-5",1162 Bear Tavern Road,Titusville,08560,Mercer County,Hopewell Valley Regional School District,2017
57,Angelo L. Tomaso School,Public,K-5,46 Washington Valley Road,Warren,07059,Somerset County,Warren Township School District,2017
58,Cornelia F. Bradford School,Public,"PK, KG-5",96 Sussex St,Jersey City,07302,Hudson County,Jersey City Public Schools,2017
59,J. Ackerman Coles Elementary School,Public,"PK, KG-4",16 Kevin Road,Scotch Plains,07076,Union County,Scotch Plains-Fanwood School District,2017
60,Ralph S Maugham School,Public,K-5,111 Magnolia Avenue,Tenafly,07670,Bergen County,Tenafly Public School District,2017
61,Henry B. Milnes Elementary School,Public,K-4,8-01 Phillip St,Fair Lawn,07410,Bergen County,Fair Lawn Public School District,2017
62,Allen W. Roberts School,Public,"PK, KG-6",80 Jones Dr,New Providence,07974,Union County,New Providence School District,2017
63,Thomas P. Hughes School,Public,3-5,446 Snyder Ave,Berkeley Hts,07922,Union County,Berkeley Heights School District,2017
64,Washington Elementary School,Public,1-5,507 Morris Ave,Summit,07901,Union County,Summit Public School District,2017
65,Central School,Public,"PK, KG-5",Three Lincoln Avenue,Haddonfield,08033,Camden County,Haddonfield School District,2017
66,School No. 1,Public,K-4,250 Hoym Street,Fort Lee,07024,Bergen County,Fort Lee School District,2017
67,South Mountain School,Public,"PK, KG-4",2 Southern Slope Drive,Millburn,07041,Essex County,Millburn Township School District,2017
68,Sunnymead Elementary School,Public,"PK, KG-4",55 Sunnymead Road,Hillsborough,08844,Somerset County,Hillsborough Township Public School District,2017
69,Maurice Hawk Elementary School,Public,"PK, KG-3",303  305 Clarksville Road,West Windsor,08550,Mercer County,West Windsor-Plainsboro Regional School District,2017
70,Wilson Elementary School,Public,1-5,301 Linden Avenue,Westfield,07090,Union County,Westfield Public School District,2017
71,Hillview School,Public,K-5,206 Boulevard,Pompton Plains,07444,Morris County,Pequannock Township School District,2017
72,Southern Boulevard School,Public,"PK, KG-3",192 Southern Boulevard,Chatham,07928,Morris County,School District of the Chathams,2017
73,Stony Brook Elementary School,Public,"PK, KG-5",20 Stephenson Road,Pennington,08534,Mercer County,Hopewell Valley Regional School District,2017
74,West Ridge Elementary School,Public,"PK, KG-6",18 South  First Street,Park Ridge,07656,Bergen County,Park Ridge School District,2017
75,Calvin Coolidge Elementary School,Public,K-5,420 Grandview Ave,Wyckoff,07481,Bergen County,Wyckoff Township Public School District,2017
76,Malcolm S Mackay School,Public,K-5,111 Jefferson Avenue,Tenafly,07670,Bergen County,Tenafly Public School District,2017
77,Hamilton Primary School,Public,K-4,9 Hamilton Lane,Basking Ridge,07920,Somerset County,Bridgewater-Raritan Regional School District,2017
78,Torey J. Sabatini School,Public,K-5,Glenwild Circle,Madison,07940,Morris County,Madison Public School District,2017
79,Franklin Elementary School,Public,1-5,700 Prospect Street,Westfield,07090,Union County,Westfield Public School District,2017
80,Walter Stillman School,Public,"PK, KG-5",75 Tenafly Road,Tenafly,07670,Bergen County,Tenafly Public School District,2017
81,Cranbury School,Public,"PK, KG-8",23 N Main St,Cranbury,08512,Middlesex County,Cranbury Township School District,2017
82,Oak Tree Elementary School,Public,"PK, KG-3",226 Applegarth Road,Monroe Township,08831,Middlesex County,Monroe Township School District,2017
83,J Spencer Smith School,Public,K-5,101 Downey Drive,Tenafly,07670,Bergen County,Tenafly Public School District,2017
84,Frank Defino Central Elementary School,Public,K-5,175 Route 79 North,Marlboro,07746,Monmouth County,Marlboro Township School District,2017
85,Central School,Public,"PK, KG-5",600 S Maple Ave,Glen Rock,07452,Bergen County,Glen Rock Public School District,2017
86,Wolf Hill School,Public,"PK, KG-4",29 Wolf Hill Avenue,Oceanport,07757,Monmouth County,Oceanport School District,2017
87,Willard Elementary School,Public,K-5,601 Morningside Rd,Ridgewood,07451,Bergen County,Ridgewood Public School District,2017
88,High Mountain Road School,Public,"PK, KG-5",765 High Mountain Road,Franklin Lakes,07417,Bergen County,Franklin Lakes School District,2017
89,Clara E Coleman School,Public,K-5,100 Pinelynn Rd,Glen Rock,07452,Bergen County,Glen Rock Public School District,2017
90,East Amwell Township,Public,"PK, KG-8",43 Wertsville Rd,Ringoes,08551,Hunterdon County,East Amwell Township School District,2017
91,Martin Luther King Elementary School,Public,K-5,285 Tingley Lane,Edison,08820,Middlesex County,Edison Township School District,2017
92,Monmouth Beach Elementary School,Public,"PK, KG-8",7 Hastings Place,Monmouth Beach,07750,Monmouth County,Monmouth Beach School District,2017
93,George Washington School,Public,K-3,39 Fardale Avenue,Mahwah,07430,Bergen County,Mahwah Township Public School District,2017
94,Central Jersey College Prep Charter School,"Public, Charter, Alternative",K-12,101 Mettlers Road,Somerset,08873,Somerset County,Central Jersey College Prep Charter School,2017
95,Woods Road Elementary School,Public,"PK, KG-4",120 South Woods Road,Hillsborough,08844,Somerset County,Hillsborough Township Public School District,2017
96,Wyoming School,Public,K-4,55 Myrtle Ave,Millburn,07041,Essex County,Millburn Township School District,2017
97,Riverview Elementary School,Public,K-5,33 St  Marys Place,Denville,07834,Morris County,Denville Township K-8 School District,2017
98,Mount Pleasant Elementary School,Public,K-5,11 Broadlawn Dr,Livingston,07039,Essex County,Livingston Board of Education School District,2017
99,Westmoreland Elementary School,Public,"PK, KG-4",16-50 Parmelee Ave.,Fair Lawn,07410,Bergen County,Fair Lawn Public School District,2017
100,Menlo Park Elementary School,Public,K-5,155 Monroe Avenue,Edison,08820,Middlesex County,Edison Township School District,2017
101,Robert Treat Academy Charter School,"Public, Charter",K-8,443 Clifton Avenue,Newark,07104,Essex County,Robert Treat Academy Charter School,2017
102,Joseph D. Sharp Elementary School,Public,K-5,300 Old Orchard Rd.,Cherry Hill,08003,Camden County,Cherry Hill School District,2017
103,Haworth Public School,Public,K-8,205 Valley Rd,Haworth,07641,Bergen County,Haworth Public School District,2017
104,Elizabeth Haddon School,Public,"PK, KG-5",501 West Redman Avenue,Haddonfield,08033,Camden County,Haddonfield School District,2017
105,Brookside Place School,Public,K-5,700 Brookside Place,Cranford,07016,Union County,Cranford Public School District,2017
106,Warnsdorfer Elementary School,Public,"PK, KG-5",9 Hardenburg Lane,East Brunswick,08816,Middlesex County,East Brunswick Township School District,2017
107,Edward T. Hamilton,Public,K-5,1 Boundary Lane,Voorhees,08043,Camden County,Voorhees Township School District,2017
108,T. Baldwin Demarest Elementary School,Public,"PK, KG-4",1 School St,Old Tappan,07675,Bergen County,Old Tappan Public School District,2017
109,William Woodruff School,Public,K-2,Briarwood Dr West,Berkeley Hts,07922,Union County,Berkeley Heights School District,2017
110,Frost Elementary School,Public,"PK, KG-5",65 Frost Avenue,East Brunswick,08816,Middlesex County,East Brunswick Township School District,2017
111,Hoboken Charter School,"Public, Charter, Alternative",K-12,713 Washington St,Hoboken,07030,Hudson County,Hoboken Charter School,2017
112,Village School,Public,"PK, KG-3",67 McCampbell Road,Holmdel,07733,Monmouth County,Holmdel Township School District,2017
113,Burnet Hill Elementary School,Public,"PK, KG-5",25 Byron Place,Livingston,07039,Essex County,Livingston Board of Education School District,2017
114,Oradell Public School,Public,"PK, KG-6",350 Propect Avenue,Oradell,07649,Bergen County,Oradell Public School District,2017
115,Littlebrook School,Public,"PK, KG-5",39 Magnolia Lane,Princeton,08540,Mercer County,Princeton Public School District,2017
116,Radburn Elementary School,Public,K-4,18-00 Radburn Rd,Fair Lawn,07410,Bergen County,Fair Lawn Public School District,2017
117,J.V.B. Wicoff Elementary School,Public,K-3,510 Plainsboro Road,Plainsboro,08536,Middlesex County,West Windsor-Plainsboro Regional School District,2017
118,Hilltop School,Public,"PK, KG-4",12 Hilltop Road,Mendham,07945,Morris County,Mendham Borough School District,2017
119,Barley Sheaf Elementary School,Public,K-4,80 Barley Sheaf Road,Flemington,08822,Hunterdon County,Flemington-Raritan Regional School District,2017
120,Ridgewood Avenue School,Public,3-6,235 Ridgewood Ave,Glen Ridge,07028,Essex County,Glen Ridge Public School District,2017
121,Jefferson Elementary School,Public,1-5,1200 Boulevard,Westfield,07090,Union County,Westfield Public School District,2017
122,George Washington Elementary School,Public,K-5,270 Woodland Ave,Wyckoff,07481,Bergen County,Wyckoff Township Public School District,2017
123,Strathmore Elementary School,Public,K-3,282 Church Street,Aberdeen,07747,Monmouth County,Matawan-Aberdeen Regional School District,2017
124,Wesley D Tisdale Elementary School,Public,"PK, KG-3",200 Island Avenue,Ramsey,07446,Bergen County,Ramsey School District,2017
125,Troy Hills Elementary School,Public,K-5,509 S  Beverwyck Road,Parsippany,07054,Morris County,Parsippany-Troy Hills Township School District,2017
126,Richard Stockton Elementary School,Public,K-5,200 Wexford Dr.,Cherry Hill,08003,Camden County,Cherry Hill School District,2017
127,Betty McElmon Elementary School,Public,"PK, KG-4",20 Parker Road,West Long Branch,07764,Monmouth County,West Long Branch School District,2017
128,Adlai E. Stevenson School,Public,"PK, KG-3",15 Knoll Road,Fairfield,07004,Essex County,Fairfield Public School District,2017
129,Albert Payson Terhune Elementary,Public,K-5,40 Geoffrey Way,Wayne,07470,Passaic County,Wayne Township Public School District,2017
130,Harrington Park School,Public,"PK, KG-8",191 Harriot Ave,Harrington Park,07640,Bergen County,Harrington Park School District,2017
131,Harrison Elementary School,Public,K-5,148 North Livingston Ave,Livingston,07039,Essex County,Livingston Board of Education School District,2017
132,Hillside Elementary School,Public,"PK, KG-4",340 Homans Avenue,Closter,07624,Bergen County,Closter Public School District,2017
133,St. Cloud Elementary School,Public,K-5,71 Sheridan Ave,West Orange,07052,Essex County,West Orange Public Schools,2017
134,Berkeley Elementary,Public,K-5,47 Berkeley Ave,Westwood,07675,Bergen County,Westwood Regional School District,2017
135,James Madison Intermediate School,Public,3-5,838 New Dover Road,Edison,08820,Middlesex County,Edison Township School District,2017
136,Millstone River School,Public,3-5,75 Grovers Mill Road,Plainsboro,08536,Middlesex County,West Windsor-Plainsboro Regional School District,2017
137,Walter M. Schirra Elementary School,Public,K-5,One Awn St,Old Bridge,08857,Middlesex County,Old Bridge Township School District,2017
138,Cedar Hill School,Public,K-5,100 Peachtree Road,Basking Ridge,07920,Somerset County,Bernards Township School District,2017
139,Hatikvah International Academy Charter School,"Public, Charter",K-8,7 Lexington Avenue,East Brunswick,08816,Middlesex County,Hatikvah International Academy Charter School,2017
140,Collins Elementary School,Public,K-5,67 Martin Rd,Livingston,07039,Essex County,Livingston Board of Education School District,2017
141,William H. Ross III School,Public,"PK, KG-4",101 N  Haverford Avenue,Margate City,08402,Atlantic County,Margate City School District,2017
142,Peter Cooper School,Public,K-3,54 Roger Court,Ringwood,07456,Passaic County,Ringwood School District,2017
143,Milltown Primary School,Public,"PK, KG-4",611 Milltown Road,Bridgewater,08807,Somerset County,Bridgewater-Raritan Regional School District,2017
144,Alexander Hamilton School,Public,K-5,380 Harristown Road,Glen Rock,07452,Bergen County,Glen Rock Public School District,2017
145,Tamaques Elementary School,Public,1-5,641 Willow Grove Road,Westfield,07090,Union County,Westfield Public School District,2017
146,Liberty Corner School,Public,K-5,61 Church Street,Liberty Corner,07938,Somerset County,Bernards Township School District,2017
147,Brielle Elementary School,Public,"PK, KG-8",605 Union Lane,Brielle,08730,Monmouth County,Brielle Boro School District,2017
148,Jersey City Global Charter School,"Public, Charter",K-8,255 Congress Street,Jersey City,07307,Hudson County,Jersey City Global Charter School,2017
149,Bay Head Elementary,Public,K-8,145 Grove Street,Bay Head,08742,Ocean County,Bay Head Borough School District,2017
150,Woodland School,Public,K-5,114 Stirling Road,Warren,07059,Somerset County,Warren Township School District,2017
151,Roosevelt School,Public,K-6,711 Summit Ave,River Edge,07661,Bergen County,River Edge School District,2017
152,Tinc Rd. Elementary School,Public,K-5,24 Tinc Road,Flanders,07836,Morris County,Mount Olive Township School District,2017
153,South End Elementary School,Public,"PK, KG-4",116 Harper Terrace,Cedar Grove,07009,Essex County,Cedar Grove Township School District,2017
154,Edward H. Bryan,Public,"PK, KG-5",51 Brookside Ave,Cresskill,07626,Bergen County,Cresskill Public School District,2017
155,Mountain Park School,Public,3-5,55 Fairfax Dr,Berkeley Hts,07922,Union County,Berkeley Heights School District,2017
156,Roberge Elementary School,Public,"PK, KG-5",617 Westwood Ave,River Vale,07675,Bergen County,River Vale Public School District,2017
157,Littleton Elementary School,Public,"PK, KG-5",250 Brooklawn Drive,Morris Plains,07950,Morris County,Parsippany-Troy Hills Township School District,2017
158,Oak Street School,Public,K-5,70 West Oak Street,Basking Ridge,07920,Somerset County,Bernards Township School District,2017
159,Dutch Neck Elementary School,Public,K-3,392 Village Road East,West Windsor,08550,Mercer County,West Windsor-Plainsboro Regional School District,2017
160,Wanamassa Elementary School,Public,"PK, KG-4",901 Bendermere Avenue,Asbury Park,07712,Monmouth County,Township of Ocean School District,2017
161,Memorial Elementary School,Public,"PK, KG-4",East 203 Midland Avenue,Paramus,07652,Bergen County,Paramus Public School District,2017
162,Evergreen Elementary School,Public,"PK, KG-4",2280 Evergreen Avenue,Scotch Plains,07076,Union County,Scotch Plains-Fanwood School District,2017
163,Hillside Elementary School,Public,K-5,98 Belmont Drive,Livingston,07039,Essex County,Livingston Board of Education School District,2017
164,Livingston Avenue School,Public,3-5,75 Livingston Avenue,Cranford,07016,Union County,Cranford Public School District,2017
165,Logan Township Elementary School,Public,1-4,110 School Lane,Logan Township,08085,Gloucester County,Logan Township School District,2017
166,William Mason School,Public,K-5,5 Shawnee Trail,Montville,07045,Morris County,Montville Township School District,2017
167,Brooks Crossing Elementary School,Public,"PK, KG-5",50 Deans Hall Road,Monmouth Junction,08852,Middlesex County,South Brunswick School District,2017
168,Three Bridges School,Public,"PK, KG-3",480 Main Street,Three Bridges,08887,Hunterdon County,Readington Township School District,2017
169,Orange Avenue School,Public,3-8,901 Orange Avenue,Cranford,07016,Union County,Cranford Public School District,2017
170,Village Elementary School,Public,3-4,100 Main Boulevard,Skillman,08558,Somerset County,Montgomery Township School District,2017
171,Robertsville Elementary School,Public,1-5,36 Menzel Lane,Morganville,07751,Monmouth County,Marlboro Township School District,2017
172,Memorial School,Public,"PK, KG-3",764 Grant Ave,Maywood,07607,Bergen County,Maywood School District,2017
173,Hoboken Dual Language Charter School,"Public, Charter",K-8,123 Jefferson Street,Hoboken,07030,Hudson County,Hoboken Dual Language Charter School,2017
174,Sicomac Elementary School,Public,"PK, KG-5",356 Sicomac Ave,Wyckoff,07481,Bergen County,Wyckoff Township Public School District,2017
175,Johnson Park School,Public,"PK, KG-5",285 Rosedale Road,Princeton,08540,Mercer County,Princeton Public School District,2017
176,Mountview Road School,Public,K-5,30 Mountview Road,Morris Plains,07950,Morris County,Hanover Township School District,2017
177,Amsterdam Elementary School,Public,K-4,301 Amsterdam Drive,Hillsborough,08844,Somerset County,Hillsborough Township Public School District,2017
178,Bayberry School,Public,"PK, KG-4",113 Bayberry Lane,Watchung,07069,Somerset County,Watchung Borough School District,2017
179,Frank J. Dugan Elementary School,Public,K-5,48 Topanemus Road,Marlboro,07746,Monmouth County,Marlboro Township School District,2017
180,Heights Elementary School,Public,"PK, KG-5",114 Seminole Ave,Oakland,07436,Bergen County,Oakland Public School District,2017
181,Taunton Forge Elementary School,Public,K-5,32 Evergreen Trail,Medford,08055,Burlington County,Medford Township School District,2017
182,Asher Holmes Elementary School,Public,1-5,48 Menzel Lane,Morganville,07751,Monmouth County,Marlboro Township School District,2017
183,Navesink Elementary School,Public,K-5,151 Monmouth Avenue,Atlantic Highlands,07716,Monmouth County,Middletown Township Public School District,2017
184,Packanack Elementary School,Public,K-5,190 Oakwood Drive,Wayne,07470,Passaic County,Wayne Township Public School District,2017
185,Northvale Public School,Public,K-8,441 Tappan Road,Northvale,07647,Bergen County,Northvale Public School District,2017
186,Upper Township Elementary School,Public,3-5,50 Old Tuckahoe Rd,Marmora,08223,Cape May County,Upper Township School District,2017
187,Lyncrest Elementary School,Public,K-4,9-04 Morlot Ave,Fair Lawn,07410,Bergen County,Fair Lawn Public School District,2017
188,Middletown Village Elementary School,Public,"PK, KG-5",147 Kings Highway,Middletown,07748,Monmouth County,Middletown Township Public School District,2017
189,Port Republic Elementary School,Public,K-8,137 Pomona Avenue,Port Republic,08241,Atlantic County,Port Republic School District,2017
190,Milton H. Allen Elementary School,Public,K-5,24 Allen Avenue,Medford,08055,Burlington County,Medford Township School District,2017
191,Catherine A Dwyer Elementary School,Public,K-5,665 Mt  Hope Avenue,Wharton,07885,Morris County,Rockaway Township School District,2017
192,A. Russell Knight Elementary School,Public,K-5,140 Old Carriage Rd.,Cherry Hill,08034,Camden County,Cherry Hill School District,2017
193,Nicholas Oresko Community School,Public,"PK, KG-8",33 East 24th Street,Bayonne,07002,Hudson County,Bayonne School District,2017
194,Little Falls Township Public School # 3,Public,3-4,560 MainStreet,Little Falls,07424,Passaic County,Little Falls Township Public School District,2017
195,Shrewsbury Borough Elementary School,Public,"PK, KG-8",20 Obre Place,Shrewsbury,07702,Monmouth County,Shrewsbury Borough School District,2017
196,East Brook Elementary School,Public,K-6,167 Sibbald Dr,Park Ridge,07656,Bergen County,Park Ridge School District,2017
197,Lake Hiawatha Elementary School,Public,"PK, KG-5",1 Lincoln Avenue,Lake Hiawatha,07034,Morris County,Parsippany-Troy Hills Township School District,2017
198,Mount Tabor Elementary School,Public,K-5,900 Park Rd & Route 53,Mount Tabor,07878,Morris County,Parsippany-Troy Hills Township School District,2017
199,Tuscan Elementary School,Public,K-5,25 Harvard Ave,Maplewood,07040,Essex County,South Orange-Maplewood School District,2017
200,Watchung Elementary School,Public,K-5,14 Garden St,Montclair,07042,Essex County,Montclair Public School District,2017
201,Old Farmers Road School,Public,K-5,51 Old Farmers Road,Long Valley,07853,Morris County,Washington Township School District,2017
202,Zane North Elementary School,Public,"PK, KG-5",801 Stokes Avenue,Collingswood,08108,Camden County,Collingswood Public School District,2017
203,Memorial Elementary School,Public,"PK, KG-4",53 Grand Avenue West,Montvale,07645,Bergen County,Montvale Board of Education School District,2017
204,Van Holten Primary School,Public,K-4,360 Van Holten Road,Bridgewater,08807,Somerset County,Bridgewater-Raritan Regional School District,2017
205,Watchung Elementary School,Public,K-3,Fisher Avenue,Middlesex,08846,Middlesex County,Middlesex Borough School District,2017
206,Oak View Elementary School,Public,"PK, KG-6",150 Garrabrant Avenue,Bloomfield,07003,Essex County,Bloomfield Township School District,2017
207,Shongum School,Public,K-5,9 Arrow Place,Randolph,07869,Morris County,Randolph Township School District,2017
208,John Marshall Elementary School,Public,K-5,15 Cornell Street,Edison,08817,Middlesex County,Edison Township School District,2017
209,Rockaway Meadow Elementary School,Public,K-5,160 Edwards Road,Parsippany,07054,Morris County,Parsippany-Troy Hills Township School District,2017
210,Center Grove School,Public,"PK, KG-5",25 School House Road,Randolph,07869,Morris County,Randolph Township School District,2017
211,Howard B. Brunner Elementary School,Public,"PK, KG-4",721 Westfield Road,Scotch Plains,07076,Union County,Scotch Plains-Fanwood School District,2017
212,Ravine Drive Elementary School,Public,K-4,170 Ravine Drive,Matawan,07747,Monmouth County,Matawan-Aberdeen Regional School District,2017
213,Brayton Elementary School,Public,1-5,89 Tulip Street,Summit,07901,Union County,Summit Public School District,2017
214,Mary E. Roberts Elementary School,Public,"PK, KG-3",290 Crescent Avenue,Moorestown,08057,Burlington County,Moorestown Township Public School District,2017
215,Bowne-Munro Elementary School,Public,"PK, KG-5",120 Main Street,E Brunswick,08816,Middlesex County,East Brunswick Township School District,2017
216,Milford Brook School,Public,K-6,20 Globar  Terrace,Manalapan,07726,Monmouth County,Manalapan-Englishtown Regional School District,2017
217,Marlboro Elementary School,Public,K-5,100 School Road West,Marlboro,07746,Monmouth County,Marlboro Township School District,2017
218,Allenwood Elementary School,Public,K-5,3301 Allenwood  Lakewood Rd,Wall,07719,Monmouth County,Wall Township Public School District,2017
219,Parkway Elementary School,Public,"PK, KG-4",145 E. Ridgewood Avenue,Paramus,07652,Bergen County,Paramus Public School District,2017
220,Port Colden School,Public,1-3,30 Port Colden Road,Washington,07882,Warren County,Washington Township School District,2017
221,Kings Road School,Public,K-5,215 Kings Road,Madison,07940,Morris County,Madison Public School District,2017
222,School No. 3,Public,"PK, KG-4",2405 Second Street,Fort Lee,07024,Bergen County,Fort Lee School District,2017
223,Lincoln Elementary School,Public,K-5,18 Crane St,Caldwell,07006,Essex County,Caldwell-West School District,2017
224,Randall Carter Elementary School,Public,K-5,531 Alps Road,Wayne,07470,Passaic County,Wayne Township Public School District,2017
225,Jefferson Elementary School,Public,1-5,110 Ashwood Avenue,Summit,07901,Union County,Summit Public School District,2017
226,Lester C Noecker,Public,"PK, KG-6",100 Passaic Ave,Roseland,07068,Essex County,Roseland School District,2017
227,Lawrence Brook Elementary School,Public,"PK, KG-5",48 Sullivan Way,E Brunswick,08816,Middlesex County,East Brunswick Township School District,2017
228,Stone Harbor Elementary School,Public,K-4,275 93rd St,Stone Harbor,08247,Cape May County,Stone Harbor School District,2017
229,James Fallon Elementary School,Public,K-5,51 Clifford Drive,Wayne,07470,Passaic County,Wayne Township Public School District,2017
230,Crim Primary School,Public,"PK, KG-4",1300 Crim Road,Bridgewater,08807,Somerset County,Bridgewater-Raritan Regional School District,2017
