rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
164,Clinton Public School,"PK, KG-8",Clinton-Glen Gardner School District,443,11.7%,"$16,860",75.6,2018
165,Henry C. Beck Middle School,6-8,Cherry Hill School District,887,14.1%,"$8,678",75.3,2018
166,White Township Consolidated School,"PK, KG-8",White Township Consolidated School District,268,17.5%,"$16,580",75.1,2018
167,Hardyston Township Middle School,5-8,Hardyston Township School District,310,10.0%,"$8,162",75,2018
168,Green Hills School,K-8,Green Township School District,432,5.6%,"$14,773",75,2018
169,Carl H. Kumpf School,6-8,Clark Township Public School District,481,6.7%,"$11,251",74.9,2018
170,Lakeside School,6-8,Pompton Lakes School District,383,24.0%,"$12,048",74.7,2018
171,Voorhees Middle School,6-8,Voorhees Township School District,"1,043",12.6%,"$12,761",74.7,2018
172,Neeta School,3-8,Medford Lakes School District,361,2.5%,"$6,879",74.6,2018
173,Bernardsville Middle School,5-8,Somerset Hills Regional School District,523,11.3%,"$9,053",74.6,2018
174,Crossroads South Middle School,6-8,South Brunswick School District,"1,145",15.4%,"$11,946",74.2,2018
175,East Hanover Middle School,6-8,East Hanover Township School District,327,1.2%,"$15,443",74,2018
176,Explore Middle School,6-8,Hudson County Schools of Technology School District,150,49.3%,"$10,449",73.9,2018
177,Timberlane Middle School,6-8,Hopewell Valley Regional School District,841,4.2%,"$12,291",73.7,2018
178,Millstone Township Middle School,6-8,Millstone Township School District,444,6.3%,"$13,011",73.5,2018
179,Memorial Middle School,5-8,Fair Lawn Public School District,424,15.6%,"$9,028",73.2,2018
180,Wanaque Elementary School,"PK, KG-8",Wanaque School District,503,13.1%,"$15,590",73.2,2018
181,Valley View School,5-8,Watchung Borough School District,341,0.9%,"$9,487",73.1,2018
182,Randolph Middle School,6-8,Randolph Township School District,"1,139",9.3%,"$10,005",72.8,2018
183,Hackettstown Middle School,5-8,Hackettstown Public School District,442,34.6%,"$11,392",72.7,2018
184,Southampton Township School #3,6-8,Southampton Township School District,264,20.1%,"$15,104",72.5,2018
185,Avalon Elementary School,5-8,Avalon School District,73,0.0%,"$27,633",72.4,2018
186,Elysian Charter School of Hoboken,K-8,Elysian Charter School,290,10.3%,"$8,361",72.4,2018
187,Matawan-Aberdeen Middle School,6-8,Matawan-Aberdeen Regional School District,891,29.0%,"$14,477",72.4,2018
188,Franklin Township School,"PK, KG-8",Franklin Township School District,288,2.4%,"$14,956",72.2,2018
189,Readington Middle School,6-8,Readington Township School District,577,6.9%,"$12,092",72.2,2018
190,Memorial Middle School,6-8,Point Pleasant Borough School District,658,14.0%,"$12,151",72.1,2018
191,John H. Walker Middle School,7-8,Nutley Public School District,608,14.0%,"$15,810",72.1,2018
192,George G White,5-8,Hillsdale School District,541,6.3%,"$10,922",71.9,2018
193,Northern Burlington County Regional Middle School,7-8,Northern Burlington County Regional School District,834,12.1%,"$12,048",71.8,2018
194,Discovery Charter School,4-8,Discovery Charter School,114,96.5%,"$11,745",71.3,2018
195,Wall Intermediate School,6-8,Wall Township Public School District,810,10.5%,"$11,793",71,2018
196,Hasbrouck Heights Middle School,6-8,Hasbrouck Heights School District,490,16.3%,"$10,295",71,2018
197,South Orange Middle School,6-8,South Orange-Maplewood School District,811,13.9%,"$6,366",70.8,2018
198,Frank Antonides School,5-8,West Long Branch School District,260,11.9%,"$11,358",70.8,2018
199,Alexander Hamilton Academy,K-8,Paterson Public School District,552,83.3%,"$8,344",70.8,2018
200,Mount Arlington Public School,3-8,Mount Arlington Public School District,243,19.3%,"$3,206",70.7,2018
201,Netcong Elementary School,"PK, KG-8",Netcong School District,315,35.2%,"$12,749",70.5,2018
202,Tinton Falls Middle School,6-8,Tinton Falls School District,508,17.3%,"$12,348",70,2018
203,Deptford Township Middle School,7-8,Deptford Township Public School District,643,39.7%,"$9,192",69.9,2018
204,Martin J. Ryerson School,6-8,Ringwood School District,435,5.5%,"$10,434",69.9,2018
205,Saddle Brook Middle/High School,7-12,Saddle Brook School District,771,17.4%,"$12,160",69.7,2018
206,Howell Township Middle School South,6-8,Howell Township Public School District,943,13.4%,"$10,545",69.6,2018
207,Clementon Elementary School,"PK, KG-8",Clementon Elementary School District,432,33.3%,"$13,193",69.2,2018
208,Great Meadows Regional Middle School,4-8,Great Meadows Regional School District,263,13.7%,"$10,038",69.2,2018
209,Learning Community Charter School,"PK, KG-8",The Learning Community Charter School,578,32.2%,"$9,314",69,2018
210,Ocean City Intermediate School,4-8,Ocean City School District,527,28.1%,"$9,932",69,2018
211,Clearview Regional Middle School,7-8,Clearview Regional High School District,828,12.0%,"$7,465",68.6,2018
212,Lafayette Township School,"PK, KG-8",Lafayette Township School District,225,11.6%,"$16,815",68.1,2018
213,Indian Mills Memorial School,5-8,Shamong Township School District,367,10.1%,"$12,044",68.1,2018
214,Terence C. Reilly School No 7,2-8,Elizabeth Public Schools,"1,077",70.1%,"$7,777",68.1,2018
215,Hillside Avenue School,K-8,Cranford Public School District,715,7.1%,"$10,688",67.9,2018
216,Cinnaminson Middle School,6-8,Cinnaminson Township School District,562,13.7%,"$11,411",67.9,2018
217,Midland Park Junior/Senior High School,7-12,Midland Park School District,442,7.2%,"$19,201",67.7,2018
218,Alexandria Middle School,4-8,Alexandria Township School District,285,4.6%,"$12,932",67.6,2018
219,Riverton School District,"PK, KG-8",Riverton School District,296,12.2%,"$12,139",67.6,2018
220,Frelinghuysen Middle School,6-8,Morris School District,"1,078",34.3%,"$11,182",67.5,2018
221,Bergen Arts and Sciences Charter School,K-12,Bergen Arts and Science Charter School,"1,151",50.0%,"$8,403",67.3,2018
222,Waldwick Middle School,6-8,Waldwick School District,367,0.0%,"$11,561",66.9,2018
223,Carl W. Goetz Middle School,6-8,Jackson Township School District,"1,140",16.1%,"$8,153",66.9,2018
224,Iselin Middle School,6-8,Woodbridge Township School District,713,31.6%,"$8,163",66.7,2018
225,Lawrence Middle School,7-8,Lawrence Township Public School District,596,24.7%,"$12,790",66.6,2018
226,Byram Intermediate School,5-8,Byram Township School District,400,8.8%,"$14,338",66.3,2018
227,Teaneck Community Charter school,K-8,Teaneck Community Charter School,322,15.2%,"$10,075",66.1,2018
228,Stonebridge Middle School,5-8,Upper Freehold Regional School District,518,7.5%,"$10,883",66.1,2018
229,Ventnor Middle School,5-8,Ventnor City School District,287,63.4%,"$6,486",66,2018
230,East Orange STEM Academy High School,6-12,East Orange School District,628,59.1%,"$12,197",66,2018
231,Northfield Community Middle School,5-8,Northfield City School District,409,22.5%,"$10,083",66,2018
232,Alfred Zampella School,"PK, KG-8",Jersey City Public Schools,"1,037",73.6%,"$10,970",66,2018
233,Pittsgrove Township Middle School,5-8,Pittsgrove Township School District,388,38.4%,"$7,489",65.5,2018
234,Avon Elementary School,"PK, KG-8",Avon Boro School District,142,12.0%,"$17,400",65.5,2018
235,Howell Township Middle School North,6-8,Howell Township Public School District,"1,133",20.4%,"$10,272",65.1,2018
236,Dover Middle School,7-8,Dover Public School District,504,76.0%,"$6,203",65,2018
237,Memorial School,"PK, KG-8",South Hackensack School District,288,35.4%,"$14,711",64.8,2018
238,Mannington Township Elementary School,"PK, KG-8",Mannington Township School District,152,26.3%,"$13,691",64.7,2018
239,Lake Riviera Middle School,6-8,Brick Township Public School District,943,37.4%,"$8,086",64.6,2018
240,Henry B. Whitehorne Middle School,5-8,Verona Public School District,676,0.0%,"$11,775",64.5,2018
241,Haddon Heights Junior/Senior High School,7-12,HADDON HEIGHTS School District,849,17.0%,"$12,429",64.3,2018
242,Eisenhower Middle School,7-8,Roxbury Township School District,523,15.1%,"$16,096",64,2018
243,Upper Township Middle School,6-8,Upper Township School District,474,12.2%,"$8,169",63.9,2018
244,Alloway Township School,"PK, KG-8",Alloway Township School District,359,14.8%,"$10,893",63.8,2018
245,Upper Pittsgrove School,"PK, KG-8",UPPER PITTSGROVE Township School District,336,1.2%,"$14,593",63.8,2018
246,Herbert Hoover Middle School,6-8,Edison Township School District,826,32.6%,"$7,148",63.7,2018
247,Farmingdale Elementary,"PK, KG-8",Farmingdale Public School District,156,27.6%,"$15,141",63.6,2018
248,Secaucus Middle School,6-8,Secaucus School District,473,31.9%,"$8,873",63.3,2018
249,Walter T. Bergen Middle School,5-8,Bloomingdale School District,245,21.6%,"$14,949",63,2018
250,Park Elementary School,"PK, KG-8",Newark Public School District,841,87.9%,"$8,704",62.8,2018
251,Maria Varisco Rogers Charter School,K-8,Maria L. Varisco-Rogers Charter School,551,85.7%,"$14,257",62.7,2018
252,Dwight D Eisenhower Middle School,4-8,Berlin Township School District,327,10.4%,"$17,757",62.7,2018
253,Grover Cleveland Middle School,6-8,Caldwell-West School District,626,9.9%,"$10,655",62.6,2018
254,Red Bank Charter School,"PK, KG-8",Red Bank Charter School,199,43.2%,"$12,107",62.3,2018
255,Nehaunsey Middle School,6-8,Greenwich Township School District,135,35.6%,$644,62.1,2018
256,John Hill School,3-8,Boonton Town Public School District,668,35.9%,"$11,679",62.1,2018
257,Mt Vernon Place School,"PK, KG-8",Newark Public School District,759,86.8%,"$9,356",62,2018
258,The Queen City Academy Charter School,K-12,The Queen City Academy Charter School District,324,67.0%,"$9,791",61.9,2018
259,Marlton Middle,6-8,Evesham Township School District,839,11.9%,"$8,495",61.8,2018
260,John P. Holland Charter School,"PK, KG-8",John P Holland Charter School,351,83.2%,"$9,769",61.7,2018
261,Delsea Regional Middle School,7-8,Delsea Regional High School District,525,28.0%,"$12,279",61.6,2018
262,High Bridge Middle School,5-8,High Bridge Borough School District,165,12.7%,"$17,719",61.5,2018
263,Berlin Community School,"PK, KG-8",Berlin Borough School District,831,15.9%,"$11,413",61.4,2018
264,Ann Street School,K-8,Newark Public School District,"1,276",85.3%,"$8,426",61.3,2018
265,Frances DeMasi Middle School,6-8,Evesham Township School District,765,10.1%,"$8,233",61.3,2018
266,Plainfield Academy For The Arts & Advanced Studies,7-12,Plainfield Public School District,397,68.5%,"$12,696",61.2,2018
267,Maplewood Middle School,6-8,South Orange-Maplewood School District,753,24.4%,"$6,140",61,2018
268,Lewis F. Cole Middle School,5-8,Fort Lee School District,609,19.5%,"$9,428",61,2018
269,Thomas Jefferson Middle School,6-8,Edison Township School District,744,35.6%,"$7,161",61,2018
270,Spotswood Memorial Middle School,6-8,Spotswood Public School District,362,16.0%,"$11,377",60.8,2018
271,Foundation Academy Charter School,K-12,Foundation Academy Charter School,"1,036",80.3%,"$11,069",60.8,2018
272,William G. Rohrer Middle School,6-8,Haddon Township School District,457,15.8%,"$13,973",60.6,2018
273,Township of Ocean Intermediate School,5-8,Township of Ocean School District,"1,055",27.0%,"$9,710",60.5,2018
274,Copeland Middle School,6-8,Rockaway Township School District,789,11.0%,"$15,388",60.3,2018
275,Southern Regional Middle School,7-8,Southern Regional School District,944,21.7%,"$11,153",60.2,2018
276,Thomas Jefferson Middle School,5-8,Teaneck School District,547,42.0%,"$10,765",60.2,2018
277,Von E. Mauger Middle School,6-8,Middlesex Borough School District,792,35.1%,"$9,479",60.2,2018
278,Midland School #1,"PK, KG-8",Rochelle Park School District,477,19.3%,"$14,087",60.1,2018
279,Carl Sandburg Middle School,6-8,Old Bridge Township School District,"1,060",28.3%,"$13,950",60.1,2018
280,Kittatinny Regional High School,7-12,Kittatinny Regional School District,986,11.4%,"$18,501",60,2018
281,Ridge and Valley Charter School,K-8,Ridge and Valley Charter School,127,0.0%,"$13,265",59.9,2018
282,High Mountain School,5-8,North Haledon School District,285,18.9%,"$13,562",59.9,2018
283,Lower Alloways Creek Elementary School,"PK, KG-8",The Lower Alloways Creek School District,163,25.2%,"$15,051",59.9,2018
284,Memorial Middle School,5-8,Cedar Grove Township School District,499,1.4%,"$8,390",59.8,2018
285,Glen Meadow Middle School,6-8,Vernon Township School District,705,19.6%,"$11,241",59.8,2018
286,Veterans Memorial Middle School,6-8,Brick Township Public School District,"1,103",32.5%,"$8,586",59.7,2018
287,Liberty Middle School,7-8,West Orange Public Schools,512,47.7%,"$11,447",59.6,2018
288,Bayshore Middle School,6-8,Middletown Township Public School District,655,15.9%,"$10,894",59.2,2018
289,West Deptford Middle School,5-8,West Deptford Township School District,900,29.9%,"$11,057",59,2018
290,Woodstown Middle School,6-8,Woodstown-Pilesgrove Regional School District,266,27.1%,"$5,852",58.9,2018
291,Joyce Kilmer School,4-8,Milltown School District,411,9.0%,"$7,516",58.7,2018
292,Florence M. Gaudineer Middle School,6-8,Springfield Public School District,478,16.3%,"$12,020",58.6,2018
293,Conackamack Middle School,6-8,Piscataway Township School District,472,30.1%,"$8,022",58.4,2018
294,Roy W. Brown Middle School,6-8,Bergenfield Borough School District,836,42.0%,"$10,070",58.1,2018
295,Bloomfield Middle School,7-8,Bloomfield Township School District,940,45.6%,"$7,974",57.8,2018
296,T. E. Harrington Middle School,7-8,Mount Laurel Township School District,966,14.7%,"$8,234",57.5,2018
297,Frankford Township School,"PK, KG-8",Frankford Township Consolidated School District,519,12.7%,"$16,040",57.3,2018
298,Theodore Schor Middle School,6-8,Piscataway Township School District,569,45.5%,"$7,342",56.8,2018
299,Quinton Township School,"PK, KG-8",Quinton Township School District,326,36.8%,"$11,907",56.8,2018
300,Buzz Aldrin Middle School,6-8,Montclair Public School District,658,18.4%,"$11,896",56.6,2018
301,Keyport Central School,"PK, KG-8",Keyport School District,685,54.0%,"$10,296",56.5,2018
302,Kawameeh Middle School,6-8,Township of Union School District,666,26.3%,"$9,597",56.5,2018
303,Allamuchy Township School,3-8,Allamuchy Township School District,274,8.8%,"$12,269",56.5,2018
304,Woodrow Wilson Community School,"PK, KG-8",Bayonne School District,700,62.1%,"$12,061",56,2018
305,Horace Mann Elementary School,1-8,North Bergen School District,"1,111",44.5%,"$4,973",55.7,2018
306,New Egypt Middle School,6-8,Plumsted Township School District,290,19.3%,"$10,152",55.5,2018
307,Union School,7-8,Rutherford School District,398,4.0%,"$8,872",55.3,2018
308,Churchill Junior High School,8-9,East Brunswick Township School District,"1,337",15.8%,"$10,489",55.2,2018
309,Thomas Jefferson Middle School,4-8,Rockaway Borough School District,348,21.6%,"$8,950",55.2,2018
310,Lafayette Street School,"PK, KG-8",Newark Public School District,"1,187",91.2%,"$7,737",55.2,2018
311,Colonia Middle School,6-8,Woodbridge Township School District,641,16.2%,"$9,026",54.8,2018
312,Robert L. Craig School,"PK, KG-8",Moonachie School District,317,50.8%,"$16,011",54.6,2018
313,Lopatcong Township Middle School,5-8,Lopatcong Township School District,372,13.2%,"$7,105",54.6,2018
314,Jonas Salk Middle School,6-8,Old Bridge Township School District,979,21.5%,"$13,625",54.5,2018
315,Henry Hudson Regional School,7-12,Henry Hudson Regional School District,322,26.1%,"$19,383",54.5,2018
316,Lincoln,"PK, KG-8",Garwood Boro,352,17.3%,"$11,448",54.5,2018
317,Alfred S. Faust,5-8,East Rutherford School District,342,38.6%,"$14,389",54.4,2018
318,Middle School # 4,6-8,Jersey City Public Schools,774,70.9%,"$10,749",54.2,2018
319,Union Hill Middle School,7-8,Union City School District,866,96.1%,"$10,040",54.2,2018
320,Mary J Donohoe Community School,"PK, KG-8",Bayonne School District,471,55.4%,"$11,493",53.9,2018
321,Westampton Township Middle School,4-8,Westampton Township Public School District,482,25.3%,"$10,468",53.8,2018
322,Martin Luther King Junior School,"PK, KG-8",Jersey City Public Schools,898,81.2%,"$9,613",53.7,2018
323,Toms River Intermediate School North,6-8,Toms River Regional School District,"1,243",30.1%,"$7,203",53.7,2018
324,Weymouth Township Elementary School,"PK, KG-8",Weymouth Township School District,153,56.2%,"$14,972",53.5,2018
325,Long Pond School,5-8,Andover Regional School District,220,10.0%,"$17,040",53.5,2018
326,Lumberton Middle School,6-8,Lumberton Township Board of Education,507,20.9%,"$12,723",53.5,2018
327,School #6/Middle School,5-8,Cliffside Park School District,752,55.6%,"$11,829",53.4,2018
328,Hainesport Township School,"PK, KG-8",Hainesport Township School District,594,14.8%,"$12,400",53.4,2018
329,Veterans Middle School,6-8,North Arlington School District,396,19.2%,"$7,568",53.3,2018
330,Thorne Middle School,6-8,Middletown Township Public School District,711,19.1%,"$12,095",53.2,2018
331,Washington Park School,4-8,Totowa Public School District,650,28.9%,"$11,100",52.8,2018
332,Fernwood Avenue Middle School,6-8,Egg Harbor Township School District,962,47.3%,"$12,722",52.7,2018
333,Samuel S. Yellin Elementary School,4-8,Stratford School District,490,35.1%,"$12,787",52.5,2018
334,Woodrow Wilson Middle School,6-8,Clifton Public School District,"1,217",48.8%,"$12,567",52.3,2018
335,South Hunterdon Regional High School,7-12,South Hunterdon Regional School District,452,19.9%,"$13,989",52.2,2018
336,Christa McAuliffe School,"PK, KG-8",Jersey City Public Schools,"1,043",83.1%,"$10,643",52.2,2018
337,Estell Manor Elementary School,K-8,Estell Manor School District,184,25.0%,"$13,620",52.1,2018
338,Pride Academy Charter School,5-8,Pride Academy Charter School District,287,75.6%,"$7,531",52,2018
339,Bogota Junior/Senior High School,8-12,Bogota Public School District,523,47.6%,"$9,163",52,2018
340,Glenfield Middle School,6-8,Montclair Public School District,641,18.7%,"$12,589",51.9,2018
341,Manchester Township Middle School,6-8,Manchester Township School District,684,34.1%,"$14,119",51.9,2018
342,Carlstadt Public School,"PK, KG-8",Carlstadt Public School District,534,28.8%,"$13,954",51.8,2018
343,Hope Township School,"PK, KG-8",Hope Township School District,145,16.6%,"$19,117",51.7,2018
344,Memorial Middle School,7-8,Eatontown Public School District,214,43.0%,"$17,722",51.7,2018
345,Hammonton Middle School,6-8,Hammonton School District,880,40.7%,"$11,518",51.7,2018
346,Cicely L. Tyson Community Middle/High School,6-12,East Orange School District,736,55.7%,"$14,501",51.6,2018
347,Unity Charter School,K-8,Unity Charter School,242,11.2%,"$10,094",51.3,2018
348,Lincoln Middle School,6-8,Hawthorne Public School District,570,22.1%,"$12,975",51.3,2018
349,Roosevelt Middle School,7-8,West Orange Public Schools,535,42.1%,"$13,694",51.3,2018
350,Renaissance Middle School at the Rand Building,6-8,Montclair Public School District,280,13.6%,"$18,417",50.9,2018
351,Memorial School,"PK, KG-8",Union Beach Public School District,625,33.0%,"$13,079",50.8,2018
352,First Avenue School,"PK, KG-8",Newark Public School District,"1,209",90.2%,"$8,759",50.7,2018
353,Bradley Beach Elementary School,"PK, KG-8",Bradley Beach School District,317,68.8%,"$15,320",50.7,2018
354,Charles J. Riley School 9,"PK, KG-8",Paterson Public School District,819,81.4%,"$10,479",50.5,2018
355,Bordentown Regional Middle School,6-8,Bordentown Regional School District,623,0.6%,"$7,370",50.4,2018
356,Christa McAuliffe Middle School,6-8,Jackson Township School District,908,33.8%,"$13,417",50.4,2018
357,TEAM Academy Charter School,K-12,TEAM Academy Charter School,"4,059",88.3%,"$11,261",50.4,2018
358,Philip G. Vroom Community School,"PK, KG-8",Bayonne School District,449,65.5%,"$12,231",50.2,2018
359,Lacey Township Middle School,7-8,Lacey Township School District,683,26.8%,"$13,254",50.1,2018
360,Woodland Middle School,5-8,Barrington School District,290,25.2%,"$4,685",49.9,2018
361,Belmar Elementary,"PK, KG-8",Belmar Elementary School District,517,58.6%,"$15,538",49.7,2018
362,Valley Road School,"PK, KG-8",Stanhope School District,322,15.8%,"$15,419",49.6,2018
363,Emerson Middle School,6-8,Union City School District,"1,005",92.4%,"$8,615",49.6,2018
364,Alder Avenue Middle School,6-8,Egg Harbor Township School District,838,49.9%,"$14,148",49.5,2018
365,Melvin H. Kreps Middle School,6-8,East Windsor Regional School District,"1,228",40.1%,"$12,750",49.3,2018
366,McKinley Elementary School,K-8,North Bergen School District,360,51.7%,"$7,659",49.3,2018
367,Dr. Albert Einstein Academy School No. 29,"PK, KG-8",Elizabeth Public Schools,809,78.7%,"$8,512",49.2,2018
368,Chestnut Ridge Middle School,6-8,Washington Township School District,696,17.5%,"$11,674",49.2,2018
369,Passaic Gifted and Talented Academy School No. 20,2-8,Passaic City School District,864,100.0%,"$7,620",49.1,2018
370,Richard M. Teitelman Middle School,7-8,Lower Cape May Regional School District,458,54.4%,"$14,823",48.8,2018
371,Port Republic Elementary School,K-8,Port Republic School District,114,14.9%,"$16,428",48.5,2018
372,Dr. Michael Conti School,"PK, KG-8",Jersey City Public Schools,675,55.3%,"$10,825",48.5,2018
373,Robert Fulton Elementary School,1-8,North Bergen School District,"1,192",54.5%,"$4,189",48.4,2018
374,Richmond Avenue School,"PK, KG-8",Atlantic City School District,715,92.0%,"$12,517",48.4,2018
375,Delran Middle School,6-8,Delran Township School District,733,22.9%,"$11,462",48.2,2018
376,South Plainfield Middle School,7-8,South Plainfield School District,560,27.1%,"$6,939",48.2,2018
377,Pohatcong Township School,"PK, KG-8",Pohatcong Township School District,316,0.9%,"$14,021",48.1,2018
378,Benjamin Franklin Middle School,5-8,Teaneck School District,542,48.0%,"$10,012",48.1,2018
379,Bunker Hill Middle School,6-8,Washington Township School District,586,21.2%,"$12,244",47.9,2018
380,Quibbletown Middle School,6-8,Piscataway Township School District,513,40.5%,"$7,880",47.9,2018
381,Pennsville Middle School,6-8,Pennsville School District,420,33.3%,"$12,249",47.8,2018
382,Washington Community School #9,"PK, KG-8",Bayonne School District,684,57.9%,"$11,445",47.8,2018
383,Weehawken High School,7-12,Weehawken Public School District,546,35.0%,"$9,025",47.8,2018
384,Elsinboro Township School,K-8,Elsinboro Township School District,126,50.8%,"$14,031",47.7,2018
385,Anna L. Klein,"PK, KG-8",Guttenberg School District,985,81.7%,"$11,321",47.7,2018
386,Horace Mann Community School,"PK, KG-8",Bayonne School District,573,46.6%,"$11,126",47.4,2018
387,Highland Park Middle School,6-8,Highland Park Boro School District,358,33.5%,"$10,200",46.8,2018
388,Ann A. Mullen Middle School,6-8,Gloucester Township Public Schools,887,36.9%,"$12,831",46.8,2018
389,North Warren Regional School,7-12,North Warren Regional School District,820,12.4%,"$15,824",46.8,2018
390,Toms River Intermediate School East,6-8,Toms River Regional School District,"1,455",23.1%,"$5,993",46.7,2018
391,Alexander Batcho Intermediate School,5-8,Manville School District,337,48.7%,"$6,739",46.7,2018
392,Collingswood Middle School,6-8,Collingswood Public School District,401,32.7%,"$9,965",46.7,2018
393,Emily C. Reynolds Middle School,6-8,Hamilton Township Public School District,906,28.6%,"$9,675",46.5,2018
394,Oliver Street School,"PK, KG-8",Newark Public School District,"1,042",87.4%,"$8,360",46,2018
395,Chessie Dentley Roberts Academy School No. 30,"PK, KG-8",Elizabeth Public Schools,788,83.9%,"$8,093",46,2018
396,Bell Oaks Upper Elementary School,5-8,Bellmawr Public School District,467,50.1%,"$11,365",46,2018
397,Emma C Attales,5-8,Absecon Public Schools District,381,43.8%,"$8,518",45.9,2018
398,Williamstown Middle School,5-8,Monroe Township Public School District,"1,928",31.4%,"$5,079",45.9,2018
399,Ridgefield Park Junior Senior High School,7-12,Ridgefield Park Public School District,"1,232",37.5%,"$15,040",45.4,2018
400,Jefferson Township Middle School,6-8,Jefferson Township Public School District,768,10.9%,"$9,950",45.4,2018
401,Walter F. Robinson Community School,"PK, KG-8",Bayonne School District,777,63.2%,"$10,239",45.2,2018
402,The Ethical Community Charter School,K-8,The Ethical Community Charter School,377,42.4%,"$8,303",45.2,2018
403,Glen Landing Middle School,6-8,Gloucester Township Public Schools,741,30.6%,"$13,211",45.2,2018
404,Burlington Township Middle School at Springside,6-8,Burlington Township School District,935,25.9%,"$9,651",45,2018
405,Beverly City School District,"PK, KG-8",Beverly City School District,292,51.7%,"$14,330",45,2018
406,Victor Mravlag School No. 21,"PK, KG-8",Elizabeth Public Schools,612,41.0%,"$10,124",45,2018
407,Alpha Borough School,"PK, KG-8",Alpha Borough School District,208,36.5%,"$12,813",45,2018
408,Lincoln Middle School,6-8,Dunellen Public School District,246,50.8%,"$4,501",44.5,2018
409,Macopin Middle School,6-8,West Milford Township Public School District,515,16.3%,"$11,405",44.4,2018
410,John M. Bailey Community School,"PK, KG-8",Bayonne School District,664,58.9%,"$10,468",44.3,2018
411,Sussex County Technology Charter School,6-8,Sussex County Technology Charter School,213,8.0%,"$13,292",44.2,2018
412,Philip's Academy Charter School,"PK, KG-8",Phillip's Academy Charter School,373,40.8%,"$10,953",44.2,2018
413,Crest Memorial School,"PK, KG-8",Wildwood Crest Borough School District,281,33.5%,"$22,617",43.9,2018
414,William Shemin Midtown Community School #8,"PK, KG-8",Bayonne School District,"1,179",72.2%,"$8,530",43.8,2018
415,Franklin Borough School,"PK, KG-8",Franklin Borough School District,428,35.5%,"$15,890",43.6,2018
416,Hopewell Crest,"PK, KG-8",Hopewell Township School District,479,37.2%,"$10,794",43.5,2018
417,Memorial Elementary School,5-8,Little Ferry Public School District,398,44.0%,"$10,561",43.4,2018
418,Freehold Intermediate School,6-8,Freehold Borough School District,489,71.0%,"$13,254",43.4,2018
419,Warren Hills Regional Middle School,7-8,Warren Hills Regional School District,586,24.1%,"$6,923",43.2,2018
420,Pinelands Regional Junior High School,7-8,Pinelands Regional School District,793,40.2%,"$15,596",43.2,2018
421,Roselle Park Middle School,6-8,Roselle Park Public School District,504,37.1%,"$7,441",43.2,2018
422,iPrep Academy School No 8,K-8,Elizabeth Public Schools,429,82.1%,"$9,452",43.1,2018
423,Palisades Park Junior-Senior High School,7-12,Palisades Park School District,668,53.7%,"$14,384",42.7,2018
424,Memorial Middle School,6-8,Elmwood Park School District,588,47.4%,"$6,790",42.5,2018
425,John A. Carusi Middle School,6-8,Cherry Hill School District,952,34.3%,"$7,732",42.3,2018
426,Sussex Middle School,6-8,Sussex-Wantage Regional School District,324,25.6%,"$12,149",42,2018
427,Abington Avenue School,"PK, KG-8",Newark Public School District,983,94.1%,"$8,498",41.7,2018
428,Washington Middle School,6-8,Harrison Public Schools,456,81.4%,"$14,511",41.6,2018
429,Russell O. Brackman Middle School,7-8,Barnegat Township School District,720,37.6%,"$4,828",41.6,2018
430,Winfield Township,"PK, KG-8",Winfield Township,136,22.8%,"$15,980",41.5,2018
431,Margaret Mace Elementary School,"PK, KG-8",North Wildwood School District,209,63.2%,"$26,141",41.5,2018
432,Red Bank Middle School,4-8,Red Bank Borough Public School District,614,86.8%,"$15,373",41.3,2018
433,Henry E. Harris Community School,"PK, KG-8",Bayonne School District,683,51.0%,"$10,495",41.2,2018
434,Alfred C. MacKinnon Middle School,6-8,Wharton Borough School District,265,52.5%,"$11,173",40.9,2018
435,Deal Elementary School,K-8,Deal Boro School District,165,10.9%,"$16,125",40.9,2018
436,Somerdale Park School,"PK, KG-8",Somerdale School District,483,34.6%,"$12,807",40.9,2018
437,Maurice River Township School,"PK, KG-8",Maurice River Township School District,396,41.7%,"$11,252",40.8,2018
438,Wilson Avenue School,K-8,Newark Public School District,"1,156",80.3%,"$8,387",40.7,2018
439,Galloway Township Middle School,7-8,Galloway Township Public School District,754,55.2%,"$7,079",40.6,2018
440,Ogdensburg Borough School,"PK, KG-8",Ogdensburg Borough School District,224,20.5%,"$14,824",40.3,2018
441,Sovereign Avenue School,"PK, KG-8",Atlantic City School District,736,96.9%,"$13,431",40.2,2018
442,Sayreville Middle School,6-8,Sayreville School District,"1,420",38.0%,"$8,185",40,2018
443,Memorial Middle School,6-8,Woodland Park School District,499,35.9%,"$13,806",39.8,2018
444,Hazlet Middle School,7-8,Hazlet Township Public School District,465,19.4%,"$8,747",39.7,2018
445,David Brearley Middle/High School,7-12,Kenilworth School District,755,28.7%,"$8,540",39.5,2018
446,Haledon Public School,"PK, KG-8",Haledon Public School District,"1,031",60.5%,"$12,560",38.8,2018
447,Mullica Township Middle School,5-8,Mullica Township School District,319,37.9%,"$7,419",38.7,2018
448,Wood-Ridge Junior/Senior High School,7-12,Wood-Ridge School District,618,20.4%,"$12,907",38.5,2018
449,William Davies Middle School,6-8,Hamilton Township School District,"1,051",48.3%,"$8,975",38.4,2018
450,Franklin Middle School at Hamilton Street Campus,6-8,Franklin Township Public School District,979,47.3%,"$13,093",38.4,2018
