rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
451,South River Middle School,6-8,South River Public School District,539,49.5%,"$10,158",38.3,2018
452,The Village Charter School,K-8,The Village Charter School,359,70.5%,"$10,151",38,2018
453,Pitman Middle School,6-8,Pitman Boro School District,300,22.0%,"$10,895",38,2018
454,Dennis Township Elementary/Middle Schools,3-8,Dennis Township School District,272,32.0%,"$24,469",37.9,2018
455,Link Community Charter School,5-8,Link Community Charter School,287,82.9%,"$12,874",37.8,2018
456,Lincoln Elementary School,"PK, KG-8",North Bergen School District,"1,429",62.4%,"$7,656",37.7,2018
457,Middle Township Elementary #4,6-8,Middle Township Public School District,540,48.7%,"$11,804",37.6,2018
458,Audubon Junior/Senior High School,7-12,Audubon Public School District,828,26.0%,"$13,420",37.4,2018
459,Ridge Street School,K-8,Newark Public School District,682,84.3%,"$10,099",37.3,2018
460,Burnet Middle School,6-8,Township of Union School District,978,41.6%,"$8,436",37.3,2018
461,Wallington Junior Senior High School,7-12,Wallington Boro School District,567,26.1%,"$9,056",37.1,2018
462,Gilmore J Fisher Middle School,6-8,Ewing Township School District,747,47.4%,"$18,033",37.1,2018
463,Somerville Middle School,6-8,Somerville Public School District,384,42.7%,"$12,292",37,2018
464,Oxford Central School,"PK, KG-8",Oxford Township School District,281,13.5%,"$14,106",36.9,2018
465,Richard C Crockett Middle School,6-8,Hamilton Township Public School District,800,50.9%,"$9,929",36.9,2018
466,Robert Morris School,"PK, KG-8",South Bound Brook Public School District,447,40.3%,"$13,506",36.8,2018
467,Abraham Lincoln School No. 14,K-8,Elizabeth Public Schools,839,79.6%,"$10,502",36.8,2018
468,Sussex Avenue School,"PK, KG-8",Newark Public School District,473,90.9%,"$9,703",36.7,2018
469,Orchard Valley Middle School,6-8,Washington Township School District,544,29.4%,"$13,287",36.7,2018
470,Woodrow Wilson Elementary School,"PK, KG-8",New Brunswick School District,432,30.6%,"$11,278",36.5,2018
471,Chatsworth Elementary School,"PK, KG-8",Woodland Township School District,128,21.1%,"$15,535",36.5,2018
472,Union County TEAMS Charter School,K-12,Union County TEAMS Charter School-High School/College LA,387,70.5%,"$9,143",36.5,2018
473,Kenneth R. Olson Middle School,5-8,Tabernacle Township School District,328,9.5%,"$10,423",36.3,2018
474,Eastampton Township Community School,"PK, KG-8",Eastampton Township School District,564,24.3%,"$12,289",36.1,2018
475,Charles W. Lewis Middle School,6-8,Gloucester Township Public Schools,637,57.1%,"$14,794",36,2018
476,West New York Middle School,7-8,West New York School District,"1,070",81.2%,"$8,996",35.8,2018
477,Myron L. Powell Elementary School,"PK, KG-8",Lawrence Township School District,465,39.4%,"$12,218",35.8,2018
478,Samuel M Ridgway Middle School,5-8,Edgewater Park Township School District,354,46.0%,"$14,109",35.8,2018
479,Garfield Middle School,6-8,Garfield Public School District,989,62.4%,"$10,909",35.1,2018
480,Paul Robeson Charter School for the Humanities,3-8,Paul Robeson Charter School for the Humanities,380,95.0%,"$12,952",34.8,2018
481,Pine Hill Middle School,6-8,Pine Hill School District,369,60.2%,"$10,061",34.8,2018
482,Mary E. Volz Elementary School,4-8,Runnemede Public School District,489,35.0%,"$14,093",34.2,2018
483,Forest Street Community Elementary School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,382,70.2%,"$9,797",34,2018
484,Hopatcong Middle School,4-7,Hopatcong Borough School District,339,25.1%,"$11,825",34,2018
485,Gateway Regional High School,7-12,Gateway Regional High School District,914,33.5%,"$16,391",34,2018
486,Jersey City Golden Door Charter School,"PK, KG-8",Jersey City Golden Door Charter School,569,57.1%,"$7,171",33.9,2018
487,Paterson Charter School for Science/Technology,K-12,Paterson Charter School for Science and Technology,"1,349",64.9%,"$9,624",33.9,2018
488,Millville Public Charter School,K-8,Millville Public Charter School,302,59.3%,"$8,381",33.7,2018
489,Central Regional Middle School,7-8,Central Regional School District,761,33.9%,"$10,102",33.5,2018
490,Chelsea Heights School,"PK, KG-8",Atlantic City School District,367,93.5%,"$13,190",33.4,2018
491,Carteret Middle School,6-8,Carteret Public School District,862,74.6%,"$4,929",33.4,2018
492,Merchantville Elementary School,"PK, KG-8",Merchantville School District,403,29.8%,"$10,608",33.3,2018
493,Hamburg School,"PK, KG-8",Hamburg School District,238,19.7%,"$18,654",33.3,2018
494,Gibbsboro Elementary School,"PK, KG-8",Gibbsboro Elementary School District,262,14.1%,"$13,548",33.3,2018
495,Community Charter School of Paterson,K-8,Community Charter School of Paterson,909,89.5%,"$10,771",33,2018
496,Lincoln Community School #5,"PK, KG-8",Bayonne School District,465,54.4%,"$15,194",33,2018
497,Folsom Elementary School,"PK, KG-8",Folsom Borough School District,399,29.8%,"$12,563",32.7,2018
498,Dr. Orlando Edreira Academy School No. 26,"PK, KG-8",Elizabeth Public Schools,652,81.9%,"$9,454",32.7,2018
499,Toms River Intermediate School South,6-8,Toms River Regional School District,"1,072",37.3%,"$7,586",32.5,2018
500,Deerfield Township Elementary School,"PK, KG-8",Deerfield Township School District,326,54.3%,"$13,921",32.3,2018
501,Hope Academy Charter School,K-8,Hope Academy Charter School,219,92.7%,"$7,849",32,2018
502,Harmony Township School,"PK, KG-8",Harmony Township School District,253,10.3%,"$16,374",31.9,2018
503,Rosa Parks Community School,3-7,ORANGE BOARD OF EDUCATION School District,980,82.6%,"$8,884",31.9,2018
504,Grace M. Breckwedel Middle School,6-8,Jamesburg Public School District,201,52.7%,"$10,563",31.9,2018
505,Hackensack Middle School,5-8,Hackensack School District,"1,466",72.8%,"$13,905",31.7,2018
506,Lawnside School,"PK, KG-8",Lawnside School Distric,264,98.1%,"$13,798",31.7,2018
507,Rahway 7th & 8th Grade Academy,7-8,Rahway Public School District,599,55.8%,"$13,603",31.3,2018
508,Clayton Middle School,6-8,Clayton Public School District,345,49.0%,"$9,678",31.3,2018
509,School 2,K-8,Paterson Public School District,550,91.6%,"$11,646",31,2018
510,Vineland Public Charter School,"PK, KG-8",Vineland Public Charter School,443,57.1%,"$7,019",30.9,2018
511,John F Kennedy Elementary School,1-8,North Bergen School District,539,64.6%,"$6,067",30.8,2018
512,Avenel Middle School,6-8,Woodbridge Township School District,597,49.1%,"$9,251",30.7,2018
513,Passaic Arts and Science Charter School,K-12,Passaic Arts and Science Charter School,"1,275",79.1%,"$9,416",30.5,2018
514,Glassboro Intermediate School,7-8,Glassboro School District,287,47.0%,,30.4,2018
515,Albert E Grice Middle School,6-8,Hamilton Township Public School District,881,46.7%,"$8,847",30.3,2018
516,Jordan Road Elementary School,4-8,Somers Point School District,515,68.7%,"$17,522",29.9,2018
517,Christopher Columbus Middle School,6-8,Clifton Public School District,"1,201",65.9%,"$12,843",29.8,2018
518,Woodbridge Middle School,6-8,Woodbridge Township School District,519,44.3%,"$10,503",29.7,2018
519,Maple Shade High School,7-12,Maple Shade School District,859,42.5%,"$9,391",29.7,2018
520,F. W. Holbein Middle School,5-8,Mount Holly Township Public School District,358,52.2%,"$14,990",29.6,2018
521,Fords Middle School,6-8,Woodbridge Township School District,667,47.4%,"$8,737",29.6,2018
522,Paterson Arts and Science Charter School,K-12,Paterson Arts and Science Charter School,694,80.3%,"$9,134",29.4,2018
523,Dr. Antonia Pantoja School No. 27,"PK, KG-8",Elizabeth Public Schools,"1,006",78.7%,"$8,896",28.9,2018
524,Halsted Middle School,5-8,Newton Public School District,329,44.4%,"$8,163",28.8,2018
525,Great Oaks Legacy Charter School,"PK, KG-12",Great Oaks Legacy Charter School,"1,445",84.6%,"$13,707",28.8,2018
526,Howard M. Phifer Middle School,6-8,Pennsauken Township Board of Education School District,764,68.5%,"$9,290",28.8,2018
527,Franklin L. Williams School,6-8,Jersey City Public Schools,890,83.6%,"$12,649",28.6,2018
528,Julia A. Barnes School,"PK, KG-8",Jersey City Public Schools,391,71.6%,"$13,400",28.3,2018
529,Woodrow Wilson,"PK, KG-8",Neptune City School District,290,59.7%,"$16,187",28.1,2018
530,Woodbury Junior-Senior High School,6-12,Woodbury City Public School District,708,64.1%,"$15,502",27.7,2018
531,Magnolia,"PK, KG-8",Magnolia School District,419,41.8%,"$15,707",27.6,2018
532,Raymond W. Kershaw School,"PK, KG-8",Mt. Ephraim School District,165,36.4%,"$14,642",27.3,2018
533,Phillipsburg Middle School,6-8,Phillipsburg School District,645,67.3%,"$14,763",27.1,2018
534,Heywood Avenue Elementary School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,364,60.2%,"$11,274",27.1,2018
535,Long Branch Middle School,6-8,LONG BRANCH PUBLIC SCHOOL District,"1,160",85.9%,"$11,016",27.1,2018
536,Cleveland Street Elementary School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,292,73.3%,"$11,904",26.8,2018
537,KIPP: Cooper Norcross A New Jersey Nonprofit Corporation,K-10,KIPP: Cooper Norcross A New Jersey Nonprofit Corporation,"1,120",97.6%,"$12,672",26.7,2018
538,Jersey City Community Charter School,K-8,Jersey City Community Charter School,588,77.7%,"$5,983",26.7,2018
539,School 25,"PK, KG-8",Paterson Public School District,554,85.2%,"$8,314",26.3,2018
540,Elmora School No. 12,"PK, KG-8",Elizabeth Public Schools,671,78.2%,"$9,954",26.1,2018
541,James F. Murray School,"PK, KG-8",Jersey City Public Schools,844,73.3%,"$10,598",26,2018
542,Lincoln Avenue Elementary School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,708,74.7%,"$9,475",25.9,2018
543,Woodruff Middle School,6-8,Upper Deerfield Township School District,307,58.3%,"$13,513",25.9,2018
544,South Amboy Middle/High School,6-12,South Amboy School District,509,41.3%,"$10,459",25.9,2018
545,Florence Riverfront School,4-8,Florence Township School District,691,26.8%,"$8,562",25.7,2018
546,Park Avenue Elementary School,"PK, KG-8",ORANGE BOARD OF EDUCATION School District,455,72.1%,"$11,933",25.5,2018
547,Joseph Battin School No 4,K-8,Elizabeth Public Schools,853,86.4%,"$10,619",25.4,2018
548,Whitney E. Houston Academy,"PK, KG-8",East Orange School District,365,64.7%,"$15,694",25.2,2018
549,Franklin Elementary School,1-8,North Bergen School District,615,50.9%,"$5,450",25.1,2018
550,Joseph H. Brensinger School,"PK, KG-8",Jersey City Public Schools,"1,246",81.7%,"$9,638",24.8,2018
551,Winslow Township Middle School,7-8,Winslow Township School District,724,33.7%,"$11,293",24.7,2018
552,Walnut Street School,6-8,Delanco Township School District,128,41.4%,"$6,370",24.4,2018
553,Belvidere Elementary School,"PK, KG-8",Belvidere School District,149,28.2%,"$16,862",24.3,2018
554,New Hanover Township School,"PK, KG-8",New Hanover Township,187,44.9%,"$20,216",24,2018
555,Robert Morris School No. 18,"PK, KG-8",Elizabeth Public Schools,581,80.9%,"$9,936",23.8,2018
556,Joseph E. Soehl Middle School,6-8,Linden Public School District,642,66.5%,"$9,465",23.5,2018
557,Lincoln School,5-8,Fairview Public School District,667,45.9%,"$10,180",23.3,2018
558,Marion P. Thomas Charter School,"PK, KG-12",Marion P. Thomas Charter School,"1,372",88.3%,"$8,798",23.2,2018
559,Samuel E. Shull Middle School,5-8,Perth Amboy Public School District,"1,397",88.5%,"$12,637",23.2,2018
560,Veterans Memorial Middle,6-8,Vineland Public School District,812,53.8%,"$13,388",23.2,2018
561,Wildwood Middle School,6-8,Wildwood City School District,163,77.9%,"$19,878",22.5,2018
562,Nicholas S. Lacorte-Peterstown School No. 3,K-8,Elizabeth Public Schools,746,85.9%,"$10,474",22.3,2018
563,Speedway Avenue School,K-8,Newark Public School District,685,92.1%,"$8,301",22.2,2018
564,Burlington City High School,7-12,Burlington City Public School District,664,56.8%,"$20,674",22.2,2018
565,Janis E. Dismus Middle School,6-8,Englewood Public School District,361,78.4%,"$11,153",22,2018
566,Mahatma K. Gandhi School,"PK, KG-8",Jersey City Public Schools,"1,502",68.0%,"$10,107",21.9,2018
567,School 24,"PK, KG-8",Paterson Public School District,829,86.7%,"$7,719",21.9,2018
568,Belleville Middle School,7-8,Belleville Public School District,973,68.8%,,21.6,2018
569,Woodrow Wilson School No. 19,"PK, KG-8",Elizabeth Public Schools,635,83.1%,"$9,319",21.6,2018
570,Texas Avenue School,K-8,Atlantic City School District,560,99.5%,"$12,119",21.5,2018
571,Walter O. Krumbiegel Middle School,7-8,Hillside Public School District,406,66.0%,"$8,834",21.4,2018
572,William C. McGinnis Middle School,5-8,Perth Amboy Public School District,"1,513",94.2%,"$12,488",21.2,2018
573,Dr Lena Edwards Academic Charter School,K-8,Dr Lena Edwards Academic Charter School,384,83.3%,"$10,336",21.1,2018
574,Madison Monroe School No. 16,"PK, KG-8",Elizabeth Public Schools,704,77.0%,"$9,480",21,2018
575,Myles J. McManus MIddle School,6-8,Linden Public School District,718,52.1%,"$9,022",20.9,2018
576,North Plainfield Middle School,7-8,North Plainfield School District,540,66.5%,"$8,550",20.9,2018
577,Grace Wilday Junior High School,7-8,Roselle Public School District,422,74.2%,"$12,239",20.4,2018
578,Leap Academy University Charter School,K-12,LEAP Academy University Charter School,"1,540",76.9%,"$10,261",20.2,2018
579,Mckinley Community School,"PK, KG-8",New Brunswick School District,697,52.9%,"$12,963",20.1,2018
580,Joseph A. Taub School,6-8,Paterson Public School District,710,79.4%,"$7,202",19.5,2018
581,Orange Preparatory Academy,8-9,ORANGE BOARD OF EDUCATION School District,559,82.3%,"$12,917",19.4,2018
582,New Brunswick Middle School,6-8,New Brunswick School District,"1,241",48.1%,"$10,184",18.4,2018
583,Dr. Charles P. DeFuccio School,"PK, KG-8",Jersey City Public Schools,420,75.0%,"$16,245",18.4,2018
584,Lincoln Middle School,7-8,Kearny,910,57.8%,"$7,850",18.3,2018
585,Downe Township Elementary School,"PK, KG-8",Downe Township School District,179,44.7%,"$15,041",18.2,2018
586,Prospect Park School No. 1,"PK, KG-8",Prospect Park Public School District,942,67.8%,"$11,282",18.1,2018
