"GISJOIN","ADI_NATRANK","ADI_STATERNK","FIPS"
"G34002907224013","31","6","340297224013"
"G34002907224014","24","5","340297224014"
"G34002907224021","22","4","340297224021"
"G34002907224022","37","7","340297224022"
"G34002907224023","27","5","340297224023"
"G34002907225000","PH","PH","340297225000"
"G34002907225001","9","2","340297225001"
"G34002907225002","14","3","340297225002"
"G34002907225003","28","6","340297225003"
"G34002907226001","22","4","340297226001"
"G34002907226002","36","7","340297226002"
"G34002907226003","20","4","340297226003"
"G34002907227011","25","5","340297227011"
"G34002907227012","24","5","340297227012"
"G34002907227013","28","6","340297227013"
"G34002907227021","31","6","340297227021"
"G34002907227022","35","7","340297227022"
"G34002907227023","22","4","340297227023"
"G34002907228001","30","6","340297228001"
"G34002907228002","51","9","340297228002"
"G34002907228003","49","9","340297228003"
"G34002907229001","34","7","340297229001"
"G34002907229002","33","7","340297229002"
"G34002907230001","33","7","340297230001"
"G34002907230002","24","5","340297230002"
"G34002907230003","40","8","340297230003"
"G34002907230004","40","8","340297230004"
"G34002907231001","34","7","340297231001"
"G34002907231002","42","8","340297231002"
"G34002907231003","21","4","340297231003"
"G34002907232001","32","6","340297232001"
"G34002907232002","23","5","340297232002"
"G34002907232003","30","6","340297232003"
"G34002907233001","42","8","340297233001"
"G34002907233002","58","9","340297233002"
"G34002907233003","35","7","340297233003"
"G34002907233004","37","7","340297233004"
"G34002907234001","28","6","340297234001"
"G34002907234002","25","5","340297234002"
"G34002907235001","37","7","340297235001"
"G34002907235002","51","9","340297235002"
"G34002907236001","19","4","340297236001"
"G34002907236002","24","5","340297236002"
"G34002907240001","51","9","340297240001"
"G34002907240002","47","8","340297240002"
"G34002907240003","47","8","340297240003"
"G34002907250011","41","8","340297250011"
"G34002907250012","46","8","340297250012"
"G34002907250021","42","8","340297250021"
"G34002907250022","41","8","340297250022"
"G34002907250023","44","8","340297250023"
"G34002907251001","42","8","340297251001"
"G34002907251002","36","7","340297251002"
"G34002907260001","21","4","340297260001"
"G34002907270010","PH","PH","340297270010"
"G34002907270011","5","1","340297270011"
"G34002907270012","8","2","340297270012"
"G34002907270013","8","2","340297270013"
"G34002907270021","12","2","340297270021"
"G34002907270022","19","4","340297270022"
"G34002907280011","14","3","340297280011"
"G34002907280012","7","1","340297280012"
"G34002907280021","9","2","340297280021"
"G34002907280022","16","3","340297280022"
"G34002907280031","37","7","340297280031"
"G34002907280032","44","8","340297280032"
"G34002907280033","44","8","340297280033"
"G34002907280041","29","6","340297280041"
"G34002907280042","32","6","340297280042"
"G34002907290001","42","8","340297290001"
"G34002907290002","49","9","340297290002"
"G34002907300001","23","5","340297300001"
"G34002907300002","29","6","340297300002"
"G34002907310011","22","4","340297310011"
"G34002907310012","31","6","340297310012"
"G34002907310020","PH","PH","340297310020"
"G34002907310021","38","7","340297310021"
"G34002907310022","27","5","340297310022"
"G34002907311011","27","5","340297311011"
"G34002907311012","43","8","340297311012"
"G34002907311021","39","8","340297311021"
"G34002907311022","46","8","340297311022"
"G34002907311023","22","4","340297311023"
"G34002907311031","28","6","340297311031"
"G34002907312011","71","10","340297312011"
"G34002907312012","69","10","340297312012"
"G34002907312013","64","10","340297312013"
"G34002907312014","66","10","340297312014"
"G34002907312021","67","10","340297312021"
"G34002907312022","71","10","340297312022"
"G34002907312023","81","10","340297312023"
"G34002907312024","63","10","340297312024"
"G34002907312031","65","10","340297312031"
"G34002907312032","65","10","340297312032"
"G34002907312041","59","9","340297312041"
"G34002907312042","62","10","340297312042"
"G34002907312043","51","9","340297312043"
"G34002907312051","69","10","340297312051"
"G34002907312052","66","10","340297312052"
"G34002907312053","70","10","340297312053"
"G34002907312061","68","10","340297312061"
"G34002907312062","67","10","340297312062"
"G34002907320011","19","4","340297320011"
"G34002907320012","23","5","340297320012"
"G34002907320013","23","5","340297320013"
"G34002907320031","42","8","340297320031"
"G34002907320032","37","7","340297320032"
"G34002907320033","35","7","340297320033"
"G34002907320041","49","9","340297320041"
"G34002907320042","37","7","340297320042"
"G34002907320043","36","7","340297320043"
"G34002907321011","35","7","340297321011"
"G34002907321012","46","8","340297321012"
"G34002907321013","47","8","340297321013"
"G34002907321014","39","8","340297321014"
"G34002907321031","31","6","340297321031"
"G34002907321032","22","4","340297321032"
"G34002907321040","PH","PH","340297321040"
"G34002907321041","23","5","340297321041"
"G34002907321042","37","7","340297321042"
"G34002907321043","50","9","340297321043"
"G34002907330010","PH","PH","340297330010"
"G34002907330011","45","8","340297330011"
"G34002907330012","38","7","340297330012"
"G34002907330013","34","7","340297330013"
"G34002907330021","23","5","340297330021"
"G34002907340020","PH","PH","340297340020"
"G34002907340021","46","8","340297340021"
"G34002907340022","32","6","340297340022"
"G34002907340023","25","5","340297340023"
"G34002907340031","31","6","340297340031"
"G34002907340032","41","8","340297340032"
"G34002907340033","61","10","340297340033"
"G34002907340034","50","9","340297340034"
"G34002907340041","42","8","340297340041"
"G34002907340042","33","7","340297340042"
"G34002907340051","33","7","340297340051"
"G34002907340052","43","8","340297340052"
"G34002907340053","28","6","340297340053"
"G34002907350011","57","9","340297350011"
"G34002907350012","31","6","340297350012"
"G34002907350013","37","7","340297350013"
"G34002907350014","37","7","340297350014"
"G34002907350031","33","7","340297350031"
"G34002907350041","39","8","340297350041"
"G34002907350042","33","7","340297350042"
"G34002907350043","43","8","340297350043"
"G34002907351011","67","10","340297351011"
"G34002907351012","33","7","340297351012"
"G34002907351041","16","3","340297351041"
"G34002907351042","21","4","340297351042"
"G34002907351043","39","8","340297351043"
"G34002907351051","20","4","340297351051"
"G34002907351052","11","2","340297351052"
"G34002907351061","20","4","340297351061"
"G34002907351062","39","8","340297351062"
"G34002907360010","PH","PH","340297360010"
"G34002907360011","31","6","340297360011"
"G34002907360012","39","8","340297360012"
"G34002907360021","36","7","340297360021"
"G34002907361011","57","9","340297361011"
"G34002907361012","23","5","340297361012"
"G34002907361013","57","9","340297361013"
"G34002907361051","47","8","340297361051"
"G34002907361052","44","8","340297361052"
"G34002907361053","35","7","340297361053"
"G34002907361054","37","7","340297361054"
"G34002907361061","42","8","340297361061"
"G34002907361062","46","8","340297361062"
"G34002907361071","62","10","340297361071"
"G34002907361072","36","7","340297361072"
"G34002907370001","44","8","340297370001"
"G34002907370002","44","8","340297370002"
"G34002907380010","PH","PH","340297380010"
"G34002907380011","5","1","340297380011"
"G34002907380012","6","1","340297380012"
"G34002907380013","6","1","340297380013"
"G34002907380021","8","2","340297380021"
"G34002907380022","6","1","340297380022"
"G34002907380023","4","1","340297380023"
"G34002907380024","PH","PH","340297380024"
"G34002907381001","2","1","340297381001"
"G34002907381002","6","1","340297381002"
"G34002907381003","8","2","340297381003"
"G34002907381004","4","1","340297381004"
"G34002907381005","PH","PH","340297381005"
"G34002907381006","PH","PH","340297381006"
"G34002907381007","8","2","340297381007"
"G34002907390001","7","1","340297390001"
"G34002907390002","9","2","340297390002"
"G34002907390003","6","1","340297390003"
"G34002907390004","7","1","340297390004"
"G34002907390005","9","2","340297390005"
"G34002907391001","95","10","340297391001"
"G34002907391002","89","10","340297391002"
"G34002907392001","2","1","340297392001"
"G34002907392002","3","1","340297392002"
"G34002907392003","1","1","340297392003"
"G34002907392004","3","1","340297392004"
"G34002909800001","PH","PH","340299800001"
"G34002909801001","PH","PH","340299801001"
"G34002909900000","PH","PH","340299900000"
"G34003101165001","25","5","340311165001"
"G34003101165002","38","7","340311165002"
"G34003101165003","36","7","340311165003"
"G34003101165004","25","5","340311165004"
"G34003101165005","26","5","340311165005"
"G34003101165006","28","6","340311165006"
"G34003101242011","27","5","340311242011"
"G34003101242012","32","6","340311242012"
"G34003101242021","18","3","340311242021"
"G34003101242022","24","5","340311242022"
"G34003101242023","15","3","340311242023"
"G34003101243111","16","3","340311243111"
"G34003101243112","17","3","340311243112"
"G34003101243113","20","4","340311243113"
"G34003101243114","25","5","340311243114"
"G34003101243121","16","3","340311243121"
"G34003101243122","23","5","340311243122"
"G34003101243123","GQ","GQ","340311243123"
"G34003101243124","9","2","340311243124"
"G34003101243211","18","3","340311243211"
"G34003101243212","21","4","340311243212"
"G34003101243213","11","2","340311243213"
"G34003101243214","20","4","340311243214"
"G34003101243215","20","4","340311243215"
"G34003101243221","23","5","340311243221"
"G34003101243222","33","7","340311243222"
"G34003101243223","23","5","340311243223"
"G34003101243224","23","5","340311243224"
"G34003101243231","33","7","340311243231"
"G34003101243232","28","6","340311243232"
"G34003101243233","24","5","340311243233"
"G34003101244021","20","4","340311244021"
"G34003101244022","33","7","340311244022"
"G34003101244023","25","5","340311244023"
"G34003101244024","21","4","340311244024"
"G34003101244031","19","4","340311244031"
"G34003101244032","10","2","340311244032"
"G34003101244033","18","3","340311244033"
"G34003101244041","32","6","340311244041"
"G34003101244042","25","5","340311244042"
"G34003101244043","21","4","340311244043"
"G34003101244044","28","6","340311244044"
"G34003101245001","31","6","340311245001"
"G34003101245002","40","8","340311245002"
"G34003101245003","23","5","340311245003"
"G34003101245004","29","6","340311245004"
"G34003101245005","41","8","340311245005"
"G34003101246011","38","7","340311246011"
"G34003101246012","29","6","340311246012"
"G34003101246013","28","6","340311246013"
"G34003101246014","42","8","340311246014"
"G34003101246021","33","7","340311246021"
"G34003101246022","27","5","340311246022"
"G34003101246023","27","5","340311246023"
"G34003101246024","30","6","340311246024"
"G34003101247001","35","7","340311247001"
"G34003101247002","23","5","340311247002"
"G34003101247003","22","4","340311247003"
"G34003101247004","32","6","340311247004"
"G34003101247005","41","8","340311247005"
"G34003101247006","24","5","340311247006"
"G34003101248001","31","6","340311248001"
"G34003101248002","30","6","340311248002"
"G34003101248003","34","7","340311248003"
"G34003101248004","31","6","340311248004"
"G34003101248005","36","7","340311248005"
"G34003101249001","32","6","340311249001"
"G34003101249002","39","8","340311249002"
"G34003101249003","38","7","340311249003"
"G34003101250001","27","5","340311250001"
"G34003101250002","32","6","340311250002"
"G34003101250003","30","6","340311250003"
"G34003101250004","29","6","340311250004"
"G34003101250005","30","6","340311250005"
"G34003101250006","39","8","340311250006"
"G34003101251001","29","6","340311251001"
"G34003101251002","65","10","340311251002"
"G34003101251003","45","8","340311251003"
"G34003101337011","32","6","340311337011"
"G34003101337012","41","8","340311337012"
"G34003101337013","42","8","340311337013"
"G34003101337014","38","7","340311337014"
"G34003101337015","35","7","340311337015"
"G34003101337021","37","7","340311337021"
"G34003101337022","31","6","340311337022"
"G34003101432011","21","4","340311432011"
"G34003101432012","19","4","340311432012"
"G34003101432021","13","3","340311432021"
"G34003101432022","10","2","340311432022"
"G34003101432023","16","3","340311432023"
"G34003101432024","13","3","340311432024"
"G34003101432025","17","3","340311432025"
"G34003101433011","22","4","340311433011"
"G34003101433012","28","6","340311433012"
"G34003101433021","28","6","340311433021"
"G34003101433022","23","5","340311433022"
"G34003101433023","21","4","340311433023"
"G34003101434011","18","3","340311434011"
"G34003101434012","11","2","340311434012"
"G34003101434013","30","6","340311434013"
"G34003101434021","38","7","340311434021"
"G34003101434022","18","3","340311434022"
"G34003101434023","18","3","340311434023"
"G34003101540031","23","5","340311540031"
"G34003101540032","12","2","340311540032"
"G34003101540041","GQ","GQ","340311540041"
"G34003101540051","18","3","340311540051"
"G34003101540052","23","5","340311540052"
"G34003101540061","21","4","340311540061"
"G34003101540062","18","3","340311540062"
"G34003101540063","41","8","340311540063"
"G34003101635011","13","3","340311635011"
"G34003101635012","18","3","340311635012"
"G34003101635013","16","3","340311635013"
"G34003101635021","17","3","340311635021"
"G34003101635022","GQ","GQ","340311635022"
"G34003101635023","15","3","340311635023"
"G34003101752001","34","7","340311752001"
"G34003101752002","33","7","340311752002"
"G34003101752003","36","7","340311752003"
"G34003101752004","35","7","340311752004"
"G34003101753011","47","8","340311753011"
"G34003101753012","39","8","340311753012"
"G34003101753013","52","9","340311753013"
"G34003101753021","26","5","340311753021"
"G34003101753022","25","5","340311753022"
"G34003101753023","23","5","340311753023"
"G34003101754011","44","8","340311754011"
"G34003101754012","37","7","340311754012"
"G34003101754013","42","8","340311754013"
"G34003101754014","29","6","340311754014"
"G34003101754021","56","9","340311754021"
"G34003101754022","58","9","340311754022"
"G34003101754023","57","9","340311754023"
"G34003101754024","45","8","340311754024"
"G34003101755011","48","9","340311755011"
"G34003101755012","38","7","340311755012"
"G34003101755021","48","9","340311755021"
"G34003101755022","34","7","340311755022"
"G34003101755023","37","7","340311755023"
"G34003101756011","8","2","340311756011"
"G34003101756012","13","3","340311756012"
"G34003101756031","53","9","340311756031"
"G34003101756032","32","6","340311756032"
"G34003101756033","28","6","340311756033"
"G34003101756041","28","6","340311756041"
"G34003101756042","28","6","340311756042"
"G34003101757011","33","7","340311757011"
"G34003101757012","19","4","340311757012"
"G34003101757013","27","5","340311757013"
"G34003101757014","30","6","340311757014"
"G34003101757031","52","9","340311757031"
"G34003101757032","45","8","340311757032"
"G34003101757041","17","3","340311757041"
"G34003101757042","21","4","340311757042"
"G34003101757043","14","3","340311757043"
"G34003101758011","61","10","340311758011"
"G34003101758012","59","9","340311758012"
"G34003101758013","54","9","340311758013"
"G34003101758031","34","7","340311758031"
"G34003101758032","35","7","340311758032"
"G34003101758041","66","10","340311758041"
"G34003101758042","63","10","340311758042"
"G34003101758043","70","10","340311758043"
"G34003101759001","32","6","340311759001"
"G34003101759002","37","7","340311759002"
"G34003101759003","32","6","340311759003"
"G34003101801011","40","8","340311801011"
"G34003101801012","34","7","340311801012"
"G34003101801013","49","9","340311801013"
"G34003101801021","42","8","340311801021"
"G34003101801022","41","8","340311801022"
"G34003101801023","35","7","340311801023"
"G34003101802011","64","10","340311802011"
"G34003101802012","39","8","340311802012"
"G34003101802013","54","9","340311802013"
"G34003101802031","65","10","340311802031"
"G34003101802032","51","9","340311802032"
"G34003101802033","43","8","340311802033"
"G34003101802041","36","7","340311802041"
"G34003101802042","55","9","340311802042"
"G34003101803011","29","6","340311803011"
"G34003101803012","32","6","340311803012"
"G34003101803013","96","10","340311803013"
"G34003101803021","64","10","340311803021"
"G34003101803022","66","10","340311803022"
"G34003101806001","51","9","340311806001"
"G34003101806002","31","6","340311806002"
"G34003101806003","47","9","340311806003"
"G34003101807001","62","10","340311807001"
"G34003101807002","85","10","340311807002"
"G34003101807003","49","9","340311807003"
"G34003101808001","60","10","340311808001"
"G34003101808002","49","9","340311808002"
"G34003101809001","39","8","340311809001"
"G34003101809002","79","10","340311809002"
"G34003101809003","66","10","340311809003"
"G34003101810001","72","10","340311810001"
"G34003101810002","38","7","340311810002"
"G34003101810003","65","10","340311810003"
"G34003101810004","36","7","340311810004"
"G34003101811011","62","10","340311811011"
"G34003101811012","46","8","340311811012"
"G34003101811013","47","9","340311811013"
"G34003101811021","25","5","340311811021"
"G34003101811022","34","7","340311811022"
"G34003101811023","39","8","340311811023"
"G34003101812001","42","8","340311812001"
"G34003101812002","44","8","340311812002"
"G34003101812003","43","8","340311812003"
"G34003101813001","32","6","340311813001"
"G34003101813002","40","8","340311813002"
"G34003101813003","42","8","340311813003"
"G34003101813004","51","9","340311813004"
"G34003101814001","51","9","340311814001"
"G34003101814002","55","9","340311814002"
"G34003101815001","60","10","340311815001"
"G34003101815002","78","10","340311815002"
"G34003101817021","37","7","340311817021"
"G34003101817022","39","8","340311817022"
"G34003101818001","62","10","340311818001"
"G34003101818002","58","9","340311818002"
"G34003101818003","GQ","GQ","340311818003"
"G34003101819001","36","7","340311819001"
"G34003101819002","42","8","340311819002"
"G34003101819003","50","9","340311819003"
"G34003101819004","34","7","340311819004"
"G34003101820001","50","9","340311820001"
"G34003101821001","27","5","340311821001"
"G34003101821002","41","8","340311821002"
"G34003101821003","40","8","340311821003"
"G34003101822001","49","9","340311822001"
"G34003101822002","50","9","340311822002"
"G34003101823011","51","9","340311823011"
"G34003101823021","52","9","340311823021"
"G34003101823022","47","9","340311823022"
"G34003101823023","45","8","340311823023"
"G34003101823024","58","9","340311823024"
"G34003101824001","42","8","340311824001"
"G34003101824002","55","9","340311824002"
"G34003101824003","44","8","340311824003"
"G34003101824004","28","6","340311824004"
"G34003101825011","59","9","340311825011"
"G34003101825012","62","10","340311825012"
"G34003101825013","62","10","340311825013"
"G34003101825014","62","10","340311825014"
"G34003101825021","51","9","340311825021"
"G34003101825022","35","7","340311825022"
"G34003101826001","29","6","340311826001"
"G34003101826002","35","7","340311826002"
"G34003101826003","40","8","340311826003"
"G34003101826004","32","6","340311826004"
"G34003101827011","40","8","340311827011"
"G34003101827012","56","9","340311827012"
"G34003101827013","53","9","340311827013"
"G34003101827021","45","8","340311827021"
"G34003101827022","35","7","340311827022"
"G34003101828001","49","9","340311828001"
"G34003101828002","45","8","340311828002"
"G34003101829001","73","10","340311829001"
"G34003101829002","59","9","340311829002"
"G34003101830011","45","8","340311830011"
"G34003101830012","51","9","340311830012"
"G34003101830013","36","7","340311830013"
"G34003101830021","51","9","340311830021"
"G34003101830022","53","9","340311830022"
"G34003101830023","45","8","340311830023"
"G34003101831011","41","8","340311831011"
"G34003101831012","37","7","340311831012"
"G34003101831013","35","7","340311831013"
"G34003101831021","35","7","340311831021"
"G34003101831022","32","6","340311831022"
"G34003101831023","45","8","340311831023"
"G34003101832001","38","7","340311832001"
"G34003101832002","38","7","340311832002"
"G34003101964011","22","4","340311964011"
"G34003101964012","31","6","340311964012"
"G34003101964013","22","4","340311964013"
"G34003101964031","36","7","340311964031"
"G34003101964032","36","7","340311964032"
"G34003101964041","23","5","340311964041"
"G34003101964042","20","4","340311964042"
"G34003101964043","32","6","340311964043"
"G34003102036001","40","8","340312036001"
"G34003102036002","44","8","340312036002"
"G34003102036003","44","8","340312036003"
"G34003102036004","38","7","340312036004"
"G34003102036005","41","8","340312036005"
"G34003102167011","14","3","340312167011"
"G34003102167012","23","5","340312167012"
"G34003102167013","26","5","340312167013"
"G34003102167021","15","3","340312167021"
"G34003102167022","24","5","340312167022"
"G34003102167023","18","3","340312167023"
"G34003102238011","26","5","340312238011"
"G34003102238012","29","6","340312238012"
"G34003102238013","26","5","340312238013"
"G34003102238021","18","3","340312238021"
"G34003102238022","27","5","340312238022"
"G34003102238023","27","5","340312238023"
"G34003102238024","26","5","340312238024"
"G34003102238025","19","4","340312238025"
"G34003102238026","9","2","340312238026"
"G34003102239001","PH","PH","340312239001"
"G34003102366011","28","6","340312366011"
"G34003102366012","32","6","340312366012"
"G34003102366013","36","7","340312366013"
"G34003102366014","42","8","340312366014"
"G34003102366031","25","5","340312366031"
"G34003102366032","25","5","340312366032"
"G34003102366041","40","8","340312366041"
"G34003102366042","23","5","340312366042"
"G34003102366043","27","5","340312366043"
"G34003102460011","27","5","340312460011"
"G34003102460012","16","3","340312460012"
"G34003102460013","GQ","GQ","340312460013"
"G34003102460021","7","1","340312460021"
"G34003102460022","6","1","340312460022"
"G34003102460023","11","2","340312460023"
"G34003102460031","16","3","340312460031"
"G34003102460032","13","3","340312460032"
"G34003102460033","11","2","340312460033"
"G34003102460034","20","4","340312460034"
"G34003102460035","3","1","340312460035"
"G34003102460036","11","2","340312460036"
"G34003102461011","25","5","340312461011"
"G34003102461012","15","3","340312461012"
"G34003102461013","7","1","340312461013"
"G34003102461014","9","2","340312461014"
"G34003102461021","39","8","340312461021"
"G34003102461022","51","9","340312461022"
"G34003102461031","17","3","340312461031"
"G34003102461032","12","2","340312461032"
"G34003102461033","7","1","340312461033"
"G34003102461034","8","2","340312461034"
"G34003102461041","8","2","340312461041"
"G34003102461042","21","4","340312461042"
"G34003102462011","10","2","340312462011"
"G34003102462012","12","2","340312462012"
"G34003102462013","9","2","340312462013"
"G34003102462021","8","2","340312462021"
"G34003102462022","15","3","340312462022"
"G34003102462023","9","2","340312462023"
"G34003102462024","13","3","340312462024"
"G34003102462031","14","3","340312462031"
"G34003102462032","12","2","340312462032"
"G34003102462033","18","3","340312462033"
"G34003102463001","17","3","340312463001"
"G34003102463002","50","9","340312463002"
"G34003102463003","21","4","340312463003"
"G34003102568011","34","7","340312568011"
"G34003102568012","31","6","340312568012"
"G34003102568013","39","8","340312568013"
"G34003102568014","37","7","340312568014"
"G34003102568021","19","4","340312568021"
"G34003102568022","25","5","340312568022"
"G34003102568023","27","5","340312568023"
"G34003102568024","23","5","340312568024"
"G34003102568031","38","7","340312568031"
"G34003102568032","57","9","340312568032"
"G34003102568041","18","3","340312568041"
"G34003102568042","25","5","340312568042"
"G34003102568043","23","5","340312568043"
"G34003102568044","35","7","340312568044"
"G34003102568051","25","5","340312568051"
"G34003102568052","21","4","340312568052"
"G34003102568053","24","5","340312568053"
"G34003102641011","30","6","340312641011"
"G34003102641012","25","5","340312641012"
"G34003102641013","33","7","340312641013"
"G34003102641014","35","7","340312641014"
"G34003102641021","14","3","340312641021"
"G34003102641022","39","8","340312641022"
"G34003102641023","24","5","340312641023"
"G34003102641024","13","3","340312641024"
"G34003102641025","25","5","340312641025"
"G34003102642001","37","7","340312642001"
"G34003102642002","33","7","340312642002"
"G34003102642003","35","7","340312642003"
"G34003300201001","40","8","340330201001"
"G34003300202001","78","10","340330202001"
"G34003300202002","79","10","340330202002"
"G34003300203001","69","10","340330203001"
"G34003300203002","93","10","340330203002"
"G34003300204001","69","10","340330204001"
"G34003300205001","62","10","340330205001"
"G34003300205002","67","10","340330205002"
"G34003300206001","70","10","340330206001"
"G34003300206002","67","10","340330206002"
"G34003300207001","23","5","340330207001"
"G34003300207002","22","4","340330207002"
"G34003300207003","36","7","340330207003"
"G34003300208001","42","8","340330208001"
"G34003300208002","37","7","340330208002"
"G34003300208003","59","9","340330208003"
"G34003300209001","36","7","340330209001"
"G34003300209002","47","9","340330209002"
"G34003300210001","50","9","340330210001"
"G34003300210002","50","9","340330210002"
"G34003300211011","38","7","340330211011"
"G34003300211012","54","9","340330211012"
"G34003300211021","44","8","340330211021"
"G34003300211022","57","9","340330211022"
"G34003300211023","55","9","340330211023"
"G34003300212011","44","8","340330212011"
"G34003300212012","30","6","340330212012"
"G34003300212021","59","9","340330212021"
"G34003300213001","32","6","340330213001"
"G34003300213002","50","9","340330213002"
"G34003300214001","57","9","340330214001"
"G34003300214002","58","9","340330214002"
"G34003300215001","58","9","340330215001"
"G34003300216001","53","9","340330216001"
"G34003300216002","73","10","340330216002"
"G34003300216003","66","10","340330216003"
"G34003300216004","70","10","340330216004"
"G34003300216005","61","10","340330216005"
"G34003300217001","56","9","340330217001"
"G34003300219001","94","10","340330219001"
"G34003300220001","99","10","340330220001"
"G34003300221001","96","10","340330221001"
"G34003300222011","51","9","340330222011"
"G34003300222012","43","8","340330222012"
"G34003300222021","46","8","340330222021"
"G34003309900000","PH","PH","340339900000"
"G34003500501001","38","7","340350501001"
"G34003500501002","25","5","340350501002"
"G34003500502001","23","5","340350502001"
"G34003500502002","31","6","340350502002"
"G34003500503001","28","6","340350503001"
"G34003500503002","18","3","340350503002"
"G34003500503003","33","7","340350503003"
"G34003500503004","21","4","340350503004"
"G34003500504001","31","6","340350504001"
"G34003500504002","36","7","340350504002"
"G34003500505001","33","7","340350505001"
"G34003500505002","34","7","340350505002"
"G34003500506001","29","6","340350506001"
"G34003500506002","18","3","340350506002"
"G34003500507011","22","4","340350507011"
"G34003500507012","11","2","340350507012"
"G34003500507013","11","2","340350507013"
"G34003500507031","9","2","340350507031"
"G34003500507032","25","5","340350507032"
"G34003500507041","11","2","340350507041"
"G34003500507042","10","2","340350507042"
"G34003500507043","16","3","340350507043"
"G34003500507044","26","5","340350507044"
"G34003500508011","9","2","340350508011"
"G34003500508012","8","2","340350508012"
"G34003500508021","18","3","340350508021"
"G34003500508022","10","2","340350508022"
"G34003500509011","9","2","340350509011"
"G34003500509012","12","2","340350509012"
"G34003500509013","5","1","340350509013"
"G34003500509021","11","2","340350509021"
"G34003500509022","9","2","340350509022"
"G34003500509031","8","2","340350509031"
"G34003500509032","6","1","340350509032"
"G34003500509033","6","1","340350509033"
"G34003500509034","4","1","340350509034"
"G34003500510001","34","7","340350510001"
"G34003500510002","36","7","340350510002"
"G34003500510003","23","5","340350510003"
"G34003500510004","18","3","340350510004"
"G34003500511001","37","7","340350511001"
"G34003500511002","44","8","340350511002"
"G34003500512001","41","8","340350512001"
"G34003500512002","41","8","340350512002"
"G34003500512003","42","8","340350512003"
"G34003500513001","24","5","340350513001"
"G34003500513002","35","7","340350513002"
"G34003500514001","33","7","340350514001"
"G34003500514002","36","7","340350514002"
"G34003500514003","33","7","340350514003"
"G34003500515001","37","7","340350515001"
"G34003500515002","35","7","340350515002"
"G34003500516001","43","8","340350516001"
"G34003500516002","49","9","340350516002"
"G34003500517001","33","7","340350517001"
"G34003500517002","46","8","340350517002"
"G34003500517003","34","7","340350517003"
"G34003500518001","40","8","340350518001"
"G34003500518002","28","6","340350518002"
"G34003500518003","38","7","340350518003"
"G34003500519001","25","5","340350519001"
"G34003500519002","30","6","340350519002"
"G34003500519003","28","6","340350519003"
"G34003500520011","33","7","340350520011"
"G34003500520012","34","7","340350520012"
"G34003500520013","37","7","340350520013"
"G34003500520021","76","10","340350520021"
"G34003500520022","71","10","340350520022"
"G34003500520023","43","8","340350520023"
"G34003500521001","8","2","340350521001"
"G34003500521002","31","6","340350521002"
"G34003500521003","14","3","340350521003"
"G34003500521004","11","2","340350521004"
"G34003500522011","7","1","340350522011"
"G34003500522012","7","1","340350522012"
"G34003500522031","5","1","340350522031"
"G34003500522032","4","1","340350522032"
"G34003500522033","3","1","340350522033"
"G34003500522041","3","1","340350522041"
"G34003500522042","5","1","340350522042"
"G34003500523001","6","1","340350523001"
"G34003500523002","4","1","340350523002"
"G34003500523003","9","2","340350523003"
"G34003500524001","8","2","340350524001"
"G34003500524002","5","1","340350524002"
"G34003500524003","4","1","340350524003"
"G34003500526031","23","5","340350526031"
"G34003500526032","9","2","340350526032"
"G34003500526033","41","8","340350526033"
"G34003500526041","5","1","340350526041"
"G34003500526042","6","1","340350526042"
"G34003500526051","4","1","340350526051"
"G34003500526052","4","1","340350526052"
"G34003500526053","4","1","340350526053"
"G34003500527011","10","2","340350527011"
"G34003500527012","8","2","340350527012"
"G34003500527013","2","1","340350527013"
"G34003500527021","4","1","340350527021"
"G34003500527022","8","2","340350527022"
"G34003500528001","7","1","340350528001"
"G34003500528002","5","1","340350528002"
"G34003500529011","7","1","340350529011"
"G34003500529041","8","2","340350529041"
"G34003500529051","24","5","340350529051"
"G34003500529052","16","3","340350529052"
"G34003500529061","33","7","340350529061"
"G34003500529062","20","4","340350529062"
"G34003500530001","29","6","340350530001"
"G34003500530002","41","8","340350530002"
"G34003500530003","36","7","340350530003"
"G34003500531021","30","6","340350531021"
"G34003500531022","26","5","340350531022"
"G34003500531031","22","4","340350531031"
"G34003500531032","13","3","340350531032"
"G34003500531033","22","4","340350531033"
"G34003500531051","22","4","340350531051"
"G34003500531052","34","7","340350531052"
"G34003500531053","29","6","340350531053"
"G34003500531054","30","6","340350531054"
"G34003500532001","33","7","340350532001"
"G34003500532002","36","7","340350532002"
"G34003500532003","33","7","340350532003"
"G34003500532004","30","6","340350532004"
"G34003500532005","37","7","340350532005"
"G34003500533001","43","8","340350533001"
"G34003500533002","33","7","340350533002"
"G34003500533003","49","9","340350533003"
"G34003500534021","27","5","340350534021"
"G34003500534022","9","2","340350534022"
"G34003500534023","10","2","340350534023"
"G34003500534024","12","2","340350534024"
"G34003500534031","49","9","340350534031"
"G34003500534032","59","9","340350534032"
"G34003500534033","44","8","340350534033"
"G34003500534051","20","4","340350534051"
"G34003500534052","6","1","340350534052"
"G34003500534061","20","4","340350534061"
"G34003500534062","32","6","340350534062"
"G34003500535011","21","4","340350535011"
"G34003500535012","19","4","340350535012"
"G34003500536021","9","2","340350536021"
"G34003500536022","9","2","340350536022"
"G34003500536023","7","1","340350536023"
"G34003500536031","13","3","340350536031"
"G34003500536032","9","2","340350536032"
"G34003500536033","22","4","340350536033"
