rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
858,National Park School,"PK, KG-6",National Park Boro School District,271,45.0%,"$14,129",39.7,2018
859,Cliffwood Elementary School,"PK, KG-3",Matawan-Aberdeen Regional School District,337,40.4%,"$17,457",39.7,2018
860,Middle Township Elementary #2,3-5,Middle Township Public School District,547,58.9%,"$11,229",39.7,2018
861,Park Elementary School,"PK, KG-8",Newark Public School District,841,87.9%,"$8,704",39.6,2018
862,School #16,K-5,Clifton Public School District,232,29.3%,"$13,684",39.6,2018
863,Lambertville Public School,"PK, KG-6",South Hunterdon Regional School District,244,40.6%,"$13,680",39.6,2018
864,Whitehall Elementary School,"PK, KG-4",Monroe Township Public School District,436,26.8%,"$6,021",39.6,2018
865,Oak Knoll Elementary School,"PK, KG-4",Monroe Township Public School District,605,21.5%,"$5,139",39.6,2018
866,Parkview School,"PK, KG-3",Milltown School District,335,12.5%,"$10,823",39.6,2018
867,School #13,K-5,Clifton Public School District,474,46.4%,"$11,664",39.6,2018
868,Vineland Public Charter School,"PK, KG-8",Vineland Public Charter School,443,57.1%,"$7,019",39.5,2018
869,Shark River Hills Elementary School,"PK, KG-5",Neptune Township School District,261,30.7%,"$12,635",39.5,2018
870,McKinley Elementary School,K-8,North Bergen School District,360,51.7%,"$7,659",39.4,2018
871,Strawbridge Elementary School,K-5,Haddon Township School District,215,8.4%,"$13,228",39.4,2018
872,Theodore Roosevelt School,3-6,Weehawken Public School District,383,33.7%,"$5,045",39.4,2018
873,Marie V. Duffy Elementary School,"PK, KG-5",Wharton Borough School District,473,52.2%,"$10,879",39.4,2018
874,Walnut Street School,"PK, KG-5",Woodbury City Public School District,122,67.2%,"$13,368",39.3,2018
875,Washington Community School #9,"PK, KG-8",Bayonne School District,684,57.9%,"$11,445",39.2,2018
876,Chews Elementary School,"PK, KG-5",Gloucester Township Public Schools,637,33.0%,"$11,338",39.2,2018
877,Belmar Elementary,"PK, KG-8",Belmar Elementary School District,517,58.6%,"$15,538",39,2018
878,John Adams,"PK, KG-4",North Brunswick Township School District,657,35.8%,"$9,137",38.9,2018
879,Bloomsbury Borough School,"PK, KG-8",Bloomsbury Borough School District,87,27.6%,"$16,669",38.9,2018
880,Warren H. Wolf Early Childhood Development Center,PK,Brick Township Public School District,333,41.7%,"$8,505",38.7,2018
881,Woodrow Wilson Elementary School,"PK, KG-8",New Brunswick School District,432,30.6%,"$11,278",38.5,2018
882,Thomas G. Connors Elementary School,K-5,Hoboken Public School District,241,87.1%,"$18,095",38.5,2018
883,Pohatcong Township School,"PK, KG-8",Pohatcong Township School District,316,0.9%,"$14,021",38.4,2018
884,Charles E. Trefurt School,"PK, KG-5",Jersey City Public Schools,826,71.9%,"$12,189",38.4,2018
885,Netcong Elementary School,"PK, KG-8",Netcong School District,315,35.2%,"$12,749",38.3,2018
886,Gertrude C. Folwell Elementary School,2-4,Mount Holly Township Public School District,304,62.8%,"$12,482",38.1,2018
887,Cold Springs School,"PK, KG-3",Gloucester City Public School District,875,67.2%,"$11,740",38.1,2018
888,Holly Hills Elementary School,"PK, KG-3",Westampton Township Public School District,523,28.7%,"$9,987",37.8,2018
889,George Washington Elementary School,"PK, KG-6",Union City School District,807,95.4%,"$10,431",37.8,2018
890,Paterson Charter School for Science/Technology,K-12,Paterson Charter School for Science and Technology,"1,349",64.9%,"$9,624",37.7,2018
891,Thomas Jefferson Elementary School,K-5,Washington Township School District,527,30.6%,"$10,138",37.7,2018
892,Belleville PS8,"PK, KG-6",Belleville Public School District,442,69.0%,,37.6,2018
893,Allamuchy Township School,3-8,Allamuchy Township School District,274,8.8%,"$12,269",37.6,2018
894,Lincoln Elementary School,"PK, KG-6",Ridgefield Park Public School District,313,45.0%,"$15,052",37.5,2018
895,Good Intent Elementary School,2-6,Deptford Township Public School District,353,44.8%,"$7,883",37.5,2018
896,Walnut Street Elementary School,K-5,Toms River Regional School District,787,50.8%,"$6,860",37.5,2018
897,Jackson Avenue,"PK, KG-4",Hackensack School District,471,78.1%,"$16,021",37.3,2018
898,Lincoln Elementary School,"PK, KG-3",Rockaway Borough School District,230,23.0%,"$8,637",37.3,2018
899,Ridgeway Elementary School,"PK, KG-5",Manchester Township School District,431,36.0%,"$15,367",37.3,2018
900,John F Kennedy Elementary School,"PK, KG-3",Berlin Township School District,295,10.2%,"$14,727",37.1,2018
901,Grant Elementary School,K-6,Ridgefield Park Public School District,192,47.9%,"$12,601",36.8,2018
902,Magnolia,"PK, KG-8",Magnolia School District,419,41.8%,"$15,707",36.8,2018
903,Sixteenth Avenue School,"PK, KG-5",Elmwood Park School District,469,41.6%,"$7,714",36.7,2018
904,J. Garfield Jackson Senior Academy,"PK, KG-5",East Orange School District,240,75.0%,"$11,552",36.7,2018
905,Loring Flemming Elementary School,K-5,Gloucester Township Public Schools,698,42.3%,"$11,389",36.6,2018
906,Greenwood Elementary School,"PK, KG-5",Hamilton Township Public School District,237,84.8%,"$10,973",36.6,2018
907,Philip's Academy Charter School,"PK, KG-8",Phillip's Academy Charter School,373,40.8%,"$10,953",36.5,2018
908,Number 5,"PK, KG-5",Linden Public School District,319,64.6%,"$9,457",36.4,2018
909,Theodore Roosevelt Elementary School,"PK, KG-6",Union City School District,"1,002",92.6%,"$9,355",36.4,2018
910,Pine Grove Manor School,"PK, KG-5",Franklin Township Public School District,345,78.6%,"$12,062",36.4,2018
911,School #11,K-5,Clifton Public School District,447,68.0%,"$12,583",36.4,2018
912,Lindbergh Elementary School,1-6,Palisades Park School District,785,53.2%,"$11,637",36.3,2018
913,Belleville PS4,"PK, KG-6",Belleville Public School District,319,62.1%,,36.2,2018
914,School #15,"PK, KG-5",Clifton Public School District,348,74.1%,"$12,735",36.1,2018
915,Red Bank Primary School,"PK, KG-3",Red Bank Borough Public School District,643,89.0%,"$12,728",36.1,2018
916,Sunnybrae Elementary School,K-5,Hamilton Township Public School District,313,34.8%,"$11,259",36,2018
917,Washington Elementary School,"PK, KG-6",Kearny,559,76.2%,"$9,579",36,2018
918,William L Antheil Elementary School,"PK, KG-5",Ewing Township School District,708,42.7%,"$16,183",36,2018
919,Abraham Lincoln School No. 14,K-8,Elizabeth Public Schools,839,79.6%,"$10,502",35.9,2018
920,Blackwood Elementary School,"PK, KG-5",Gloucester Township Public Schools,592,52.9%,"$11,827",35.8,2018
921,Number 9,"PK, KG-5",Linden Public School District,344,34.3%,"$9,767",35.4,2018
922,Somerdale Park School,"PK, KG-8",Somerdale School District,483,34.6%,"$12,807",35.3,2018
923,Bellmawr Park Elementary School,"PK, KG-4",Bellmawr Public School District,477,52.4%,"$12,420",35.2,2018
924,The Queen City Academy Charter School,K-12,The Queen City Academy Charter School District,324,67.0%,"$9,791",35.1,2018
925,Herbert N. Richardson 21st Century School,K-4,Perth Amboy Public School District,779,96.0%,"$20,241",35,2018
926,Folsom Elementary School,"PK, KG-8",Folsom Borough School District,399,29.8%,"$12,563",35,2018
927,Clara B. Worth Elementary School,"PK, KG-4",Berkeley Township School District,557,23.5%,"$12,146",34.9,2018
928,Winslow Township Elementary School One,"PK, KG-3",Winslow Township School District,348,32.8%,"$10,063",34.9,2018
929,Community Charter School of Paterson,K-8,Community Charter School of Paterson,909,89.5%,"$10,771",34.8,2018
930,Lanes Mill Elementary School,K-5,Brick Township Public School District,559,37.7%,"$7,474",34.8,2018
931,Bells Elementary School,K-5,Washington Township School District,429,17.0%,"$10,606",34.7,2018
932,Alpha Borough School,"PK, KG-8",Alpha Borough School District,208,36.5%,"$12,813",34.6,2018
933,Eagleswood Elementary School,"PK, KG-6",Eagleswood Township School District,142,37.3%,"$16,244",34.5,2018
934,Seth Boyden Elementary Demonstration School,K-5,South Orange-Maplewood School District,545,43.3%,"$6,478",34.5,2018
935,Central Park Elementary School,2-3,Pennsville School District,265,37.0%,"$14,263",34.2,2018
936,Madison Elementary School,"PK, KG-6",Rahway Public School District,349,37.0%,"$13,840",34.2,2018
937,Winfield Township,"PK, KG-8",Winfield Township,136,22.8%,"$15,980",34.1,2018
938,Main Road School,3-4,Township of Franklin School District,417,35.0%,"$6,702",34.1,2018
939,Public School Number Two,K-6,West New York School District,744,79.4%,"$9,439",34.1,2018
940,School #5,K-5,Clifton Public School District,392,41.3%,"$12,695",34.1,2018
941,Ryerson Elementary School,K-5,Wayne Township Public School District,284,44.4%,"$16,459",33.9,2018
942,Garfield Elementary School,"PK, KG-6",Kearny,525,57.1%,"$7,609",33.9,2018
943,Warren G. Harding Elementary School,"PK, KG-6",Kenilworth School District,700,22.0%,"$9,535",33.7,2018
944,Keyport Central School,"PK, KG-8",Keyport School District,685,54.0%,"$10,296",33.7,2018
945,Katharine D Malone Elementary School,K-5,Rockaway Township School District,250,5.2%,"$19,911",33.7,2018
946,Roland Rogers Elementary School,"PK, KG-6",Galloway Township Public School District,526,54.4%,"$12,794",33.6,2018
947,Horace Mann Community School,"PK, KG-8",Bayonne School District,573,46.6%,"$11,126",33.4,2018
948,Mt Vernon Place School,"PK, KG-8",Newark Public School District,759,86.8%,"$9,356",33.2,2018
949,Lincoln Elementary School,2-3,Harrison Public Schools,669,76.8%,"$16,899",33.2,2018
950,Paterson Arts and Science Charter School,K-12,Paterson Arts and Science Charter School,694,80.3%,"$9,134",33.1,2018
951,Number 4,"PK, KG-5",Linden Public School District,406,71.2%,"$7,691",33,2018
952,Parkview Elementary School,"PK, KG-6",Westville Boro Public School District,362,60.5%,"$10,935",32.6,2018
953,Ethel M Burke Elementary School,K-4,Bellmawr Public School District,275,42.5%,"$12,426",32.6,2018
954,Edward J. Patten Elementary School,K-4,Perth Amboy Public School District,963,89.6%,"$15,922",32.6,2018
955,Harmony Township School,"PK, KG-8",Harmony Township School District,253,10.3%,"$16,374",32.5,2018
956,Summerfiled Elementary School,"PK, KG-5",Neptune Township School District,477,41.1%,"$11,148",32.4,2018
957,Lillian M. Dunfee Elementary,PK,Barnegat Township School District,387,54.0%,"$4,804",32.4,2018
958,Delran Intermediate School,3-5,Delran Township School District,682,26.8%,"$10,792",32.3,2018
959,Lower Alloways Creek Elementary School,"PK, KG-8",The Lower Alloways Creek School District,163,25.2%,"$15,051",32.3,2018
960,Roseville Community Charter School,K-4,Roseville Community Charter School,325,96.6%,,32.3,2018
961,M. Joan Pearson Elementary School,K-5,Delanco Township School District,271,41.7%,"$6,205",32.3,2018
962,Red Bank Charter School,"PK, KG-8",Red Bank Charter School,199,43.2%,"$12,107",32.2,2018
963,George J. Mitchell Elementary School,K-2,Little Egg Harbor Township School District,591,44.5%,"$17,733",32.2,2018
964,East Dover Elementary School,K-5,Toms River Regional School District,660,33.2%,"$7,109",32.2,2018
965,Frog Pond Elementary School,3-6,Little Egg Harbor Township School District,703,54.5%,"$13,004",32.1,2018
966,Anthony V. Ceres Elementary School,K-4,Perth Amboy Public School District,694,94.2%,"$18,904",31.9,2018
967,Port Reading Avenue Elementary School,K-5,Woodbridge Township School District,430,38.6%,"$4,841",31.8,2018
968,Emma Havens Young Elementary School,K-5,Brick Township Public School District,754,42.3%,"$6,611",31.8,2018
969,Joseph H. Brensinger School,"PK, KG-8",Jersey City Public Schools,"1,246",81.7%,"$9,638",31.7,2018
970,Fairmount,"PK, KG-4",Hackensack School District,594,59.1%,"$15,858",31.6,2018
971,Madison Monroe School No. 16,"PK, KG-8",Elizabeth Public Schools,704,77.0%,"$9,480",31.5,2018
972,Smithville Elementary School,"PK, KG-6",Galloway Township Public School District,692,45.7%,"$10,933",31.4,2018
973,Albio Sires Elementary School,K-6,West New York School District,746,84.7%,"$11,238",31.4,2018
974,Joseph T. Donahue Elementary School,3-4,Barnegat Township School District,220,32.3%,"$8,441",31.3,2018
975,Dr. William Mennies Elementary School,K-5,Vineland Public School District,607,60.0%,"$13,748",31,2018
976,Dane Barse Elementary School,K-5,Vineland Public School District,340,64.1%,"$17,767",31,2018
977,Freehold Learning Center,"PK, KG-3",Freehold Borough School District,569,84.2%,"$13,404",30.7,2018
978,Benjamin Banneker Academy,"PK, KG-7",East Orange School District,482,63.3%,"$10,883",30.7,2018
979,Clara Barton Elementary,K-2,Bordentown Regional School District,235,1.3%,"$9,856",30.6,2018
980,Ocean Township Elementary School,"PK, KG-4",Township of Ocean School District,418,32.3%,"$9,638",30.3,2018
981,Nathan Hale Elementary School,"PK, KG-5",Carteret Public School District,487,81.5%,"$5,184",30.2,2018
982,Thomas Richards Early Childhood Center,PK-K,Waterford Township School District,276,25.4%,"$8,980",30.1,2018
983,James J. Flynn Elementary School,K-4,Perth Amboy Public School District,812,84.2%,"$17,149",30,2018
984,Dr. John Grieco Elementary School,1-2,Englewood Public School District,605,71.6%,"$10,768",29.9,2018
985,William Shemin Midtown Community School #8,"PK, KG-8",Bayonne School District,"1,179",72.2%,"$8,530",29.8,2018
986,George L. Hess Educational Complex,2-5,Hamilton Township School District,"1,374",47.5%,"$9,563",29.7,2018
987,Francis Lore Elementary School,"PK, KG-5",Ewing Township School District,580,39.5%,"$11,727",29.7,2018
988,Shelia Y. Oliver Academy,"PK, KG-7",East Orange School District,319,59.2%,"$12,075",29.6,2018
989,Woodrow Wilson School No. 19,"PK, KG-8",Elizabeth Public Schools,635,83.1%,"$9,319",29.5,2018
990,Hopewell Crest,"PK, KG-8",Hopewell Township School District,479,37.2%,"$10,794",29.5,2018
991,Haledon Public School,"PK, KG-8",Haledon Public School District,"1,031",60.5%,"$12,560",29.5,2018
992,Weston Elementary School,"PK, KG-2",Manville School District,481,48.2%,"$10,225",28.8,2018
993,Clayton J. Davenport Elementary School,K-3,Egg Harbor Township School District,772,65.8%,"$16,276",28.8,2018
994,Philip G. Vroom Community School,"PK, KG-8",Bayonne School District,449,65.5%,"$12,231",28.8,2018
995,George B. Fine Elementary School,"PK, KG-3",Pennsauken Township Board of Education School District,286,67.8%,"$12,099",28.8,2018
996,Charles Street School,"PK, KG-5",Palmyra Public School District,480,41.3%,"$6,259",28.7,2018
997,Johnnie L. Cochran Junior Academy,K-5,East Orange School District,201,62.7%,"$13,977",28.6,2018
998,Robert Menendez Elementary School,K-6,West New York School District,608,83.1%,"$10,735",28.5,2018
999,Belleville PS3,K-6,Belleville Public School District,344,60.5%,,28.5,2018
1000,Beverly City School District,"PK, KG-8",Beverly City School District,292,51.7%,"$14,330",28.4,2018
1001,Compass Academy Charter School,"PK, KG-5",Compass Academy Charter School,209,59.3%,"$7,859",28.4,2018
1002,Roberto Clemente,K-5,Paterson Public School District,329,94.2%,"$7,990",28.3,2018
1003,Belleville PS5,K-6,Belleville Public School District,351,57.5%,,28.2,2018
1004,John F. Kennedy Elementary School,"PK, KG-5",Jamesburg Public School District,493,60.4%,"$12,212",28.2,2018
1005,Deerfield Township Elementary School,"PK, KG-8",Deerfield Township School District,326,54.3%,"$13,921",28.1,2018
1006,Thomas Sharp Elementary School,"PK, KG-5",Collingswood Public School District,195,55.4%,"$12,962",28.1,2018
1007,Robert N. Wilentz Elementary School,K-4,Perth Amboy Public School District,845,90.4%,"$16,775",28,2018
1008,Wedgwood Elementary School,K-5,Washington Township School District,460,27.4%,"$11,304",27.9,2018
1009,James F. Murray School,"PK, KG-8",Jersey City Public Schools,844,73.3%,"$10,598",27.9,2018
1010,Harrison Elementary School,1-4,Roselle Public School District,323,82.7%,"$15,698",27.7,2018
1011,Elmora School No. 12,"PK, KG-8",Elizabeth Public Schools,671,78.2%,"$9,954",27.6,2018
1012,Abington Avenue School,"PK, KG-8",Newark Public School District,983,94.1%,"$8,498",27.6,2018
1013,Crest Memorial School,"PK, KG-8",Wildwood Crest Borough School District,281,33.5%,"$22,617",27.6,2018
1014,G.H. Carson Elementary School,"PK, KG-3",Pennsauken Township Board of Education School District,306,63.4%,"$9,874",27.5,2018
1015,Park Avenue Elementary School,3-5,Freehold Borough School District,622,81.8%,"$12,564",27.5,2018
1016,Hurden Looker School,2-6,Hillside Public School District,485,63.7%,"$6,063",27.5,2018
1017,Number 2,"PK, KG-5",Linden Public School District,645,64.5%,"$9,950",27.5,2018
1018,Hope Academy Charter School,K-8,Hope Academy Charter School,219,92.7%,"$7,849",27.4,2018
1019,Paul Robeson Community School for the Arts,"PK, KG-8",New Brunswick School District,580,54.1%,"$9,460",27.4,2018
1020,East End School,"PK, KG-4",North Plainfield School District,441,69.8%,"$10,925",27.4,2018
1021,Tuckerton Elementary School,"PK, KG-6",Tuckerton Borough School District,278,31.3%,"$13,791",27.4,2018
1022,East Newark Elementary School,"PK, KG-5",East Newark School District,33,66.7%,"$10,532",27.3,2018
1023,School #17,"PK, KG-5",Clifton Public School District,558,77.1%,"$12,646",27.3,2018
1024,Thomas A Edison Elementary School,"PK, KG-6",Union City School District,"1,069",95.9%,"$10,005",27.3,2018
1025,Parkway Elementary School,"PK, KG-5",Ewing Township School District,424,57.8%,"$16,070",27.1,2018
1026,Henry E. Harris Community School,"PK, KG-8",Bayonne School District,683,51.0%,"$10,495",27,2018
1027,Heywood Avenue Elementary School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,364,60.2%,"$11,274",26.8,2018
1028,Number 1,"PK, KG-5",Linden Public School District,460,61.3%,"$9,841",26.8,2018
1029,Mahatma K. Gandhi School,"PK, KG-8",Jersey City Public Schools,"1,502",68.0%,"$10,107",26.8,2018
1030,Roebling Elementary School,"PK, KG-3",Florence Township School District,444,21.8%,"$6,070",26.8,2018
1031,Robert Waters Elementary School,"PK, KG-6",Union City School District,"1,137",95.3%,"$9,833",26.7,2018
1032,Evergreen Avenue Elementary School,"PK, KG-5",Woodbury City Public School District,359,76.0%,"$15,161",26.7,2018
1033,Alice Costello Elementary School,"PK, KG-8",Brooklawn Public School District,302,57.6%,"$12,492",26.6,2018
1034,Tulsa Trail Elementary School,2-3,Hopatcong Borough School District,255,28.2%,"$9,796",26.5,2018
1035,Kisthardt Elementary School,"PK, KG-5",Hamilton Township Public School District,214,59.3%,"$11,468",26.5,2018
1036,Eastampton Township Community School,"PK, KG-8",Eastampton Township School District,564,24.3%,"$12,289",26.5,2018
1037,School 5,K-5,Paterson Public School District,690,85.5%,"$10,638",26.4,2018
1038,John H. Glenn School,"PK, KG-5",Pine Hill School District,479,57.6%,"$7,947",26.4,2018
1039,Roosevelt Elementary School,"PK, KG-6",Rahway Public School District,608,48.5%,"$14,584",26.3,2018
1040,School #4,"PK, KG-5",Clifton Public School District,174,69.0%,"$12,498",26.1,2018
1041,Forest Street Community Elementary School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,382,70.2%,"$9,797",25.8,2018
1042,Chelsea Heights School,"PK, KG-8",Atlantic City School District,367,93.5%,"$13,190",25.6,2018
1043,South River Elementary School,2-5,South River Public School District,538,45.7%,"$9,291",25.6,2018
1044,Wilbur Watts Intermediate School,3-6,Burlington City Public School District,428,66.6%,"$14,246",25.4,2018
1045,Maude M. Wilkins Elementary School,2-4,Maple Shade School District,406,48.0%,"$8,864",25.1,2018
1046,Pine Beach Elementary School,K-5,Toms River Regional School District,451,31.7%,"$6,491",25.1,2018
1047,Brighton Avenue School,"PK, KG-5",Atlantic City School District,346,95.1%,"$14,549",25.1,2018
1048,iPrep Academy School No 8,K-8,Elizabeth Public Schools,429,82.1%,"$9,452",24.9,2018
1049,H & M Potter School,"PK, KG-4",Berkeley Township School District,544,42.8%,"$12,702",24.6,2018
1050,Franklin Elementary School,"PK, KG-6",Rahway Public School District,647,63.8%,"$11,340",24.5,2018
1051,Wilson Avenue School,K-8,Newark Public School District,"1,156",80.3%,"$8,387",24.4,2018
1052,Ventnor Elementary School,"PK, KG-4",Ventnor City School District,378,64.0%,"$6,322",24.4,2018
1053,Hamburg School,"PK, KG-8",Hamburg School District,238,19.7%,"$18,654",24.1,2018
1054,Hillcrest School,"PK, KG-5",Franklin Township Public School District,411,52.1%,"$9,753",24.1,2018
1055,Ridge Street School,K-8,Newark Public School District,682,84.3%,"$10,099",24,2018
1056,Sovereign Avenue School,"PK, KG-8",Atlantic City School District,736,96.9%,"$13,431",24,2018
1057,Dawes Avenue Elementary School,"PK, KG-3",Somers Point School District,338,69.5%,"$14,096",23.9,2018
1058,East Orange Community Charter School,K-4,East Orange Community Charter School,491,76.6%,"$7,509",23.9,2018
1059,Mildred Magowan Elementary School,"PK, KG-4",Edgewater Park Township School District,529,49.9%,"$11,624",23.9,2018
1060,Woodrow Wilson,"PK, KG-8",Neptune City School District,290,59.7%,"$16,187",23.8,2018
1061,Burch Charter School of Excellence,K-5,Burch Charter School of Excellence,355,92.1%,"$8,329",23.8,2018
1062,Lafayette Estates Elementary School,K-5,Woodbridge Township School District,475,40.2%,"$3,842",23.3,2018
1063,Dionne Warwick Institute,"PK, KG-5",East Orange School District,475,68.2%,"$10,897",23.3,2018
1064,Woodbine Elementary School,"PK, KG-8",Woodbine School District,218,100.0%,"$15,342",23.1,2018
1065,Franklin Elementary School,K-4,Roxbury Township School District,320,25.0%,"$13,694",23,2018
1066,Maud Abrams School,3-4,Lower Township Elementary School District,436,56.9%,"$12,149",23,2018
1067,Number Three School,"PK, KG-4",Fairview Public School District,546,70.3%,"$8,298",23,2018
1068,Abraham Lincoln School #6,"PK, KG-5",Garfield Public School District,421,80.0%,"$12,925",22.9,2018
1069,Watsessing Elementary School,K-6,Bloomfield Township School District,323,56.0%,"$9,551",22.9,2018
1070,Public School Number Five,K-6,West New York School District,749,89.2%,"$9,084",22.9,2018
1071,Nicholas S. Lacorte-Peterstown School No. 3,K-8,Elizabeth Public Schools,746,85.9%,"$10,474",22.9,2018
1072,Shady Lane Elementary School,2-6,Deptford Township Public School District,419,54.7%,"$7,987",22.9,2018
1073,Great Oaks Legacy Charter School,"PK, KG-12",Great Oaks Legacy Charter School,"1,445",84.6%,"$13,707",22.9,2018
1074,Joseph Battin School No 4,K-8,Elizabeth Public Schools,853,86.4%,"$10,619",22.8,2018
1075,Lawnside School,"PK, KG-8",Lawnside School Distric,264,98.1%,"$13,798",22.7,2018
1076,Ecole Toussaint Louverture,"PK, KG-5",East Orange School District,274,64.6%,"$12,074",22.4,2018
1077,Field Street School,1-3,Penns Grove-Carneys Point Regional School District,498,80.3%,"$10,390",22.4,2018
1078,West End School,"PK, KG-4",North Plainfield School District,509,62.1%,"$10,488",22.4,2018
1079,Leeds Avenue Elementary School,"PK, KG-5",Pleasantville Public School District,602,81.9%,"$14,104",22.3,2018
1080,Samuel T. Busansky School,3-5,Pemberton Township School District,330,42.7%,"$18,370",22.3,2018
1081,Mount Pleasant Elementary School,K-5,Millville School District,241,55.2%,"$10,496",22.2,2018
1082,Passaic Arts and Science Charter School,K-12,Passaic Arts and Science Charter School,"1,275",79.1%,"$9,416",22.1,2018
1083,Charles J. Riley School 9,"PK, KG-8",Paterson Public School District,819,81.4%,"$10,479",22,2018
1084,Lincoln Elementary School,"PK, KG-8",North Bergen School District,"1,429",62.4%,"$7,656",22,2018
1085,School 24,"PK, KG-8",Paterson Public School District,829,86.7%,"$7,719",21.8,2018
1086,Bradley Beach Elementary School,"PK, KG-8",Bradley Beach School District,317,68.8%,"$15,320",21.8,2018
1087,Belleville PS7,"PK, KG-6",Belleville Public School District,381,54.1%,,21.7,2018
1088,Public School Number One,K-6,West New York School District,838,83.9%,"$9,104",21.6,2018
1089,Jersey City Community Charter School,K-8,Jersey City Community Charter School,588,77.7%,"$5,983",21.4,2018
1090,Parsons,"PK, KG-4",North Brunswick Township School District,746,54.7%,"$8,618",21.2,2018
1091,School No. 5,K-8,Passaic City School District,436,98.6%,"$12,553",21.1,2018
1092,Gibbsboro Elementary School,"PK, KG-8",Gibbsboro Elementary School District,262,14.1%,"$13,548",21,2018
1093,School 27,"PK, KG-5",Paterson Public School District,843,75.2%,"$8,335",20.9,2018
1094,Franklin Elementary School,1-8,North Bergen School District,615,50.9%,"$5,450",20.7,2018
1095,Gregory Elementary School,K-5,LONG BRANCH PUBLIC SCHOOL District,551,86.0%,"$11,224",20.7,2018
1096,Rieck Avenue Elementary School,K-5,Millville School District,475,65.3%,"$11,375",20.5,2018
1097,Columbus Elementary School,"PK, KG-5",Carteret Public School District,723,72.2%,"$3,895",20.4,2018
1098,Grover Cleveland Elementary School,"PK, KG-6",Rahway Public School District,559,63.1%,"$12,500",20.4,2018
1099,Phillipsburg Elementary School,3-5,Phillipsburg School District,660,74.7%,"$15,299",20.3,2018
1100,Emerson Community School,K-5,Plainfield Public School District,471,80.7%,"$9,801",20.1,2018
1101,Matthew Jago Elementary School,"PK, KG-5",Woodbridge Township School District,400,33.5%,"$6,230",20.1,2018
1102,Mckinley Community School,"PK, KG-8",New Brunswick School District,697,52.9%,"$12,963",20,2018
1103,West End Memorial Elementary School,"PK, KG-5",Woodbury City Public School District,374,58.0%,"$11,934",20,2018
1104,Principle Academy Charter School,K-6,Principle Academy Charter School,377,100.0%,,20,2018
1105,Christopher Columbus School No. 15,K-8,Elizabeth Public Schools,649,85.7%,"$9,543",19.8,2018
1106,Woodlynne Boro Public School,"PK, KG-8",Woodlynne School District,367,88.3%,"$13,716",19.7,2018
1107,Stow Creek Township School,"PK, KG-8",Stow Creek Township School District,110,27.3%,"$13,343",19.7,2018
1108,Mario Drago School No. 3,"PK, KG-8",Passaic City School District,787,97.1%,"$10,486",19.7,2018
1109,Washington Elementary School,1-4,Roselle Public School District,310,75.5%,"$14,333",19.6,2018
1110,Julia A. Barnes School,"PK, KG-8",Jersey City Public Schools,391,71.6%,"$13,400",19.5,2018
1111,Herma S. Simmons Elementary School,"PK, KG-5",Clayton Public School District,667,44.2%,"$9,240",19.3,2018
1112,Cicely L. Tyson Community Elementary School,"PK, KG-5",East Orange School District,509,71.7%,"$10,050",18.8,2018
1113,Whitney E. Houston Academy,"PK, KG-8",East Orange School District,365,64.7%,"$15,694",18.8,2018
1114,Joseph S. Stackhouse School,K-2,Pemberton Township School District,286,44.4%,"$21,340",18.8,2018
1115,John F Kennedy Elementary School,1-8,North Bergen School District,539,64.6%,"$6,067",18.7,2018
1116,Thomas Jefferson School No. 1,K-8,Passaic City School District,674,99.3%,"$11,482",18.7,2018
1117,Waretown Elementary School,"PK, KG-2",Ocean Township School District,298,36.2%,"$11,819",18.6,2018
1118,New Horizons Community Charter School,K-8,New Horizons Community Charter School,595,95.0%,"$12,066",18.3,2018
1119,Robert Morris School No. 18,"PK, KG-8",Elizabeth Public Schools,581,80.9%,"$9,936",17.8,2018
1120,Benjamin Franklin Elementary School,"PK, KG-3",Pennsauken Township Board of Education School District,391,59.1%,"$9,951",17.7,2018
1121,School 29,K-4,Paterson Public School District,325,83.4%,"$8,131",17.5,2018
1122,Delair Elementary School,K-3,Pennsauken Township Board of Education School District,362,66.0%,"$8,537",17.4,2018
1123,George L Catrambone,K-5,LONG BRANCH PUBLIC SCHOOL District,857,93.7%,"$9,600",17.4,2018
1124,Park Avenue Elementary School,"PK, KG-8",ORANGE BOARD OF EDUCATION School District,455,72.1%,"$11,933",17.4,2018
1125,Gables Elementary School,"PK, KG-5",Neptune Township School District,273,52.0%,"$12,304",17.3,2018
1126,Lindeneau Elementary School,K-5,Edison Township School District,478,50.0%,"$6,230",17.3,2018
1127,Winslow Township Elementary School Three,"PK, KG-3",Winslow Township School District,474,36.9%,"$9,166",17.2,2018
1128,Sussex Avenue School,"PK, KG-8",Newark Public School District,473,90.9%,"$9,703",17,2018
1129,Clara Parker Elementary School,K-5,Trenton Public School District,473,89.4%,"$9,719",16.9,2018
1130,Millville Public Charter School,K-8,Millville Public Charter School,302,59.3%,"$8,381",16.8,2018
1131,Langston Hughes Elementary School,"PK, KG-5",East Orange School District,570,62.3%,"$10,669",16.8,2018
1132,South Main Street Elementary School,"PK, KG-5",Pleasantville Public School District,489,88.8%,"$15,724",16.7,2018
1133,Frederic W. Cook Elementary School,K-5,Plainfield Public School District,203,60.1%,"$11,721",16.6,2018
