rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
1134,Dr. Antonia Pantoja School No. 27,"PK, KG-8",Elizabeth Public Schools,"1,006",78.7%,"$8,896",16.5,2018
1135,Hawthorne Park Elementary School,K-4,Willingboro Public School District,393,65.9%,"$11,283",16.4,2018
1136,Ivy Hill Elementary School,"PK, KG-8",Newark Public School District,546,79.1%,"$11,199",16.4,2018
1137,Solve D'Ippolito Elementary School,K-5,Vineland Public School District,634,59.6%,"$13,621",16.4,2018
1138,Roosevelt Elementary School,K-5,New Brunswick School District,772,56.1%,"$10,736",16.3,2018
1139,Elliott Street Elementary School,"PK, KG-8",Newark Public School District,745,89.8%,"$8,669",16.1,2018
1140,George E. Wilson Elementary School,"PK, KG-5",Hamilton Township Public School District,439,73.1%,"$8,375",16.1,2018
1141,Berkeley Elementary School,K-6,Bloomfield Township School District,459,63.4%,"$7,007",16,2018
1142,Dr. Charles P. DeFuccio School,"PK, KG-8",Jersey City Public Schools,420,75.0%,"$16,245",15.9,2018
1143,Florence Avenue Elementary School,K-5,Irvington Public School District,640,88.4%,"$7,690",15.6,2018
1144,Maurice River Township School,"PK, KG-8",Maurice River Township School District,396,41.7%,"$11,252",15.5,2018
1145,A A Anastasia Elementary School,K-5,LONG BRANCH PUBLIC SCHOOL District,567,87.1%,"$13,372",15.4,2018
1146,Rosa Parks Community School,3-7,ORANGE BOARD OF EDUCATION School District,980,82.6%,"$8,884",15.4,2018
1147,Aline Bingham Elementary School,K-3,Runnemede Public School District,180,33.3%,"$15,372",15.3,2018
1148,Elizabeth Avenue School,"PK, KG-5",Franklin Township Public School District,544,64.5%,"$11,092",15,2018
1149,Cleveland Street Elementary School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,292,73.3%,"$11,904",14.9,2018
1150,Downe Township Elementary School,"PK, KG-8",Downe Township School District,179,44.7%,"$15,041",14.9,2018
1151,Dr. Charles C. Polk School,1-4,Roselle Public School District,311,81.0%,"$15,407",14.8,2018
1152,Mabel G. Homes School No. 5,"PK, KG-8",Elizabeth Public Schools,913,84.1%,"$8,660",14.8,2018
1153,Hugh J. Boyd Junior Elementary School,"PK, KG-6",Seaside Heights School District,233,73.8%,"$16,802",14.7,2018
1154,Lalor Elementary School,"PK, KG-5",Hamilton Township Public School District,240,72.5%,"$10,859",14.7,2018
1155,Sonia Sotomayor School No 25,K-8,Elizabeth Public Schools,666,89.3%,"$11,125",14.5,2018
1156,Dr. Maya Angelou Elementary School,"PK, KG-5",Jersey City Public Schools,809,73.8%,"$9,010",14.5,2018
1157,North Main Street Elementary School,"PK, KG-5",Pleasantville Public School District,386,89.9%,"$19,102",14.4,2018
1158,Newark Educators Community Charter School,"PK, KG-4",Newark Educators Community Charter School,291,92.1%,,14.4,2018
1159,Marie Durand Elementary School,K-5,Vineland Public School District,506,60.3%,"$13,686",14.3,2018
1160,Benjamin Franklin Elementary School,"PK, KG-7",Newark Public School District,504,81.7%,"$12,556",14.2,2018
1161,Camden Street Elementary School,"PK, KG-8",Newark Public School District,632,92.1%,"$13,034",14.2,2018
1162,Oak Street Elementary School,2-5,Lakewood Township School District,928,89.8%,"$15,288",14.2,2018
1163,Edward T. Bowser Senior School of Excellence,"PK, KG-5",East Orange School District,609,62.2%,"$13,332",14.2,2018
1164,Marion P. Thomas Charter School,"PK, KG-12",Marion P. Thomas Charter School,"1,372",88.3%,"$8,798",14,2018
1165,Alexander D. Sullivan School,"PK, KG-5",Jersey City Public Schools,719,77.2%,"$11,486",14,2018
1166,Gordon Parks Academy,"PK, KG-2",East Orange School District,309,62.8%,"$14,219",14,2018
1167,Ross Street Elementary School,K-5,Woodbridge Township School District,420,51.2%,"$4,527",13.8,2018
1168,Roberto Clemente Elementary School,"PK, KG-7",Newark Public School District,547,89.6%,"$10,558",13.8,2018
1169,Leap Academy University Charter School,K-12,LEAP Academy University Charter School,"1,540",76.9%,"$10,261",13.5,2018
1170,President Barack Obama Elementary School,"PK, KG-8",Jersey City Public Schools,452,78.1%,"$15,299",13.4,2018
1171,Dewitt D. Barlow Elementary School,K-5,Plainfield Public School District,402,90.3%,"$10,430",13.3,2018
1172,KIPP: Cooper Norcross A New Jersey Nonprofit Corporation,K-10,KIPP: Cooper Norcross A New Jersey Nonprofit Corporation,"1,120",97.6%,"$12,672",13.1,2018
1173,Texas Avenue School,K-8,Atlantic City School District,560,99.5%,"$12,119",13.1,2018
1174,Harriet Tubman Elementary School,"PK, KG-8",Newark Public School District,390,79.7%,"$9,921",13,2018
1175,Dorthy L. Bullock School,1-3,Glassboro School District,462,54.3%,,12.9,2018
1176,Joseph C. Caruso School,K-5,Keansburg School District,564,47.5%,"$11,138",12.6,2018
1177,Oakwood Avenue Community School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,234,72.6%,"$10,552",12.5,2018
1178,Chatsworth Elementary School,"PK, KG-8",Woodland Township School District,128,21.1%,"$15,535",12.4,2018
1179,Atlantic Community Charter School,K-8,Atlantic Community Charter School,384,90.4%,"$10,242",12.4,2018
1180,Gladys Nunery School,"PK, KG-5",Jersey City Public Schools,384,64.6%,"$11,509",12,2018
1181,Riverside Elementary School,"PK, KG-5",Riverside Township School District,705,60.9%,"$11,560",11.9,2018
1182,Ella G Clarke Elementary School,2-5,Lakewood Township School District,405,93.6%,"$16,600",11.6,2018
1183,John Marshal School No. 20,K-8,Elizabeth Public Schools,395,90.9%,"$12,585",11.5,2018
1184,Loudenslager Elementary School,3-6,Paulsboro School District,291,88.7%,"$7,818",11.5,2018
1185,Rev. Dr. Ercel F. Webb School,"PK, KG-5",Jersey City Public Schools,749,78.9%,"$10,815",11.3,2018
1186,Speedway Avenue School,K-8,Newark Public School District,685,92.1%,"$8,301",11.3,2018
1187,University Heights Charter School,"PK, KG-8",University Heights Charter School,882,76.1%,"$9,462",11.1,2018
1188,School 18,1-8,Paterson Public School District,998,78.8%,"$6,561",11.1,2018
1189,Clinton Elementary School,"PK, KG-5",Plainfield Public School District,391,86.2%,"$10,979",11,2018
1190,Gloria M Sabater Elementary School,K-5,Vineland Public School District,757,83.1%,"$12,874",10.9,2018
1191,Hawkins Street School,K-8,Newark Public School District,715,94.5%,"$9,204",10.9,2018
1192,Juan Pablo Duarte - Jose Julian Marti School No 28,"PK, KG-8",Elizabeth Public Schools,984,89.2%,"$9,410",10.8,2018
1193,Theodore Roosevelt School No. 10,"PK, KG-8",Passaic City School District,865,98.6%,"$10,200",10.8,2018
1194,Lord Stirling Elementary School,"PK, KG-5",New Brunswick School District,623,60.5%,"$11,427",10.6,2018
1195,School 25,"PK, KG-8",Paterson Public School District,554,85.2%,"$8,314",10.5,2018
1196,Evergreen Elementary School,K-5,Plainfield Public School District,550,90.7%,"$9,188",10.4,2018
1197,Winfield Scott School No. 2,"PK, KG-8",Elizabeth Public Schools,695,85.2%,"$9,616",10.3,2018
1198,Avon Avenue School,"PK, KG-8",Newark Public School District,494,85.0%,"$12,937",10.3,2018
1199,McKinley Elementary School,"PK, KG-8",Newark Public School District,860,91.5%,"$9,994",10.2,2018
1200,W. R. James Senior Elementary School,K-4,Willingboro Public School District,349,67.6%,"$12,232",10.1,2018
1201,Cedarbrook Elementary School,K-8,Plainfield Public School District,659,73.3%,"$9,658",10.1,2018
1202,Prospect Park School No. 1,"PK, KG-8",Prospect Park Public School District,942,67.8%,"$11,282",10.1,2018
1203,Peshine Avenue School,"PK, KG-8",Newark Public School District,731,89.9%,"$11,004",10.1,2018
1204,Clifton Ave Grade School,2-5,Lakewood Township School District,627,88.8%,"$14,783",10.1,2018
1205,Mildred Barry Garvin Elementary,3-5,East Orange School District,374,75.1%,"$12,399",10,2018
1206,School 2,K-8,Paterson Public School District,550,91.6%,"$11,646",10,2018
1207,Livingston Elementary School,K-5,New Brunswick School District,470,48.5%,"$11,684",10,2018
1208,Toussaint Louverture-Marquis de Lafayette School No. 6,"PK, KG-8",Elizabeth Public Schools,"1,030",84.1%,"$9,262",9.9,2018
1209,Thurgood Marshall Elementary School,"PK, KG-5",Irvington Public School District,419,90.0%,"$9,596",9.9,2018
1210,Washington Community School,"PK, KG-5",Plainfield Public School District,588,90.1%,"$10,327",9.9,2018
1211,Lafayette Elementary School,1-2,Bound Brook School District,282,51.1%,"$10,471",9.8,2018
1212,Mott Elementary School,K-5,Trenton Public School District,385,92.5%,"$10,180",9.8,2018
1213,A Chester Redshaw School,"PK, KG-5",New Brunswick School District,"1,034",48.5%,"$8,353",9.8,2018
1214,South Street Elementary School,"PK, KG-8",Newark Public School District,714,85.0%,"$10,591",9.6,2018
1215,William B. Cruise Memorial School No. 11,K-8,Passaic City School District,"1,064",99.0%,"$9,572",9.6,2018
1216,Lincoln Avenue Elementary School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,708,74.7%,"$9,475",9.5,2018
1217,Franklin Elementary School,K-5,Trenton Public School District,400,92.0%,"$8,740",9.5,2018
1218,School 26,"PK, KG-8",Paterson Public School District,500,58.4%,"$8,427",9.5,2018
1219,Quitman Street School,"PK, KG-8",Newark Public School District,576,87.8%,"$12,167",9.4,2018
1220,Charles F. Seabrook School,"PK, KG-2",Upper Deerfield Township School District,384,58.6%,"$14,716",9.4,2018
1221,College Achieve Central Charter School,K-12,College Achieve Central Charter School,816,58.5%,"$8,250",9.4,2018
1222,School 3,K-8,Paterson Public School District,403,92.8%,"$8,917",9.3,2018
1223,Freedom Prep Charter School,K-12,Freedom Prep Charter School,905,93.7%,"$11,641",9,2018
1224,Lindenwold School Five,K-4,Lindenwold Public School District,521,78.7%,"$7,851",8.8,2018
1225,Hope Community Charter School,K-7,Hope Community Charter School,206,92.7%,"$9,684",8.7,2018
1226,Dr. Martin Luther King Junior Educational Complex,"PK, KG-8",Paterson Public School District,691,59.8%,"$12,303",8.6,2018
1227,Grove Street Elementary School,"PK, KG-5",Irvington Public School District,500,79.6%,"$9,455",8.5,2018
1228,George Washington Academy School No. 1,"PK, KG-8",Elizabeth Public Schools,634,89.0%,"$7,312",8.5,2018
1229,Etta Gero School No. 9,K-8,Passaic City School District,681,99.4%,"$10,703",8.5,2018
1230,Berkeley Terrace Elementary School,"PK, KG-5",Irvington Public School District,495,82.6%,"$9,122",8.3,2018
1231,Lincoln Elementary School,"PK, KG-8",Newark Public School District,420,74.0%,"$10,024",8.3,2018
1232,Bridgeton Public Charter School,K-4,Bridgeton Public Charter School,113,83.2%,"$7,729",8.2,2018
1233,Madison Avenue,"PK, KG-5",Irvington Public School District,304,80.6%,"$10,223",8.2,2018
1234,Washington Avenue Elementary School,K-5,Pleasantville Public School District,442,96.8%,"$17,263",8.2,2018
1235,Klockner Elementary School,"PK, KG-5",Hamilton Township Public School District,261,53.6%,"$9,492",8.1,2018
1236,Dr. E. Alma Flagg School,K-8,Newark Public School District,499,89.8%,"$9,797",8,2018
1237,Dr Martin Luther King Junior School Complex,"PK, KG-8",Atlantic City School District,599,94.2%,"$13,546",7.9,2018
1238,Holly Heights Elementary School,K-5,Millville School District,512,72.5%,"$10,465",7.9,2018
1239,Columbus Elementary School,K-5,Trenton Public School District,382,85.1%,"$11,353",7.9,2018
1240,Martin Luther King Junior School No. 6,"PK, KG-8",Passaic City School District,"1,136",99.2%,"$10,342",7.8,2018
1241,Indian Ave School,K-8,Bridgeton City School District,645,74.0%,"$12,054",7.8,2018
1242,Jerome Dunn Academy No 9,K-8,Elizabeth Public Schools,853,92.7%,"$9,150",7.8,2018
1243,Chancellor Avenue Elementary School,K-5,Irvington Public School District,474,83.1%,"$8,796",7.7,2018
1244,Daniel F. Ryan Elementary School No. 19,1-8,Passaic City School District,743,99.1%,"$9,378",7.6,2018
1245,Mt. Vernon Avenue Elementary School,"PK, KG-5",Irvington Public School District,524,92.6%,"$7,174",7.5,2018
1246,Chaplain Charles Watters School,"PK, KG-8",Jersey City Public Schools,769,79.1%,"$11,181",7.2,2018
1247,Octavio V. Catto Community Family School,"PK, KG-8",Camden City School District,638,60.0%,"$16,913",7.2,2018
1248,Dr Lena Edwards Academic Charter School,K-8,Dr Lena Edwards Academic Charter School,384,83.3%,"$10,336",7.1,2018
1249,Winslow Township Elementary School Two,"PK, KG-3",Winslow Township School District,353,37.4%,"$9,619",7,2018
1250,Chancellor Avenue School,K-8,Newark Public School District,474,86.9%,"$10,224",7,2018
1251,Stony Brook School,"PK, KG-4",North Plainfield School District,245,77.6%,"$13,043",7,2018
1252,Dr. Henry H. Davis Elementary School,"PK, KG-8",Camden City School District,339,65.2%,"$20,427",7,2018
1253,School 13,K-8,Paterson Public School District,503,66.2%,"$8,300",6.9,2018
1254,International Charter School,K-4,International Charter School of Trenton,89,92.1%,"$12,829",6.9,2018
1255,Luis Mu?oz Marin Elementary School,"PK, KG-8",Newark Public School District,905,89.0%,"$9,330",6.8,2018
1256,Pennsylvania Ave School,"PK, KG-8",Atlantic City School District,559,95.0%,"$14,638",6.7,2018
1257,Wilson Elementary School,K-5,Trenton Public School District,447,93.3%,"$9,392",6.7,2018
1258,Lakehurst Elementary School,"PK, KG-8",Lakehurst School District,335,51.3%,"$16,629",6.6,2018
1259,Silver Run Elementary School,K-5,Millville School District,560,90.7%,"$11,875",6.6,2018
1260,Jefferson Elementary School,"PK, KG-5",Plainfield Public School District,421,89.3%,"$10,400",6.5,2018
1261,Green Grove Elementary School,"PK, KG-5",Neptune Township School District,342,48.5%,"$11,042",6.5,2018
1262,Broad Street School,K-8,Bridgeton City School District,945,70.7%,"$13,961",6.4,2018
1263,Forest Hill School,K-5,Camden City School District,286,70.3%,"$19,601",6.4,2018
1264,South Toms River Elementary School,K-5,Toms River Regional School District,334,66.8%,"$8,351",6.3,2018
1265,Cleveland Avenue School,"PK, KG-8",Newark Public School District,477,84.3%,"$11,554",6.3,2018
1266,Kuser Elementary School,"PK, KG-5",Hamilton Township Public School District,402,68.7%,"$9,545",6.2,2018
1267,Midtown Community Elementary School,K-5,Neptune Township School District,371,78.2%,"$13,354",6.2,2018
1268,Hawthorne Avenue School,"PK, KG-8",Newark Public School District,430,81.2%,"$10,415",6.2,2018
1269,Washington Elementary School,K-5,Trenton Public School District,375,93.1%,"$8,112",6.1,2018
1270,Thirteenth Avenue School,"PK, KG-8",Newark Public School District,675,91.9%,"$10,835",6,2018
1271,South Seventeenth Street School,K-8,Newark Public School District,482,87.1%,"$11,770",5.9,2018
1272,Nicholas Murray Butler Academy School No. 23,K-8,Elizabeth Public Schools,789,83.4%,"$10,486",5.8,2018
1273,Grant Elementary School,"PK, KG-5",Trenton Public School District,503,94.2%,"$12,611",5.7,2018
1274,Benjamin Franklin School No. 13,K-8,Elizabeth Public Schools,450,90.0%,"$11,847",5.6,2018
1275,Commercial Township School,"PK, KG-8",Commercial Township School District,373,56.8%,"$9,500",5.5,2018
1276,Rafael Hernandez School,"PK, KG-8",Newark Public School District,788,95.4%,"$8,503",5.4,2018
1277,Louise A. Spencer Elementary School,"PK, KG-8",Newark Public School District,774,87.7%,"$12,119",5,2018
1278,Lindenwold School Four,K-4,Lindenwold Public School District,720,89.6%,"$8,316",4.9,2018
1279,Robbins Elementary School,K-5,Trenton Public School District,544,92.8%,"$8,534",4.9,2018
1280,Dr. William H. Horton Elementary School,K-8,Newark Public School District,742,87.5%,"$9,470",4.9,2018
1281,School 12,K-8,Paterson Public School District,563,91.3%,"$9,638",4.8,2018
1282,West Avenue School,K-8,Bridgeton City School District,723,67.8%,"$12,057",4.6,2018
1283,Martin Center for the Arts,"PK, KG-8",Jersey City Public Schools,428,82.7%,"$12,741",4.6,2018
1284,Glenwood Avenue Elementary School,"PK, KG-5",Wildwood City School District,489,69.3%,"$16,834",4.3,2018
1285,Cherry Street School,K-8,Bridgeton City School District,580,74.3%,"$11,205",4.2,2018
1286,University Elementary School,"PK, KG-5",Irvington Public School District,500,86.4%,"$9,913",4.2,2018
1287,School 8,K-8,Paterson Public School District,482,85.1%,"$9,233",4.2,2018
1288,Buckshutem Road School,K-8,Bridgeton City School District,604,69.0%,"$10,609",4.1,2018
1289,Yorkship Elementary School,"PK, KG-5",Camden City School District,453,71.5%,"$16,425",4.1,2018
1290,Senator Frank Lautenberg School,K-8,Paterson Public School District,528,80.9%,"$8,560",4.1,2018
1291,George Washington Carver Elementary School,"PK, KG-8",Newark Public School District,455,79.8%,"$10,378",4,2018
1292,Lincoln Elementary School,K-4,New Brunswick School District,576,58.5%,"$10,278",3.9,2018
1293,Whitney M. Young Junior School,"PK, KG-8",Jersey City Public Schools,711,81.7%,"$15,967",3.9,2018
1294,Cooper's Poynt Family School,"PK, KG-8",Camden City School District,446,73.1%,"$18,278",3.8,2018
1295,Quarter Mile Lane School,"PK, KG-8",Bridgeton City School District,733,63.6%,"$10,618",3.7,2018
1296,Salem Middle School,3-8,Salem City School District,381,86.4%,"$9,419",3.4,2018
1297,Edward W. Kilpatrick,"PK, KG-3",Paterson Public School District,345,84.9%,"$9,155",3.3,2018
1298,Ollie Culbreth Junior School,"PK, KG-8",Jersey City Public Schools,427,77.0%,"$15,626",3.3,2018
1299,P.J. Hill Elementary,K-5,Trenton Public School District,815,90.7%,"$10,318",3.3,2018
1300,R. M. Bacon Elementary School,K-5,Millville School District,295,86.1%,"$10,502",3.3,2018
1301,Thurgood Marshall Elementary School,"PK, KG-3",Asbury Park School District,440,47.0%,"$23,480",3.3,2018
1302,School 15,"PK, KG-5",Paterson Public School District,656,85.7%,"$12,108",3.2,2018
1303,School 20,K-8,Paterson Public School District,463,77.1%,"$10,935",3.2,2018
1304,Fairfield Township School,"PK, KG-8",Fairfield Township School District,573,13.3%,"$13,433",3.1,2018
1305,New York Avenue School,"PK, KG-8",Atlantic City School District,605,97.7%,"$13,378",3,2018
1306,Charles H. Stillman Elementary School,K-5,Plainfield Public School District,310,94.2%,"$8,813",3,2018
1307,School 21,"PK, KG-8",Paterson Public School District,756,70.2%,"$8,480",2.9,2018
1308,Mastery Schools of Camden Inc.,K-12,Mastery Schools of Camden Inc.,"2,140",96.0%,"$14,663",2.8,2018
1309,Rev. Dr. Frank Napier Junior School,1-8,Paterson Public School District,469,76.1%,"$10,865",2.7,2018
1310,Henry B. Wilson Family School,K-8,Camden City School District,630,74.0%,"$17,638",2.6,2018
1311,Gregory Elementary School,K-5,Trenton Public School District,538,92.4%,"$9,710",2.5,2018
1312,Veterans Memorial Family School,"PK, KG-8",Camden City School District,457,67.2%,"$16,878",2.5,2018
1313,Uptown School Complex,"PK, KG-8",Atlantic City School District,572,95.6%,"$14,625",2.4,2018
1314,Riletta Twyne Cream Early Childhood Center,"PK, KG-1",Camden City School District,349,79.4%,"$18,623",2.4,2018
1315,Dr. Martin Luther King Junior Elementary School,K-5,Trenton Public School District,745,89.9%,"$9,252",2.3,2018
1316,Belmont Runyon Elementary School,"PK, KG-8",Newark Public School District,526,88.4%,"$13,240",2.2,2018
1317,Thomas H. Dudley Family School,"PK, KG-8",Camden City School District,534,69.7%,"$19,328",2.1,2018
1318,School 10,K-8,Paterson Public School District,617,73.9%,"$8,827",2.1,2018
1319,Bradley Elementary School,"PK, KG-3",Asbury Park School District,427,61.8%,"$18,986",2,2018
1320,Charles L. Spragg School,"PK, KG-3",Egg Harbor City School District,274,77.0%,"$10,681",2,2018
