rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
187,Hillside Elementary School,3-5,Montclair Public School District,489,20.0%,"$12,700",83.4,2020
188,Franklin Township School,"PK, KG-8",Franklin Township School District,253,3.6%,"$14,956",83.3,2020
189,Tuscan Elementary School,K-5,South Orange-Maplewood School District,597,7.0%,"$5,473",83.2,2020
190,South Mountain Elementary School,"PK, KG-5",South Orange-Maplewood School District,612,3.1%,"$5,242",83.1,2020
191,Irene E. Feldkirchner Elementary School,"PK, KG-4",Green Brook Township Public School District,330,6.7%,"$17,389",83.1,2020
192,Allenwood Elementary School,K-5,Wall Township Public School District,402,3.2%,"$10,534",83,2020
193,Manito Elementary School,K-5,Oakland Public School District,276,2.5%,"$14,161",82.9,2020
194,Troy Hills Elementary School,K-5,Parsippany-Troy Hills Township School District,301,18.9%,"$15,561",82.7,2020
195,Riverview Elementary School,K-5,Denville Township K-8 School District,427,1.4%,"$9,403",82.6,2020
196,Harrison Township Elementary School,"PK, KG-3",Harrison Township School District,737,10.9%,"$10,581",82.4,2020
197,Lincoln Elementary School,K-5,Caldwell-West School District,260,8.8%,"$14,951",82.4,2020
198,Albert Payson Terhune Elementary,K-5,Wayne Township Public School District,371,5.4%,"$15,455",82.3,2020
199,Central Elementary School,"PK, KG-5",East Brunswick Township School District,430,18.6%,"$14,235",82.3,2020
200,Constable Elementary School,K-5,South Brunswick School District,470,16.2%,"$11,281",82.2,2020
201,Lebanon Borough School,"PK, KG-6",Lebanon Borough School District,92,5.4%,"$16,745",81.9,2020
202,Anna C. Scott Elementary School,"PK, KG-4",Leonia Public School District,728,11.5%,"$13,425",81.9,2020
203,Orange Avenue School,3-8,Cranford Public School District,722,0.4%,"$7,540",81.9,2020
204,Brooklake School,3-5,Florham Park School District,321,0.9%,"$8,965",81.8,2020
205,Calvin Coolidge Elementary School,K-5,Wyckoff Township Public School District,289,1.0%,"$12,914",81.6,2020
206,Betsy Ross Elementary,K-3,Mahwah Township Public School District,241,3.7%,"$9,947",81.6,2020
207,Wenonah Elementary School,"PK, KG-6",Wenonah Boro School District,165,1.8%,"$14,142",81.5,2020
208,A. Russell Knight Elementary School,K-5,Cherry Hill School District,394,5.6%,"$8,892",81.4,2020
209,St. Cloud Elementary School,K-5,West Orange Public Schools,395,12.4%,"$10,534",81.4,2020
210,Oak View Elementary School,"PK, KG-6",Bloomfield Township School District,337,6.8%,"$8,218",81.2,2020
211,William F. Halloran School No.22,2-8,Elizabeth Public Schools,"1,055",62.4%,"$6,924",81.2,2020
212,Livingston Avenue School,3-5,Cranford Public School District,260,1.2%,"$8,649",81.1,2020
213,Indian Fields Elementary School,"PK, KG-5",South Brunswick School District,598,10.5%,"$12,419",80.9,2020
214,Charles H. Bullock School,K-5,Montclair Public School District,434,13.4%,"$12,790",80.7,2020
215,Old Mill Elementary School,K-5,Wall Township Public School District,357,5.3%,"$10,056",80.6,2020
216,Crescent Elementary School,K-5,Waldwick School District,344,0.9%,"$9,264",80.5,2020
217,South Valley Elementary School,"PK, KG-3",Moorestown Township Public School District,345,9.3%,"$7,108",80.4,2020
218,Colonial Road School,"PK, KG-5",Franklin Lakes School District,238,2.5%,"$16,575",80.4,2020
219,Eastlake Elementary School,"PK, KG-5",Parsippany-Troy Hills Township School District,367,8.2%,"$12,346",80.3,2020
220,Grant Elementary School,K-5,Dumont Public School District,390,8.5%,"$8,269",80.3,2020
221,Central Elementary School,K-5,Wall Township Public School District,495,8.9%,"$8,202",80.3,2020
222,Round Valley,3-5,Clinton Township School District,378,5.0%,"$3,600",80.3,2020
223,Brooks Crossing Elementary School,"PK, KG-5",South Brunswick School District,584,10.1%,"$11,554",80.2,2020
224,Upper Township Elementary School,3-5,Upper Township School District,434,15.9%,"$8,254",80.2,2020
225,Johnson Park School,"PK, KG-5",Princeton Public School District,329,26.1%,"$15,867",79.8,2020
226,Westmoreland Elementary School,"PK, KG-4",Fair Lawn Public School District,379,11.6%,"$4,704",79.8,2020
227,Clyde S. Jennings Elementary School,K-5,Haddon Township School District,99,19.2%,"$12,020",79.8,2020
228,Riverdale School,"PK, KG-8",Riverdale School District,295,20.7%,"$12,574",79.7,2020
229,Hopewell Elementary School,"PK, KG-5",Hopewell Valley Regional School District,400,3.3%,"$11,069",79.6,2020
230,Toll Gate Grammar School,"PK, KG-5",Hopewell Valley Regional School District,306,1.6%,"$12,454",79.6,2020
231,Midland Elementary School,K-4,Paramus Public School District,156,10.3%,"$15,352",79.6,2020
232,Crim Primary School,"PK, KG-4",Bridgewater-Raritan Regional School District,342,6.4%,"$11,542",79.5,2020
233,School No. 2,"PK, KG-4",Fort Lee School District,361,15.2%,"$11,389",79.4,2020
234,Brookdale Elementary School,K-6,Bloomfield Township School District,319,3.8%,"$6,568",79.3,2020
235,Richard Stockton Elementary School,K-5,Cherry Hill School District,333,8.7%,"$8,457",79.3,2020
236,Milton H. Allen Elementary School,K-5,Medford Township School District,339,3.2%,"$9,181",79.2,2020
237,Clinton Elementary School,"PK, KG-5",South Orange-Maplewood School District,581,16.7%,"$5,261",79,2020
238,Jersey City Global Charter School,K-8,Jersey City Global Charter School,507,0.6%,"$6,567",79,2020
239,School One Elementary,"PK, KG-4",Scotch Plains-Fanwood School District,345,6.4%,"$8,863",79,2020
240,Woods Road Elementary School,"PK, KG-4",Hillsborough Township Public School District,421,2.1%,"$4,675",79,2020
241,Fairview Elementary School,"PK, KG-5",Middletown Township Public School District,302,12.3%,"$9,003",78.8,2020
242,Bradford Elementary School,"PK, KG-5",Montclair Public School District,389,8.5%,"$13,293",78.8,2020
243,Triangle Elementary School,K-4,Hillsborough Township Public School District,354,9.6%,"$5,950",78.8,2020
244,Watchung Elementary School,K-5,Montclair Public School District,400,10.3%,"$11,719",78.8,2020
245,Seaview Elementary School,"PK, KG-4",Linwood City School District,429,12.6%,"$10,304",78.6,2020
246,Heights Elementary School,"PK, KG-5",Oakland Public School District,359,4.5%,"$11,259",78.5,2020
247,Jefferson Elementary School,1-5,Summit Public School District,204,29.4%,"$8,684",78.4,2020
248,Barley Sheaf Elementary School,K-4,Flemington-Raritan Regional School District,344,7.6%,"$11,427",78.3,2020
249,Intervale Elementary School,K-5,Parsippany-Troy Hills Township School District,275,12.7%,"$11,528",78.2,2020
250,Spring Lake Heights Elementary School,"PK, KG-8",Spring Lake Heights School District,338,6.5%,"$13,667",78.2,2020
251,Elysian Charter School of Hoboken,K-8,Elysian Charter School,287,6.3%,"$8,361",78.1,2020
252,William J. McGinn Elementary School,K-4,Scotch Plains-Fanwood School District,460,0.7%,"$8,178",78.1,2020
253,Lincroft Elementary School,K-5,Middletown Township Public School District,449,1.6%,"$8,048",77.8,2020
254,Lester C Noecker,"PK, KG-6",Roseland School District,457,2.4%,"$13,133",77.8,2020
255,Learning Community Charter School,"PK, KG-8",The Learning Community Charter School,616,30.7%,"$9,314",77.7,2020
256,George Washington Elementary School,K-5,Wyckoff Township Public School District,346,0.9%,"$12,788",77.6,2020
257,J.V.B. Wicoff Elementary School,K-3,West Windsor-Plainsboro Regional School District,349,3.4%,"$12,430",77.6,2020
258,Rockaway Valley School,"PK, KG-8",Boonton Township School District,384,2.1%,"$16,532",77.5,2020
259,Hillside Avenue School,K-8,Cranford Public School District,687,1.9%,"$10,688",77.5,2020
260,Seventh Avenue,3-6,HADDON HEIGHTS School District,128,2.3%,"$10,786",77.3,2020
261,Samuel Mickle School,3-6,East Greenwich Township School District,728,8.1%,"$10,092",77.2,2020
262,Forest Avenue School,K-4,Verona Public School District,213,1.4%,"$14,134",77.2,2020
263,Bayberry School,"PK, KG-4",Watchung Borough School District,334,0.9%,"$9,432",77.1,2020
264,James F. Cooper Elementary School,K-5,Cherry Hill School District,233,13.7%,"$11,363",77.1,2020
265,Mansfield Township Elementary School,3-6,Mansfield Township School District,288,5.6%,"$9,680",77.1,2020
266,Thomas B. Conley Elementary School,"PK, KG-6",Bethlehem Township School District,252,2.8%,"$19,833",77.1,2020
267,Sara M. Gilmore Academy,1-8,Union City School District,383,46.2%,"$11,311",77.1,2020
268,Center Grove School,"PK, KG-5",Randolph Township School District,466,6.4%,"$12,140",77,2020
269,Woodfern Elementary School,K-4,Hillsborough Township Public School District,354,11.3%,"$5,571",76.9,2020
270,Stephen J. Gerace School,K-5,Pequannock Township School District,278,2.2%,"$8,745",76.9,2020
271,Warren Point Elementary School,K-4,Fair Lawn Public School District,410,8.8%,"$6,327",76.9,2020
272,Gregory Elementary School,K-5,West Orange Public Schools,443,17.2%,"$11,810",76.5,2020
273,Ridge Ranch Elementary School,K-4,Paramus Public School District,349,4.6%,"$15,309",76.5,2020
274,Frank K. Hehnly,K-5,Clark Township Public School District,558,2.3%,"$10,499",76.4,2020
275,Wallace Elementary School,"PK, KG-5",Hoboken Public School District,594,26.9%,"$12,764",76.3,2020
276,Osage School,K-5,Voorhees Township School District,703,19.2%,"$12,761",76.3,2020
277,Terence C. Reilly School No 7,2-8,Elizabeth Public Schools,"1,112",62.6%,"$7,777",76.3,2020
278,Wilson Elementary School,K-5,Caldwell-West School District,252,3.6%,"$15,722",76.1,2020
279,Catherine E. Doyle Elementary School,"PK, KG-3",Wood-Ridge School District,399,8.8%,"$11,211",76.1,2020
280,Marion T. Bedwell Elementary School,"PK, KG-4",Somerset Hills Regional School District,471,14.2%,"$12,505",76.1,2020
281,William H. Ross III School,"PK, KG-4",Margate City School District,198,6.6%,"$18,057",76,2020
282,Sandshore Rd. Elementary School,K-5,Mount Olive Township School District,456,1.3%,"$10,512",75.9,2020
283,Frelinghuysen Township Elementary School,"PK, KG-6",Frelinghuysen Township School District,130,2.3%,"$12,044",75.8,2020
284,Tinc Rd. Elementary School,K-5,Mount Olive Township School District,413,10.7%,"$8,991",75.8,2020
285,Washington School,K-6,Nutley Public School District,523,18.9%,"$11,365",75.8,2020
286,Woodcrest Elementary School,K-5,Cherry Hill School District,330,8.8%,"$8,197",75.7,2020
287,Mawbey Street Elementary School,K-5,Woodbridge Township School District,353,18.1%,"$5,002",75.7,2020
288,Brookside Elementary School,3-5,Monroe Township School District,401,7.2%,"$12,551",75.5,2020
289,Euclid Elementary School,"PK, KG-5",Hasbrouck Heights School District,338,10.1%,"$12,378",75.5,2020
290,Betty McElmon Elementary School,"PK, KG-4",West Long Branch School District,319,14.4%,"$11,422",75.5,2020
291,River Plaza Elementary School,K-5,Middletown Township Public School District,248,6.9%,"$8,973",75.4,2020
292,Campbell Elementary School,1-4,Metuchen Public School District,654,5.7%,"$6,898",75.2,2020
293,Nicholas Oresko Community School,"PK, KG-8",Bayonne School District,444,36.9%,"$11,130",75.1,2020
294,Kresson School,K-5,Voorhees Township School District,364,9.1%,"$12,759",75.1,2020
295,Marshall W. Errickson School,K-5,Freehold Township School District,437,12.4%,"$10,121",75,2020
296,Lake Hiawatha Elementary School,"PK, KG-5",Parsippany-Troy Hills Township School District,423,12.8%,"$11,814",75,2020
297,Packanack Elementary School,K-5,Wayne Township Public School District,358,2.5%,"$15,454",74.7,2020
298,Sunnymead Elementary School,"PK, KG-4",Hillsborough Township Public School District,495,14.3%,"$5,627",74.7,2020
299,The Gray Charter School,K-8,Gray Charter School,364,68.1%,"$9,242",74.7,2020
300,Indiana Avenue Elementary School,K-5,Woodbridge Township School District,475,23.8%,"$4,151",74.6,2020
301,Lincoln,"PK, KG-8",Garwood Boro,347,16.4%,"$11,448",74.4,2020
302,Yantacaw School,K-6,Nutley Public School District,461,5.2%,"$11,239",74,2020
303,Jersey City Golden Door Charter School,"PK, KG-8",Jersey City Golden Door Charter School,612,45.3%,"$7,171",73.8,2020
304,Springfield Township School,"PK, KG-6",Springfield Township School District,226,12.4%,"$15,391",73.8,2020
305,Mountain View Elementary School,"PK, KG-5",Mount Olive Township School District,510,7.5%,"$10,378",73.7,2020
306,Julia A Traphagen School,"PK, KG-5",Waldwick School District,425,0.7%,"$9,325",73.6,2020
307,Norwood Public School,"PK, KG-8",Norwood Public School District,608,2.1%,"$12,636",73.6,2020
308,High Mountain Road School,"PK, KG-5",Franklin Lakes School District,247,3.2%,"$12,337",73.5,2020
309,Robert Mascenik Elementary School,K-5,Woodbridge Township School District,313,16.6%,"$5,299",73.5,2020
310,Edgemont Elementary School,K-5,Montclair Public School District,237,18.1%,"$13,652",73.3,2020
311,Bradley Gardens Primary School,"PK, KG-4",Bridgewater-Raritan Regional School District,263,8.7%,"$12,003",73.3,2020
312,Radcliffe School,"PK, KG-6",Nutley Public School District,341,9.7%,"$14,637",73.2,2020
313,Ocean City Primary School,"PK, KG-3",Ocean City School District,299,25.1%,"$12,032",73,2020
314,Mount Pleasant Elementary School,K-5,West Orange Public Schools,341,21.4%,"$12,477",73,2020
315,North Boulevard School,"PK, KG-5",Pequannock Township School District,308,2.6%,"$13,107",73,2020
316,Brunswick Acres Elementary School,K-5,South Brunswick School District,477,15.7%,"$12,141",72.8,2020
317,Memorial Elementary School,"PK, KG-4",Paramus Public School District,279,6.8%,"$15,311",72.7,2020
318,Pines Lake Elementary School,K-5,Wayne Township Public School District,359,5.3%,"$14,923",72.4,2020
319,Irwin Elementary School,"PK, KG-5",East Brunswick Township School District,378,27.2%,"$12,122",72.4,2020
320,Northeast Elementary School,K-5,Montclair Public School District,390,12.8%,"$11,807",72.4,2020
321,Harding Township School,"PK, KG-8",Harding Township School District,267,1.5%,"$20,191",72.2,2020
322,Brookside Elementary School,K-5,Westwood Regional School District,398,9.8%,"$4,864",72.1,2020
323,Central Elementary School,3-5,East Hanover Township School District,314,1.0%,"$12,210",72,2020
324,Brielle Elementary School,"PK, KG-8",Brielle Boro School District,509,3.5%,"$12,663",72,2020
325,Evergreen Elementary School,"PK, KG-4",Scotch Plains-Fanwood School District,387,3.6%,"$9,438",71.9,2020
326,Salem Drive School,K-5,Hanover Township School District,247,1.6%,"$9,615",71.8,2020
327,Glenview Avenue,K-6,HADDON HEIGHTS School District,262,3.8%,"$12,403",71.5,2020
328,Upper Pittsgrove School,"PK, KG-8",UPPER PITTSGROVE Township School District,305,1.0%,"$14,593",71.5,2020
329,Randall Carter Elementary School,K-5,Wayne Township Public School District,322,7.5%,"$15,525",71.4,2020
330,Memorial Elementary School,"PK, KG-4",Montvale Board of Education School District,483,2.3%,"$8,895",71.4,2020
331,Selzer Elementary/Middle School,"PK, KG-8",Dumont Public School District,500,7.4%,"$7,760",71.4,2020
332,Kennedy Elementary School,K-4,Roxbury Township School District,255,4.7%,"$13,088",71.3,2020
333,Unity Charter School,K-8,Unity Charter School,245,11.4%,"$10,094",71.2,2020
334,Woodland School,K-5,Warren Township School District,229,1.3%,"$14,752",71.1,2020
335,Central School,K-5,Warren Township School District,293,1.0%,"$13,768",71,2020
336,Berkeley Elementary,K-5,Westwood Regional School District,289,13.1%,"$4,648",71,2020
337,George Washington School,K-3,Mahwah Township Public School District,189,4.2%,"$10,984",70.9,2020
338,Strawbridge Elementary School,K-5,Haddon Township School District,181,3.3%,"$13,228",70.8,2020
339,Millington Elementary School,2-5,Long Hill Township School District,363,6.1%,"$7,775",70.7,2020
340,Lawrence Brook Elementary School,"PK, KG-5",East Brunswick Township School District,431,26.5%,"$12,904",70.7,2020
341,Bee Meadow School,K-5,Hanover Township School District,293,4.1%,"$12,321",70.7,2020
342,Manasquan Elementary School,"PK, KG-8",Manasquan School District,531,10.2%,"$16,394",70.5,2020
343,Robert Hunter Elementary School,K-4,Flemington-Raritan Regional School District,390,18.7%,"$12,745",70.4,2020
344,Hurffville Elementary School,K-5,Washington Township School District,489,14.9%,"$9,904",70.4,2020
345,Joseph J Catena School,K-5,Freehold Township School District,451,8.0%,"$9,688",70.3,2020
346,Theunis Dey Elementary School,K-5,Wayne Township Public School District,392,2.3%,"$15,454",70.2,2020
347,Shongum School,K-5,Randolph Township School District,416,3.1%,"$10,002",70.2,2020
348,Woodside Elementary School,K-5,River Vale Public School District,342,0.9%,"$14,921",70.2,2020
349,Zane North Elementary School,"PK, KG-5",Collingswood Public School District,162,14.8%,"$13,644",69.9,2020
350,Washington Elementary School,K-5,Caldwell-West School District,374,5.6%,"$11,389",69.9,2020
351,Lake Parsippany Elementary School,K-5,Parsippany-Troy Hills Township School District,261,8.8%,"$13,041",69.8,2020
352,Millstone Township Elementary School,3-5,Millstone Township School District,380,2.6%,"$15,600",69.7,2020
353,Sicomac Elementary School,"PK, KG-5",Wyckoff Township Public School District,297,1.0%,"$13,833",69.6,2020
354,Memorial Elementary School,"PK, KG-5",East Brunswick Township School District,527,22.4%,"$12,923",69.5,2020
355,Knollwood Elementary School,K-5,Parsippany-Troy Hills Township School District,386,23.6%,"$9,117",69.5,2020
356,Jotham W. Wakeman School,"PK, KG-5",Jersey City Public Schools,652,48.6%,"$12,283",69.5,2020
357,Parkway Elementary School,"PK, KG-4",Mount Laurel Township School District,327,9.8%,"$8,101",69.5,2020
358,Atlantic Highlands Elementary School,"PK, KG-6",Atlantic Highlands School District,255,6.7%,"$14,588",69.4,2020
359,Jefferson Elementary School,K-5,Caldwell-West School District,266,10.5%,"$13,355",69.2,2020
360,Riverton School District,"PK, KG-8",Riverton School District,290,15.2%,"$12,139",69.1,2020
361,Brookdale Avenue School,K-4,Verona Public School District,131,2.3%,"$14,613",69.1,2020
362,Harry S. Truman Elementary School,K-3,Sayreville School District,453,36.4%,"$7,343",69,2020
363,Lincoln Elementary School,"PK, KG-3",Rockaway Borough School District,223,25.6%,"$8,637",69,2020
364,Newell Elementary School,"PK, KG-4",Upper Freehold Regional School District,486,7.8%,"$11,192",69,2020
365,BelovED Community Charter School,K-11,BelovED Community Charter School,"1,311",70.7%,"$7,699",68.9,2020
366,Howard C. Johnson Elementary School,"PK, KG-5",Jackson Township School District,404,18.1%,"$9,917",68.9,2020
367,Logan Township Elementary School,1-4,Logan Township School District,337,19.6%,"$9,393",68.7,2020
368,Katharine D Malone Elementary School,K-5,Rockaway Township School District,236,7.6%,"$19,911",68.7,2020
369,C. Richard Applegate School,K-5,Freehold Township School District,399,15.0%,"$13,333",68.7,2020
370,Fernbrook School,K-5,Randolph Township School District,498,14.3%,"$11,152",68.6,2020
371,Greenbrook Elementary School,K-5,South Brunswick School District,379,21.9%,"$13,104",68.5,2020
372,Marlton Elementary,K-5,Evesham Township School District,422,5.5%,"$9,212",68.5,2020
373,Horace Mann Elementary School,K-5,Cherry Hill School District,256,15.6%,"$10,186",68.4,2020
374,School #2,K-5,Clifton Public School District,385,30.4%,"$11,988",68.4,2020
375,Nellie F. Bennett Elementary School,"PK, KG-5",Point Pleasant Borough School District,689,9.3%,"$9,835",68.3,2020
376,Virgil I. Grissom Elementary School,K-5,Old Bridge Township School District,183,19.1%,"$12,335",68.2,2020
377,Dr. Michael Conti School,"PK, KG-8",Jersey City Public Schools,720,45.6%,"$10,825",68.1,2020
378,Chittick Elementary School,"PK, KG-5",East Brunswick Township School District,469,27.3%,"$13,704",68.1,2020
379,Stony Lane Elementary School,K-4,Paramus Public School District,174,2.9%,"$15,297",68,2020
380,Bear Tavern Elementary School,"PK, KG-5",Hopewell Valley Regional School District,397,2.8%,"$11,447",67.9,2020
381,Thomas A. Edison Elementary School,"PK, KG-5",Haddon Township School District,138,4.3%,"$9,097",67.9,2020
382,Robert L. Craig School,"PK, KG-8",Moonachie School District,351,49.6%,"$16,011",67.8,2020
383,Benedict A. Cucinella School,"PK, KG-5",Washington Township School District,451,5.1%,"$10,786",67.6,2020
384,Greenwich School,"PK, KG-5",Greenwich Township School District,394,11.2%,"$6,883",67.5,2020
385,Oak Ridge Heights Elementary School,K-5,Woodbridge Township School District,233,15.9%,"$4,848",67.4,2020
386,Ocean Road Elementary School,"PK, KG-5",Point Pleasant Borough School District,460,15.9%,"$11,627",67.2,2020
387,Bay Head Elementary,K-8,Bay Head Borough School District,127,2.4%,"$17,883",67.1,2020
388,Honiss Elementary/Middle School,K-8,Dumont Public School District,632,10.1%,"$8,229",67.1,2020
389,Mill Lake,"PK, KG-3",Monroe Township School District,450,8.0%,"$13,039",67.1,2020
390,John F. Kennedy Elementary School,K-5,Wayne Township Public School District,348,6.0%,"$14,918",67.1,2020
391,Ann Blanche Smith,K-4,Hillsdale School District,290,12.1%,"$10,680",67,2020
392,School #9,"PK, KG-5",Clifton Public School District,285,30.9%,"$13,262",66.9,2020
393,William A. Miller Elementary School,K-5,Old Bridge Township School District,273,15.4%,"$12,088",66.8,2020
394,Laning Avenue School,"PK, KG-4",Verona Public School District,233,1.3%,"$8,559",66.8,2020
395,Wayside Elementary School,"PK, KG-4",Township of Ocean School District,554,23.8%,"$9,175",66.6,2020
396,Stillwater Township School,"PK, KG-6",Stillwater Township School District,271,15.1%,"$17,126",66.4,2020
397,Laura Donovan School,K-5,Freehold Township School District,429,14.2%,"$10,648",66.4,2020
398,Jefferson Elementary School,K-5,Bergenfield Borough School District,278,23.7%,"$10,815",66.1,2020
399,Port Republic Elementary School,K-8,Port Republic School District,105,2.9%,"$16,428",66.1,2020
400,Claremont Avenue Elementary School,K-5,Woodbridge Township School District,297,21.2%,"$4,849",65.9,2020
501,Lawrenceville Elementary School,"PK, KG-3",Lawrence Township Public School District,286,25.9%,"$15,394",56.9,2020
502,Washington Elementary School,K-5,Westwood Regional School District,316,4.7%,"$5,601",56.9,2020
503,James A. Garfield Elementary School,K-5,Collingswood Public School District,122,23.8%,"$9,274",56.9,2020
504,Frenchtown Elementary,"PK, KG-8",Frenchtown Borough School District,108,14.8%,"$17,886",56.8,2020
505,Adlai E. Stevenson School,"PK, KG-3",Fairfield Public School District,396,2.0%,"$8,326",56.6,2020
506,Harmony Elementary School,"PK, KG-5",Middletown Township Public School District,464,16.2%,"$9,359",56.4,2020
507,Island Heights Elementary School,"PK, KG-6",Island Heights School District,128,2.3%,"$14,138",56.4,2020
508,Adamsville Primary School,"PK, KG-4",Bridgewater-Raritan Regional School District,532,19.4%,"$11,024",56.3,2020
509,Leonardo Elementary School,K-5,Middletown Township Public School District,267,18.7%,"$9,254",56.2,2020
510,McKenzie School,"PK, KG-4",East Rutherford School District,469,25.4%,"$10,579",56.2,2020
511,Oxford Central School,"PK, KG-8",Oxford Township School District,250,16.8%,"$14,106",56.2,2020
512,Long Beach Island Grade School,3-6,Long Beach Island Consolidated School District,106,15.1%,"$22,591",56.2,2020
513,Laurel Springs School,"PK, KG-6",Laurel Springs School District,167,30.5%,"$11,410",56.2,2020
514,Morgan Elementary School,"PK, KG-5",Hamilton Township Public School District,288,23.6%,"$10,522",56.1,2020
515,Robert Treat Academy Charter School,K-8,Robert Treat Academy Charter School,688,65.0%,"$11,271",55.8,2020
516,Belleville PS9,K-6,Belleville Public School District,124,50.8%,,55.8,2020
517,Belleville PS10,"PK, KG-6",Belleville Public School District,152,36.2%,,55.7,2020
518,Lloyd Road Elementary School,3-5,Matawan-Aberdeen Regional School District,517,29.6%,"$11,563",55.7,2020
519,Bertrand F. Gibbs Elementary School,K-5,New Milford Public School District,464,8.0%,"$9,803",55.6,2020
520,Richard L Rice School,"PK, KG-5",Evesham Township School District,547,7.3%,"$8,190",55.6,2020
521,Kingston Elementary School,K-5,Cherry Hill School District,365,23.0%,"$9,353",55.6,2020
522,Byram Lakes Elementary School,"PK, KG-4",Byram Township School District,453,5.7%,"$13,821",55.6,2020
523,School #4,K-5,Cliffside Park School District,552,49.1%,"$13,133",55.4,2020
524,McKinley Avenue Elementary School,3-4,Stafford Township School District,570,23.2%,"$7,441",55.3,2020
525,Berkley Street School,K-5,New Milford Public School District,453,6.0%,"$8,667",55.3,2020
526,Stoy Elementary School,"PK, KG-5",Haddon Township School District,139,9.4%,"$9,973",55.3,2020
527,Ocean Township Elementary School,"PK, KG-4",Township of Ocean School District,379,28.2%,"$9,638",55.2,2020
528,James A. McDivitt Elementary School,K-5,Old Bridge Township School District,514,16.1%,"$12,970",55.2,2020
529,Catherine A Dwyer Elementary School,K-5,Rockaway Township School District,295,16.3%,"$16,158",55,2020
530,Abraham Lincoln Elementary School,K-5,Wyckoff Township Public School District,304,1.0%,"$12,867",55,2020
531,Thomas Jefferson Elementary School,"PK, KG-5",Hawthorne Public School District,252,14.7%,"$17,713",55,2020
532,Bergen Arts and Sciences Charter School,K-12,Bergen Arts and Science Charter School,"1,203",44.8%,"$8,403",54.6,2020
533,Ironia School,K-5,Randolph Township School District,436,4.6%,"$11,341",54.6,2020
534,Fredon Township School,"PK, KG-6",Fredon Township School District,175,6.3%,"$17,927",54.6,2020
535,Crest Memorial School,"PK, KG-8",Wildwood Crest Borough School District,252,36.9%,"$22,617",54.5,2020
536,Estell Manor Elementary School,K-8,Estell Manor School District,189,18.0%,"$13,620",54.5,2020
537,Lincoln School,K-6,Nutley Public School District,447,18.8%,"$11,383",54.5,2020
538,Atlantic Avenue,"PK, KG-2",HADDON HEIGHTS School District,127,2.4%,"$13,637",54.5,2020
539,Dwight D. Eisenhower Elementary School,K-3,Sayreville School District,489,31.9%,"$6,725",54.4,2020
540,Lafayette Township School,"PK, KG-8",Lafayette Township School District,194,11.9%,"$16,815",54.4,2020
541,Mount Arlington Public School,3-8,Mount Arlington Public School District,218,18.3%,"$3,206",54.3,2020
542,Bayview Elementary School,K-5,Middletown Township Public School District,355,15.5%,"$11,243",54.3,2020
543,Memorial Elementary School,3-5,Howell Township Public School District,258,22.5%,"$13,399",54.2,2020
544,Swimming River School,3-5,Tinton Falls School District,440,18.0%,"$12,736",54.2,2020
545,Apshawa Elementary School,K-5,West Milford Township Public School District,195,17.4%,"$12,195",53.9,2020
546,Gilbert Avenue School,"PK, KG-5",Elmwood Park School District,392,40.6%,"$5,323",53.9,2020
547,Lanoka Harbor Elementary School,K-4,Lacey Township School District,474,23.0%,"$11,750",53.9,2020
548,Clarendon School,K-5,Secaucus School District,470,23.0%,"$9,914",53.8,2020
549,Langtree Elementary School,"PK, KG-5",Hamilton Township Public School District,393,29.8%,"$8,715",53.8,2020
550,Indian Mills Elementary School,"PK, KG-4",Shamong Township School District,354,8.8%,"$15,158",53.8,2020
551,Northfield Community Elementary School,"PK, KG-4",Northfield City School District,460,21.5%,"$10,405",53.7,2020
552,Hooper Avenue Elementary School,K-5,Toms River Regional School District,677,14.2%,"$6,561",53.6,2020
553,Ardena Elementary School,3-5,Howell Township Public School District,324,25.0%,"$9,486",53.6,2020
554,Hardyston Township Elementary School,"PK, KG-4",Hardyston Township School District,318,7.9%,"$8,751",53.4,2020
555,Whitman Elementary School,K-5,Washington Township School District,518,17.8%,"$10,724",53.2,2020
556,Aura Elementary School,"PK, KG-6",Elk Township School District,311,17.7%,"$13,054",53.1,2020
557,Bloomsbury Borough School,"PK, KG-8",Bloomsbury Borough School District,89,29.2%,"$16,669",53.1,2020
558,Oldmans Township School,"PK, KG-8",Oldmans Township School District,282,21.3%,"$12,139",53.1,2020
559,Washington Street Elementary School,K-5,Toms River Regional School District,308,26.9%,"$6,399",53,2020
560,Ben Franklin Elementary,"PK, KG-3",Lawrence Township Public School District,0,,"$15,316",53,2020
561,John Adams,"PK, KG-4",North Brunswick Township School District,453,16.1%,"$9,137",52.9,2020
562,Englewood on the Palisades Charter School,K-8,Englewood on the Palisades Charter School,311,48.9%,"$11,407",52.9,2020
563,Hainesport Township School,"PK, KG-8",Hainesport Township School District,512,10.2%,"$12,400",52.7,2020
564,Sayen Elementary School,K-5,Hamilton Township Public School District,265,25.7%,"$9,728",52.6,2020
565,Lillian Drive School,1-4,Hazlet Township Public School District,239,13.8%,"$8,335",52.6,2020
566,Patricia M. Noonan School PS #26,"PK, KG-5",Jersey City Public Schools,479,48.2%,"$12,306",52.6,2020
567,Fleetwood Elementary School,"PK, KG-4",Mount Laurel Township School District,358,14.0%,"$7,934",52.5,2020
568,Raritan Valley School,1-4,Hazlet Township Public School District,241,16.2%,"$10,336",52.5,2020
