rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
283,Millington Elementary School,2-5,Long Hill Township School District,363,4.4%,"$7,775",79.2,2019
284,Mountain View Elementary School,"PK, KG-5",Mount Olive Township School District,501,11.2%,"$10,378",78.9,2019
285,J. Fithian Tatem School,"PK, KG-5",Haddonfield School District,422,2.1%,"$6,211",78.8,2019
286,Sandyston Walpack Consolidated School,K-6,Sandyston-Walpack Consolidated School District,133,4.5%,"$17,437",78.8,2019
287,Conover Road Elementary School,3-5,Colts Neck Township School District,276,4.3%,"$12,760",78.8,2019
288,Morris Plains Borough School,3-8,Morris Plains School District,369,7.9%,"$12,826",78.8,2019
289,Old Mill Elementary School,K-5,Wall Township Public School District,382,7.6%,"$10,056",78.7,2019
290,Millstone River School,3-5,West Windsor-Plainsboro Regional School District,"1,023",5.9%,"$12,449",78.5,2019
291,Marlboro Elementary School,K-5,Marlboro Township School District,489,1.6%,"$9,088",78.5,2019
292,Brookdale Avenue School,K-4,Verona Public School District,127,0.0%,"$14,613",78.4,2019
293,Fairview Elementary School,"PK, KG-5",Middletown Township Public School District,295,11.5%,"$9,003",78.4,2019
294,Old Farmers Road School,K-5,Washington Township School District,307,3.9%,"$9,844",78.2,2019
295,Lillian M. Steen,"PK, KG-5",Bogota Public School District,293,46.1%,"$8,428",78.2,2019
296,Copper Hill Elementary School,"PK, KG-4",Flemington-Raritan Regional School District,413,12.6%,"$15,346",78.2,2019
297,Catherine A Dwyer Elementary School,K-5,Rockaway Township School District,292,8.6%,"$16,158",78.2,2019
298,South End Elementary School,"PK, KG-4",Cedar Grove Township School District,312,1.0%,"$8,403",78.1,2019
299,Samuel Mickle School,3-6,East Greenwich Township School District,737,6.8%,"$10,092",78.1,2019
300,Springfield Township School,"PK, KG-6",Springfield Township School District,225,14.2%,"$15,391",78,2019
301,Elysian Charter School of Hoboken,K-8,Elysian Charter School,290,9.3%,"$8,361",78,2019
302,Pace Charter School of Hamilton,K-8,Pace Charter School of Hamilton,341,80.1%,"$10,730",78,2019
303,Seventh Avenue,3-6,HADDON HEIGHTS School District,128,2.3%,"$10,786",77.9,2019
304,Redwood Elementary School,K-5,West Orange Public Schools,515,30.7%,"$11,835",77.9,2019
305,Orange Avenue School,3-8,Cranford Public School District,738,1.8%,"$7,540",77.8,2019
306,Franklin D Roosevelt Elementary School,"PK, KG-5",North Arlington School District,226,18.1%,"$7,991",77.8,2019
307,Clinton Elementary School,"PK, KG-5",South Orange-Maplewood School District,612,14.2%,"$5,261",77.7,2019
308,Gregory Elementary School,K-5,West Orange Public Schools,442,23.1%,"$11,810",77.5,2019
309,Ann Blanche Smith,K-4,Hillsdale School District,291,11.0%,"$10,680",77.5,2019
310,Nut Swamp Elementary School,K-5,Middletown Township Public School District,572,1.2%,"$7,091",77.4,2019
311,River Plaza Elementary School,K-5,Middletown Township Public School District,286,5.2%,"$8,973",77.4,2019
312,Thomas Jefferson School #9,"PK, KG-5",Garfield Public School District,330,56.1%,"$15,130",77.4,2019
313,Lincoln Elementary School,K-5,Edison Township School District,905,6.0%,"$5,981",77.4,2019
314,Warren Point Elementary School,K-4,Fair Lawn Public School District,469,9.4%,"$6,327",77.4,2019
315,Kresson School,K-5,Voorhees Township School District,386,7.5%,"$12,759",77.4,2019
316,Memorial Elementary School,K-5,Old Bridge Township School District,382,27.0%,"$13,387",77.3,2019
317,Evergreen Elementary School,"PK, KG-4",Scotch Plains-Fanwood School District,402,6.5%,"$9,438",77.2,2019
318,Hillside Avenue School,K-8,Cranford Public School District,702,7.7%,"$10,688",77.2,2019
319,Riverside School,"PK, KG-5",Princeton Public School District,308,13.3%,"$17,874",77.2,2019
320,Harrison Township Elementary School,"PK, KG-3",Harrison Township School District,753,13.9%,"$10,581",77.2,2019
321,Lincoln Elementary School,K-5,Caldwell-West School District,253,11.5%,"$14,951",77.2,2019
322,Kings Road School,K-5,Madison Public School District,310,3.9%,"$12,736",77.1,2019
323,Constable Elementary School,K-5,South Brunswick School District,464,13.1%,"$11,281",77.1,2019
324,Stillwater Township School,"PK, KG-6",Stillwater Township School District,262,19.1%,"$17,126",77.1,2019
325,Memorial Elementary School,"PK, KG-5",East Brunswick Township School District,568,20.8%,"$12,923",76.9,2019
326,Johnson Park School,"PK, KG-5",Princeton Public School District,369,30.1%,"$15,867",76.9,2019
327,Tuscan Elementary School,K-5,South Orange-Maplewood School District,626,9.3%,"$5,473",76.9,2019
328,Jefferson Elementary School,"PK, KG-4",Roxbury Township School District,369,7.3%,"$12,644",76.9,2019
329,Jefferson Elementary School,K-5,Bergenfield Borough School District,263,25.1%,"$10,815",76.8,2019
330,Eastlake Elementary School,"PK, KG-5",Parsippany-Troy Hills Township School District,350,10.9%,"$12,346",76.6,2019
331,West Freehold School,"PK, KG-5",Freehold Township School District,501,9.0%,"$10,466",76.5,2019
332,Irwin Elementary School,"PK, KG-5",East Brunswick Township School District,473,25.6%,"$12,122",76.5,2019
333,Washington Elementary School,K-5,Westwood Regional School District,329,5.8%,"$5,601",76.4,2019
334,Kirby's Mill Elementary School,"PK, KG-5",Medford Township School District,361,8.3%,"$10,032",76.4,2019
335,Betty McElmon Elementary School,"PK, KG-4",West Long Branch School District,310,11.6%,"$11,422",76.3,2019
336,School #8,"PK, KG-5",Clifton Public School District,176,34.1%,"$18,003",76.3,2019
337,Wilson Elementary School,K-5,Caldwell-West School District,242,2.5%,"$15,722",76.3,2019
338,Upper Pittsgrove School,"PK, KG-8",UPPER PITTSGROVE Township School District,318,20.8%,"$14,593",76.2,2019
339,Washington Elementary,"PK, KG-4",Township of Union School District,575,9.9%,"$7,881",76.1,2019
340,Milton H. Allen Elementary School,K-5,Medford Township School District,333,3.0%,"$9,181",76.1,2019
341,Bret Harte Elementary School,K-5,Cherry Hill School District,390,6.7%,"$7,655",76.1,2019
342,Osage School,K-5,Voorhees Township School District,682,13.6%,"$12,761",76.1,2019
343,Liberty Corner School,K-5,Bernards Township School District,526,2.9%,"$8,877",76,2019
344,School No. 3,"PK, KG-4",Fort Lee School District,596,14.9%,"$6,876",76,2019
345,Jotham W. Wakeman School,"PK, KG-5",Jersey City Public Schools,717,52.4%,"$12,283",76,2019
346,Stony Lane Elementary School,K-4,Paramus Public School District,176,4.0%,"$15,297",76,2019
347,Woodside Elementary School,K-5,River Vale Public School District,341,0.0%,"$14,921",75.9,2019
348,Avon Elementary School,"PK, KG-8",Avon Boro School District,139,12.9%,"$17,400",75.9,2019
349,E. Roy Bixby,"PK, KG-5",Bogota Public School District,286,46.5%,"$14,677",75.9,2019
350,Heights Elementary School,"PK, KG-5",Oakland Public School District,347,6.6%,"$11,259",75.7,2019
351,Mary E. Roberts Elementary School,"PK, KG-3",Moorestown Township Public School District,346,21.4%,"$7,429",75.7,2019
352,Elms Elementary School,"PK, KG-5",Jackson Township School District,705,13.9%,"$10,364",75.6,2019
353,Sicomac Elementary School,"PK, KG-5",Wyckoff Township Public School District,275,1.1%,"$13,833",75.6,2019
354,Anna C. Scott Elementary School,"PK, KG-4",Leonia Public School District,663,13.4%,"$13,425",75.5,2019
355,Ramtown Elementary School,3-5,Howell Township Public School District,354,13.6%,"$10,995",75.5,2019
356,Mount Arlington Public School,3-8,Mount Arlington Public School District,249,16.5%,"$3,206",75.5,2019
357,Troy Hills Elementary School,K-5,Parsippany-Troy Hills Township School District,260,14.2%,"$15,561",75.5,2019
358,Lavallette Elementary School,K-8,Lavallette Borough School District,143,11.9%,"$18,143",75.4,2019
359,Brunswick Acres Elementary School,K-5,South Brunswick School District,534,15.2%,"$12,141",75.3,2019
360,Central Elementary School,3-5,East Hanover Township School District,289,1.0%,"$12,210",75.3,2019
361,Dr. Gerald H. Woehr Elementary School,"PK, KG-5",Plumsted Township School District,508,18.7%,"$9,581",75.2,2019
362,Packanack Elementary School,K-5,Wayne Township Public School District,441,2.9%,"$15,454",75.2,2019
363,Washington Elementary School,K-5,Caldwell-West School District,352,5.1%,"$11,389",75.2,2019
364,Bedminster Township Public School,"PK, KG-8",Bedminster Township Public School District,514,8.9%,"$17,615",75.2,2019
365,Indian Fields Elementary School,"PK, KG-5",South Brunswick School District,668,8.8%,"$12,419",75.1,2019
366,James Caldwell Elementary School,3-5,Springfield Public School District,255,15.3%,"$15,601",75.1,2019
367,Livingston Elementary,"PK, KG-4",Township of Union School District,424,21.0%,"$7,845",75,2019
368,Jefferson Elementary School,3-5,South Orange-Maplewood School District,555,9.0%,"$4,804",75,2019
369,Lincoln Park Elementary School,"PK, KG-4",Lincoln Park School District,488,15.6%,"$10,226",74.8,2019
370,McKinley Elementary School,1-5,Westfield Public School District,341,3.2%,"$6,690",74.8,2019
371,Ardena Elementary School,3-5,Howell Township Public School District,335,24.5%,"$9,486",74.7,2019
372,Marshall W. Errickson School,K-5,Freehold Township School District,435,11.5%,"$10,121",74.7,2019
373,Brookside Elementary School,3-5,Monroe Township School District,400,5.5%,"$12,551",74.5,2019
374,John E Riley Elementary School,"PK, KG-4",South Plainfield School District,326,17.2%,"$6,256",74.5,2019
375,Washington Elementary School,K-5,Bergenfield Borough School District,294,35.0%,"$9,806",74.4,2019
376,Salem Drive School,K-5,Hanover Township School District,242,1.2%,"$9,615",74.4,2019
377,Centre City Elementary School,K-3,Mantua Township School District,476,17.9%,"$8,902",74.3,2019
378,Selzer Elementary/Middle School,"PK, KG-8",Dumont Public School District,527,7.4%,"$7,760",74.2,2019
379,Dennis Township Primary School,"PK, KG-2",Dennis Township School District,300,22.3%,"$14,492",74.2,2019
380,Norwood Public School,"PK, KG-8",Norwood Public School District,605,0.0%,"$12,636",74,2019
381,Julia A Traphagen School,"PK, KG-5",Waldwick School District,442,0.0%,"$9,325",74,2019
382,Lake Parsippany Elementary School,K-5,Parsippany-Troy Hills Township School District,283,11.7%,"$13,041",73.9,2019
383,Taunton Forge Elementary School,K-5,Medford Township School District,289,3.5%,"$9,935",73.9,2019
384,Jefferson Elementary School,K-5,Caldwell-West School District,276,9.4%,"$13,355",73.9,2019
385,Central Avenue School,"PK, KG-5",Madison Public School District,499,8.4%,"$13,439",73.8,2019
386,West Belmar Elementary School,K-5,Wall Township Public School District,181,34.8%,"$13,457",73.7,2019
387,James Fallon Elementary School,K-5,Wayne Township Public School District,381,4.7%,"$14,842",73.7,2019
388,Marian E. McKeown Elementary School,"PK, KG-6",Hampton Township School District,280,11.1%,"$17,454",73.5,2019
389,Lincoln Elementary School,"PK, KG-5",Hasbrouck Heights School District,415,18.3%,"$10,532",73.5,2019
390,Washington Irving School #4,"PK, KG-5",Garfield Public School District,399,52.6%,"$10,580",73.5,2019
391,Radix Elementary,"PK, KG-4",Monroe Township Public School District,713,24.7%,"$5,194",73.2,2019
392,Number 10,"PK, KG-5",Linden Public School District,270,32.6%,"$10,420",73.2,2019
393,Franklin Elementary School,"PK, KG-4",South Plainfield School District,247,21.1%,"$7,790",73.2,2019
394,School No. 2,"PK, KG-4",Fort Lee School District,493,20.5%,"$11,389",73,2019
395,Yantacaw School,K-6,Nutley Public School District,495,5.9%,"$11,239",73,2019
396,Northvale Public School,K-8,Northvale Public School District,506,0.0%,"$14,135",73,2019
397,Highland Elementary School,3-6,Midland Park School District,267,3.4%,"$16,024",73,2019
398,Washington School,K-6,Nutley Public School District,553,16.5%,"$11,365",73,2019
399,Millstone Township Elementary School,3-5,Millstone Township School District,321,4.0%,"$15,600",72.9,2019
400,Shongum School,K-5,Randolph Township School District,444,1.1%,"$10,002",72.9,2019
401,Bertrand F. Gibbs Elementary School,K-5,New Milford Public School District,484,16.5%,"$9,803",72.9,2019
402,Frankford Township School,"PK, KG-8",Frankford Township Consolidated School District,500,13.2%,"$16,040",72.8,2019
403,School One Elementary,"PK, KG-4",Scotch Plains-Fanwood School District,395,9.9%,"$8,863",72.8,2019
404,James A. McDivitt Elementary School,K-5,Old Bridge Township School District,421,19.5%,"$12,970",72.6,2019
405,North Dover Elementary School,K-5,Toms River Regional School District,519,27.0%,"$6,547",72.6,2019
406,Patricia M. Noonan School PS #26,"PK, KG-5",Jersey City Public Schools,422,48.1%,"$12,306",72.5,2019
407,Normandy Park School,K-5,Morris School District,302,30.8%,"$12,130",72.5,2019
408,Atlantic Highlands Elementary School,"PK, KG-6",Atlantic Highlands School District,311,8.0%,"$14,588",72.4,2019
409,Nellie F. Bennett Elementary School,"PK, KG-5",Point Pleasant Borough School District,767,10.4%,"$9,835",72.2,2019
410,Union Township Elementary School,"PK, KG-4",Union Township School District,207,2.4%,"$11,993",72.1,2019
411,Round Valley,3-5,Clinton Township School District,395,5.8%,"$3,600",72,2019
412,Whitman Elementary School,K-5,Washington Township School District,504,16.5%,"$10,724",71.9,2019
413,Hilltop School,"PK, KG-5",Lodi School District,347,39.5%,"$7,701",71.8,2019
414,Bay Head Elementary,K-8,Bay Head Borough School District,122,0.0%,"$17,883",71.6,2019
415,Laurel Springs School,"PK, KG-6",Laurel Springs School District,186,24.7%,"$11,410",71.5,2019
416,Frank W. Gavlak Elementary School,K-6,Wallington Boro School District,426,35.7%,"$7,394",71.5,2019
417,Robert Erskine School,K-3,Ringwood School District,220,12.3%,"$11,230",71.5,2019
418,Springville Elementary School,"PK, KG-4",Mount Laurel Township School District,512,10.0%,"$8,454",71.3,2019
419,Bradford Elementary School,"PK, KG-5",Montclair Public School District,436,8.7%,"$13,293",71.3,2019
420,Learning Community Charter School,"PK, KG-8",The Learning Community Charter School,624,28.2%,"$9,314",71.3,2019
421,Ravine Drive Elementary School,K-4,Matawan-Aberdeen Regional School District,326,20.9%,"$10,613",71.2,2019
422,James F. Cooper Elementary School,K-5,Cherry Hill School District,213,16.4%,"$11,363",71.2,2019
423,Leroy Gordon Cooper Elementary School,K-5,Old Bridge Township School District,205,42.0%,"$12,805",71.2,2019
424,Robert Hunter Elementary School,K-4,Flemington-Raritan Regional School District,388,19.3%,"$12,745",71.1,2019
425,School #4,K-5,Cliffside Park School District,570,53.0%,"$13,133",71.1,2019
426,Wanaque Elementary School,"PK, KG-8",Wanaque School District,497,12.1%,"$15,590",71.1,2019
427,Ridge Ranch Elementary School,K-4,Paramus Public School District,346,4.3%,"$15,309",71,2019
428,School #9,"PK, KG-5",Clifton Public School District,305,32.1%,"$13,262",70.9,2019
429,Walter F. Robinson Community School,"PK, KG-8",Bayonne School District,759,67.6%,"$10,239",70.9,2019
430,Elwood Kindle Elementary School,2-5,Pitman Boro School District,158,18.4%,"$10,965",70.8,2019
431,South Mountain Elementary School,"PK, KG-5",South Orange-Maplewood School District,605,3.5%,"$5,242",70.8,2019
432,Hillside Elementary School,3-5,Montclair Public School District,577,14.2%,"$12,700",70.7,2019
433,Newbury Elementary School,3-5,Howell Township Public School District,400,18.3%,"$8,417",70.6,2019
434,Ocean City Primary School,"PK, KG-3",Ocean City School District,321,29.9%,"$12,032",70.5,2019
435,Whiton Elementary School,"PK, KG-3",Branchburg Township School District,631,6.2%,"$15,143",70.4,2019
436,School #3,"PK, KG-4",Cliffside Park School District,293,77.8%,"$17,165",70.4,2019
437,William P Tatem Elementary School,K-5,Collingswood Public School District,240,15.4%,"$8,518",70.3,2019
438,Van Sciver Elementary School,"PK, KG-5",Haddon Township School District,319,17.6%,"$10,796",70.3,2019
439,Mohawk Avenue School,3,Sparta Township Public School District,207,3.4%,"$9,749",70.2,2019
440,Intervale Elementary School,K-5,Parsippany-Troy Hills Township School District,278,16.2%,"$11,528",70.2,2019
441,Charles H. Bullock School,K-5,Montclair Public School District,448,21.7%,"$12,790",70.1,2019
442,Byram Lakes Elementary School,"PK, KG-4",Byram Township School District,446,7.2%,"$13,821",70,2019
443,Campbell Elementary School,1-4,Metuchen Public School District,695,5.8%,"$6,898",70,2019
444,Triangle Elementary School,K-4,Hillsborough Township Public School District,369,8.1%,"$5,950",70,2019
445,M. Scott Carpenter Elementary School,K-5,Old Bridge Township School District,246,9.8%,"$13,623",70,2019
446,Robert L. Craig School,"PK, KG-8",Moonachie School District,310,51.0%,"$16,011",69.9,2019
447,Rockaway Meadow Elementary School,K-5,Parsippany-Troy Hills Township School District,257,25.3%,"$15,440",69.9,2019
448,Sandshore Rd. Elementary School,K-5,Mount Olive Township School District,449,7.1%,"$10,512",69.9,2019
449,Edgemont Elementary School,K-5,Montclair Public School District,280,20.4%,"$13,652",69.8,2019
450,High Bridge Elementary School,"PK, KG-4",High Bridge Borough School District,194,11.3%,"$17,715",69.8,2019
451,John Hill School,3-8,Boonton Town Public School District,476,36.1%,"$11,679",69.5,2019
452,Columbus School,K-5,Lodi School District,221,48.9%,"$8,336",69.5,2019
453,Sherman Elementary School,"PK, KG-5",Roselle Park Public School District,355,25.9%,"$7,881",69.5,2019
454,Wenonah Elementary School,"PK, KG-6",Wenonah Boro School District,175,1.7%,"$14,142",69.4,2019
455,Lawrenceville Elementary School,"PK, KG-3",Lawrence Township Public School District,321,17.8%,"$15,394",69.3,2019
456,Marion T. Bedwell Elementary School,"PK, KG-4",Somerset Hills Regional School District,566,13.1%,"$12,505",69.1,2019
457,Chesterfield Township Elementary School,"PK, KG-6",Chesterfield Township School District,775,1.9%,"$10,698",69.1,2019
458,Demarest Elementary School,K-6,Bloomfield Township School District,508,28.5%,"$5,551",69,2019
459,William A. Miller Elementary School,K-5,Old Bridge Township School District,322,18.0%,"$12,088",68.9,2019
460,Emma Arleth Elementary School,K-3,Sayreville School District,501,99.4%,"$8,249",68.9,2019
461,Mary Bray Elementary School,"PK, KG-5",Mt. Ephraim School District,240,25.8%,"$11,701",68.8,2019
462,Peter Muschal Elementary,"PK, KG-5",Bordentown Regional School District,573,16.6%,"$7,739",68.8,2019
463,Chittick Elementary School,"PK, KG-5",East Brunswick Township School District,498,26.5%,"$13,704",68.8,2019
464,Riverdale School,"PK, KG-8",Riverdale School District,334,17.1%,"$12,574",68.4,2019
465,Mark Newbie Elementary School,K-5,Collingswood Public School District,133,29.3%,"$11,326",68.3,2019
466,Horace Mann Elementary School,K-5,Cherry Hill School District,277,17.3%,"$10,186",68.3,2019
467,Flocktown-Kossmann Elementary School,"PK, KG-5",Washington Township School District,442,3.4%,"$10,912",68.1,2019
468,Canfield Avenue School,"PK, KG-6",Mine Hill Township School District,344,28.5%,"$14,201",68.1,2019
469,Indiana Avenue Elementary School,K-5,Woodbridge Township School District,514,21.8%,"$4,151",68,2019
470,Frelinghuysen Township Elementary School,"PK, KG-6",Frelinghuysen Township School District,148,4.1%,"$12,044",68,2019
471,James Madison School #10,"PK, KG-5",Garfield Public School District,267,75.3%,"$12,134",67.9,2019
472,Countryside Elementary School,"PK, KG-4",Mount Laurel Township School District,309,9.1%,"$9,922",67.9,2019
473,Frank K. Hehnly,K-5,Clark Township Public School District,537,4.5%,"$10,499",67.8,2019
474,Belleville PS9,K-6,Belleville Public School District,133,60.2%,,67.7,2019
475,Lanoka Harbor Elementary School,K-4,Lacey Township School District,466,26.2%,"$11,750",67.5,2019
476,Woodrow Wilson Elementary School,K-3,Sayreville School District,362,99.2%,"$7,702",67.5,2019
477,Lincoln School,"PK, KG-3",Rutherford School District,490,5.3%,"$7,698",67.4,2019
478,Newell Elementary School,"PK, KG-4",Upper Freehold Regional School District,514,9.5%,"$11,192",67.3,2019
479,Thomas Jefferson Elementary School,"PK, KG-5",Hawthorne Public School District,288,15.6%,"$17,713",67.3,2019
480,Swimming River School,3-5,Tinton Falls School District,458,19.9%,"$12,736",67.2,2019
481,Holly Glen Elementary School,"PK, KG-4",Monroe Township Public School District,515,48.9%,"$6,850",67.1,2019
482,Gantner Avenue School,K-5,Elmwood Park School District,317,38.8%,"$7,848",67.1,2019
483,Manasquan Elementary School,"PK, KG-8",Manasquan School District,545,14.7%,"$16,394",67,2019
484,James Russell Lowell Elementary School,K-4,Teaneck School District,333,48.0%,"$6,521",66.9,2019
485,Woodcrest Elementary School,K-5,Cherry Hill School District,345,9.0%,"$8,197",66.8,2019
486,Mary S. Shoemaker School,1-5,Woodstown-Pilesgrove Regional School District,464,22.8%,"$5,196",66.8,2019
487,Ironia School,K-5,Randolph Township School District,451,5.1%,"$11,341",66.7,2019
488,Chester M. Stephens Elementary School,"PK, KG-5",Mount Olive Township School District,657,12.9%,"$9,600",66.7,2019
489,Northeast Elementary School,K-5,Montclair Public School District,412,12.4%,"$11,807",66.6,2019
490,Thomas B. Conley Elementary School,"PK, KG-6",Bethlehem Township School District,233,5.2%,"$19,833",66.6,2019
491,Woodmere,2-4,Eatontown Public School District,232,43.5%,"$16,683",66.6,2019
492,Bowne-Munro Elementary School,"PK, KG-5",East Brunswick Township School District,220,20.9%,"$13,912",66.5,2019
493,Lincoln Elementary School,K-5,Dumont Public School District,150,14.7%,"$10,424",66.4,2019
494,Parkway Elementary School,"PK, KG-4",Mount Laurel Township School District,342,12.0%,"$8,101",66.3,2019
495,Lincoln School,"PK, KG-5",Pompton Lakes School District,307,21.5%,"$14,057",66.3,2019
496,Birchwood Elementary School,"PK, KG-5",Rockaway Township School District,281,19.9%,"$15,674",66.1,2019
497,Dogwood Hill Elementary School,K-5,Oakland Public School District,247,9.7%,"$13,907",66.1,2019
498,Valley Road School,"PK, KG-8",Stanhope School District,310,15.5%,"$15,419",66.1,2019
499,Franklin Township School,"PK, KG-8",Franklin Township School District,278,5.4%,"$14,956",66,2019
500,Honiss Elementary/Middle School,K-8,Dumont Public School District,610,11.8%,"$8,229",65.9,2019
501,Mannington Township Elementary School,"PK, KG-8",Mannington Township School District,157,23.6%,"$13,691",65.7,2019
502,Langtree Elementary School,"PK, KG-5",Hamilton Township Public School District,388,34.8%,"$8,715",65.6,2019
503,Southwood Elementary School,K-5,Old Bridge Township School District,405,21.0%,"$16,304",65.5,2019
504,Yardville Elementary School,"PK, KG-5",Hamilton Township Public School District,282,13.5%,"$10,057",65.4,2019
505,Maple Road Elementary School,"PK, KG-5",West Milford Township Public School District,299,13.4%,"$12,608",65.4,2019
506,Oldmans Township School,"PK, KG-8",Oldmans Township School District,286,18.5%,"$12,139",65.3,2019
507,Aaron Decker School,"PK, KG-4",Butler Public School District,392,29.1%,"$12,052",65.3,2019
508,Midstreams Elementary School,K-5,Brick Township Public School District,479,18.8%,"$7,076",65.2,2019
509,Frenchtown Elementary,"PK, KG-8",Frenchtown Borough School District,127,9.4%,"$17,886",65.1,2019
510,Glendora Elementary School,K-5,Gloucester Township Public Schools,231,33.3%,"$12,656",65,2019
511,Mac Farland Intermediate,3-5,Bordentown Regional School District,294,22.1%,"$8,394",65,2019
512,Memorial School,"PK, KG-8",South Hackensack School District,281,37.0%,"$14,711",64.9,2019
513,School #16,K-5,Clifton Public School District,220,28.2%,"$13,684",64.9,2019
514,Katharine D Malone Elementary School,K-5,Rockaway Township School District,252,3.6%,"$19,911",64.8,2019
515,McKenzie School,"PK, KG-4",East Rutherford School District,454,28.2%,"$10,579",64.7,2019
516,Dennis B O'Brien Elementary School,"PK, KG-5",Rockaway Township School District,309,8.1%,"$16,882",64.6,2019
517,West Cape May Elementary School,"PK, KG-6",West Cape May School District,98,20.4%,"$14,370",64.5,2019
518,Lafayette Township School,"PK, KG-8",Lafayette Township School District,203,11.3%,"$16,815",64.4,2019
519,Greenwich School,"PK, KG-5",Greenwich Township School District,426,8.2%,"$6,883",64.4,2019
520,Marshall Hill Elementary School,K-5,West Milford Township Public School District,271,21.8%,"$12,904",64.4,2019
521,Central Elementary School,K-5,Wall Township Public School District,527,16.1%,"$8,202",64.3,2019
522,Lafayette Elementary School,K-5,Wayne Township Public School District,301,5.6%,"$15,454",64.3,2019
523,Thomas Paine Elementary School,K-5,Cherry Hill School District,366,29.8%,"$9,500",64.3,2019
524,Englewood on the Palisades Charter School,K-8,Englewood on the Palisades Charter School,317,46.1%,"$11,407",64.3,2019
525,Parkview School,"PK, KG-3",Milltown School District,314,12.7%,"$10,823",64.3,2019
526,Manchester Township Elementary School,K-5,Manchester Township School District,549,35.9%,"$12,964",64.2,2019
527,Dwight D. Eisenhower Elementary School,K-3,Sayreville School District,514,99.4%,"$6,725",64.2,2019
528,Theunis Dey Elementary School,K-5,Wayne Township Public School District,437,1.6%,"$15,454",64.1,2019
529,Ocean Road Elementary School,"PK, KG-5",Point Pleasant Borough School District,504,17.5%,"$11,627",64,2019
530,Clinton Public School,"PK, KG-8",Clinton-Glen Gardner School District,430,10.9%,"$16,860",63.9,2019
531,Hannah Caldwell Elementary,"PK, KG-4",Township of Union School District,508,23.6%,"$9,488",63.9,2019
532,Francis A. Desmares Elementary School,K-4,Flemington-Raritan Regional School District,447,34.9%,"$10,815",63.7,2019
533,Community Park School,"PK, KG-5",Princeton Public School District,383,18.0%,"$14,862",63.7,2019
534,Frances DeMasi Elementary School,K-5,Evesham Township School District,272,6.3%,"$8,998",63.5,2019
535,Laura Donovan School,K-5,Freehold Township School District,436,16.5%,"$10,648",63.3,2019
536,Bee Meadow School,K-5,Hanover Township School District,334,3.0%,"$12,321",63.3,2019
537,Memorial Elementary School,"PK, KG-1",Pitman Boro School District,188,21.3%,"$13,553",63.2,2019
538,Norman S. Weir,K-8,Paterson Public School District,281,46.6%,"$13,381",63.1,2019
539,Milford Public School,"PK, KG-5",Milford Borough School District,86,18.6%,"$21,133",63.1,2019
540,Roosevelt Elementary School,"PK, KG-4",South Plainfield School District,407,22.4%,"$5,795",62.9,2019
541,Westbrook Elementary School,K-5,West Milford Township Public School District,301,11.0%,"$11,326",62.9,2019
542,Apshawa Elementary School,K-5,West Milford Township Public School District,244,18.4%,"$12,195",62.8,2019
543,Kennedy Elementary School,K-4,Roxbury Township School District,254,5.5%,"$13,088",62.8,2019
544,Washington School,"PK, KG-5",Lodi School District,366,38.8%,"$6,490",62.7,2019
545,Fredon Township School,"PK, KG-6",Fredon Township School District,189,9.5%,"$17,927",62.7,2019
546,School #5,"PK, KG-4",Cliffside Park School District,342,60.2%,"$16,248",62.7,2019
547,School #14,"PK, KG-5",Clifton Public School District,378,45.0%,"$13,815",62.5,2019
548,Hazelwood Elementary School,"PK, KG-3",Middlesex Borough School District,216,19.0%,"$12,216",62.4,2019
549,Pennsylvania Avenue Elementary School,"PK, KG-5",Woodbridge Township School District,339,32.7%,"$4,433",62.2,2019
550,Eldridge Park School,K-3,Lawrence Township Public School District,210,28.6%,"$16,447",62.2,2019
551,Pines Lake Elementary School,K-5,Wayne Township Public School District,380,9.5%,"$14,923",62.1,2019
552,Nicolaus Copernicus School,"PK, KG-5",Jersey City Public Schools,711,55.0%,"$11,031",62,2019
553,Alfred Zampella School,"PK, KG-8",Jersey City Public Schools,929,70.8%,"$10,970",62,2019
554,Hainesport Township School,"PK, KG-8",Hainesport Township School District,572,13.5%,"$12,400",62,2019
555,Madison Park Elementary School,K-5,Old Bridge Township School District,272,46.0%,"$16,024",62,2019
556,Oliver Street School,"PK, KG-8",Newark Public School District,"1,052",76.0%,"$8,360",61.8,2019
557,Mansion Avenue School,3-6,Audubon Public School District,382,20.2%,"$12,922",61.6,2019
558,Haskell Elementary School,"PK, KG-8",Wanaque School District,394,30.2%,"$15,716",61.5,2019
559,Franklin Township School,"PK, KG-6",Franklin Township School District,201,13.4%,"$17,688",61.5,2019
560,Victor Mravlag School No. 21,"PK, KG-8",Elizabeth Public Schools,581,40.8%,"$10,124",61.5,2019
561,C. Richard Applegate School,K-5,Freehold Township School District,424,10.8%,"$13,333",61.2,2019
562,Bayview Elementary School,K-5,Middletown Township Public School District,366,19.1%,"$11,243",61.2,2019
563,Memorial Elementary School,"PK, KG-4",North Haledon School District,344,9.9%,"$11,307",61.2,2019
564,W.C.K. Walls Elementary,2-5,Pitman Boro School District,229,24.5%,"$9,919",61.2,2019
565,Upper Greenwood Lake Elementary School,K-5,West Milford Township Public School District,308,24.0%,"$11,903",61.1,2019
566,Hope Township School,"PK, KG-8",Hope Township School District,132,16.7%,"$19,117",61.1,2019
