rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
57,Ralph S Maugham School,K-5,Tenafly Public School District,412,1.9%,"$9,945",91.9,2019
58,Lyncrest Elementary School,K-4,Fair Lawn Public School District,263,10.3%,"$6,699",91.9,2019
59,Frank Defino Central Elementary School,K-5,Marlboro Township School District,515,7.2%,"$9,522",91.8,2019
60,Joseph D. Sharp Elementary School,K-5,Cherry Hill School District,362,11.0%,"$6,656",91.7,2019
61,Stone Harbor Elementary School,K-4,Stone Harbor School District,99,0.0%,"$19,958",91.7,2019
62,Mount Pleasant Elementary School,K-5,Livingston Board of Education School District,436,1.4%,"$10,849",91.6,2019
63,Central School,"PK, KG-5",Glen Rock Public School District,340,0.9%,"$13,648",91.6,2019
64,Westmoreland Elementary School,"PK, KG-4",Fair Lawn Public School District,422,10.9%,"$4,704",91.6,2019
65,Woodmont School,K-5,Montville Township School District,295,7.8%,"$15,994",91.4,2019
66,Radburn Elementary School,K-4,Fair Lawn Public School District,457,3.7%,"$6,159",91.3,2019
67,Thomas P. Hughes School,3-5,Berkeley Heights School District,273,1.1%,"$9,155",91.3,2019
68,Haworth Public School,K-8,Haworth Public School District,394,0.0%,"$17,223",91.3,2019
69,Northvail Elementary School,K-5,Parsippany-Troy Hills Township School District,371,5.4%,"$9,614",91.2,2019
70,Little Falls Township Public School # 3,3-4,Little Falls Township Public School District,184,21.2%,"$17,550",91.1,2019
71,Allen W. Roberts School,"PK, KG-6",New Providence School District,702,3.3%,"$8,365",90.9,2019
72,Jersey City Global Charter School,K-8,Jersey City Global Charter School,437,0.0%,"$6,567",90.9,2019
73,Richard Stockton Elementary School,K-5,Cherry Hill School District,339,8.3%,"$8,457",90.8,2019
74,Harrington Park School,"PK, KG-8",Harrington Park School District,601,0.0%,"$16,559",90.8,2019
75,Stony Brook Elementary School,"PK, KG-5",Hopewell Valley Regional School District,388,3.9%,"$12,315",90.5,2019
76,Memorial School,"PK, KG-3",Maywood School District,430,9.1%,"$11,306",90.5,2019
77,Harding Township School,"PK, KG-8",Harding Township School District,277,1.1%,"$20,191",90.4,2019
78,Califon Public School,"PK, KG-8",Califon Borough School District,74,4.1%,"$28,096",90.3,2019
79,Milton Avenue School,"PK, KG-3",School District of the Chathams,274,1.1%,"$12,491",90.3,2019
80,School No. 1,K-4,Fort Lee School District,761,12.7%,"$7,644",90.2,2019
81,Martin Luther King Elementary School,K-5,Edison Township School District,687,5.7%,"$5,998",90.2,2019
82,Oradell Public School,"PK, KG-6",Oradell Public School District,764,0.4%,"$12,862",90.1,2019
83,Berkeley Elementary,K-5,Westwood Regional School District,304,16.4%,"$4,648",90,2019
84,Hilldale School,K-5,Montville Township School District,320,1.9%,"$13,513",90,2019
85,Alexander Hamilton School,K-5,Glen Rock Public School District,272,0.0%,"$13,180",89.9,2019
86,Harrison Elementary School,K-5,Livingston Board of Education School District,465,1.7%,"$11,602",89.9,2019
87,Albert Payson Terhune Elementary,K-5,Wayne Township Public School District,399,6.3%,"$15,455",89.9,2019
88,Ridgewood Avenue School,3-6,Glen Ridge Public School District,575,0.0%,"$7,808",89.8,2019
89,Robertsville Elementary School,1-5,Marlboro Township School District,486,10.7%,"$10,138",89.7,2019
90,Hillview School,K-5,Pequannock Township School District,290,4.1%,"$13,405",89.7,2019
91,William Woodruff School,K-2,Berkeley Heights School District,201,2.0%,"$11,076",89.7,2019
92,Southern Boulevard School,"PK, KG-3",School District of the Chathams,468,0.6%,"$8,780",89.6,2019
93,Riker Hill Elementary School,K-5,Livingston Board of Education School District,398,1.8%,"$10,741",89.6,2019
94,Edward T. Hamilton,K-5,Voorhees Township School District,395,4.3%,"$12,766",89.5,2019
95,Clark Mills School,K-5,Manalapan-Englishtown Regional School District,508,7.9%,"$8,519",89.4,2019
96,Dutch Neck Elementary School,K-3,West Windsor-Plainsboro Regional School District,681,3.7%,"$10,469",89.4,2019
97,Oak Street School,K-5,Bernards Township School District,464,3.2%,"$9,522",89.3,2019
98,Malcolm S Mackay School,K-5,Tenafly Public School District,393,1.5%,"$10,904",89.3,2019
99,A. Russell Knight Elementary School,K-5,Cherry Hill School District,359,5.8%,"$8,892",89.2,2019
100,West Ridge Elementary School,"PK, KG-6",Park Ridge School District,350,2.6%,"$11,688",89.2,2019
101,James Madison Intermediate School,3-5,Edison Township School District,679,3.4%,"$5,668",89.2,2019
102,Washington Avenue School,"PK, KG-3",School District of the Chathams,349,1.1%,"$8,994",89.2,2019
103,Point Road School,"PK, KG-4",Little Silver Boro School District,454,0.7%,"$9,910",89,2019
104,Wemrock Brook School,K-5,Manalapan-Englishtown Regional School District,636,3.9%,"$7,216",88.9,2019
105,Calvin Coolidge Elementary School,K-5,Wyckoff Township Public School District,298,0.0%,"$12,914",88.9,2019
106,Wesley D Tisdale Elementary School,"PK, KG-3",Ramsey School District,386,11.9%,"$9,070",88.9,2019
107,Wolf Hill School,"PK, KG-4",Oceanport School District,342,6.4%,"$13,997",88.8,2019
108,Menlo Park Elementary School,K-5,Edison Township School District,869,6.2%,"$5,996",88.8,2019
109,Elizabeth Haddon School,"PK, KG-5",Haddonfield School District,367,0.8%,"$6,973",88.7,2019
110,Whitehouse School,K-3,Readington Township School District,304,9.5%,"$10,740",88.7,2019
111,Merritt Memorial,1-5,Cresskill Public School District,336,0.9%,"$10,439",88.5,2019
112,Monmouth Beach Elementary School,"PK, KG-8",Monmouth Beach School District,234,0.0%,"$15,153",88.5,2019
113,Milford Brook School,K-6,Manalapan-Englishtown Regional School District,540,10.2%,"$8,628",88.5,2019
114,Valley View School,"PK, KG-5",Montville Township School District,367,1.1%,"$19,750",88.3,2019
115,The Gray Charter School,K-8,Gray Charter School,352,78.4%,"$9,242",88.3,2019
116,Willard Elementary School,K-5,Ridgewood Public School District,485,1.2%,"$9,772",88.2,2019
117,Edward H. Bryan,"PK, KG-5",Cresskill Public School District,477,0.0%,"$11,618",88.1,2019
118,Mary A. Hubbard Elementary School,"PK, KG-3",Ramsey School District,379,5.0%,"$8,962",88.1,2019
119,Brayton Elementary School,1-5,Summit Public School District,340,14.1%,"$6,383",88.1,2019
120,Roosevelt School,K-6,River Edge School District,498,0.0%,"$7,192",88.1,2019
121,William H. Ross III School,"PK, KG-4",Margate City School District,169,10.1%,"$18,057",88.1,2019
122,Warnsdorfer Elementary School,"PK, KG-5",East Brunswick Township School District,450,6.2%,"$11,155",88,2019
123,Dorchester Elementary School,"PK, KG-5",Woodcliff Lake School District,464,0.0%,"$14,696",87.9,2019
124,J Spencer Smith School,K-5,Tenafly Public School District,374,2.1%,"$11,277",87.9,2019
125,William Mason School,K-5,Montville Township School District,229,1.3%,"$19,549",87.8,2019
126,Torey J. Sabatini School,K-5,Madison Public School District,316,3.5%,"$12,211",87.8,2019
127,Roosevelt Public School,"PK, KG-6",Roosevelt Borough Public School District,81,0.0%,"$19,731",87.7,2019
128,J.V.B. Wicoff Elementary School,K-3,West Windsor-Plainsboro Regional School District,434,4.1%,"$12,430",87.6,2019
129,Stonybrook Elementary School,3-5,Kinnelon School District,433,1.8%,"$12,633",87.6,2019
130,Howard B. Brunner Elementary School,"PK, KG-4",Scotch Plains-Fanwood School District,414,3.9%,"$8,968",87.5,2019
131,Brookside Elementary School,K-5,Westwood Regional School District,386,5.4%,"$4,864",87.4,2019
132,Brielle Elementary School,"PK, KG-8",Brielle Boro School District,525,4.8%,"$12,663",87.4,2019
133,Walter Stillman School,"PK, KG-5",Tenafly Public School District,372,0.8%,"$12,810",87.3,2019
134,Travell Elementary School,K-5,Ridgewood Public School District,392,1.0%,"$11,151",87.3,2019
135,Catherine E. Doyle Elementary School,"PK, KG-3",Wood-Ridge School District,396,10.4%,"$11,211",87.2,2019
136,Adlai E. Stevenson School,"PK, KG-3",Fairfield Public School District,402,3.7%,"$8,326",87.1,2019
137,Bear Tavern Elementary School,"PK, KG-5",Hopewell Valley Regional School District,447,2.2%,"$11,447",87.1,2019
138,Hoboken Charter School,K-12,Hoboken Charter School,299,26.4%,"$10,740",87.1,2019
139,Cranbury School,"PK, KG-8",Cranbury Township School District,476,5.7%,"$18,574",87.1,2019
140,Angelo L. Tomaso School,K-5,Warren Township School District,247,0.0%,"$15,785",87.1,2019
141,East Brook Elementary School,K-6,Park Ridge School District,311,5.5%,"$11,625",86.9,2019
142,Frost Elementary School,"PK, KG-5",East Brunswick Township School District,472,11.9%,"$11,319",86.9,2019
143,Amsterdam Elementary School,K-4,Hillsborough Township Public School District,511,3.7%,"$5,293",86.8,2019
144,Burnet Hill Elementary School,"PK, KG-5",Livingston Board of Education School District,459,2.8%,"$12,821",86.8,2019
145,Oak Tree Road Elementary School,K-5,Woodbridge Township School District,524,18.9%,"$4,113",86.7,2019
146,Island Heights Elementary School,"PK, KG-6",Island Heights School District,124,8.9%,"$14,138",86.7,2019
147,James A. Garfield Elementary School,K-5,Collingswood Public School District,134,23.9%,"$9,274",86.6,2019
148,Brooks Crossing Elementary School,"PK, KG-5",South Brunswick School District,589,7.6%,"$11,554",86.6,2019
149,Central School,"PK, KG-5",Haddonfield School District,419,1.7%,"$6,314",86.6,2019
150,Village School,"PK, KG-3",Holmdel Township School District,759,1.1%,"$19,682",86.6,2019
151,Cranberry Pines Elementary,K-5,Medford Township School District,399,2.8%,"$8,592",86.6,2019
152,North End Elementary School,"PK, KG-4",Cedar Grove Township School District,249,1.2%,"$12,408",86.5,2019
153,Central Jersey College Prep Charter School,K-12,Central Jersey College Prep Charter School,820,22.7%,"$8,883",86.4,2019
154,Toll Gate Grammar School,"PK, KG-5",Hopewell Valley Regional School District,287,1.7%,"$12,454",86.3,2019
155,Sunnymead Elementary School,"PK, KG-4",Hillsborough Township Public School District,490,19.8%,"$5,627",86.3,2019
156,Richard Byrd,K-5,Glen Rock Public School District,272,0.0%,"$13,228",86.3,2019
157,Jefferson Elementary School,1-5,Westfield Public School District,442,2.0%,"$6,449",86.2,2019
158,Central School,K-5,Warren Township School District,308,1.3%,"$13,768",86.1,2019
159,Center Grove School,"PK, KG-5",Randolph Township School District,519,4.8%,"$12,140",85.9,2019
160,Hamilton Primary School,K-4,Bridgewater-Raritan Regional School District,516,2.5%,"$8,485",85.9,2019
161,Grant Elementary School,K-5,Dumont Public School District,384,7.3%,"$8,269",85.9,2019
162,Port Republic Elementary School,K-8,Port Republic School District,101,12.9%,"$16,428",85.8,2019
163,Robert Treat Academy Charter School,K-8,Robert Treat Academy Charter School,685,71.1%,"$11,271",85.8,2019
164,Rockaway Valley School,"PK, KG-8",Boonton Township School District,410,1.5%,"$16,532",85.7,2019
165,Atlantic Avenue,"PK, KG-2",HADDON HEIGHTS School District,158,3.8%,"$13,637",85.6,2019
166,Lincoln Elementary School,"PK, KG-5",Bergenfield Borough School District,412,28.2%,"$11,093",85.5,2019
167,Littleton Elementary School,"PK, KG-5",Parsippany-Troy Hills Township School District,405,5.4%,"$10,284",85.4,2019
168,Hoboken Dual Language Charter School,K-8,Hoboken Dual Language Charter School,399,10.5%,"$9,496",85.3,2019
169,Lester C Noecker,"PK, KG-6",Roseland School District,469,2.1%,"$13,133",85.3,2019
170,T. Baldwin Demarest Elementary School,"PK, KG-4",Old Tappan Public School District,346,0.0%,"$8,945",85.2,2019
171,Frank J. Dugan Elementary School,K-5,Marlboro Township School District,616,3.9%,"$8,652",85.2,2019
172,Deerfield Elementary School,3-8,Mountainside School District,245,2.9%,"$8,613",85.1,2019
173,Bayberry School,"PK, KG-4",Watchung Borough School District,341,1.2%,"$9,432",85.1,2019
174,Laning Avenue School,"PK, KG-4",Verona Public School District,245,0.0%,"$8,559",85.1,2019
175,Livingston Avenue School,3-5,Cranford Public School District,251,4.0%,"$8,649",85.1,2019
176,Nicholas Oresko Community School,"PK, KG-8",Bayonne School District,454,41.6%,"$11,130",85.1,2019
177,Dr. Michael Conti School,"PK, KG-8",Jersey City Public Schools,679,52.0%,"$10,825",85,2019
178,Navesink Elementary School,K-5,Middletown Township Public School District,233,10.3%,"$10,198",85,2019
179,Wanamassa Elementary School,"PK, KG-4",Township of Ocean School District,304,15.1%,"$8,896",84.8,2019
180,Mt. Horeb School,"PK, KG-5",Warren Township School District,239,1.3%,"$18,115",84.8,2019
181,Maurice Hawk Elementary School,"PK, KG-3",West Windsor-Plainsboro Regional School District,709,2.1%,"$11,332",84.8,2019
182,Spring Garden School,"PK, KG-6",Nutley Public School District,412,3.2%,"$12,955",84.8,2019
183,Lafayette Mills School,1-5,Manalapan-Englishtown Regional School District,515,2.5%,"$8,271",84.8,2019
184,North Star Academy Charter School,K-12,North Star Academy Charter School,"5,271",86.7%,"$10,058",84.6,2019
185,Central Elementary School,"PK, KG-5",East Brunswick Township School District,415,15.4%,"$14,235",84.5,2019
186,Mount Tabor Elementary School,K-5,Parsippany-Troy Hills Township School District,449,8.5%,"$8,719",84.4,2019
187,Collins Elementary School,K-5,Livingston Board of Education School District,463,1.7%,"$11,450",84.4,2019
188,North Boulevard School,"PK, KG-5",Pequannock Township School District,340,0.9%,"$13,107",84.4,2019
189,Colonial Road School,"PK, KG-5",Franklin Lakes School District,245,3.3%,"$16,575",84.3,2019
190,Joseph F Brandt Elementary School,K-5,Hoboken Public School District,301,13.6%,"$9,244",84.3,2019
191,Seaview Elementary School,"PK, KG-4",Linwood City School District,425,7.3%,"$10,304",84.3,2019
192,Woodland School,K-5,Warren Township School District,244,0.0%,"$14,752",84.2,2019
193,Luther Lee Emerson School,2-4,Demarest School District,214,1.4%,"$12,319",84.1,2019
194,Woodfern Elementary School,K-4,Hillsborough Township Public School District,363,12.9%,"$5,571",84.1,2019
195,Oak Tree Elementary School,"PK, KG-3",Monroe Township School District,700,2.4%,"$12,219",84,2019
196,Cambridge Elementary School,"PK, KG-5",South Brunswick School District,512,7.0%,"$10,867",84,2019
197,Riverbank Charter School of Excellence,K-3,Riverbank Charter School of Excellence,151,11.9%,"$7,871",83.7,2019
198,Jessie F. George Elementary,K-5,Westwood Regional School District,268,1.5%,"$6,151",83.7,2019
199,Bradley Gardens Primary School,"PK, KG-4",Bridgewater-Raritan Regional School District,289,7.6%,"$12,003",83.6,2019
200,H W Mountz Elementary School,"PK, KG-8",Spring Lake Borough,176,0.0%,"$25,190",83.4,2019
201,Oak View Elementary School,"PK, KG-6",Bloomfield Township School District,364,7.7%,"$8,218",83.2,2019
202,Strathmore Elementary School,K-3,Matawan-Aberdeen Regional School District,397,22.2%,"$11,082",83.2,2019
203,Hillsborough Township Elementary School,K-4,Hillsborough Township Public School District,520,11.2%,"$5,497",83.1,2019
204,Crim Primary School,"PK, KG-4",Bridgewater-Raritan Regional School District,409,2.9%,"$11,542",83,2019
205,Brooklake School,3-5,Florham Park School District,313,0.0%,"$8,965",83,2019
206,Three Bridges School,"PK, KG-3",Readington Township School District,318,6.6%,"$10,664",83,2019
207,Teaneck Community Charter school,K-8,Teaneck Community Charter School,324,15.4%,"$10,075",82.9,2019
208,Hilltop School,"PK, KG-4",Mendham Borough School District,263,1.5%,"$10,299",82.9,2019
209,Memorial Elementary School,"PK, KG-4",Montvale Board of Education School District,519,2.5%,"$8,895",82.9,2019
210,John F Kennedy Elementary School,"PK, KG-4",South Plainfield School District,298,14.8%,"$5,833",82.9,2019
211,Cedar Hill School,K-5,Bernards Township School District,547,2.2%,"$10,975",82.9,2019
212,Tewksbury Elementary School,K-5,Tewksbury Township School District,321,2.8%,"$11,708",82.7,2019
213,Meadowbrook,"PK, KG-4",Hillsdale School District,317,7.3%,"$11,913",82.7,2019
214,William J. McGinn Elementary School,K-4,Scotch Plains-Fanwood School District,512,2.9%,"$8,178",82.6,2019
215,Middletown Village Elementary School,"PK, KG-5",Middletown Township Public School District,384,8.6%,"$8,779",82.5,2019
216,St. Cloud Elementary School,K-5,West Orange Public Schools,377,14.3%,"$10,534",82.5,2019
217,Hopewell Elementary School,"PK, KG-5",Hopewell Valley Regional School District,442,3.6%,"$11,069",82.4,2019
218,Thelma L. Sandmeier Elementary School,3-5,Springfield Public School District,261,11.1%,"$13,736",82.4,2019
219,Cedar Hill School,"PK, KG-5",Montville Township School District,327,1.8%,"$18,902",82.3,2019
220,Upper Township Elementary School,3-5,Upper Township School District,481,14.1%,"$8,254",82.3,2019
221,Mount Pleasant Elementary School,K-5,West Orange Public Schools,344,24.7%,"$12,477",82.3,2019
222,Lakeview Elementary School,"PK, KG-5",Denville Township K-8 School District,649,5.4%,"$10,419",82.2,2019
223,Crescent Elementary School,K-5,Waldwick School District,349,0.0%,"$9,264",82.2,2019
224,Midland Elementary School,K-4,Paramus Public School District,193,5.7%,"$15,352",82.2,2019
225,Jefferson Elementary School,1-5,Summit Public School District,227,34.4%,"$8,684",82.1,2019
226,Woods Road Elementary School,"PK, KG-4",Hillsborough Township Public School District,475,2.9%,"$4,675",82.1,2019
227,Memorial Elementary School,"PK, KG-4",Paramus Public School District,311,8.0%,"$15,311",82.1,2019
228,Euclid Elementary School,"PK, KG-5",Hasbrouck Heights School District,347,11.2%,"$12,378",82.1,2019
229,Lake Hiawatha Elementary School,"PK, KG-5",Parsippany-Troy Hills Township School District,408,12.7%,"$11,814",82,2019
230,Mountview Road School,K-5,Hanover Township School District,317,0.9%,"$8,505",82,2019
231,Lenape Meadows,"PK, KG-3",Mahwah Township Public School District,392,14.3%,"$10,910",81.9,2019
232,John Marshall Elementary School,K-5,Edison Township School District,831,8.8%,"$5,975",81.9,2019
233,George Washington Elementary School,K-5,Wyckoff Township Public School District,311,1.0%,"$12,788",81.8,2019
234,Knollwood Elementary School,K-3,Piscataway Township School District,505,25.1%,"$5,790",81.8,2019
235,Maria Varisco Rogers Charter School,K-8,Maria L. Varisco-Rogers Charter School,559,81.6%,"$14,257",81.8,2019
236,Lawrence Brook Elementary School,"PK, KG-5",East Brunswick Township School District,454,24.7%,"$12,904",81.8,2019
237,Spring Lake Heights Elementary School,"PK, KG-8",Spring Lake Heights School District,327,7.0%,"$13,667",81.7,2019
238,Glenview Avenue,K-6,HADDON HEIGHTS School District,279,5.7%,"$12,403",81.7,2019
239,Taylor Mills School,K-6,Manalapan-Englishtown Regional School District,598,15.9%,"$9,016",81.7,2019
240,Berkley Street School,K-5,New Milford Public School District,436,16.7%,"$8,667",81.5,2019
241,Belleville PS10,"PK, KG-6",Belleville Public School District,171,39.8%,,81.5,2019
242,Watchung Elementary School,K-5,Montclair Public School District,425,10.4%,"$11,719",81.5,2019
243,Chairville Elementary School,K-5,Medford Township School District,324,5.6%,"$9,524",81.5,2019
244,Harry S. Truman Elementary School,K-3,Sayreville School District,481,99.4%,"$7,343",81.3,2019
245,Roberge Elementary School,"PK, KG-5",River Vale Public School District,358,0.8%,"$14,173",81.3,2019
246,Shrewsbury Borough Elementary School,"PK, KG-8",Shrewsbury Borough School District,479,2.1%,"$14,231",81.3,2019
247,Van Holten Primary School,K-4,Bridgewater-Raritan Regional School District,375,2.7%,"$10,870",81.2,2019
248,Roosevelt School,"PK, KG-5",Lodi School District,173,53.2%,"$7,918",81.2,2019
249,Wilson Elementary School,1-5,Westfield Public School District,355,0.8%,"$6,428",81.2,2019
250,East Amwell Township,"PK, KG-8",East Amwell Township School District,359,18.4%,"$16,880",81.2,2019
251,Tamaques Elementary School,1-5,Westfield Public School District,401,2.7%,"$6,564",81.2,2019
252,Bragg Elementary School,3-5,Chester Township School District,348,6.9%,"$11,112",81.1,2019
253,Irene E. Feldkirchner Elementary School,"PK, KG-4",Green Brook Township Public School District,387,7.5%,"$17,389",81.1,2019
254,Village Elementary School,3-4,Montgomery Township School District,690,4.3%,"$13,514",81,2019
255,Stephen J. Gerace School,K-5,Pequannock Township School District,313,4.8%,"$8,745",80.9,2019
256,Littlebrook School,"PK, KG-5",Princeton Public School District,370,6.8%,"$13,695",80.9,2019
257,School No. 4,K-4,Fort Lee School District,614,13.4%,"$7,973",80.8,2019
258,Franklin Elementary School,"PK, KG-5",Bergenfield Borough School District,348,27.0%,"$10,856",80.8,2019
259,Radcliffe School,"PK, KG-6",Nutley Public School District,355,5.1%,"$14,637",80.7,2019
260,Barley Sheaf Elementary School,K-4,Flemington-Raritan Regional School District,350,6.9%,"$11,427",80.7,2019
261,Brookdale Elementary School,K-6,Bloomfield Township School District,350,4.9%,"$6,568",80.6,2019
262,Manito Elementary School,K-5,Oakland Public School District,266,4.1%,"$14,161",80.6,2019
263,J. Ackerman Coles Elementary School,"PK, KG-4",Scotch Plains-Fanwood School District,552,2.0%,"$7,390",80.6,2019
264,Allenwood Elementary School,K-5,Wall Township Public School District,391,4.6%,"$10,534",80.6,2019
265,Woodside Avenue School,K-5,Franklin Lakes School District,254,0.0%,"$11,699",80.4,2019
266,Mansfield Township Elementary School,3-6,Mansfield Township School District,347,9.5%,"$9,680",80.4,2019
267,Randolphville Elementary School,K-3,Piscataway Township School District,469,19.8%,"$5,821",80.3,2019
268,Sharon School,"PK, KG-4",Robbinsville Public Schools,"1,058",4.3%,"$4,555",80.3,2019
269,Green Hills School,K-8,Green Township School District,409,7.1%,"$14,773",80.2,2019
270,Signal Hill School,"PK, KG-5",Voorhees Township School District,524,6.1%,"$12,765",80,2019
271,Riverton School District,"PK, KG-8",Riverton School District,290,10.3%,"$12,139",80,2019
272,Abraham Lincoln Elementary School,K-5,Wyckoff Township Public School District,311,1.0%,"$12,867",79.8,2019
273,Willow Grove Elementary School,2-4,Hackettstown Public School District,248,28.6%,"$14,182",79.8,2019
274,Parkway Elementary School,"PK, KG-4",Paramus Public School District,310,3.5%,"$16,646",79.8,2019
275,Soaring Heights Charter School,K-8,Soaring Heights Charter School,264,47.3%,"$8,696",79.8,2019
276,Farmingdale Elementary,"PK, KG-8",Farmingdale Public School District,155,21.9%,"$15,141",79.8,2019
277,Valley Road School,K-5,Clark Township Public School District,469,3.8%,"$10,631",79.7,2019
278,Tinc Rd. Elementary School,K-5,Mount Olive Township School District,459,16.1%,"$8,991",79.7,2019
279,Knollwood Elementary School,K-5,Parsippany-Troy Hills Township School District,414,19.6%,"$9,117",79.6,2019
280,Lincroft Elementary School,K-5,Middletown Township Public School District,450,1.3%,"$8,048",79.6,2019
281,Logan Township Elementary School,1-4,Logan Township School District,372,17.2%,"$9,393",79.5,2019
282,Asher Holmes Elementary School,1-5,Marlboro Township School District,504,2.4%,"$8,890",79.2,2019
