rank,school,type,grades,address,city,zip,county,district,year
133,Jefferson Elementary School,Public,3-5,518 Ridgewood Rd,Maplewood,07040,Essex County,South Orange-Maplewood School District,2020
134,Stonybrook Elementary School,Public,3-5,118 Boonton Avenue,Kinnelon,07405,Morris County,Kinnelon School District,2020
135,Stony Brook Elementary School,Public,"PK, KG-5",20 Stephenson Road,Pennington,08534,Mercer County,Hopewell Valley Regional School District,2020
136,East Amwell Township,Public,"PK, KG-8",43 Wertsville Rd,Ringoes,08551,Hunterdon County,East Amwell Township School District,2020
137,Washington Elementary School,Public,1-5,507 Morris Ave,Summit,07901,Union County,Summit Public School District,2020
138,Wandell School,Public,"PK, KG-5",97 E Allendale Rd,Saddle River,07458,Bergen County,Saddle River School District,2020
139,Community Park School,Public,"PK, KG-5",372 Witherspoon Street,Princeton,08540,Mercer County,Princeton Public School District,2020
140,Lincoln Elementary School,Public,K-5,53 Brookville Road,Edison,08817,Middlesex County,Edison Township School District,2020
141,West Ridge Elementary School,Public,"PK, KG-6",18 South  First Street,Park Ridge,07656,Bergen County,Park Ridge School District,2020
142,Cranbury School,Public,"PK, KG-8",23 N Main St,Cranbury,08512,Middlesex County,Cranbury Township School District,2020
143,John Marshall Elementary School,Public,K-5,15 Cornell Street,Edison,08817,Middlesex County,Edison Township School District,2020
144,Hillside Elementary School,Public,"PK, KG-3",89 Hillsdale Avenue,Allendale,07401,Bergen County,Allendale Public School District,2020
145,Avon Elementary School,Public,"PK, KG-8",505 Lincoln Avenue,Avon by the Sea,07717,Monmouth County,Avon Boro School District,2020
146,Kirby's Mill Elementary School,Public,"PK, KG-5",151 Hartford Road,Medford,08055,Burlington County,Medford Township School District,2020
147,Whiton Elementary School,Public,"PK, KG-3",470 Whiton Road,Neshanic Station,08853,Somerset County,Branchburg Township School District,2020
148,Califon Public School,Public,"PK, KG-8",6 School Street,Califon,07830,Hunterdon County,Califon Borough School District,2020
149,Marlboro Elementary School,Public,K-5,100 School Road West,Marlboro,07746,Monmouth County,Marlboro Township School District,2020
150,Knollwood Elementary School,Public,K-3,333 Willow Avenue,Piscataway,08854,Middlesex County,Piscataway Township School District,2020
151,Chesterfield Township Elementary School,Public,"PK, KG-6",30 Saddle Way,Chesterfield,08515,Burlington County,Chesterfield Township School District,2020
152,Meadowbrook,Public,"PK, KG-4",50 Piermont Ave,Hillsdale,07642,Bergen County,Hillsdale School District,2020
153,Taunton Forge Elementary School,Public,K-5,32 Evergreen Trail,Medford,08055,Burlington County,Medford Township School District,2020
154,Frost Elementary School,Public,"PK, KG-5",65 Frost Avenue,East Brunswick,08816,Middlesex County,East Brunswick Township School District,2020
155,Cambridge Elementary School,Public,"PK, KG-5",35 Cambridge Road,Kendall Park,08824,Middlesex County,South Brunswick School District,2020
156,Liberty Corner School,Public,K-5,61 Church Street,Liberty Corner,07938,Somerset County,Bernards Township School District,2020
157,Roosevelt School,Public,K-6,711 Summit Ave,River Edge,07661,Bergen County,River Edge School District,2020
158,Spring Garden School,Public,"PK, KG-6",59 S Spring Garden Ave,Nutley,07110,Essex County,Nutley Public School District,2020
159,Lakeview Elementary School,Public,"PK, KG-5",44 Cooper Road,Denville,07834,Morris County,Denville Township K-8 School District,2020
160,Middletown Village Elementary School,Public,"PK, KG-5",147 Kings Highway,Middletown,07748,Monmouth County,Middletown Township Public School District,2020
161,Lyncrest Elementary School,Public,K-4,9-04 Morlot Ave,Fair Lawn,07410,Bergen County,Fair Lawn Public School District,2020
162,Stone Harbor Elementary School,Public,K-4,275 93rd St,Stone Harbor,08247,Cape May County,Stone Harbor School District,2020
163,Walter M. Schirra Elementary School,Public,K-5,One Awn St,Old Bridge,08857,Middlesex County,Old Bridge Township School District,2020
164,J. Ackerman Coles Elementary School,Public,"PK, KG-4",16 Kevin Road,Scotch Plains,07076,Union County,Scotch Plains-Fanwood School District,2020
165,Memorial School,Public,"PK, KG-3",764 Grant Ave,Maywood,07607,Bergen County,Maywood School District,2020
166,Highland Elementary School,Public,3-6,31 Highland Ave,Midland Park,07432,Bergen County,Midland Park School District,2020
167,Copper Hill Elementary School,Public,"PK, KG-4",100 Everitts Road,Ringoes,08551,Hunterdon County,Flemington-Raritan Regional School District,2020
168,Amsterdam Elementary School,Public,K-4,301 Amsterdam Drive,Hillsborough,08844,Somerset County,Hillsborough Township Public School District,2020
169,Conover Road Elementary School,Public,3-5,76 Conover Road,Colts Neck,07722,Monmouth County,Colts Neck Township School District,2020
170,Van Holten Primary School,Public,K-4,360 Van Holten Road,Bridgewater,08807,Somerset County,Bridgewater-Raritan Regional School District,2020
171,Wesley D Tisdale Elementary School,Public,"PK, KG-3",200 Island Avenue,Ramsey,07446,Bergen County,Ramsey School District,2020
172,School No. 3,Public,"PK, KG-4",2405 Second Street,Fort Lee,07024,Bergen County,Fort Lee School District,2020
173,Bret Harte Elementary School,Public,K-5,1909 Queen Anne Dr.,Cherry Hill,08003,Camden County,Cherry Hill School District,2020
174,Sharon School,Public,"PK, KG-4",234 Sharon Road,Robbinsville,08691,Mercer County,Robbinsville Public Schools,2020
175,Edward T. Hamilton,Public,K-5,1 Boundary Lane,Voorhees,08043,Camden County,Voorhees Township School District,2020
176,Hillsborough Township Elementary School,Public,K-4,435 Route 206,Hillsborough,08844,Somerset County,Hillsborough Township Public School District,2020
177,School No. 4,Public,K-4,1193 Anderson Ave,Fort Lee,07024,Bergen County,Fort Lee School District,2020
178,Beach Haven School,Public,"PK, KG-6",8th Street & Beach Avenue,Beach Haven,08008,Ocean County,Beach Haven School District,2020
179,Kings Road School,Public,K-5,215 Kings Road,Madison,07940,Morris County,Madison Public School District,2020
180,Old Farmers Road School,Public,K-5,51 Old Farmers Road,Long Valley,07853,Morris County,Washington Township School District,2020
181,William Mason School,Public,K-5,5 Shawnee Trail,Montville,07045,Morris County,Montville Township School District,2020
182,Valley Road School,Public,K-5,150 Valley Road,Clark,07066,Union County,Clark Township Public School District,2020
183,William Woodruff School,Public,K-2,Briarwood Dr West,Berkeley Hts,07922,Union County,Berkeley Heights School District,2020
184,Central Avenue School,Public,"PK, KG-5",50 Central Avenue,Madison,07940,Morris County,Madison Public School District,2020
185,Springville Elementary School,Public,"PK, KG-4",520 Hartford Road,Mount Laurel,08054,Burlington County,Mount Laurel Township School District,2020
186,Hillview School,Public,K-5,206 Boulevard,Pompton Plains,07444,Morris County,Pequannock Township School District,2020
187,Hillside Elementary School,Public,3-5,54 Orange Rd,Montclair,07042,Essex County,Montclair Public School District,2020
188,Franklin Township School,Public,"PK, KG-8",226 Quakertown Road,Quakertown,08868,Hunterdon County,Franklin Township School District,2020
189,Tuscan Elementary School,Public,K-5,25 Harvard Ave,Maplewood,07040,Essex County,South Orange-Maplewood School District,2020
190,South Mountain Elementary School,Public,"PK, KG-5",444  West South Orange Ave,South Orange,07079,Essex County,South Orange-Maplewood School District,2020
191,Irene E. Feldkirchner Elementary School,Public,"PK, KG-4",105 Andrew Street,Green Brook,08812,Somerset County,Green Brook Township Public School District,2020
192,Allenwood Elementary School,Public,K-5,3301 Allenwood  Lakewood Rd,Wall,07719,Monmouth County,Wall Township Public School District,2020
193,Manito Elementary School,Public,K-5,111 Manito Ave,Oakland,07436,Bergen County,Oakland Public School District,2020
194,Troy Hills Elementary School,Public,K-5,509 S  Beverwyck Road,Parsippany,07054,Morris County,Parsippany-Troy Hills Township School District,2020
195,Riverview Elementary School,Public,K-5,33 St  Marys Place,Denville,07834,Morris County,Denville Township K-8 School District,2020
196,Harrison Township Elementary School,Public,"PK, KG-3",120 N Main Street,Mullica Hill,08062,Gloucester County,Harrison Township School District,2020
197,Lincoln Elementary School,Public,K-5,18 Crane St,Caldwell,07006,Essex County,Caldwell-West School District,2020
198,Albert Payson Terhune Elementary,Public,K-5,40 Geoffrey Way,Wayne,07470,Passaic County,Wayne Township Public School District,2020
199,Central Elementary School,Public,"PK, KG-5",371 Cranbury Road,East Brunswick,08816,Middlesex County,East Brunswick Township School District,2020
200,Constable Elementary School,Public,K-5,29 Constable Road,Kendall Park,08824,Middlesex County,South Brunswick School District,2020
201,Lebanon Borough School,Public,"PK, KG-6",6 Maple St,Lebanon,08833,Hunterdon County,Lebanon Borough School District,2020
202,Anna C. Scott Elementary School,Public,"PK, KG-4",281 Broad Avenue,Leonia,07605,Bergen County,Leonia Public School District,2020
203,Orange Avenue School,Public,3-8,901 Orange Avenue,Cranford,07016,Union County,Cranford Public School District,2020
204,Brooklake School,Public,3-5,235 Brooklake Road,Florham Park,07932,Morris County,Florham Park School District,2020
205,Calvin Coolidge Elementary School,Public,K-5,420 Grandview Ave,Wyckoff,07481,Bergen County,Wyckoff Township Public School District,2020
206,Betsy Ross Elementary,Public,K-3,20 Malcolm Rd,Mahwah,07430,Bergen County,Mahwah Township Public School District,2020
207,Wenonah Elementary School,Public,"PK, KG-6",200 N Clinton Ave,Wenonah,08090,Gloucester County,Wenonah Boro School District,2020
208,A. Russell Knight Elementary School,Public,K-5,140 Old Carriage Rd.,Cherry Hill,08034,Camden County,Cherry Hill School District,2020
209,St. Cloud Elementary School,Public,K-5,71 Sheridan Ave,West Orange,07052,Essex County,West Orange Public Schools,2020
210,Oak View Elementary School,Public,"PK, KG-6",150 Garrabrant Avenue,Bloomfield,07003,Essex County,Bloomfield Township School District,2020
211,William F. Halloran School No.22,Public,2-8,612 Pulaski Street,Elizabeth,07202,Union County,Elizabeth Public Schools,2020
212,Livingston Avenue School,Public,3-5,75 Livingston Avenue,Cranford,07016,Union County,Cranford Public School District,2020
213,Indian Fields Elementary School,Public,"PK, KG-5",359 Ridge Road,Dayton,08810,Middlesex County,South Brunswick School District,2020
214,Charles H. Bullock School,Public,K-5,55 Washington Street,Montclair,07042,Essex County,Montclair Public School District,2020
215,Old Mill Elementary School,Public,K-5,2119 Old Mill Road,Sea Girt,08750,Monmouth County,Wall Township Public School District,2020
216,Crescent Elementary School,Public,K-5,165 Crescent Avenue,Waldwick,07463,Bergen County,Waldwick School District,2020
217,South Valley Elementary School,Public,"PK, KG-3",210 S  Stanwick Rd,Moorestown,08057,Burlington County,Moorestown Township Public School District,2020
218,Colonial Road School,Public,"PK, KG-5",749 Colonial Road,Franklin Lakes,07417,Bergen County,Franklin Lakes School District,2020
219,Eastlake Elementary School,Public,"PK, KG-5",40 Eba Road,Parsippany,07054,Morris County,Parsippany-Troy Hills Township School District,2020
220,Grant Elementary School,Public,K-5,100 Grant Ave,Dumont,07628,Bergen County,Dumont Public School District,2020
221,Central Elementary School,Public,K-5,2007 Allenwood Road,Wall,07719,Monmouth County,Wall Township Public School District,2020
222,Round Valley,Public,3-5,128  Cokesbury Rd,Lebanon,08833,Hunterdon County,Clinton Township School District,2020
223,Brooks Crossing Elementary School,Public,"PK, KG-5",50 Deans Hall Road,Monmouth Junction,08852,Middlesex County,South Brunswick School District,2020
224,Upper Township Elementary School,Public,3-5,50 Old Tuckahoe Rd,Marmora,08223,Cape May County,Upper Township School District,2020
225,Johnson Park School,Public,"PK, KG-5",285 Rosedale Road,Princeton,08540,Mercer County,Princeton Public School District,2020
226,Westmoreland Elementary School,Public,"PK, KG-4",16-50 Parmelee Ave.,Fair Lawn,07410,Bergen County,Fair Lawn Public School District,2020
227,Clyde S. Jennings Elementary School,Public,K-5,100 Cedar Avenue,Oaklyn,08107,Camden County,Haddon Township School District,2020
228,Riverdale School,Public,"PK, KG-8",52 Newark Pompton Turnpike,Riverdale,07457,Morris County,Riverdale School District,2020
229,Hopewell Elementary School,Public,"PK, KG-5",35 Princeton Avenue,Hopewell,08525,Mercer County,Hopewell Valley Regional School District,2020
230,Toll Gate Grammar School,Public,"PK, KG-5",275 So  Main Street,Pennington,08534,Mercer County,Hopewell Valley Regional School District,2020
231,Midland Elementary School,Public,K-4,241 West Midland Avenue,Paramus,07652,Bergen County,Paramus Public School District,2020
232,Crim Primary School,Public,"PK, KG-4",1300 Crim Road,Bridgewater,08807,Somerset County,Bridgewater-Raritan Regional School District,2020
233,School No. 2,Public,"PK, KG-4",2047 Jones Road,Fort Lee,07024,Bergen County,Fort Lee School District,2020
234,Brookdale Elementary School,Public,K-6,1230 Broad Street,Bloomfield,07003,Essex County,Bloomfield Township School District,2020
235,Richard Stockton Elementary School,Public,K-5,200 Wexford Dr.,Cherry Hill,08003,Camden County,Cherry Hill School District,2020
236,Milton H. Allen Elementary School,Public,K-5,24 Allen Avenue,Medford,08055,Burlington County,Medford Township School District,2020
237,Clinton Elementary School,Public,"PK, KG-5",27 Berkshire Rd,Maplewood,07040,Essex County,South Orange-Maplewood School District,2020
238,Jersey City Global Charter School,"Public, Charter",K-8,255 Congress Street,Jersey City,07307,Hudson County,Jersey City Global Charter School,2020
239,School One Elementary,Public,"PK, KG-4",563 Willow Avenue,Scotch Plains,07076,Union County,Scotch Plains-Fanwood School District,2020
240,Woods Road Elementary School,Public,"PK, KG-4",120 South Woods Road,Hillsborough,08844,Somerset County,Hillsborough Township Public School District,2020
241,Fairview Elementary School,Public,"PK, KG-5",230 Cooper Road,Red Bank,07701,Monmouth County,Middletown Township Public School District,2020
242,Bradford Elementary School,Public,"PK, KG-5",87 Mt Hebron Rd,Upper Montclair,07042,Essex County,Montclair Public School District,2020
243,Triangle Elementary School,Public,K-4,156 South  Triangle Road,Hillsborough,08844,Somerset County,Hillsborough Township Public School District,2020
244,Watchung Elementary School,Public,K-5,14 Garden St,Montclair,07042,Essex County,Montclair Public School District,2020
245,Seaview Elementary School,Public,"PK, KG-4",2013 Wabash Ave,Linwood,08221,Atlantic County,Linwood City School District,2020
246,Heights Elementary School,Public,"PK, KG-5",114 Seminole Ave,Oakland,07436,Bergen County,Oakland Public School District,2020
247,Jefferson Elementary School,Public,1-5,110 Ashwood Avenue,Summit,07901,Union County,Summit Public School District,2020
248,Barley Sheaf Elementary School,Public,K-4,80 Barley Sheaf Road,Flemington,08822,Hunterdon County,Flemington-Raritan Regional School District,2020
249,Intervale Elementary School,Public,K-5,60 Pitt Road,Boonton,07005,Morris County,Parsippany-Troy Hills Township School District,2020
250,Spring Lake Heights Elementary School,Public,"PK, KG-8",1110 Highway 71,Spring Lake,07762,Monmouth County,Spring Lake Heights School District,2020
251,Elysian Charter School of Hoboken,"Public, Charter",K-8,1460 Garden Street,Hoboken,07030,Hudson County,Elysian Charter School,2020
252,William J. McGinn Elementary School,Public,K-4,1100 Roosevelt Avenue,Scotch Plains,07076,Union County,Scotch Plains-Fanwood School District,2020
253,Lincroft Elementary School,Public,K-5,729 Newman Springs Road,Lincroft,07738,Monmouth County,Middletown Township Public School District,2020
254,Lester C Noecker,Public,"PK, KG-6",100 Passaic Ave,Roseland,07068,Essex County,Roseland School District,2020
255,Learning Community Charter School,"Public, Charter","PK, KG-8",2495 John F Kennedy Blvd,Jersey City,07304,Hudson County,The Learning Community Charter School,2020
256,George Washington Elementary School,Public,K-5,270 Woodland Ave,Wyckoff,07481,Bergen County,Wyckoff Township Public School District,2020
257,J.V.B. Wicoff Elementary School,Public,K-3,510 Plainsboro Road,Plainsboro,08536,Middlesex County,West Windsor-Plainsboro Regional School District,2020
258,Rockaway Valley School,Public,"PK, KG-8",11 Valley Road,Boonton,07005,Morris County,Boonton Township School District,2020
259,Hillside Avenue School,Public,K-8,125 Hillside Avenue,Cranford,07016,Union County,Cranford Public School District,2020
260,Seventh Avenue,Public,3-6,316 Seventh Avenue,Haddon Heights,08035,Camden County,HADDON HEIGHTS School District,2020
261,Samuel Mickle School,Public,3-6,559 Kings Highway,Mickleton,08056,Gloucester County,East Greenwich Township School District,2020
262,Forest Avenue School,Public,K-4,118 Forest Ave,Verona,07044,Essex County,Verona Public School District,2020
263,Bayberry School,Public,"PK, KG-4",113 Bayberry Lane,Watchung,07069,Somerset County,Watchung Borough School District,2020
264,James F. Cooper Elementary School,Public,K-5,1960 Greentree Rd.,Cherry Hill,08003,Camden County,Cherry Hill School District,2020
265,Mansfield Township Elementary School,Public,3-6,200 Mansfield Road East,Columbus,08022,Burlington County,Mansfield Township School District,2020
266,Thomas B. Conley Elementary School,Public,"PK, KG-6",940 Iron Bridge Rd,Asbury,08802,Hunterdon County,Bethlehem Township School District,2020
267,Sara M. Gilmore Academy,Public,1-8,1700 Kerrigan Avenue,Union City,07087,Hudson County,Union City School District,2020
268,Center Grove School,Public,"PK, KG-5",25 School House Road,Randolph,07869,Morris County,Randolph Township School District,2020
269,Woodfern Elementary School,Public,K-4,425 Woodfern Road,Hillsborough,08844,Somerset County,Hillsborough Township Public School District,2020
270,Stephen J. Gerace School,Public,K-5,59 Boulevard,Pequannock,07440,Morris County,Pequannock Township School District,2020
271,Warren Point Elementary School,Public,K-4,30-07 Broadway,Fair Lawn,07410,Bergen County,Fair Lawn Public School District,2020
272,Gregory Elementary School,Public,K-5,301 Gregory Ave,West Orange,07052,Essex County,West Orange Public Schools,2020
273,Ridge Ranch Elementary School,Public,K-4,345 Lockwood Drive,Paramus,07652,Bergen County,Paramus Public School District,2020
274,Frank K. Hehnly,Public,K-5,590 Raritan Road,Clark,07066,Union County,Clark Township Public School District,2020
275,Wallace Elementary School,Public,"PK, KG-5",1100 Willow Avenue,Hoboken,07030,Hudson County,Hoboken Public School District,2020
276,Osage School,Public,K-5,112 Somerdale Road,Voorhees,08043,Camden County,Voorhees Township School District,2020
277,Terence C. Reilly School No 7,Public,2-8,436 First Avenue,Elizabeth,07206,Union County,Elizabeth Public Schools,2020
278,Wilson Elementary School,Public,K-5,71 Orton Rd,West Caldwell,07006,Essex County,Caldwell-West School District,2020
279,Catherine E. Doyle Elementary School,Public,"PK, KG-3",250 Wood  Ridge Ave,Wood Ridge,07075,Bergen County,Wood-Ridge School District,2020
280,Marion T. Bedwell Elementary School,Public,"PK, KG-4",141 Seney Drive,Bernardsville,07924,Somerset County,Somerset Hills Regional School District,2020
281,William H. Ross III School,Public,"PK, KG-4",101 N  Haverford Avenue,Margate City,08402,Atlantic County,Margate City School District,2020
282,Sandshore Rd. Elementary School,Public,K-5,498 Sandshore  Road,Budd Lake,07828,Morris County,Mount Olive Township School District,2020
283,Frelinghuysen Township Elementary School,Public,"PK, KG-6",780 Route 94,Newton,07860,Warren County,Frelinghuysen Township School District,2020
284,Tinc Rd. Elementary School,Public,K-5,24 Tinc Road,Flanders,07836,Morris County,Mount Olive Township School District,2020
285,Washington School,Public,K-6,155 Washington Ave,Nutley,07110,Essex County,Nutley Public School District,2020
286,Woodcrest Elementary School,Public,K-5,400 Cranford Dr.,Cherry Hill,08003,Camden County,Cherry Hill School District,2020
287,Mawbey Street Elementary School,Public,K-5,275 Mawbey Street,Woodbridge,07095,Middlesex County,Woodbridge Township School District,2020
288,Brookside Elementary School,Public,3-5,370 Buckelew Avenue,Monroe Township,08831,Middlesex County,Monroe Township School District,2020
289,Euclid Elementary School,Public,"PK, KG-5",1 Burton Avenue,Hasbrouck Heights,07604,Bergen County,Hasbrouck Heights School District,2020
290,Betty McElmon Elementary School,Public,"PK, KG-4",20 Parker Road,West Long Branch,07764,Monmouth County,West Long Branch School District,2020
291,River Plaza Elementary School,Public,K-5,155 Hubbard Avenue,Red Bank,07701,Monmouth County,Middletown Township Public School District,2020
292,Campbell Elementary School,Public,1-4,24 Durham Avenue,Metuchen,08840,Middlesex County,Metuchen Public School District,2020
293,Nicholas Oresko Community School,Public,"PK, KG-8",33 East 24th Street,Bayonne,07002,Hudson County,Bayonne School District,2020
294,Kresson School,Public,K-5,7 School Lane,Voorhees,08043,Camden County,Voorhees Township School District,2020
295,Marshall W. Errickson School,Public,K-5,271 Elton  Adelphia Road,Freehold,07728,Monmouth County,Freehold Township School District,2020
296,Lake Hiawatha Elementary School,Public,"PK, KG-5",1 Lincoln Avenue,Lake Hiawatha,07034,Morris County,Parsippany-Troy Hills Township School District,2020
297,Packanack Elementary School,Public,K-5,190 Oakwood Drive,Wayne,07470,Passaic County,Wayne Township Public School District,2020
298,Sunnymead Elementary School,Public,"PK, KG-4",55 Sunnymead Road,Hillsborough,08844,Somerset County,Hillsborough Township Public School District,2020
299,The Gray Charter School,"Public, Charter",K-8,55 Liberty Street,Newark,07102,Essex County,Gray Charter School,2020
300,Indiana Avenue Elementary School,Public,K-5,Indiana Avenue,Iselin,08830,Middlesex County,Woodbridge Township School District,2020
301,Lincoln,Public,"PK, KG-8",400 Second Avenue,Garwood,07027,Union County,Garwood Boro,2020
302,Yantacaw School,Public,K-6,20 Yantacaw Place,Nutley,07110,Essex County,Nutley Public School District,2020
303,Jersey City Golden Door Charter School,"Public, Charter","PK, KG-8",3044 Kennedy Blvd,Jersey City,07306,Hudson County,Jersey City Golden Door Charter School,2020
304,Springfield Township School,Public,"PK, KG-6",2146 Jacksonville Road,Jobstown,08041,Burlington County,Springfield Township School District,2020
305,Mountain View Elementary School,Public,"PK, KG-5",118 Clover Hill Drive,Flanders,07836,Morris County,Mount Olive Township School District,2020
306,Julia A Traphagen School,Public,"PK, KG-5",153 Summit Avenue,Waldwick,07463,Bergen County,Waldwick School District,2020
307,Norwood Public School,Public,"PK, KG-8",177 Summit St,Norwood,07648,Bergen County,Norwood Public School District,2020
308,High Mountain Road School,Public,"PK, KG-5",765 High Mountain Road,Franklin Lakes,07417,Bergen County,Franklin Lakes School District,2020
309,Robert Mascenik Elementary School,Public,K-5,300 Benjamin Avenue,Iselin,08830,Middlesex County,Woodbridge Township School District,2020
310,Edgemont Elementary School,Public,K-5,20 Edgemont Rd,Montclair,07042,Essex County,Montclair Public School District,2020
311,Bradley Gardens Primary School,Public,"PK, KG-4",148 Pine Street,Bridgewater,08807,Somerset County,Bridgewater-Raritan Regional School District,2020
312,Radcliffe School,Public,"PK, KG-6",379 Bloomfield Ave,Nutley,07110,Essex County,Nutley Public School District,2020
313,Ocean City Primary School,Public,"PK, KG-3",550 West Avenue,Ocean City,08226,Cape May County,Ocean City School District,2020
314,Mount Pleasant Elementary School,Public,K-5,9 Manger Road,West Orange,07052,Essex County,West Orange Public Schools,2020
315,North Boulevard School,Public,"PK, KG-5",363 Boulevard,Pompton Plains,07444,Morris County,Pequannock Township School District,2020
316,Brunswick Acres Elementary School,Public,K-5,41 Kory Drive,Kendall Park,08824,Middlesex County,South Brunswick School District,2020
317,Memorial Elementary School,Public,"PK, KG-4",East 203 Midland Avenue,Paramus,07652,Bergen County,Paramus Public School District,2020
318,Pines Lake Elementary School,Public,K-5,511 Pines Lake Drive,Wayne,07470,Passaic County,Wayne Township Public School District,2020
319,Irwin Elementary School,Public,"PK, KG-5",71 Racetrack Road,East Brunswick,08816,Middlesex County,East Brunswick Township School District,2020
320,Northeast Elementary School,Public,K-5,603 Grove St,Upper Montclair,07042,Essex County,Montclair Public School District,2020
321,Harding Township School,Public,"PK, KG-8",34 Lees Hill Road,New Vernon,07976,Morris County,Harding Township School District,2020
322,Brookside Elementary School,Public,K-5,20 Lake Drive,Westwood,07675,Bergen County,Westwood Regional School District,2020
323,Central Elementary School,Public,3-5,400 Ridgedale Avenue,East Hanover,07936,Morris County,East Hanover Township School District,2020
324,Brielle Elementary School,Public,"PK, KG-8",605 Union Lane,Brielle,08730,Monmouth County,Brielle Boro School District,2020
325,Evergreen Elementary School,Public,"PK, KG-4",2280 Evergreen Avenue,Scotch Plains,07076,Union County,Scotch Plains-Fanwood School District,2020
326,Salem Drive School,Public,K-5,29 Salem Drive,Whippany,07981,Morris County,Hanover Township School District,2020
327,Glenview Avenue,Public,K-6,1700 Sycamore Street,Haddon Heights,08035,Camden County,HADDON HEIGHTS School District,2020
328,Upper Pittsgrove School,Public,"PK, KG-8",235 Pine Tavern Road,Monroeville,08343,Salem County,UPPER PITTSGROVE Township School District,2020
329,Randall Carter Elementary School,Public,K-5,531 Alps Road,Wayne,07470,Passaic County,Wayne Township Public School District,2020
330,Memorial Elementary School,Public,"PK, KG-4",53 Grand Avenue West,Montvale,07645,Bergen County,Montvale Board of Education School District,2020
331,Selzer Elementary/Middle School,Public,"PK, KG-8",435 Prospect Ave,Dumont,07628,Bergen County,Dumont Public School District,2020
332,Kennedy Elementary School,Public,K-4,20 Pleasant Hill Road,Succasunna,07876,Morris County,Roxbury Township School District,2020
333,Unity Charter School,"Public, Charter",K-8,1 Evergreen Place,Morristown,07960,Morris County,Unity Charter School,2020
334,Woodland School,Public,K-5,114 Stirling Road,Warren,07059,Somerset County,Warren Township School District,2020
335,Central School,Public,K-5,109 Mount Bethel Road,Warren,07059,Somerset County,Warren Township School District,2020
336,Berkeley Elementary,Public,K-5,47 Berkeley Ave,Westwood,07675,Bergen County,Westwood Regional School District,2020
337,George Washington School,Public,K-3,39 Fardale Avenue,Mahwah,07430,Bergen County,Mahwah Township Public School District,2020
338,Strawbridge Elementary School,Public,K-5,307 Strawbridge Avenue,Westmont,08108,Camden County,Haddon Township School District,2020
339,Millington Elementary School,Public,2-5,91 Northfield Road,Millington,07946,Morris County,Long Hill Township School District,2020
340,Lawrence Brook Elementary School,Public,"PK, KG-5",48 Sullivan Way,E Brunswick,08816,Middlesex County,East Brunswick Township School District,2020
341,Bee Meadow School,Public,K-5,120 Reynolds Avenue,Whippany,07981,Morris County,Hanover Township School District,2020
342,Manasquan Elementary School,Public,"PK, KG-8",168 Broad Street,Manasquan,08736,Monmouth County,Manasquan School District,2020
343,Robert Hunter Elementary School,Public,K-4,8 Dayton Road,Flemington,08822,Hunterdon County,Flemington-Raritan Regional School District,2020
344,Hurffville Elementary School,Public,K-5,200 Hurffville  Grenloch Rd,Sewell,08080,Gloucester County,Washington Township School District,2020
345,Joseph J Catena School,Public,K-5,275 Burlington Road,Freehold,07728,Monmouth County,Freehold Township School District,2020
346,Theunis Dey Elementary School,Public,K-5,55 Webster Drive,Wayne,07470,Passaic County,Wayne Township Public School District,2020
347,Shongum School,Public,K-5,9 Arrow Place,Randolph,07869,Morris County,Randolph Township School District,2020
348,Woodside Elementary School,Public,K-5,801 Rivervale Rd,River Vale,07675,Bergen County,River Vale Public School District,2020
349,Zane North Elementary School,Public,"PK, KG-5",801 Stokes Avenue,Collingswood,08108,Camden County,Collingswood Public School District,2020
350,Washington Elementary School,Public,K-5,201 Central Ave,West Caldwell,07006,Essex County,Caldwell-West School District,2020
351,Lake Parsippany Elementary School,Public,K-5,225 Kingston Road,Parsippany,07054,Morris County,Parsippany-Troy Hills Township School District,2020
352,Millstone Township Elementary School,Public,3-5,308 Millstone Road,Clarksburg,08510,Monmouth County,Millstone Township School District,2020
353,Sicomac Elementary School,Public,"PK, KG-5",356 Sicomac Ave,Wyckoff,07481,Bergen County,Wyckoff Township Public School District,2020
354,Memorial Elementary School,Public,"PK, KG-5",14 Innes Road,E Brunswick,08816,Middlesex County,East Brunswick Township School District,2020
355,Knollwood Elementary School,Public,K-5,445 Knoll Road,Lake Hiawatha,07034,Morris County,Parsippany-Troy Hills Township School District,2020
356,Jotham W. Wakeman School,Public,"PK, KG-5",100 St Pauls Ave,Jersey City,07306,Hudson County,Jersey City Public Schools,2020
357,Parkway Elementary School,Public,"PK, KG-4",142 Ramblewood Parkway,Mount Laurel,08054,Burlington County,Mount Laurel Township School District,2020
358,Atlantic Highlands Elementary School,Public,"PK, KG-6",140 First Avenue,Atlantic Highlands,07716,Monmouth County,Atlantic Highlands School District,2020
359,Jefferson Elementary School,Public,K-5,85 Prospect St,West Caldwell,07006,Essex County,Caldwell-West School District,2020
360,Riverton School District,Public,"PK, KG-8",600 Fifth Street,Riverton,08077,Burlington County,Riverton School District,2020
361,Brookdale Avenue School,Public,K-4,14 Brookdale Court,Verona,07044,Essex County,Verona Public School District,2020
362,Harry S. Truman Elementary School,Public,K-3,One Taft Place,Parlin,08859,Middlesex County,Sayreville School District,2020
363,Lincoln Elementary School,Public,"PK, KG-3",37 Keller Avenue,Rockaway,07866,Morris County,Rockaway Borough School District,2020
