rank,school,type,grades,address,city,zip,county,district,year
811,Rafael Cordero y Molina,Public,"PK, KG-8",158 Erie St,Jersey City,07302,Hudson County,Jersey City Public Schools,2019
812,Belleville PS5,Public,K-6,149 Adelaide St,Belleville,07109,Essex County,Belleville Public School District,2019
813,Benjamin Franklin Elementary School,Public,K-5,2485 Woodbridge Avenue,Edison,08817,Middlesex County,Edison Township School District,2019
814,Robinson Elementary School,Public,K-5,495 Gropp Avenue,Hamilton,08610,Mercer County,Hamilton Township Public School District,2019
815,Washington Elementary School,Public,"PK, KG-5",289 Main St,West Orange,07052,Essex County,West Orange Public Schools,2019
816,Robert Morris School,Public,"PK, KG-8",122 Elizabeth Street,South Bound Brook,08880,Somerset County,South Bound Brook Public School District,2019
817,Francis Lore Elementary School,Public,"PK, KG-5",13 Westwood Drive,Ewing,08628,Mercer County,Ewing Township School District,2019
818,James J. Flynn Elementary School,Public,K-4,850 Chamberlain Avenue,Perth Amboy,08861,Middlesex County,Perth Amboy Public School District,2019
819,Parkview Elementary School,Public,"PK, KG-3",123 Parkview Rd,Stratford,08084,Camden County,Stratford School District,2019
820,John F. Kennedy Elementary School,Public,"PK, KG-5",28 Front Street,Jamesburg,08831,Middlesex County,Jamesburg Public School District,2019
821,West Amwell Township School,Public,K-6,1417 Rt 179,Lambertville,08530,Hunterdon County,South Hunterdon Regional School District,2019
822,Camden's Promise Charter School,"Public, Charter, Alternative","PK, KG-12",879 Beideman Ave,Camden,08105,Camden County,Camden's Promise Charter School,2019
823,Lower Alloways Creek Elementary School,Public,"PK, KG-8",967 Main St Canton,Salem,08079,Salem County,The Lower Alloways Creek School District,2019
824,Drum Point Road Elementary School,Public,K-5,41 Drum Point Rd,Brick,08723,Ocean County,Brick Township Public School District,2019
825,Yardville Heights Elementary School,Public,K-5,3880 South Broad Street,Hamilton,08620,Mercer County,Hamilton Township Public School District,2019
826,Franklin School,Public,K-6,95 Caldwell Avenue,Saddle Brook,07663,Bergen County,Saddle Brook School District,2019
827,Blackwood Elementary School,Public,"PK, KG-5",260 Blenheim  Erial Rd,Blackwood,08012,Camden County,Gloucester Township Public Schools,2019
828,Battle Hill Elementary,Public,"PK, KG-4",2600 Killian Place,Union,07083,Union County,Township of Union School District,2019
829,Ben Franklin Elementary,Public,"PK, KG-3",2939 Princeton Pike,Lawrenceville,08648,Mercer County,Lawrence Township Public School District,2019
830,Camden Prep Inc.,"Public, Alternative",K-10,1575 Mt. Ephraim Ave,Camden,08104,Camden County,Camden Prep Inc.,2019
831,J Harold Van Zant,Public,K-5,270 Conestoga Drive,Marlton,08053,Burlington County,Evesham Township School District,2019
832,Whiting Elementary School,Public,"PK, KG-5",412 Manchester Blvd,Whiting,08759,Ocean County,Manchester Township School District,2019
833,Pohatcong Township School,Public,"PK, KG-8",240 Rte  519,Phillipsburg,08865,Warren County,Pohatcong Township School District,2019
834,Belmar Elementary,Public,"PK, KG-8",1101 Main Street,Belmar,07719,Monmouth County,Belmar Elementary School District,2019
835,Washington Memorial Elementary School,Public,2-6,300 West Stewart Street,Washington,07882,Warren County,Washington Borough School District,2019
836,Carteret Elementary School,Public,K-6,158 Grove Street,Bloomfield,07003,Essex County,Bloomfield Township School District,2019
837,Lillian Drive School,Public,1-4,28 Lillian Drive,Hazlet,07730,Monmouth County,Hazlet Township Public School District,2019
838,Aura Elementary School,Public,"PK, KG-6",900 Clems Run,Glassboro,08028,Gloucester County,Elk Township School District,2019
839,Clarence B. Lamb Elementary School,Public,"PK, KG-4",46 Schoolhouse Road,Wrightstown,08562,Burlington County,North Hanover Township School District,2019
840,Erial Elementary School,Public,"PK, KG-5",20 Essex Avenue,Sicklerville,08081,Camden County,Gloucester Township Public Schools,2019
841,Lake Tract Elementary School,Public,2-6,690 Iszard Rd,Deptford,08096,Gloucester County,Deptford Township Public School District,2019
842,J. Garfield Jackson Senior Academy,Public,"PK, KG-5",106 Prospect Street,East Orange,07017,Essex County,East Orange School District,2019
843,Chews Elementary School,Public,"PK, KG-5",600 Chewslanding Somerdale Rd,Blackwood,08012,Camden County,Gloucester Township Public Schools,2019
844,Long Beach Island Grade School,Public,3-6,201    20th Street,Ship Bottom,08008,Ocean County,Long Beach Island Consolidated School District,2019
845,Quinton Township School,Public,"PK, KG-8",8 Robinson Street,Quinton,08072,Salem County,Quinton Township School District,2019
846,Arthur Stanlick Elementary School,Public,2-5,121 B  Shawnee Trail,Wharton,07885,Morris County,Jefferson Township Public School District,2019
847,Oxford Central School,Public,"PK, KG-8",17 Kent Street,Oxford,07863,Warren County,Oxford Township School District,2019
848,Lincoln Community School #5,Public,"PK, KG-8",208 Prospect Avenue,Bayonne,07002,Hudson County,Bayonne School District,2019
849,George Washington Elementary School,Public,"PK, KG-6",3905 New York Ave,Union City,07087,Hudson County,Union City School District,2019
850,Environment Community Opportunity (ECO) Charter School,"Public, Charter",K-8,817 Carpenter Street,Camden,08102,Camden County,Environment Community Opportunity (ECO) Charter School,2019
851,Anna L. Klein,Public,"PK, KG-8",301  69th St,Guttenberg,07093,Hudson County,Guttenberg School District,2019
852,Conerly Road School,Public,"PK, KG-5",35 Conerly Road,Somerset,08873,Somerset County,Franklin Township Public School District,2019
853,Parkview Elementary School,Public,"PK, KG-6",101 Birch St,Westville,08093,Gloucester County,Westville Boro Public School District,2019
854,Philip G. Vroom Community School,Public,"PK, KG-8",18 West 26th St,Bayonne,07002,Hudson County,Bayonne School District,2019
855,Larchmont Elementary School,Public,"PK, KG-4",301 Larchmont Blvd,Mount Laurel,08054,Burlington County,Mount Laurel Township School District,2019
856,Mary J Donohoe Community School,Public,"PK, KG-8",38 Dodge Street,Bayonne,07002,Hudson County,Bayonne School District,2019
857,Harry L Bain,Public,K-6,6200 Broadway,West New York,07093,Hudson County,West New York School District,2019
858,Bells Elementary School,Public,K-5,227 Greentree Rd,Turnersville,08012,Gloucester County,Washington Township School District,2019
859,Lincoln Elementary School,Public,"PK, KG-6",712 Lincoln Avenue,Ridgefield Park,07660,Bergen County,Ridgefield Park Public School District,2019
860,Memorial School,Public,"PK, KG-2",319 New York Avenue,Lyndhurst,07071,Bergen County,Lyndhurst Public School District,2019
861,Clayton J. Davenport Elementary School,Public,K-3,2499 Spruce Avenue,Egg Harbor Township,08234,Atlantic County,Egg Harbor Township School District,2019
862,Tuckerton Elementary School,Public,"PK, KG-6",Marine Street,Tuckerton,08087,Ocean County,Tuckerton Borough School District,2019
863,Loring Flemming Elementary School,Public,K-5,135 Little Gloucester Rd,Blackwood,08012,Camden County,Gloucester Township Public Schools,2019
864,Harmony Township School,Public,"PK, KG-8",2551 Belvidere Road,Phillipsburg,08865,Warren County,Harmony Township School District,2019
865,School #5,Public,K-5,136 Valley Road,Clifton,07013,Passaic County,Clifton Public School District,2019
866,Smithville Elementary School,Public,"PK, KG-6",37 S  Old Port Republic Road,Galloway,08205,Atlantic County,Galloway Township Public School District,2019
867,Myron L. Powell Elementary School,Public,"PK, KG-8",225 Main Street,Cedarville,08311,Cumberland County,Lawrence Township School District,2019
868,Lambertville Public School,Public,"PK, KG-6",200 N. Main,Lambertville,08530,Hunterdon County,South Hunterdon Regional School District,2019
869,Ridge and Valley Charter School,"Public, Charter",K-8,1234 State Route 94,Blairstown,07825,Warren County,Ridge and Valley Charter School,2019
870,Charles Street School,Public,"PK, KG-5",100 W  Charles Street,Palmyra,08065,Burlington County,Palmyra Public School District,2019
871,National Park School,Public,"PK, KG-6",516 Lakehurst Ave,National Park,08063,Gloucester County,National Park Boro School District,2019
872,H Ashton Marsh,Public,"PK, KG-4",800 Irelan Ave,Absecon,08201,Atlantic County,Absecon Public Schools District,2019
873,James F. Murray School,Public,"PK, KG-8",339 Stegman Parkway,Jersey City,07305,Hudson County,Jersey City Public Schools,2019
874,Claremont Elementary School,Public,"PK, KG-5",175 Claremont Road,Franklin Park,08823,Somerset County,Franklin Township Public School District,2019
875,Netcong Elementary School,Public,"PK, KG-8",26 College Road,Netcong,07857,Morris County,Netcong School District,2019
876,Crest Memorial School,Public,"PK, KG-8",9100 Pacific Ave,Wildwood Crest,08260,Cape May County,Wildwood Crest Borough School District,2019
877,John P. Holland Charter School,"Public, Charter","PK, KG-8",5 Garret Mountain Plaza,Woodland Park,07424,Passaic County,John P Holland Charter School,2019
878,Warren G. Harding Elementary School,Public,"PK, KG-6",426 Boulevard,Kenilworth,07033,Union County,Kenilworth School District,2019
879,Hudson Arts and Science Charter School,"Public, Charter",K-8,131 Midland Ave,Kearny,07032,Hudson County,Hudson Arts and Science Charter School,2019
880,School #12,Public,"PK, KG-5",165 Clifton Avenue,Clifton,07011,Passaic County,Clifton Public School District,2019
881,Middle Township Elementary #2,Public,3-5,101 West Pacific Ave,Cape May Court House,08210,Cape May County,Middle Township Public School District,2019
882,Good Intent Elementary School,Public,2-6,1555 Good Intent Rd,Deptford,08096,Gloucester County,Deptford Township Public School District,2019
883,Morris Goodwin School,Public,"PK, KG-8",839 Ye Greate Street,Greenwich,08323,Cumberland County,Greenwich Township School District,2019
884,Dr. Albert Einstein Academy School No. 29,Public,"PK, KG-8",919 North Broad Street,Elizabeth,07208,Union County,Elizabeth Public Schools,2019
885,Deerfield Township Elementary School,Public,"PK, KG-8",419  Morton Ave,Rosenhayn,08352,Cumberland County,Deerfield Township School District,2019
886,Bloomsbury Borough School,Public,"PK, KG-8",20 Main Street,Bloomsbury,08804,Hunterdon County,Bloomsbury Borough School District,2019
887,Franklin Elementary School,Public,K-4,8 Meeker Street,Succasunna,07876,Morris County,Roxbury Township School District,2019
888,Lester D. Wilson Elementary School,Public,"PK, KG-3",525 County Road 513,Pittstown,08867,Hunterdon County,Alexandria Township School District,2019
889,Garfield Elementary School,Public,"PK, KG-6",360 Belgrove Dr,Kearny,07032,Hudson County,Kearny,2019
890,Roosevelt Elementary School,Public,"PK, KG-6",508 Teaneck Road,Ridgefield Park,07660,Bergen County,Ridgefield Park Public School District,2019
891,Hamburg School,Public,"PK, KG-8",30 Linwood Avenue,Hamburg,07419,Sussex County,Hamburg School District,2019
892,Lafayette Street School,Public,"PK, KG-8",205 Lafayette St,Newark,07105,Essex County,Newark Public School District,2019
893,Chelsea Heights School,Public,"PK, KG-8",4101  Filbert Avenue,Atlantic City,08401,Atlantic County,Atlantic City School District,2019
894,Helen I. Smith School,Public,K-6,30 Cambridge Avenue,Saddle Brook,07663,Bergen County,Saddle Brook School District,2019
895,South Amboy Elementary,Public,"PK, KG-5",249 John Street,South Amboy,08879,Middlesex County,South Amboy School District,2019
896,John F Kennedy Elementary School,Public,"PK, KG-3",228 Mt Vernon Avenue,West Berlin,08091,Camden County,Berlin Township School District,2019
897,Arthur Rann Elementary School,Public,K-6,515 S Eighth Ave,Galloway,08205,Atlantic County,Galloway Township Public School District,2019
898,Reeds Road Elementary School,Public,K-6,103 South Reeds Road,Galloway,08205,Atlantic County,Galloway Township Public School District,2019
899,Beachwood Elementary School,Public,K-5,901 Berkeley Avenue,Beachwood,08722,Ocean County,Toms River Regional School District,2019
900,Julia A. Barnes School,Public,"PK, KG-8",91 Astor Place,Jersey City,07304,Hudson County,Jersey City Public Schools,2019
901,John M. Bailey Community School,Public,"PK, KG-8",75 West 10th Street,Bayonne,07002,Hudson County,Bayonne School District,2019
902,Horace Mann Elementary School,Public,1-8,1215  83rd Street,North Bergen,07047,Hudson County,North Bergen School District,2019
903,School #3,Public,K-5,365 Washington Avenue,Clifton,07011,Passaic County,Clifton Public School District,2019
904,Ryerson Elementary School,Public,K-5,30 Mc Clelland Avenue,Wayne,07470,Passaic County,Wayne Township Public School District,2019
905,Theodore Roosevelt School,Public,3-6,1 Louisa Place,Weehawken,07086,Hudson County,Weehawken Public School District,2019
906,Folsom Elementary School,Public,"PK, KG-8",1357 Mays Landing Road,Hammonton,08037,Atlantic County,Folsom Borough School District,2019
907,Somerdale Park School,Public,"PK, KG-8",301 Grace Street,Somerdale,08083,Camden County,Somerdale School District,2019
908,Harrison Elementary School,Public,1-4,310 Harrison Ave,Roselle,07203,Union County,Roselle Public School District,2019
909,Winslow Township Elementary School Three,Public,"PK, KG-3",131 Sicklerville Road,Sicklerville,08081,Camden County,Winslow Township School District,2019
910,Red Bank Charter School,"Public, Charter","PK, KG-8",58 Oakland Street,Red Bank,07701,Monmouth County,Red Bank Charter School,2019
911,Roosevelt School,Public,3-4,410 Brooks Boulevard,Manville,08835,Somerset County,Manville School District,2019
912,Johnnie L. Cochran Junior Academy,Public,K-5,190 Midland Avenue,East Orange,07017,Essex County,East Orange School District,2019
913,Sixteenth Avenue School,Public,"PK, KG-5",73 Sixteenth Avenue,Elmwood Park,07407,Bergen County,Elmwood Park School District,2019
914,New Hanover Township School,Public,"PK, KG-8",122 Fort Dix Street,Wrightstown,08562,Burlington County,New Hanover Township,2019
915,Delran Intermediate School,Public,3-5,20 Creek Road,Delran,08075,Burlington County,Delran Township School District,2019
916,Alloway Township School,Public,"PK, KG-8",43 Cedar St,Alloway,08001,Salem County,Alloway Township School District,2019
917,TEAM Academy Charter School,"Public, Charter, Alternative",K-12,60 Park Place,Newark,07102,Essex County,TEAM Academy Charter School,2019
918,Theodore Roosevelt Elementary School,Public,"PK, KG-6",4507 Hudson Ave,Union City,07087,Hudson County,Union City School District,2019
919,Wedgwood Elementary School,Public,K-5,236 Hurffville Rd,Sewell,08080,Gloucester County,Washington Township School District,2019
920,Ocean Gate Elementary School,Public,"PK, KG-6",126 West Arverne Avenue,Ocean Gate,08740,Ocean County,Ocean Gate School District,2019
921,Lincoln Elementary School,Public,"PK, KG-3",37 Keller Avenue,Rockaway,07866,Morris County,Rockaway Borough School District,2019
922,Woodbine Avenue Elementary School,Public,K-5,Woodbine Avenue,Avenel,07001,Middlesex County,Woodbridge Township School District,2019
923,Sunnybrae Elementary School,Public,K-5,166 Elton Avenue,Hamilton,08620,Mercer County,Hamilton Township Public School District,2019
924,Gibbsboro Elementary School,Public,"PK, KG-8",37 Kirkwood Rd,Gibbsboro,08026,Camden County,Gibbsboro Elementary School District,2019
925,Thomas Jefferson Elementary School,Public,K-5,95 Altair Dr,Turnersville,08012,Gloucester County,Washington Township School District,2019
926,Bellmawr Park Elementary School,Public,"PK, KG-4",29 Peach Road,Bellmawr,08031,Camden County,Bellmawr Public School District,2019
927,Robert N. Wilentz Elementary School,Public,K-4,51 First Street,Perth Amboy,08861,Middlesex County,Perth Amboy Public School District,2019
928,Heywood Avenue Elementary School,Public,"PK, KG-7",421 Heywood Ave,Orange,07050,Essex County,ORANGE BOARD OF EDUCATION School District,2019
929,Hope Academy Charter School,"Public, Charter",K-8,601 Grand Avenue,Asbury Park,07712,Monmouth County,Hope Academy Charter School,2019
930,Sylvia Rosenauer Elementary School,Public,"PK, KG-5",60 Citadel Drive,Jackson,08527,Ocean County,Jackson Township School District,2019
931,West Dover Elementary School,Public,K-5,50 Blue Jay Drive,Toms River,08753,Ocean County,Toms River Regional School District,2019
932,Lindbergh Elementary School,Public,1-6,401 Glen Ave,Palisades Park,07650,Bergen County,Palisades Park School District,2019
933,Philip's Academy Charter School,"Public, Charter","PK, KG-8",342 Central Avenue,Newark,07103,Essex County,Phillip's Academy Charter School,2019
934,Lillian M. Dunfee Elementary,Public,PK,128 Barnegat Blvd,Barnegat,08005,Ocean County,Barnegat Township School District,2019
935,Fairmount,Public,"PK, KG-4",105 Grand Avenue,Hackensack,07601,Bergen County,Hackensack School District,2019
936,Walnut Street School,Public,"PK, KG-5",60 Walnut Street,Woodbury,08096,Gloucester County,Woodbury City Public School District,2019
937,Deal Elementary School,Public,K-8,201 Roseld Avenue,Deal,07723,Monmouth County,Deal Boro School District,2019
938,Paterson Charter School for Science/Technology,"Public, Charter, Alternative",K-12,196 West Railway Avenue,Paterson,07503,Passaic County,Paterson Charter School for Science and Technology,2019
939,Beverly City School District,Public,"PK, KG-8",601 Bentley Ave,Beverly,08010,Burlington County,Beverly City School District,2019
940,Woodrow Wilson School No. 19,Public,"PK, KG-8",529 Edgar Rd,Elizabeth,07202,Union County,Elizabeth Public Schools,2019
941,Park Avenue Elementary School,Public,3-5,280 Park Ave.,Freehold,07728,Monmouth County,Freehold Borough School District,2019
942,Colin Powell Elementary School,Public,K-5,1500 New York Avenue,Union City,07087,Hudson County,Union City School District,2019
943,Henry E. Harris Community School,Public,"PK, KG-8",135 Avenue C,Bayonne,07002,Hudson County,Bayonne School District,2019
944,Holly Hills Elementary School,Public,"PK, KG-3",500 Ogden Drive,Westampton,08060,Burlington County,Westampton Township Public School District,2019
945,John H. Winslow Elementary School,Public,K-5,1335 Magnolia Rd,Vineland,08360,Cumberland County,Vineland Public School District,2019
946,Albio Sires Elementary School,Public,K-6,6300 Palisade Ave,West New York,07093,Hudson County,West New York School District,2019
947,Field Street School,Public,1-3,144 Field Street,Carneys Point,08069,Salem County,Penns Grove-Carneys Point Regional School District,2019
948,Clara B. Worth Elementary School,Public,"PK, KG-4",57 Central Parkway,Bayville,08721,Ocean County,Berkeley Township School District,2019
949,Shark River Hills Elementary School,Public,"PK, KG-5",312 Brighton Avenue,Neptune,07753,Monmouth County,Neptune Township School District,2019
950,Washington Elementary School,Public,"PK, KG-6",80 Belgrove Dr,Kearny,07032,Hudson County,Kearny,2019
951,Haledon Public School,Public,"PK, KG-8",91 Henry Street,Haledon,07508,Passaic County,Haledon Public School District,2019
952,Ethel M Burke Elementary School,Public,K-4,112 South Black Horse Pike,Bellmawr,08031,Camden County,Bellmawr Public School District,2019
953,Ford Avenue Elementary School,Public,K-5,186 Ford Avenue,Fords,08863,Middlesex County,Woodbridge Township School District,2019
954,Great Oaks Legacy Charter School,"Public, Charter, Alternative","PK, KG-12",909 Broad Street,Newark,07102,Essex County,Great Oaks Legacy Charter School,2019
955,Paterson Arts and Science Charter School,"Public, Charter, Alternative",K-12,225 Grand Street,Paterson,07501,Passaic County,Paterson Arts and Science Charter School,2019
956,Gertrude C. Folwell Elementary School,Public,2-4,455 Jacksonville Rd,Mount Holly,08060,Burlington County,Mount Holly Township Public School District,2019
957,Burch Charter School of Excellence,"Public, Charter",K-5,100 Linden Ave,Irvington,07111,Essex County,Burch Charter School of Excellence,2019
958,Foundation Academy Charter School,"Public, Charter, Alternative",K-12,363 West State Street,Trenton,08608,Mercer County,Foundation Academy Charter School,2019
959,John H. Glenn School,Public,"PK, KG-5",1005 Turnerville Rd,Pine Hill,08021,Camden County,Pine Hill School District,2019
960,Forked River Elementary School,Public,K-4,110 Lacey Road,Forked River,08731,Ocean County,Lacey Township School District,2019
961,Pauline J. Petway Elementary School,Public,K-5,1115 So  Lincoln Ave,Vineland,08361,Cumberland County,Vineland Public School District,2019
962,Number 6,Public,"PK, KG-5",19 East Morris Ave.,Linden,07036,Union County,Linden Public School District,2019
963,Greenwood Elementary School,Public,"PK, KG-5",2069 Greenwood Avenue,Hamilton,08609,Mercer County,Hamilton Township Public School District,2019
964,Pine Grove Manor School,Public,"PK, KG-5",130 Highland Avenue,Somerset,08873,Somerset County,Franklin Township Public School District,2019
965,Veterans Memorial Elementary School,Public,K-5,103 Hendrickson Avenue,Brick,08724,Ocean County,Brick Township Public School District,2019
966,Allamuchy Township School,Public,3-8,20 Johnsonburg Road,Allamuchy,07820,Warren County,Allamuchy Township School District,2019
967,Keyport Central School,Public,"PK, KG-8",335 Broad Street,Keyport,07735,Monmouth County,Keyport School District,2019
968,East Newark Elementary School,Public,"PK, KG-5",501  11 North Third Street,East Newark,07029,Hudson County,East Newark School District,2019
969,Christopher Columbus School #8,Public,"PK, KG-5",147 Cedar Street,Garfield,07026,Bergen County,Garfield Public School District,2019
970,Emma Havens Young Elementary School,Public,K-5,43 Drum Point Rd,Brick,08723,Ocean County,Brick Township Public School District,2019
971,Maud Abrams School,Public,3-4,714 Townbank Rd,Cape May,08204,Cape May County,Lower Township Elementary School District,2019
972,Port Reading Avenue Elementary School,Public,K-5,Turner Street,Port Reading,07064,Middlesex County,Woodbridge Township School District,2019
973,School 27,Public,"PK, KG-5",250 Richmond Ave,Paterson,07502,Passaic County,Paterson Public School District,2019
974,Avenel Street Elementary School,Public,K-5,Avenel Street,Avenel,07001,Middlesex County,Woodbridge Township School District,2019
975,Lanes Mill Elementary School,Public,K-5,1891 Lanes Mill Rd,Brick,08724,Ocean County,Brick Township Public School District,2019
976,Central Park Elementary School,Public,2-3,43 Oliver Ave,Pennsville,08070,Salem County,Pennsville School District,2019
977,Alice Costello Elementary School,Public,"PK, KG-8",301 Haakon rd.,Brooklawn,08030,Camden County,Brooklawn Public School District,2019
978,Eastampton Township Community School,Public,"PK, KG-8",1 Student Drive,Eastampton,08060,Burlington County,Eastampton Township School District,2019
979,Veterans' Memorial Elementary School,Public,"PK, KG-5",1401 Central Avenue,Union City,07087,Hudson County,Union City School District,2019
980,Elmora School No. 12,Public,"PK, KG-8",638 Magie Ave,Elizabeth,07208,Union County,Elizabeth Public Schools,2019
981,Achieve Community Charter School,"Public, Charter",K-8,534 Clinton Avenue,Newark,07108,Essex County,Achieve Community Charter School,2019
982,Washington School,Public,1-3,89 Wood St,Rutherford,07070,Bergen County,Rutherford School District,2019
983,East Dover Elementary School,Public,K-5,725 Vaughn Avenue,Toms River,08753,Ocean County,Toms River Regional School District,2019
984,Thomas G. Connors Elementary School,Public,K-5,201 Monroe Street,Hoboken,07030,Hudson County,Hoboken Public School District,2019
985,Abraham Lincoln School No. 14,Public,K-8,50 Grove Street,Elizabeth,07202,Union County,Elizabeth Public Schools,2019
986,Jackson Avenue,Public,"PK, KG-4",421 Jackson Ave,Hackensack,07601,Bergen County,Hackensack School District,2019
987,Dr. William Mennies Elementary School,Public,K-5,361 East Grant Avenue,Vineland,08360,Cumberland County,Vineland Public School District,2019
988,H & M Potter School,Public,"PK, KG-4",60 Veeder Lane,Bayville,08721,Ocean County,Berkeley Township School District,2019
989,School #1,Public,K-5,158 Park Slope,Clifton,07011,Passaic County,Clifton Public School District,2019
990,Alpha Borough School,Public,"PK, KG-8",817 North Boulevard,Alpha,08865,Warren County,Alpha Borough School District,2019
991,Thomas A Edison Elementary School,Public,"PK, KG-6",507 West St,Union City,07087,Hudson County,Union City School District,2019
992,Matthew Jago Elementary School,Public,"PK, KG-5",99 Central Avenue,Sewaren,07077,Middlesex County,Woodbridge Township School District,2019
993,Compass Academy Charter School,"Public, Charter","PK, KG-5",23 West Chestnut Ave,Vineland,08360,Cumberland County,Compass Academy Charter School,2019
994,Lincoln Elementary School,Public,2-3,221 Cross Street,Harrison,07029,Hudson County,Harrison Public Schools,2019
995,Edward J. Patten Elementary School,Public,K-4,500 Charles Street,Perth Amboy,08861,Middlesex County,Perth Amboy Public School District,2019
996,McKinley Elementary School,Public,K-8,3110 Liberty Ave,North Bergen,07047,Hudson County,North Bergen School District,2019
997,Winfield Township,Public,"PK, KG-8",7 1/2 Gulfstream Avenue,Winfield Park,07036,Union County,Winfield Township,2019
998,Woodrow Wilson,Public,"PK, KG-8",210 West Sylvania Ave,Neptune City,07753,Monmouth County,Neptune City School District,2019
999,John F Kennedy Elementary School,Public,1-8,1210 Eleventh St,North Bergen,07047,Hudson County,North Bergen School District,2019
1000,Abington Avenue School,Public,"PK, KG-8",209 Abington Avenue,Newark,07107,Essex County,Newark Public School District,2019
1001,Belleville PS3,Public,K-6,230 Joralemon St,Belleville,07109,Essex County,Belleville Public School District,2019
1002,School #17,Public,"PK, KG-5",361 Lexington Avenue,Clifton,07011,Passaic County,Clifton Public School District,2019
1003,Wilson Avenue School,Public,K-8,19 Wilson Ave,Newark,07108,Essex County,Newark Public School District,2019
1004,Parkway Elementary School,Public,"PK, KG-5",446 Parkway Avenue,Ewing,08618,Mercer County,Ewing Township School District,2019
1005,Walnut Street Elementary School,Public,K-5,60 Walnut Street,Toms River,08753,Ocean County,Toms River Regional School District,2019
1006,Lindeneau Elementary School,Public,K-5,50 Blossom Street,Edison,08817,Middlesex County,Edison Township School District,2019
1007,Number 1,Public,"PK, KG-5",728 North Wood Ave.,Linden,07036,Union County,Linden Public School District,2019
1008,Roland Rogers Elementary School,Public,"PK, KG-6",105 S  Reeds Road,Galloway,08205,Atlantic County,Galloway Township Public School District,2019
1009,Samuel T. Busansky School,Public,3-5,16 Scrapetown Road,Pemberton,08068,Burlington County,Pemberton Township School District,2019
1010,Watsessing Elementary School,Public,K-6,71 Prospect Street,Bloomfield,07003,Essex County,Bloomfield Township School District,2019
1011,Madison Monroe School No. 16,Public,"PK, KG-8",1091 North Ave,Elizabeth,07201,Union County,Elizabeth Public Schools,2019
1012,George J. Mitchell Elementary School,Public,K-2,950 Route 539,Little Egg Harbor,08087,Ocean County,Little Egg Harbor Township School District,2019
1013,Elizabeth Avenue School,Public,"PK, KG-5",363 Elizabeth Avenue,Somerset,08873,Somerset County,Franklin Township Public School District,2019
1014,Whitney E. Houston Academy,Public,"PK, KG-8",215 Dodd St,East Orange,07017,Essex County,East Orange School District,2019
1015,William L Antheil Elementary School,Public,"PK, KG-5",339 Ewingville Road,Ewing,08638,Mercer County,Ewing Township School District,2019
1016,Lafayette Estates Elementary School,Public,K-5,Ford Avenue,Fords,08863,Middlesex County,Woodbridge Township School District,2019
1017,Charles J. Riley School 9,Public,"PK, KG-8",6 Timothy Street,Paterson,07503,Passaic County,Paterson Public School District,2019
1018,Roosevelt Elementary School,Public,"PK, KG-6",811 St George Ave,Rahway,07065,Union County,Rahway Public School District,2019
1019,Ridge Street School,Public,K-8,735 Ridge St,Newark,07104,Essex County,Newark Public School District,2019
1020,Solve D'Ippolito Elementary School,Public,K-5,1578 North Valley Ave,Vineland,08360,Cumberland County,Vineland Public School District,2019
1021,Winslow Township Elementary School One,Public,"PK, KG-3",413 Inskip Road,Hammonton,08037,Camden County,Winslow Township School District,2019
1022,Sovereign Avenue School,Public,"PK, KG-8",111 N. Sovereign Avenue,Atlantic City,08401,Atlantic County,Atlantic City School District,2019
1023,Number 4,Public,"PK, KG-5",1602 Dill Avenue,Linden,07036,Union County,Linden Public School District,2019
1024,Belleville PS8,Public,"PK, KG-6",183 Union Ave,Belleville,07109,Essex County,Belleville Public School District,2019
1025,Magnolia,Public,"PK, KG-8",420 North Warwick Rd,Magnolia,08049,Camden County,Magnolia School District,2019
1026,Dr. Maya Angelou Elementary School,Public,"PK, KG-5",239 Ocean Avenue,Jersey City,07305,Hudson County,Jersey City Public Schools,2019
1027,Summerfiled Elementary School,Public,"PK, KG-5",1 Summerfield La,Neptune,07753,Monmouth County,Neptune Township School District,2019
1028,Horace Mann Community School,Public,"PK, KG-8",25 West 38th Street,Bayonne,07002,Hudson County,Bayonne School District,2019
1029,Mt Vernon Place School,Public,"PK, KG-8",142 Mount Vernon Pl,Newark,07106,Essex County,Newark Public School District,2019
1030,Dane Barse Elementary School,Public,K-5,240 S Orchard Rd,Vineland,08360,Cumberland County,Vineland Public School District,2019
1031,Herbert N. Richardson 21st Century School,Public,K-4,318 Stockton Street,Perth Amboy,08861,Middlesex County,Perth Amboy Public School District,2019
1032,Benjamin Franklin Elementary School,Public,"PK, KG-3",7201 Irving Avenue,Pennsauken,08109,Camden County,Pennsauken Township Board of Education School District,2019
1033,Twin Hills Elementary School,Public,K-4,110 Twin Hill Drive,Willingboro,08046,Burlington County,Willingboro Public School District,2019
1034,Woodrow Wilson Elementary School,Public,"PK, KG-8",133 Tunison Rd,New Brunswick,08901,Middlesex County,New Brunswick School District,2019
1035,Robert Waters Elementary School,Public,"PK, KG-6",2800 Summit Ave,Union City,07087,Hudson County,Union City School District,2019
1036,School 5,Public,K-5,430 Totowa Avenue,Paterson,07502,Passaic County,Paterson Public School District,2019
1037,Franklin Elementary School,Public,"PK, KG-6",1809 St Georges Ave,Rahway,07065,Union County,Rahway Public School District,2019
