rank,school,type,grades,address,city,zip,county,district,year
585,Slocum Skewes School,"Public, Alternative",2-9,650 Prospect Ave,Ridgefield,07657,Bergen County,Ridgefield School District,2019
586,Mawbey Street Elementary School,Public,K-5,275 Mawbey Street,Woodbridge,07095,Middlesex County,Woodbridge Township School District,2019
587,Howard C. Johnson Elementary School,Public,"PK, KG-5",1021 Larsen Road,Jackson,08527,Ocean County,Jackson Township School District,2019
588,Fernbrook School,Public,K-5,206 Quaker Church Road,Randolph,07869,Morris County,Randolph Township School District,2019
589,Huber Street School,Public,"PK, KG-5",1520 Paterson Plank Rd,Secaucus,07094,Hudson County,Secaucus School District,2019
590,James Monroe Elementary School,Public,K-5,7 Sharp Rd,Edison,08837,Middlesex County,Edison Township School District,2019
591,Union Valley Elementary School,Public,"PK, KG-5",1300 Jarvis Road,Sicklerville,08081,Camden County,Gloucester Township Public Schools,2019
592,Virgil I. Grissom Elementary School,Public,K-5,One Sims Avenue,Old Bridge,08857,Middlesex County,Old Bridge Township School District,2019
593,Randall Carter Elementary School,Public,K-5,531 Alps Road,Wayne,07470,Passaic County,Wayne Township Public School District,2019
594,G. Harold Antrim Elementary School,Public,"PK, KG-8",401 Niblick Street,Point Pleasant Beach,08742,Ocean County,Point Pleasant Beach School District,2019
595,Hillside Elementary School,Public,"PK, KG-4",1370 Hainesport Mt Laurel Rd,Mount Laurel,08054,Burlington County,Mount Laurel Township School District,2019
596,Washington Elementary School,Public,K-5,153 Winthrop Road,Edison,08817,Middlesex County,Edison Township School District,2019
597,Adamsville Primary School,Public,"PK, KG-4",400 Union Avenue,Bridgewater,08807,Somerset County,Bridgewater-Raritan Regional School District,2019
598,Cedar Creek Elementary School,Public,K-4,220 Western Blvd,Lanoka Harbor,08734,Ocean County,Lacey Township School District,2019
599,Connecticut Farms Elementary,Public,"PK, KG-5",875 Stuyvesant Avenue,Union,07083,Union County,Township of Union School District,2019
600,Kingston Elementary School,Public,K-5,320 Kingston Rd.,Cherry Hill,08034,Camden County,Cherry Hill School District,2019
601,Middle Road School,Public,1-4,305 Middle Road,Hazlet,07730,Monmouth County,Hazlet Township Public School District,2019
602,Oak Ridge Heights Elementary School,Public,K-5,720 Inman Avenue,Colonia,07067,Middlesex County,Woodbridge Township School District,2019
603,Lebanon Borough School,Public,"PK, KG-6",6 Maple St,Lebanon,08833,Hunterdon County,Lebanon Borough School District,2019
604,Neeta School,Public,3-8,44 Neeta Trail,Medford Lakes,08055,Burlington County,Medford Lakes School District,2019
605,Nellie K. Parker,Public,"PK, KG-4",261 Maple Hill Dr,Hackensack,07601,Bergen County,Hackensack School District,2019
606,Alexander Hamilton Academy,Public,K-8,11  27 16th Avenue,Paterson,07501,Passaic County,Paterson Public School District,2019
607,Thomas A. Edison Elementary School,Public,"PK, KG-5",205 Melrose Avenue,Westmont,08108,Camden County,Haddon Township School District,2019
608,Birches Elementary School,Public,K-5,416 Westminster Blvd,Turnersville,08012,Gloucester County,Washington Township School District,2019
609,Kingwood Township School,Public,"PK, KG-8",880 County Road 519,Frenchtown,08825,Hunterdon County,Kingwood Township School District,2019
610,Woodrow Wilson School #5,Public,"PK, KG-5",205 Outwater Lane,Garfield,07026,Bergen County,Garfield Public School District,2019
611,Warren H. Wolf Early Childhood Development Center,Public,PK,224 Chambers Bridge Rd,Brick,08723,Ocean County,Brick Township Public School District,2019
612,Hurffville Elementary School,Public,K-5,200 Hurffville  Grenloch Rd,Sewell,08080,Gloucester County,Washington Township School District,2019
613,Alan B. Shepard Elementary School,Public,K-5,33 Bushnell Rd,Old Bridge,08857,Middlesex County,Old Bridge Township School District,2019
614,Grace N. Rogers Elementary School,Public,3-5,380 Stockton St,Hightstown,08520,Mercer County,East Windsor Regional School District,2019
615,General Charles G. Harker School,Public,3-5,1771 Oldmans Creek Road,Woolwich Township,08085,Gloucester County,Swedesboro-Woolwich School District,2019
616,Private Nicholas Minue Elementary School,Public,"PK, KG-5",83 Post Blvd,Carteret,07008,Middlesex County,Carteret Public School District,2019
617,Frederic N. Brown Elementary School,Public,K-4,125 Grove Ave,Verona,07044,Essex County,Verona Public School District,2019
618,Lincoln,Public,"PK, KG-8",400 Second Avenue,Garwood,07027,Union County,Garwood Boro,2019
619,Eleanor Van Gelder,Public,3-6,251 Undercliff Ave,Edgewater,07020,Bergen County,Edgewater School District,2019
620,Fleetwood Elementary School,Public,"PK, KG-4",231 Fleetwood Ave,Mount Laurel,08054,Burlington County,Mount Laurel Township School District,2019
621,Avon Elementary School,Public,"PK, KG-4",862 Mercer Dr,Haddonfield,08033,Camden County,Barrington School District,2019
622,Robert Mascenik Elementary School,Public,K-5,300 Benjamin Avenue,Iselin,08830,Middlesex County,Woodbridge Township School District,2019
623,University Heights Elementary School,Public,"PK, KG-5",645 Paxson Avenue,Hamilton,08690,Mercer County,Hamilton Township Public School District,2019
624,School #2,Public,K-5,1270 Van Houten Avenue,Clifton,07013,Passaic County,Clifton Public School District,2019
625,McKinley Avenue Elementary School,Public,3-4,1000 McKinley Avenue,Manahawkin,08050,Ocean County,Stafford Township School District,2019
626,Unity Charter School,"Public, Charter",K-8,1 Evergreen Place,Morristown,07960,Morris County,Unity Charter School,2019
627,Joseph J Catena School,Public,K-5,275 Burlington Road,Freehold,07728,Monmouth County,Freehold Township School District,2019
628,School 19,Public,K-4,31 James Street,Paterson,07502,Passaic County,Paterson Public School District,2019
629,Osbornville Elementary School,Public,K-5,218 Drum Point Rd,Brick,08723,Ocean County,Brick Township Public School District,2019
630,Wayside Elementary School,Public,"PK, KG-4",733 Bowne Road,Ocean,07712,Monmouth County,Township of Ocean School District,2019
631,Clara Barton Elementary School,Public,K-5,223 Rhode Island Ave.,Cherry Hill,08034,Camden County,Cherry Hill School District,2019
632,Joyce Kilmer Elementary School,Public,K-5,2900 Chapel Ave.,Cherry Hill,08002,Camden County,Cherry Hill School District,2019
633,Ernest J. Finizio Junior - Aldene School,Public,"PK, KG-5",339 West Webster Avenue,Roselle Park,07204,Union County,Roselle Park Public School District,2019
634,Woodbury Heights Elementary,Public,"PK, KG-6",100 Academy Ave,Woodbury Hts,08097,Gloucester County,Woodbury Heights Public School District,2019
635,Jefferson Elementary School,Public,"PK, KG-4",3400 Palisade Avenue,Union City,07087,Hudson County,Union City School District,2019
636,Port Colden School,Public,1-3,30 Port Colden Road,Washington,07882,Warren County,Washington Township School District,2019
637,Alexander Elementary School,Public,K-5,20 Robert Frost Drive,Hamilton,08690,Mercer County,Hamilton Township Public School District,2019
638,Alexander Hamilton,Public,3-5,24 Mills Street,Morristown,07960,Morris County,Morris School District,2019
639,Hatchery Hill Elementary School,Public,"PK, KG-1",398 5th Avenue,Hackettstown,07840,Warren County,Hackettstown Public School District,2019
640,Morgan Elementary School,Public,"PK, KG-5",38 Stamford Road,Hamilton,08619,Mercer County,Hamilton Township Public School District,2019
641,Robert B Jaggard School,Public,K-5,2 Westcott Road,Marlton,08053,Burlington County,Evesham Township School District,2019
642,Lopatcong Elementary School,Public,"PK, KG-4",263 Route 57,Phillipsburg,08865,Warren County,Lopatcong Township School District,2019
643,Grant Elementary School,Public,K-6,104 Henry St,Ridgefield Park,07660,Bergen County,Ridgefield Park Public School District,2019
644,Cape May City Elementary School,Public,"PK, KG-6",921 Lafayette St,Cape May,08204,Cape May County,Cape May City School District,2019
645,White Rock Elementary School,Public,2-5,2 Francine Place,Oak Ridge,07438,Morris County,Jefferson Township Public School District,2019
646,Franklin Elementary School,Public,K-6,85 Curtis Street,Bloomfield,07003,Essex County,Bloomfield Township School District,2019
647,Herbertsville Early Childhood Development Center,Public,PK,2282 Lanes Mill Rd,Brick,08724,Ocean County,Brick Township Public School District,2019
648,E Raymond Appleby Elementary School,Public,2-5,23 Vliet Street,Spotswood,08884,Middlesex County,Spotswood Public School District,2019
649,Claremont Avenue Elementary School,Public,K-5,Claremont Avenue,Colonia,07067,Middlesex County,Woodbridge Township School District,2019
650,Highlands Elementary School,Public,"PK, KG-6",360 Navesink Avenue,Highlands,07732,Monmouth County,Highlands Borough School District,2019
651,Salome H. Long Memorial School,Public,K-6,260 Floral Lane,Saddle Brook,07663,Bergen County,Saddle Brook School District,2019
652,Harmony Elementary School,Public,"PK, KG-5",100 Murphy Road,New Monmouth,07748,Monmouth County,Middletown Township Public School District,2019
653,BelovED Community Charter School,"Public, Charter, Alternative",K-11,508 Grand Street,Jersey City,07302,Hudson County,BelovED Community Charter School,2019
654,Kelly Elementary School,Public,K-5,555 Pleasant Valley Way,West Orange,07052,Essex County,West Orange Public Schools,2019
655,Eleanor Rush Intermediate School,Public,3-5,1200 Wynwood Drive,Cinnaminson,08077,Burlington County,Cinnaminson Township School District,2019
656,Holland Township Elementary School,Public,"PK, KG-8",710 Milford  Warren Glen Road,Milford,08848,Hunterdon County,Holland Township School District,2019
657,Green-Fields Elementary School,Public,3-4,15 Hill Lane,Woodbury,08096,Gloucester County,West Deptford Township School District,2019
658,Thomas Jefferson Elementary School,Public,K-5,100 Prospect Avenue,North Arlington,07031,Bergen County,North Arlington School District,2019
659,John F. Kennedy Elementary School,Public,K-5,1310 Ratzer Road,Wayne,07470,Passaic County,Wayne Township Public School District,2019
660,Slackwood Elementary School,Public,K-3,2060 Princeton Pike,Lawrenceville,08648,Mercer County,Lawrence Township Public School District,2019
661,Broad Street Elementary School,Public,"PK, KG-5",255 West Broad St,Gibbstown,08027,Gloucester County,Greenwich Township School District,2019
662,Sussex Avenue School,Public,3-5,125 Sussex Avenue,Morristown,07960,Morris County,Morris School District,2019
663,Berlin Community School,Public,"PK, KG-8",215 S Franklin Ave,Berlin,08009,Camden County,Berlin Borough School District,2019
664,Gloucester Township Elementary School,Public,K-5,270 South Black Horse Pike,Blackwood,08012,Camden County,Gloucester Township Public Schools,2019
665,Dr. Paul Rafalides School,Public,"PK, KG-4",362 Union St,Jersey City,07304,Hudson County,Jersey City Public Schools,2019
666,Merchantville Elementary School,Public,"PK, KG-8",130 S Centre St,Merchantville,08109,Camden County,Merchantville School District,2019
667,Menlo Park Terrace Elementary School,Public,K-5,19 Maryknoll Road,Metuchen,08840,Middlesex County,Woodbridge Township School District,2019
668,Robert Gordon Elementary School,Public,"PK, KG-5",59 West Grant Avenue,Roselle Park,07204,Union County,Roselle Park Public School District,2019
669,Benedict A. Cucinella School,Public,"PK, KG-5",470 Naughright Road,Long Valley,07853,Morris County,Washington Township School District,2019
670,Washington Community School #9,Public,"PK, KG-8",191 Avenue B,Bayonne,07002,Hudson County,Bayonne School District,2019
671,New Monmouth Elementary School,Public,K-5,121 New Monmouth Road,Middletown,07748,Monmouth County,Middletown Township Public School District,2019
672,Greenbrook Elementary School,Public,K-5,23 Roberts Street,Kendall Park,08824,Middlesex County,South Brunswick School District,2019
673,Watchung Elementary School,Public,K-3,Fisher Avenue,Middlesex,08846,Middlesex County,Middlesex Borough School District,2019
674,Valley View School,Public,"PK, KG-4",400 Route 513,Califon,07830,Hunterdon County,Lebanon Township School District,2019
675,Fort Dix Elementary School,Public,"PK, KG-5",1199 Fort Dix  Juliustown Road,Fort Dix,08640,Burlington County,Pemberton Township School District,2019
676,Wilson School,Public,"PK, KG-5",80 Union Street,Lodi,07644,Bergen County,Lodi School District,2019
677,Number 5,Public,"PK, KG-5",1014 Bower Street,Linden,07036,Union County,Linden Public School District,2019
678,Oaklyn Public School,Public,"PK, KG-5",136 Kendall Blvd,Oaklyn,08107,Camden County,Oaklyn Public School District,2019
679,Lincoln School,Public,K-6,301 Harrison St,Nutley,07110,Essex County,Nutley Public School District,2019
680,Richard L Rice School,Public,"PK, KG-5",50 Crown Royal Parkway,Marlton,08053,Burlington County,Evesham Township School District,2019
681,Woodrow Wilson Community School,Public,"PK, KG-8",101 West 56th Street,Bayonne,07002,Hudson County,Bayonne School District,2019
682,Winslow Township Elementary School Four,Public,"PK, KG-3",541 Kali Road,Sicklerville,08081,Camden County,Winslow Township School District,2019
683,Passaic Gifted and Talented Academy School No. 20,Public,2-8,19 Henry Street,Passaic,07055,Passaic County,Passaic City School District,2019
684,Whitehall Elementary School,Public,"PK, KG-4",161 Whitehall Rd,Williamstown,08094,Gloucester County,Monroe Township Public School District,2019
685,Delaware Township School,Public,"PK, KG-8",501 Rosemont  Ringoes Road,Sergeantsville,08557,Hunterdon County,Delaware Township School District,2019
686,Richmond Avenue School,Public,"PK, KG-8",4115 Ventnor Avenue,Atlantic City,08401,Atlantic County,Atlantic City School District,2019
687,Dr. Orlando Edreira Academy School No. 26,Public,"PK, KG-8",1014 South Elmora Avenue,Elizabeth,07202,Union County,Elizabeth Public Schools,2019
688,Stoy Elementary School,Public,"PK, KG-5",206 Briarwood Avenue,Haddonfield,08033,Camden County,Haddon Township School District,2019
689,Washington Elementary School,Public,K-5,176 Mohawk Avenue,Hawthorne,07506,Passaic County,Hawthorne Public School District,2019
690,Nathaniel Hawthorne Elementary School,Public,K-4,201 Fycke Lane,Teaneck,07666,Bergen County,Teaneck School District,2019
691,Memorial Elementary School,Public,3-5,485 Adelphia Road,Freehold,07728,Monmouth County,Howell Township Public School District,2019
692,John A. Forrest Elementary School,Public,K-4,10 - 00 Hopper Ave,Fair Lawn,07410,Bergen County,Fair Lawn Public School District,2019
693,Strawbridge Elementary School,Public,K-5,307 Strawbridge Avenue,Westmont,08108,Camden County,Haddon Township School District,2019
694,Paradise Knoll Elementary School,Public,K-5,103 Paradise Road,Oak Ridge,07438,Passaic County,West Milford Township Public School District,2019
695,James Johnson Elementary School,Public,K-5,500 Kresson Rd.,Cherry Hill,08034,Camden County,Cherry Hill School District,2019
696,Frank R Conwell School,Public,"PK, KG-5",111 Bright Street,Jersey City,07302,Hudson County,Jersey City Public Schools,2019
697,John Greenleaf Whittier Elementary School,Public,K-4,491 W Englewood Avenue,Teaneck,07666,Bergen County,Teaneck School District,2019
698,Academy Street Elementary School,Public,"PK, KG-6",14 Academy Street,Dover,07801,Morris County,Dover Public School District,2019
699,The Ethical Community Charter School,"Public, Charter",K-8,95 Broadway,Jersey City,07306,Hudson County,The Ethical Community Charter School,2019
700,Olivet Elementary School,Public,2-4,235 Sheep Pen Road,Pittsgrove,08318,Salem County,Pittsgrove Township School District,2019
701,MacAfee Road School,Public,"PK, KG-5",53 Macafee Road,Somerset,08873,Somerset County,Franklin Township Public School District,2019
702,Empowerment Academy Charter School,"Public, Charter",K-7,240 Ege Avenue,Jersey City,07304,Hudson County,Empowerment Academy Charter School,2019
703,Samuel R. Donald Elementary School,Public,2-4,29 Captolene Avenue,Bloomingdale,07403,Passaic County,Bloomingdale School District,2019
704,James W. Lilley Elementary School,Public,K-5,1275 Williamstown Road,Erial,08081,Camden County,Gloucester Township Public Schools,2019
705,John F. Kennedy Primary School,Public,K-4,255 Woodmere Street,Raritan,08869,Somerset County,Bridgewater-Raritan Regional School District,2019
706,Northfield Community Elementary School,Public,"PK, KG-4",2000 New Road,Northfield,08225,Atlantic County,Northfield City School District,2019
707,Parker Elementary School,Public,K-3,South Lincoln Avenue,Middlesex,08846,Middlesex County,Middlesex Borough School District,2019
708,Roosevelt Elementary School,Public,K-5,50 Roosevelt Avenue,Hawthorne,07506,Passaic County,Hawthorne Public School District,2019
709,Elsinboro Township School,Public,K-8,631 Salem  Fort Elfsborg Road,Salem,08079,Salem County,Elsinboro Township School District,2019
710,Fairview Elementary School,Public,"PK, KG-6",376 Berkeley Avenue,Bloomfield,07003,Essex County,Bloomfield Township School District,2019
711,Cold Springs School,Public,"PK, KG-3",1194 Market Street,Gloucester City,08030,Camden County,Gloucester City Public School District,2019
712,Raritan Valley School,Public,1-4,37 Cresci Blvd,Hazlet,07730,Monmouth County,Hazlet Township Public School District,2019
713,White Township Consolidated School,Public,"PK, KG-8",565 Cr 519,Belvidere,07823,Warren County,White Township Consolidated School District,2019
714,Number 8,Public,"PK, KG-5",500 West Blancke St.,Linden,07036,Union County,Linden Public School District,2019
715,Blairstown Elementary School,Public,"PK, KG-6",1 Sunset Hill Road,Blairstown,07825,Warren County,Blairstown Elementary Township School District,2019
716,Jersey City Golden Door Charter School,"Public, Charter","PK, KG-8",3044 Kennedy Blvd,Jersey City,07306,Hudson County,Jersey City Golden Door Charter School,2019
717,Nixon Elementary School,Public,K-4,275 Mt  Arlington Boulevard,Landing,07850,Morris County,Roxbury Township School District,2019
718,Beatrice Gilmore School,Public,3-5,1075 McBride Avenue,Woodland Park,07424,Passaic County,Woodland Park School District,2019
719,School #13,Public,K-5,782 Van Houten Avenue,Clifton,07013,Passaic County,Clifton Public School District,2019
720,Oak Knoll Elementary School,Public,"PK, KG-4",23 Bodine Avenue,Williamstown,08094,Gloucester County,Monroe Township Public School District,2019
721,Swift-Slaybaugh Complex,Public,"PK, KG-3",11 Swift Avenue,Egg Harbor Township,08234,Atlantic County,Egg Harbor Township School District,2019
722,Livingston Park,Public,"PK, KG-4",1128 Livingston Avenue,North Brunswick,08902,Middlesex County,North Brunswick Township School District,2019
723,Raymond E. Voorhees Elementary School,Public,K-5,11 Liberty Street,Old Bridge,08857,Middlesex County,Old Bridge Township School District,2019
724,North Dover Elementary School,Public,"PK, KG-6",51 Highland Avenue,Dover,07801,Morris County,Dover Public School District,2019
725,Schuyler Elementary School,Public,"PK, KG-6",644 Forest St,Kearny,07032,Hudson County,Kearny,2019
726,Silver Bay Elementary School,Public,"PK, KG-5",100 Silver Bay Road,Toms River,08753,Ocean County,Toms River Regional School District,2019
727,Warren E. Sooy Junior Elementary School,Public,2-5,601 N  Fourth Street,Hammonton,08037,Atlantic County,Hammonton School District,2019
728,Margaret Mace Elementary School,Public,"PK, KG-8",1201 Atlantic Avenue,North Wildwood,08260,Cape May County,North Wildwood School District,2019
729,Beach Haven School,Public,"PK, KG-6",8th Street & Beach Avenue,Beach Haven,08008,Ocean County,Beach Haven School District,2019
730,Bartle Elementary School,Public,2-5,435 Mansfield Street,Highland Park,08904,Middlesex County,Highland Park Boro School District,2019
731,Hooper Avenue Elementary School,Public,K-5,1517  Hooper Avenue,Toms River,08753,Ocean County,Toms River Regional School District,2019
732,Fountain Woods Elementary School,Public,2-5,601 Fountain Avenue,Burlington,08016,Burlington County,Burlington Township School District,2019
733,Midland School #1,Public,"PK, KG-8",300 Rochelle Ave,Rochelle Park,07662,Bergen County,Rochelle Park School District,2019
734,Number 9,Public,"PK, KG-5",1401 Deerfield Terrace,Linden,07036,Union County,Linden Public School District,2019
735,Perry L. Drew Elementary School,Public,3-5,70 Twin Rivers Drive North,East Windsor,08520,Mercer County,East Windsor Regional School District,2019
736,Wallace Elementary School,Public,"PK, KG-5",1100 Willow Avenue,Hoboken,07030,Hudson County,Hoboken Public School District,2019
737,The Queen City Academy Charter School,"Public, Charter, Alternative",K-12,815 West Seventh Street,Plainfield,07063,Union County,The Queen City Academy Charter School District,2019
738,McGalliard Elementary School,Public,K-5,1600 Arena Drive,Hamilton,08610,Mercer County,Hamilton Township Public School District,2019
739,'Franklin Elementary School,Public,"PK, KG-6",100 Davis Ave,Kearny,07032,Hudson County,Kearny,2019
740,The Village Charter School,"Public, Charter",K-8,101 Sullivan Way,Trenton,08638,Mercer County,The Village Charter School,2019
741,Wantage Elementary School,Public,3-5,815 Route 23,Sussex,07461,Sussex County,Sussex-Wantage Regional School District,2019
742,Lynn Crest Elementary School,Public,"PK, KG-5",98 Ira Avenue,Colonia,07067,Middlesex County,Woodbridge Township School District,2019
743,Cedar Grove Elementary School,Public,"PK, KG-5",179 Cedar Grove Road,Toms River,08753,Ocean County,Toms River Regional School District,2019
744,Grade Downing Elementary School,Public,K-3,3rd & Central Aves,Runnemede,08078,Camden County,Runnemede Public School District,2019
745,Mullica Township Primary School,Public,"PK, KG-4",500 Elwood Road,Elwood,08217,Atlantic County,Mullica Township School District,2019
746,Montague Township School,Public,"PK, KG-8",475 Route 206,Montague,07827,Sussex County,Montague Township School District,2019
747,Stow Creek Township School,Public,"PK, KG-8",11 Gum Tree Corner Road,Bridgeton,08323,Cumberland County,Stow Creek Township School District,2019
748,Memorial School,Public,"PK, KG-8",221 Morningside Avenue,Union Beach,07735,Monmouth County,Union Beach Public School District,2019
749,Christa McAuliffe School,Public,"PK, KG-8",167 Hancock Ave,Jersey City,07307,Hudson County,Jersey City Public Schools,2019
750,Bergen Arts and Sciences Charter School,"Public, Charter, Alternative",K-12,200 MacArthur Avenue,Garfield,07026,Bergen County,Bergen Arts and Science Charter School,2019
751,Weymouth Township Elementary School,Public,"PK, KG-8",1202 Eleventh Avenue,Dorothy,08317,Atlantic County,Weymouth Township School District,2019
752,Seth Boyden Elementary Demonstration School,Public,K-5,274 Boyden Ave,Maplewood,07040,Essex County,South Orange-Maplewood School District,2019
753,Hazel Avenue Elementary School,Public,K-5,45 Hazel Ave,West Orange,07052,Essex County,West Orange Public Schools,2019
754,Gilbert Avenue School,Public,"PK, KG-5",151 Gilbert Avenue,Elmwood Park,07407,Bergen County,Elmwood Park School District,2019
755,John P. Faber Elementary School,Public,"PK, KG-5",400 High Street,Dunellen,08812,Middlesex County,Dunellen Public School District,2019
756,Eagleswood Elementary School,Public,"PK, KG-6",511 Route 9,West Creek,08092,Ocean County,Eagleswood Township School District,2019
757,Carlstadt Public School,Public,"PK, KG-8",550 Washington Street,Carlstadt,07072,Bergen County,Carlstadt Public School District,2019
758,Madison Elementary School,Public,"PK, KG-6",944 Madison Avenue,Rahway,07065,Union County,Rahway Public School District,2019
759,Mill Lake,Public,"PK, KG-3",115 Monmouth Road,Monroe Twp,08831,Middlesex County,Monroe Township School District,2019
760,School #15,Public,"PK, KG-5",700 Gregory Avenue,Clifton,07011,Passaic County,Clifton Public School District,2019
761,Public School Number Two,Public,K-6,5200 Broadway,West New York,07093,Hudson County,West New York School District,2019
762,Hardyston Township Elementary School,Public,"PK, KG-4",50 Route 23,Franklin,07416,Sussex County,Hardyston Township School District,2019
763,Oak Valley Elementary School,Public,2-6,525 College Blvd,Wenonah,08090,Gloucester County,Deptford Township Public School District,2019
764,Chessie Dentley Roberts Academy School No. 30,Public,"PK, KG-8",730 Pennsylvania Ave,Elizabeth,07208,Union County,Elizabeth Public Schools,2019
765,Clementon Elementary School,Public,"PK, KG-8",4 Audubon Ave,Clementon,08021,Camden County,Clementon Elementary School District,2019
766,Ann Street School,Public,K-8,30 Ann St,Newark,07105,Essex County,Newark Public School District,2019
767,Union County TEAMS Charter School,"Public, Charter, Alternative",K-12,515  517 West Fourth Street,Plainfield,07060,Union County,Union County TEAMS Charter School-High School/College LA,2019
768,Dwight D. Eisenhower Elementary School,Public,K-3,360 Stelton Road,Piscataway,08854,Middlesex County,Piscataway Township School District,2019
769,Fanny Meyer Hillers,Public,"PK, KG-4",56 Longview Avenue,Hackensack,07601,Bergen County,Hackensack School District,2019
770,Forest Street Community Elementary School,Public,"PK, KG-7",651 Forest St,Orange,07050,Essex County,ORANGE BOARD OF EDUCATION School District,2019
771,Franklin Park School,Public,"PK, KG-5",30 Eden Street,Franklin Park,08823,Somerset County,Franklin Township Public School District,2019
772,Robert Fulton Elementary School,Public,1-8,7407 Hudson Ave,North Bergen,07047,Hudson County,North Bergen School District,2019
773,Charles E. Trefurt School,Public,"PK, KG-5",96 Franklin St,Jersey City,07307,Hudson County,Jersey City Public Schools,2019
774,Bayville Elementary School,Public,"PK, KG-4",356 Atlantic City Blvd,Bayville,08721,Ocean County,Berkeley Township School District,2019
775,Joseph T. Donahue Elementary School,Public,3-4,200 Bengal Blvd,Barnegat,08005,Ocean County,Barnegat Township School District,2019
776,Southampton Township School #2,Public,3-5,100 Miss Mabel Drive,Southampton,08088,Burlington County,Southampton Township School District,2019
777,Rolling Hills Primary School,Public,2-3,60 Sammis Road,Vernon,07462,Sussex County,Vernon Township School District,2019
778,Van Derveer Elementary School,Public,"PK, KG-5",51 Union Ave.,Somerville,08876,Somerset County,Somerville Public School District,2019
779,Leonardo Elementary School,Public,K-5,14 Hosford Avenue,Leonardo,07737,Monmouth County,Middletown Township Public School District,2019
780,Franklin Borough School,Public,"PK, KG-8",50 Washington Avenue,Franklin,07416,Sussex County,Franklin Borough School District,2019
781,Marlton Elementary,Public,K-5,190 Tomlinson Mill Road,Marlton,08053,Burlington County,Evesham Township School District,2019
782,School #11,Public,K-5,147 Merselis Avenue,Clifton,07011,Passaic County,Clifton Public School District,2019
783,Roosevelt School #7,Public,"PK, KG-5",225 Lincoln Pl,Garfield,07026,Bergen County,Garfield Public School District,2019
784,Arthur M. Judd,Public,"PK, KG-4",1595 Roosevelt Avenue,North Brunswick,08902,Middlesex County,North Brunswick Township School District,2019
785,Florence M. Burd,Public,"PK, KG-4",219 Newton Sparta Road,Newton,07860,Sussex County,Andover Regional School District,2019
786,Jefferson (Annex) Elementary School,Public,K-3,6 Bond Street,Wallington,07057,Bergen County,Wallington Boro School District,2019
787,Vineland Public Charter School,"Public, Charter","PK, KG-8",1480 Pennsylvania Ave.,Vineland,08332,Cumberland County,Vineland Public Charter School,2019
788,Hoover Elementary School,Public,"PK, KG-5",273 Murray Hill Terrace,Bergenfield,07621,Bergen County,Bergenfield Borough School District,2019
789,Martin Luther King Junior School,Public,"PK, KG-8",886 Bergen Ave,Jersey City,07306,Hudson County,Jersey City Public Schools,2019
790,Joseph A. Citta Elementary School,Public,"PK, KG-5",2050 Lakewood Road,Toms River,08755,Ocean County,Toms River Regional School District,2019
791,Washington Street Elementary School,Public,K-5,500 West Earl Court,Toms River,08753,Ocean County,Toms River Regional School District,2019
792,Roosevelt Elementary School,Public,"PK, KG-6",733 Kearny Ave,Kearny,07032,Hudson County,Kearny,2019
793,Ocean Avenue Elementary School,Public,"PK, KG-5",235 Ocean Avenue,North Middletown,07748,Monmouth County,Middletown Township Public School District,2019
794,Mansfield Township Elementary,Public,"PK, KG-6",50 Port Murray Road,Port Murray,07865,Warren County,Mansfield Township Elementary School District,2019
795,John Adams,Public,"PK, KG-4",1420 Redmond Street,North Brunswick,08902,Middlesex County,North Brunswick Township School District,2019
796,Ogdensburg Borough School,Public,"PK, KG-8",100 Main Street,Ogdensburg,07439,Sussex County,Ogdensburg Borough School District,2019
797,Franklin Elementary,Public,"PK, KG-4",1500 Lindy Terrace,Union,07083,Union County,Township of Union School District,2019
798,Sayen Elementary School,Public,K-5,3333 Nottingham Way,Hamilton,08690,Mercer County,Hamilton Township Public School District,2019
799,Washington Elementary School,Public,"PK, KG-4",130 A Liberty St,Little Ferry,07643,Bergen County,Little Ferry Public School District,2019
800,Tabernacle Elementary School,Public,"PK, KG-4",141 New Road,Tabernacle,08088,Burlington County,Tabernacle Township School District,2019
801,Marie V. Duffy Elementary School,Public,"PK, KG-5",137 East Central Avenue,Wharton,07885,Morris County,Wharton Borough School District,2019
802,Park Elementary School,Public,"PK, KG-8",120 Manchester Place,Newark,07104,Essex County,Newark Public School District,2019
803,Belleville PS4,Public,"PK, KG-6",30 Magnolia Street,Belleville,07109,Essex County,Belleville Public School District,2019
804,Merriam Avenue School,Public,"PK, KG-4",81 Merriam Avenue,Newton,07860,Sussex County,Newton Public School District,2019
805,Helen L Beeler,Public,K-5,60 Caldwell Ave,Marlton,08053,Burlington County,Evesham Township School District,2019
806,Indian Mills Elementary School,Public,"PK, KG-4",112 Indian Mills Road,Shamong,08088,Burlington County,Shamong Township School District,2019
807,Cecil S. Collins Elementary,Public,K-2,570 Barnegat Blvd  North,Barnegat,08005,Ocean County,Barnegat Township School District,2019
808,Ridgeway Elementary School,Public,"PK, KG-5",2861 Ridgeway Rd,Manchester,08759,Ocean County,Manchester Township School District,2019
809,Crawford-Rodriguez Elementary School,Public,"PK, KG-5",1025 Larsen Road,Jackson,08527,Ocean County,Jackson Township School District,2019
810,Estell Manor Elementary School,Public,K-8,128 Cape May Avenue,Estell Manor,08319,Atlantic County,Estell Manor School District,2019
