rank,school,type,grades,address,city,zip,county,district,year
684,Salem Middle School,Public,3-8,51 New Market Street,Salem,08079,Salem County,Salem City School District,2018
685,Veterans Memorial Family School,Public,"PK, KG-8",800 N 26th Street,Camden,08105,Camden County,Camden City School District,2018
686,Fairfield Township School,Public,"PK, KG-8",375 Gouldtown  Woodruff Road,Bridgeton,08302,Cumberland County,Fairfield Township School District,2018
687,Joyce Kilmer School,Public,K-8,1300 Stuyvesant Avenue,Trenton,08618,Mercer County,Trenton Public School District,2018
688,Paulsboro Junior High School,Public,7-8,670 N Delaware Street,Paulsboro,08066,Gloucester County,Paulsboro School District,2018
689,Belmont Runyon Elementary School,Public,"PK, KG-8",1 Belmont Runyon Way,Newark,07108,Essex County,Newark Public School District,2018
690,Thomas H. Dudley Family School,Public,"PK, KG-8",2250 Berwick Street,Camden,08105,Camden County,Camden City School District,2018
691,School 12,Public,K-8,121 North Second Street,Paterson,07522,Passaic County,Paterson Public School District,2018
692,Cooper's Poynt Family School,Public,"PK, KG-8",201 State Street,Camden,08102,Camden County,Camden City School District,2018
693,Eagle Academy for Young Men of Newark,Public,6-12,279 Chancellor Avenue,Newark,07112,Essex County,Newark Public School District,2018
