rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
273,Clementon Elementary School,"PK, KG-8",Clementon Elementary School District,479,59.10%,"$13,193 ",62.2,2019
274,Maria Varisco Rogers Charter School,K-8,Maria L. Varisco-Rogers Charter School,559,81.60%,"$14,257 ",62.1,2019
275,Alfred S. Faust,8-May,East Rutherford School District,345,39.10%,"$14,389 ",62,2019
276,Cinnaminson Middle School,8-Jun,Cinnaminson Township School District,601,15.10%,"$11,411 ",61.9,2019
277,Philip's Academy Charter School,"PK, KG-8",Phillip's Academy Charter School,488,57.40%,"$10,953 ",61.7,2019
278,Alloway Township School,"PK, KG-8",Alloway Township School District,361,16.10%,"$10,893 ",61.5,2019
279,Henry B. Whitehorne Middle School,8-May,Verona Public School District,679,0.00%,"$11,775 ",61.2,2019
280,West Deptford Middle School,8-May,West Deptford Township School District,900,26.70%,"$11,057 ",61.2,2019
281,Herbert Hoover Middle School,8-Jun,Edison Township School District,912,14.70%,"$7,148 ",61,2019
282,Macopin Middle School,8-Jun,West Milford Township Public School District,533,16.50%,"$11,405 ",60.9,2019
283,Carl W. Goetz Middle School,8-Jun,Jackson Township School District,"1,129",16.40%,"$8,153 ",60.8,2019
284,Thomas Jefferson Middle School,8-Apr,Rockaway Borough School District,319,23.80%,"$8,950 ",60.7,2019
285,Spotswood Memorial Middle School,8-Jun,Spotswood Public School District,357,17.10%,"$11,377 ",60.7,2019
286,Valley Road School,"PK, KG-8",Stanhope School District,310,15.50%,"$15,419 ",60.7,2019
287,White Township Consolidated School,"PK, KG-8",White Township Consolidated School District,267,17.60%,"$16,580 ",60,2019
288,Beverly City School District,"PK, KG-8",Beverly City School District,304,62.50%,"$14,330 ",59.8,2019
289,Ann Street School,K-8,Newark Public School District,"1,196",79.20%,"$8,426 ",59.8,2019
290,Franklin Township School,"PK, KG-8",Franklin Township School District,278,5.40%,"$14,956 ",59.6,2019
291,Deptford Township Middle School,8-Jul,Deptford Township Public School District,597,36.30%,"$9,192 ",59.6,2019
292,William G. Rohrer Middle School,8-Jun,Haddon Township School District,465,15.70%,"$13,973 ",59.6,2019
293,Lake Riviera Middle School,8-Jun,Brick Township Public School District,916,39.10%,"$8,086 ",59.4,2019
294,Pittsgrove Township Middle School,8-May,Pittsgrove Township School District,502,35.50%,"$7,489 ",59.3,2019
295,Memorial School,"PK, KG-8",Union Beach Public School District,645,32.40%,"$13,079 ",59.3,2019
296,John P. Holland Charter School,"PK, KG-8",John P Holland Charter School,423,84.60%,"$9,769 ",59.3,2019
297,Glen Meadow Middle School,8-Jun,Vernon Township School District,680,21.00%,"$11,241 ",58.7,2019
298,School #6/Middle School,8-May,Cliffside Park School District,753,55.20%,"$11,829 ",58.7,2019
299,Joyce Kilmer School,8-Apr,Milltown School District,433,9.00%,"$7,516 ",58.7,2019
300,Unity Charter School,K-8,Unity Charter School,236,16.50%,"$10,094 ",58.7,2019
301,Veterans Memorial Middle School,8-Jun,Brick Township Public School District,"1,024",33.20%,"$8,586 ",58.6,2019
302,Lewis F. Cole Middle School,8-May,Fort Lee School District,585,19.10%,"$9,428 ",58.5,2019
303,Secaucus Middle School,8-Jun,Secaucus School District,506,32.60%,"$8,873 ",58.2,2019
304,McKinley Elementary School,K-8,North Bergen School District,334,67.70%,"$7,659 ",58,2019
305,Mt Vernon Place School,"PK, KG-8",Newark Public School District,757,76.10%,"$9,356 ",57.9,2019
306,Upper Pittsgrove School,"PK, KG-8",UPPER PITTSGROVE Township School District,318,20.80%,"$14,593 ",57.8,2019
307,Lopatcong Township Middle School,8-May,Lopatcong Township School District,356,16.60%,"$7,105 ",57.4,2019
308,Conackamack Middle School,8-Jun,Piscataway Township School District,485,27.80%,"$8,022 ",57.2,2019
309,Dwight D Eisenhower Middle School,8-Apr,Berlin Township School District,340,39.40%,"$17,757 ",57,2019
310,Philip G. Vroom Community School,"PK, KG-8",Bayonne School District,479,68.90%,"$12,231 ",56.9,2019
311,Woodstown Middle School,8-Jun,Woodstown-Pilesgrove Regional School District,264,28.00%,"$5,852 ",56.8,2019
312,Bogota Junior/Senior High School,12-Aug,Bogota Public School District,520,50.80%,"$9,163 ",56.8,2019
313,Horace Mann Elementary School,8-Jan,North Bergen School District,"1,111",54.10%,"$4,973 ",56.6,2019
314,Quinton Township School,"PK, KG-8",Quinton Township School District,306,35.00%,"$11,907 ",56.4,2019
315,Christa McAuliffe School,"PK, KG-8",Jersey City Public Schools,"1,023",77.70%,"$10,643 ",56.3,2019
316,Victor Mravlag School No. 21,"PK, KG-8",Elizabeth Public Schools,581,40.80%,"$10,124 ",56.3,2019
317,Dr. Michael Conti School,"PK, KG-8",Jersey City Public Schools,679,52.00%,"$10,825 ",56.3,2019
318,Churchill Junior High School,9-Aug,East Brunswick Township School District,"1,282",16.50%,"$10,489 ",56.3,2019
319,Teaneck Community Charter school,K-8,Teaneck Community Charter School,324,15.40%,"$10,075 ",56.2,2019
320,Thomas Jefferson Middle School,8-Jun,Edison Township School District,794,19.10%,"$7,161 ",55.9,2019
321,Veterans Middle School,8-Jun,North Arlington School District,422,24.60%,"$7,568 ",55.9,2019
322,Netcong Elementary School,"PK, KG-8",Netcong School District,285,37.50%,"$12,749 ",55.5,2019
323,Memorial Elementary School,8-May,Little Ferry Public School District,401,34.40%,"$10,561 ",55.5,2019
324,Washington Middle School,8-Jun,Harrison Public Schools,438,81.10%,"$14,511 ",55.5,2019
325,Bergen Arts and Sciences Charter School,K-12,Bergen Arts and Science Charter School,"1,163",46.90%,"$8,403 ",55.4,2019
326,Maplewood Middle School,8-Jun,South Orange-Maplewood School District,809,23.00%,"$6,140 ",55.4,2019
327,Nehaunsey Middle School,8-Jun,Greenwich Township School District,132,35.60%,$644 ,55.2,2019
328,Montague Township School,"PK, KG-8",Montague Township School District,253,44.70%,"$17,566 ",55.1,2019
329,Forest Street Community Elementary School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,381,85.60%,"$9,797 ",54.8,2019
330,Florence M. Gaudineer Middle School,8-Jun,Springfield Public School District,512,15.60%,"$12,020 ",54.8,2019
331,New Egypt Middle School,8-Jun,Plumsted Township School District,289,18.70%,"$10,152 ",54.7,2019
332,Robert Morris School,"PK, KG-8",South Bound Brook Public School District,423,49.20%,"$13,506 ",54.6,2019
333,Keyport Central School,"PK, KG-8",Keyport School District,687,52.30%,"$10,296 ",54.6,2019
334,Charles J. Riley School 9,"PK, KG-8",Paterson Public School District,771,84.20%,"$10,479 ",54.5,2019
335,Chelsea Heights School,"PK, KG-8",Atlantic City School District,368,92.90%,"$13,190 ",54.4,2019
336,Lacey Township Middle School,8-Jul,Lacey Township School District,679,27.70%,"$13,254 ",54.3,2019
337,T. E. Harrington Middle School,8-Jul,Mount Laurel Township School District,963,14.80%,"$8,234 ",54.2,2019
338,The Village Charter School,K-8,The Village Charter School,361,69.00%,"$10,151 ",54.1,2019
339,Emerson Middle School,8-Jun,Union City School District,"1,023",89.70%,"$8,615 ",54.1,2019
340,Franklin Borough School,"PK, KG-8",Franklin Borough School District,438,38.10%,"$15,890 ",54.1,2019
341,Bloomfield Middle School,8-Jul,Bloomfield Township School District,971,43.80%,"$7,974 ",53.8,2019
342,Mannington Township Elementary School,"PK, KG-8",Mannington Township School District,157,23.60%,"$13,691 ",53.7,2019
343,Roselle Park Middle School,8-Jun,Roselle Park Public School District,526,36.10%,"$7,441 ",53.6,2019
344,Memorial Middle School,8-Jul,Eatontown Public School District,220,44.10%,"$17,722 ",53.5,2019
345,South Hunterdon Regional High School,12-Jul,South Hunterdon Regional School District,458,16.60%,"$13,989 ",53.5,2019
346,Kawameeh Middle School,8-Jun,Township of Union School District,674,26.10%,"$9,597 ",53.5,2019
347,Audubon Junior/Senior High School,12-Jul,Audubon Public School District,804,24.40%,"$13,420 ",53.4,2019
348,Thomas Jefferson Middle School,8-May,Teaneck School District,526,39.90%,"$10,765 ",53.2,2019
349,Woodrow Wilson Community School,"PK, KG-8",Bayonne School District,714,63.90%,"$12,061 ",52.9,2019
350,Wilson Avenue School,K-8,Newark Public School District,"1,110",67.60%,"$8,387 ",52.8,2019
351,Lincoln Middle School,8-Jun,Hawthorne Public School District,521,26.10%,"$12,975 ",52.7,2019
352,Washington Community School #9,"PK, KG-8",Bayonne School District,723,59.60%,"$11,445 ",52.6,2019
353,Union Hill Middle School,8-Jul,Union City School District,885,93.70%,"$10,040 ",52.6,2019
354,High Bridge Middle School,8-May,High Bridge Borough School District,178,13.50%,"$17,719 ",52.4,2019
355,South Plainfield Middle School,8-Jul,South Plainfield School District,535,23.00%,"$6,939 ",52.3,2019
356,Chessie Dentley Roberts Academy School No. 30,"PK, KG-8",Elizabeth Public Schools,808,84.30%,"$8,093 ",52.3,2019
357,Theodore Schor Middle School,8-Jun,Piscataway Township School District,576,46.50%,"$7,342 ",52.2,2019
358,Anna L. Klein,"PK, KG-8",Guttenberg School District,941,80.70%,"$11,321 ",52,2019
359,Estell Manor Elementary School,K-8,Estell Manor School District,181,27.60%,"$13,620 ",52,2019
360,Horace Mann Community School,"PK, KG-8",Bayonne School District,577,46.30%,"$11,126 ",52,2019
361,Southern Regional Middle School,8-Jul,Southern Regional School District,934,24.90%,"$11,153 ",51.7,2019
362,Dr. Albert Einstein Academy School No. 29,"PK, KG-8",Elizabeth Public Schools,890,79.40%,"$8,512 ",51.6,2019
363,Bunker Hill Middle School,8-Jun,Washington Township School District,565,18.90%,"$12,244 ",51.6,2019
364,Kittatinny Regional High School,12-Jul,Kittatinny Regional School District,941,11.60%,"$18,501 ",51.5,2019
365,Richmond Avenue School,"PK, KG-8",Atlantic City School District,674,90.80%,"$12,517 ",51.1,2019
366,Toms River Intermediate School East,8-Jun,Toms River Regional School District,"1,420",23.70%,"$5,993 ",51.1,2019
367,Roy W. Brown Middle School,8-Jun,Bergenfield Borough School District,824,41.60%,"$10,070 ",50.7,2019
368,The Ethical Community Charter School,K-8,The Ethical Community Charter School,387,44.40%,"$8,303 ",50.7,2019
369,Northfield Community Middle School,8-May,Northfield City School District,409,21.80%,"$10,083 ",50.5,2019
370,Toms River Intermediate School North,8-Jun,Toms River Regional School District,"1,191",34.80%,"$7,203 ",50.5,2019
371,Renaissance Middle School at the Rand Building,8-Jun,Montclair Public School District,257,16.70%,"$18,417 ",50.3,2019
372,Colonia Middle School,8-Jun,Woodbridge Township School District,619,18.40%,"$9,026 ",50.1,2019
373,Pohatcong Township School,"PK, KG-8",Pohatcong Township School District,302,16.60%,"$14,021 ",50.1,2019
374,Von E. Mauger Middle School,8-Jun,Middlesex Borough School District,773,37.40%,"$9,479 ",50,2019
375,Benjamin Franklin Middle School,8-May,Teaneck School District,541,47.10%,"$10,012 ",49.8,2019
376,Collingswood Middle School,8-Jun,Collingswood Public School District,531,33.50%,"$9,965 ",49.6,2019
377,Lafayette Street School,"PK, KG-8",Newark Public School District,"1,126",77.50%,"$7,737 ",49.5,2019
378,Richard M. Teitelman Middle School,8-Jul,Lower Cape May Regional School District,472,54.00%,"$14,823 ",49.5,2019
379,Middle School # 4,8-Jun,Jersey City Public Schools,785,69.00%,"$10,749 ",49.4,2019
380,Hazlet Middle School,8-Jul,Hazlet Township Public School District,451,20.20%,"$8,747 ",49.3,2019
381,Sovereign Avenue School,"PK, KG-8",Atlantic City School District,735,97.30%,"$13,431 ",49.2,2019
382,Mullica Township Middle School,8-May,Mullica Township School District,315,22.90%,"$7,419 ",48.8,2019
383,Fernwood Avenue Middle School,8-Jun,Egg Harbor Township School District,970,48.80%,"$12,722 ",48.7,2019
384,Glenfield Middle School,8-Jun,Montclair Public School District,675,18.50%,"$12,589 ",48.2,2019
385,John M. Bailey Community School,"PK, KG-8",Bayonne School District,659,61.90%,"$10,468 ",48.2,2019
386,Washington Park School,8-Apr,Totowa Public School District,626,27.20%,"$11,100 ",48.2,2019
387,Lumberton Middle School,8-Jun,Lumberton Township Board of Education,505,22.80%,"$12,723 ",48.1,2019
388,BelovED Community Charter School,K-11,BelovED Community Charter School,"1,079",65.70%,"$7,699 ",47.9,2019
389,Link Community Charter School,8-May,Link Community Charter School,295,78.30%,"$12,874 ",47.7,2019
390,iPrep Academy School No 8,K-8,Elizabeth Public Schools,431,81.00%,"$9,452 ",47.6,2019
391,Wallington Junior Senior High School,12-Jul,Wallington Boro School District,567,23.80%,"$9,056 ",47.6,2019
392,Roosevelt Middle School,8-Jul,West Orange Public Schools,487,42.30%,"$13,694 ",47.4,2019
393,Williamstown Middle School,8-May,Monroe Township Public School District,"1,898",33.50%,"$5,079 ",47.3,2019
394,Liberty Middle School,8-Jul,West Orange Public Schools,528,47.30%,"$11,447 ",47.3,2019
395,Oliver Street School,"PK, KG-8",Newark Public School District,"1,052",76.00%,"$8,360 ",47.1,2019
396,Jefferson Township Middle School,8-Jun,Jefferson Township Public School District,728,10.20%,"$9,950 ",47.1,2019
397,Gibbsboro Elementary School,"PK, KG-8",Gibbsboro Elementary School District,275,13.50%,"$13,548 ",47.1,2019
398,Township of Ocean Intermediate School,8-May,Township of Ocean School District,"1,067",29.40%,"$9,710 ",47,2019
399,Mary J Donohoe Community School,"PK, KG-8",Bayonne School District,465,57.20%,"$11,493 ",47,2019
400,Lincoln Middle School,8-Jun,Dunellen Public School District,287,51.60%,"$4,501 ",46.9,2019
401,Robert Fulton Elementary School,8-Jan,North Bergen School District,"1,180",60.50%,"$4,189 ",46.9,2019
402,Ann A. Mullen Middle School,8-Jun,Gloucester Township Public Schools,841,33.90%,"$12,831 ",46.8,2019
403,Pride Academy Charter School,8-May,Pride Academy Charter School District,288,81.60%,"$7,531 ",46.6,2019
404,Westampton Township Middle School,8-Apr,Westampton Township Public School District,549,28.40%,"$10,468 ",46.5,2019
405,Bordentown Regional Middle School,8-Jun,Bordentown Regional School District,595,17.80%,"$7,370 ",46.2,2019
406,Woodland Middle School,8-May,Barrington School District,277,27.40%,"$4,685 ",46.1,2019
407,Highland Park Middle School,8-Jun,Highland Park Boro School District,360,33.60%,"$10,200 ",45.9,2019
408,Carlstadt Public School,"PK, KG-8",Carlstadt Public School District,549,27.70%,"$13,954 ",45.9,2019
409,Vineland Public Charter School,"PK, KG-8",Vineland Public Charter School,383,42.00%,"$7,019 ",45.6,2019
410,Belmar Elementary,"PK, KG-8",Belmar Elementary School District,466,58.60%,"$15,538 ",45.6,2019
411,Quibbletown Middle School,8-Jun,Piscataway Township School District,496,38.30%,"$7,880 ",45.2,2019
412,Hammonton Middle School,8-Jun,Hammonton School District,879,43.90%,"$11,518 ",45.1,2019
413,Martin Luther King Junior School,"PK, KG-8",Jersey City Public Schools,912,89.70%,"$9,613 ",45,2019
414,Galloway Township Middle School,8-Jul,Galloway Township Public School District,758,52.00%,"$7,079 ",45,2019
415,Plainfield Academy For The Arts & Advanced Studies,12-Jul,Plainfield Public School District,396,68.70%,"$12,696 ",44.9,2019
416,Woodrow Wilson Middle School,8-Jun,Clifton Public School District,"1,224",49.20%,"$12,567 ",44.9,2019
417,Christa McAuliffe Middle School,8-Jun,Jackson Township School District,845,37.20%,"$13,417 ",44.8,2019
418,Glen Landing Middle School,8-Jun,Gloucester Township Public Schools,695,33.10%,"$13,211 ",44.8,2019
419,Raymond W. Kershaw School,"PK, KG-8",Mt. Ephraim School District,162,35.20%,"$14,642 ",44.4,2019
420,Wood-Ridge Junior/Senior High School,12-Jul,Wood-Ridge School District,583,23.00%,"$12,907 ",44.2,2019
421,Memorial Middle School,8-Jun,Woodland Park School District,493,35.70%,"$13,806 ",44.1,2019
422,Sussex County Technology Charter School,8-Jun,Sussex County Technology Charter School,225,4.00%,"$13,292 ",44,2019
423,Alder Avenue Middle School,8-Jun,Egg Harbor Township School District,877,51.10%,"$14,148 ",43.7,2019
424,John A. Carusi Middle School,8-Jun,Cherry Hill School District,968,32.90%,"$7,732 ",43.7,2019
425,Henry E. Harris Community School,"PK, KG-8",Bayonne School District,708,53.70%,"$10,495 ",43.7,2019
426,Chestnut Ridge Middle School,8-Jun,Washington Township School District,630,15.60%,"$11,674 ",43.6,2019
427,Dr. Orlando Edreira Academy School No. 26,"PK, KG-8",Elizabeth Public Schools,680,84.40%,"$9,454 ",43.6,2019
428,Somerdale Park School,"PK, KG-8",Somerdale School District,0,,"$12,807 ",43.4,2019
429,Alpha Borough School,"PK, KG-8",Alpha Borough School District,205,38.00%,"$12,813 ",42.8,2019
430,Manchester Township Middle School,8-Jun,Manchester Township School District,675,34.10%,"$14,119 ",42.7,2019
431,Freehold Intermediate School,8-Jun,Freehold Borough School District,515,74.80%,"$13,254 ",42.6,2019
432,Emily C. Reynolds Middle School,8-Jun,Hamilton Township Public School District,891,28.80%,"$9,675 ",42.5,2019
433,TEAM Academy Charter School,K-12,TEAM Academy Charter School,"4,374",87.90%,"$11,261 ",42.5,2019
434,Sayreville Middle School,8-Jun,Sayreville School District,"1,422",99.80%,"$8,185 ",42.4,2019
435,Franklin Middle School at Sampson G. Smith Campus,8-Jun,Franklin Township Public School District,797,44.90%,"$8,780 ",42.3,2019
436,Warren Hills Regional Middle School,8-Jul,Warren Hills Regional School District,542,23.10%,"$6,923 ",42,2019
437,Melvin H. Kreps Middle School,8-Jun,East Windsor Regional School District,"1,230",41.00%,"$12,750 ",42,2019
438,Alfred C. MacKinnon Middle School,8-Jun,Wharton Borough School District,271,50.60%,"$11,173 ",42,2019
439,Hudson Arts and Science Charter School,K-8,Hudson Arts and Science Charter School,700,61.00%,"$8,007 ",41.9,2019
440,Ridgefield Park Junior Senior High School,12-Jul,Ridgefield Park Public School District,"1,196",35.30%,"$15,040 ",41.8,2019
441,Foundation Academy Charter School,K-12,Foundation Academy Charter School,"1,050",81.00%,"$11,069 ",41.8,2019
442,Bell Oaks Upper Elementary School,8-May,Bellmawr Public School District,473,52.60%,"$11,365 ",41.7,2019
443,Deerfield Township Elementary School,"PK, KG-8",Deerfield Township School District,307,42.30%,"$13,921 ",41.6,2019
444,Memorial Middle School,8-Jun,Elmwood Park School District,636,46.10%,"$6,790 ",41.6,2019
445,Palisades Park Junior-Senior High School,12-Jul,Palisades Park School District,0,,"$14,384 ",41.6,2019
446,Margaret Mace Elementary School,"PK, KG-8",North Wildwood School District,221,62.40%,"$26,141 ",41.3,2019
447,Delran Middle School,8-Jun,Delran Township School District,698,24.40%,"$11,462 ",41,2019
448,Emma C Attales,8-May,Absecon Public Schools District,375,48.00%,"$8,518 ",40.9,2019
449,Burlington Township Middle School at Springside,8-Jun,Burlington Township School District,927,26.60%,"$9,651 ",40.8,2019
450,Merchantville Elementary School,"PK, KG-8",Merchantville School District,425,26.40%,"$10,608 ",40.8,2019
451,North Warren Regional School,12-Jul,North Warren Regional School District,799,10.90%,"$15,824 ",40.2,2019
452,Ogdensburg Borough School,"PK, KG-8",Ogdensburg Borough School District,235,26.00%,"$14,824 ",40.2,2019
453,Pinelands Regional Junior High School,8-Jul,Pinelands Regional School District,811,41.70%,"$15,596 ",40.2,2019
454,Weehawken High School,12-Jul,Weehawken Public School District,569,34.60%,"$9,025 ",39.8,2019
455,Sussex Middle School,8-Jun,Sussex-Wantage Regional School District,328,27.40%,"$12,149 ",39.8,2019
456,Myron L. Powell Elementary School,"PK, KG-8",Lawrence Township School District,500,41.40%,"$12,218 ",39.7,2019
457,William Shemin Midtown Community School #8,"PK, KG-8",Bayonne School District,"1,204",76.50%,"$8,530 ",39.2,2019
458,Bradley Beach Elementary School,"PK, KG-8",Bradley Beach School District,253,71.50%,"$15,320 ",39,2019
459,Halsted Middle School,8-May,Newton Public School District,345,44.30%,"$8,163 ",38.9,2019
460,Charles W. Lewis Middle School,8-Jun,Gloucester Township Public Schools,684,57.20%,"$14,794 ",38.8,2019
461,Ridge Street School,K-8,Newark Public School District,745,75.80%,"$10,099 ",38.7,2019
462,Grace M. Breckwedel Middle School,8-Jun,Jamesburg Public School District,192,61.50%,"$10,563 ",38.6,2019
463,Abington Avenue School,"PK, KG-8",Newark Public School District,922,86.70%,"$8,498 ",38.5,2019
464,Union County TEAMS Charter School,K-12,Union County TEAMS Charter School-High School/College LA,394,93.90%,"$9,143 ",38.5,2019
465,Rosa Parks Community School,7-Mar,ORANGE BOARD OF EDUCATION School District,988,83.80%,"$8,884 ",38.3,2019
466,Dennis Township Elementary/Middle Schools,8-Mar,Dennis Township School District,263,35.00%,"$24,469 ",38.3,2019
467,Red Bank Middle School,8-Apr,Red Bank Borough Public School District,648,87.20%,"$15,373 ",38.2,2019
468,Camden Street Elementary School,"PK, KG-8",Newark Public School District,617,76.20%,"$13,034 ",38.2,2019
469,Burnet Middle School,8-Jun,Township of Union School District,961,36.60%,"$8,436 ",37.9,2019
470,Garfield Middle School,8-Jun,Garfield Public School District,"1,023",60.20%,"$10,909 ",37.2,2019
471,Middle Township Elementary #4,8-Jun,Middle Township Public School District,533,48.40%,"$11,804 ",37.2,2019
472,Heywood Avenue Elementary School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,363,70.80%,"$11,274 ",37.2,2019
473,Rafael Cordero y Molina,"PK, KG-8",Jersey City Public Schools,816,40.70%,"$10,087 ",37.1,2019
474,Magnolia,"PK, KG-8",Magnolia School District,404,39.60%,"$15,707 ",36.9,2019
475,West New York Middle School,8-Jul,West New York School District,"1,056",86.60%,"$8,996 ",36.8,2019
476,Folsom Elementary School,"PK, KG-8",Folsom Borough School District,402,29.60%,"$12,563 ",36.8,2019
477,Jersey City Golden Door Charter School,"PK, KG-8",Jersey City Golden Door Charter School,587,52.00%,"$7,171 ",36.8,2019
478,Russell O. Brackman Middle School,8-Jul,Barnegat Township School District,731,35.00%,"$4,828 ",36.5,2019
479,Passaic Preparatory Academy,12-Jun,Passaic City School District,701,100.00%,"$9,290 ",36.4,2019
480,Paterson Charter School for Science/Technology,K-12,Paterson Charter School for Science and Technology,"1,439",77.60%,"$9,624 ",36.3,2019
481,Alexander Batcho Intermediate School,8-May,Manville School District,490,48.00%,"$6,739 ",35.8,2019
482,Sussex Avenue School,"PK, KG-8",Newark Public School District,457,79.20%,"$9,703 ",35.4,2019
483,Gloucester City Middle School,8-Apr,Gloucester City Public School District,780,66.40%,"$8,820 ",35.4,2019
484,Dr Lena Edwards Academic Charter School,K-8,Dr Lena Edwards Academic Charter School,393,86.00%,"$10,336 ",35.2,2019
485,Pennsville Middle School,8-Jun,Pennsville School District,409,35.90%,"$12,249 ",34.8,2019
486,Woodruff Middle School,8-Jun,Upper Deerfield Township School District,279,57.00%,"$13,513 ",34.8,2019
487,Orange Preparatory Academy,9-Aug,ORANGE BOARD OF EDUCATION School District,579,65.50%,"$12,917 ",34.6,2019
488,Woodrow Wilson Elementary School,"PK, KG-8",New Brunswick School District,416,25.20%,"$11,278 ",34.6,2019
489,Carteret Middle School,8-Jun,Carteret Public School District,840,73.00%,"$4,929 ",34.5,2019
490,Haledon Public School,"PK, KG-8",Haledon Public School District,"1,048",64.40%,"$12,560 ",34.5,2019
491,Cicely L. Tyson Community Middle/High School,12-Jun,East Orange School District,740,53.80%,"$14,501 ",34.5,2019
492,Christopher Columbus Middle School,8-Jun,Clifton Public School District,"1,225",64.20%,"$12,843 ",34.5,2019
493,Hamburg School,"PK, KG-8",Hamburg School District,244,16.40%,"$18,654 ",34.3,2019
494,Mary E. Volz Elementary School,8-Apr,Runnemede Public School District,469,36.00%,"$14,093 ",34.3,2019
495,Abraham Lincoln School No. 14,K-8,Elizabeth Public Schools,875,77.30%,"$10,502 ",34.3,2019
496,Paul Robeson Charter School for the Humanities,8-Mar,Paul Robeson Charter School for the Humanities,378,95.80%,"$12,952 ",34.2,2019
497,Camden Prep Inc.,K-10,Camden Prep Inc.,734,99.60%,"$11,619 ",33.6,2019
498,Pitman Middle School,8-Jun,Pitman Boro School District,307,24.80%,"$10,895 ",33.6,2019
499,Hope Academy Charter School,K-8,Hope Academy Charter School,236,89.40%,"$7,849 ",33.5,2019
500,Passaic Arts and Science Charter School,K-12,Passaic Arts and Science Charter School,"1,450",70.60%,"$9,416 ",33.5,2019
501,Crest Memorial School,"PK, KG-8",Wildwood Crest Borough School District,261,31.80%,"$22,617 ",33.4,2019
502,Passaic Gifted and Talented Academy School No. 20,8-Feb,Passaic City School District,959,100.00%,"$7,620 ",33.1,2019
503,Oxford Central School,"PK, KG-8",Oxford Township School District,274,13.90%,"$14,106 ",32.9,2019
504,Samuel M Ridgway Middle School,8-May,Edgewater Park Township School District,373,57.90%,"$14,109 ",32.6,2019
505,Dr. Antonia Pantoja School No. 27,"PK, KG-8",Elizabeth Public Schools,971,77.90%,"$8,896 ",32.5,2019
506,Deal Elementary School,K-8,Deal Boro School District,169,12.40%,"$16,125 ",32.2,2019
507,Jordan Road Elementary School,8-Apr,Somers Point School District,425,65.90%,"$17,522 ",32,2019
508,Avenel Middle School,8-Jun,Woodbridge Township School District,590,50.30%,"$9,251 ",32,2019
509,Orchard Valley Middle School,8-Jun,Washington Township School District,515,22.70%,"$13,287 ",31.5,2019
510,Lincoln Avenue Elementary School,"PK, KG-7",ORANGE BOARD OF EDUCATION School District,722,80.50%,"$9,475 ",31.3,2019
511,William Davies Middle School,8-Jun,Hamilton Township School District,"1,026",48.40%,"$8,975 ",31,2019
512,James F. Murray School,"PK, KG-8",Jersey City Public Schools,801,68.80%,"$10,598 ",31,2019
513,Camden's Promise Charter School,"PK, KG-12",Camden's Promise Charter School,"2,252",88.50%,"$8,782 ",30.9,2019
514,Great Oaks Legacy Charter School,"PK, KG-12",Great Oaks Legacy Charter School,"1,622",87.00%,"$13,707 ",30.9,2019
515,Gateway Regional High School,12-Jul,Gateway Regional High School District,879,25.70%,"$16,391 ",30.7,2019
516,Madison Monroe School No. 16,"PK, KG-8",Elizabeth Public Schools,658,76.00%,"$9,480 ",30.7,2019
517,Toms River Intermediate School South,8-Jun,Toms River Regional School District,"1,113",36.10%,"$7,586 ",30.4,2019
518,Hopewell Crest,"PK, KG-8",Hopewell Township School District,500,29.80%,"$10,794 ",30.4,2019
519,F. W. Holbein Middle School,8-May,Mount Holly Township Public School District,339,54.30%,"$14,990 ",30.2,2019
520,South Amboy Middle/High School,12-Jun,South Amboy School District,506,39.50%,"$10,459 ",30.1,2019
521,Gilmore J Fisher Middle School,8-Jun,Ewing Township School District,759,48.90%,"$18,033 ",29.7,2019
522,Central Regional Middle School,8-Jul,Central Regional School District,769,28.90%,"$10,102 ",29.7,2019
523,Franklin Middle School at Hamilton Street Campus,8-Jun,Franklin Township Public School District,706,54.40%,"$13,093 ",29.6,2019
524,Woodbine Elementary School,"PK, KG-8",Woodbine School District,232,83.60%,"$15,342 ",29.1,2019
525,Joseph H. Brensinger School,"PK, KG-8",Jersey City Public Schools,"1,278",91.20%,"$9,638 ",29,2019
526,South River Middle School,8-Jun,South River Public School District,519,46.40%,"$10,158 ",28.8,2019
527,Chatsworth Elementary School,"PK, KG-8",Woodland Township School District,129,17.80%,"$15,535 ",28.8,2019
528,Lincoln Elementary School,"PK, KG-8",North Bergen School District,"1,355",69.80%,"$7,656 ",28.7,2019
529,Franklin L. Williams School,8-Jun,Jersey City Public Schools,856,81.70%,"$12,649 ",28.6,2019
530,Robert Morris School No. 18,"PK, KG-8",Elizabeth Public Schools,573,78.40%,"$9,936 ",28.5,2019
531,David Brearley Middle/High School,12-Jul,Kenilworth School District,757,25.20%,"$8,540 ",28.3,2019
532,Richard C Crockett Middle School,8-Jun,Hamilton Township Public School District,789,47.80%,"$9,929 ",28.2,2019
533,Hopatcong Middle School,7-Apr,Hopatcong Borough School District,356,23.00%,"$11,825 ",28.2,2019
534,Florence Riverfront School,8-Apr,Florence Township School District,694,29.10%,"$8,562 ",28.1,2019
535,Albert E Grice Middle School,8-Jun,Hamilton Township Public School District,895,46.60%,"$8,847 ",28.1,2019
