rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
42,Little Falls Township Public School # 1,8-May,Little Falls Township Public School District,376,20.70%,"$13,515 ",88.5,2019
43,Thomas Edison EnergySmart Charter School,K-12,Thomas Edison EnergySmart Charter School,512,9.20%,"$7,387 ",87.9,2019
44,Madison Junior School,8-Jun,Madison Public School District,618,7.90%,"$12,630 ",87.7,2019
45,River Dell Middle School,8-Jul,River Dell Regional School District,542,0.70%,"$15,095 ",87.4,2019
46,Briarcliff Middle School,8-Jun,Mountain Lakes Public School District,302,1.00%,"$18,304 ",87.2,2019
47,Orange Avenue School,8-Mar,Cranford Public School District,738,1.80%,"$7,540 ",87.2,2019
48,Fieldstone Middle School,8-May,Montvale Board of Education School District,451,1.80%,"$9,522 ",87.1,2019
49,Robert R Lazar Middle School,8-Jun,Montville Township School District,902,2.40%,"$14,639 ",86.9,2019
50,Hoboken Charter School,K-12,Hoboken Charter School,299,26.40%,"$10,740 ",86.8,2019
51,Morris Plains Borough School,8-Mar,Morris Plains School District,369,7.90%,"$12,826 ",86.6,2019
52,Woodrow Wilson Middle School,8-Jun,Edison Township School District,"1,271",5.10%,"$6,900 ",86.4,2019
53,Harrington Park School,"PK, KG-8",Harrington Park School District,601,0.00%,"$16,559 ",86.3,2019
54,Marlboro Memorial Middle School,8-Jun,Marlboro Township School District,883,5.10%,"$9,987 ",86.2,2019
55,Northvale Public School,K-8,Northvale Public School District,506,0.00%,"$14,135 ",86,2019
56,George Washington Middle School,8-Jun,Wayne Township Public School District,555,15.00%,"$16,001 ",86,2019
57,Maywood Avenue School,8-Apr,Maywood School District,560,12.30%,"$12,176 ",86,2019
58,Thomas R Grover Middle School,8-Jun,West Windsor-Plainsboro Regional School District,"1,262",4.80%,"$12,108 ",85.6,2019
59,Glen Ridge High School,12-Jul,Glen Ridge Public School District,837,0.40%,"$10,966 ",85.5,2019
60,Ridgedale Middle School,8-Jun,Florham Park School District,319,0.00%,"$10,605 ",85.3,2019
61,John Adams Middle School,8-Jun,Edison Township School District,961,5.90%,"$6,899 ",85.2,2019
62,Chatham Middle School,8-Jun,School District of the Chathams,"1,037",1.80%,"$8,721 ",85,2019
63,G. Harold Antrim Elementary School,"PK, KG-8",Point Pleasant Beach School District,384,23.70%,"$18,007 ",84.8,2019
64,Long Valley Middle School,8-Jun,Washington Township School District,752,2.80%,"$11,408 ",84.7,2019
65,Valley View School,8-May,Watchung Borough School District,295,1.00%,"$9,487 ",84.5,2019
66,Ethel Hoppock Middle School,8-Jul,Bethlehem Township School District,121,4.10%,"$20,268 ",84.5,2019
67,Stewartsville Middle School,8-Jun,Greenwich Township School District,258,6.20%,"$13,301 ",84.5,2019
68,Green Hills School,K-8,Green Township School District,409,7.10%,"$14,773 ",84.3,2019
69,H W Mountz Elementary School,"PK, KG-8",Spring Lake Borough,176,0.00%,"$25,190 ",84.3,2019
70,Shrewsbury Borough Elementary School,"PK, KG-8",Shrewsbury Borough School District,479,2.10%,"$14,231 ",84.3,2019
71,Norwood Public School,"PK, KG-8",Norwood Public School District,605,0.00%,"$12,636 ",84.2,2019
72,Anthony Wayne Middle School,8-Jun,Wayne Township Public School District,653,10.70%,"$15,873 ",84.2,2019
73,Thompson Middle School,8-Jun,Middletown Township Public School District,"1,005",3.60%,"$8,182 ",84.2,2019
74,Thomas Jefferson Middle School,8-May,Fair Lawn Public School District,739,10.30%,"$8,430 ",84.1,2019
75,Cranbury School,"PK, KG-8",Cranbury Township School District,476,5.70%,"$18,574 ",84,2019
76,Haworth Public School,K-8,Haworth Public School District,394,0.00%,"$17,223 ",83.9,2019
77,George G White,8-May,Hillsdale School District,531,7.30%,"$10,922 ",83.7,2019
78,Malcolm E Nettingham Middle School,8-May,Scotch Plains-Fanwood School District,909,7.70%,"$8,253 ",83.7,2019
79,Dwight D. Eisenhower Middle School,8-Jun,Wyckoff Township Public School District,704,1.40%,"$12,168 ",83.5,2019
80,Belhaven Middle School,8-May,Linwood City School District,382,11.00%,"$9,797 ",83.5,2019
81,West Essex Middle School,8-Jul,West Essex Regional School District,564,1.80%,"$10,372 ",83.3,2019
82,Edgar Middle School,8-May,Metuchen Public School District,714,6.20%,"$7,842 ",83.3,2019
83,William Allen Middle School,8-Jul,Moorestown Township Public School District,638,11.30%,"$7,659 ",83.3,2019
84,Glen Rock Middle School,8-Jun,Glen Rock Public School District,580,1.20%,"$15,503 ",83.2,2019
85,George Washington Middle School,8-Jun,Ridgewood Public School District,709,1.80%,"$11,167 ",83.1,2019
86,Haddonfield Middle School,8-Jun,Haddonfield School District,659,2.00%,"$6,717 ",83,2019
87,Pearl R. Miller Middle School,8-Jun,Kinnelon School District,452,2.90%,"$16,526 ",82.9,2019
88,Ramapo Ridge,8-Jun,Mahwah Township Public School District,675,9.30%,"$11,030 ",82.8,2019
89,Soaring Heights Charter School,K-8,Soaring Heights Charter School,264,47.30%,"$8,696 ",82.8,2019
90,Pequannock Valley School,8-Jun,Pequannock Township School District,459,4.40%,"$16,625 ",82.7,2019
91,Rosa International Middle School,8-Jun,Cherry Hill School District,783,13.70%,"$8,651 ",82.6,2019
92,Cresskill Middle School,8-Jun,Cresskill Public School District,426,1.20%,"$9,670 ",82.6,2019
93,Thomas Jefferson Middle School,8-Jun,Lodi School District,719,56.50%,"$7,692 ",82.6,2019
94,Terrill Middle School,8-May,Scotch Plains-Fanwood School District,811,3.60%,"$9,029 ",82.5,2019
95,Schuyler Colfax Middle School,8-Jun,Wayne Township Public School District,693,7.40%,"$15,872 ",82.4,2019
96,Rockaway Valley School,"PK, KG-8",Boonton Township School District,410,1.50%,"$16,532 ",82.4,2019
97,Thomas Edison Intermediate School,8-Jun,Westfield Public School District,844,3.10%,"$7,471 ",82.3,2019
98,Bay Head Elementary,K-8,Bay Head Borough School District,122,0.00%,"$17,883 ",82.3,2019
99,Lincoln Park Middle School,8-May,Lincoln Park School District,421,19.70%,"$9,325 ",82.2,2019
100,Central Middle School,8-Jun,Long Hill Township School District,255,3.50%,"$9,645 ",82.1,2019
101,Upper Township Middle School,8-Jun,Upper Township School District,469,11.70%,"$8,169 ",82.1,2019
102,Hillsborough Township Middle School,8-Jul,Hillsborough Township Public School District,"1,209",9.60%,"$6,250 ",82,2019
103,Mountain View School,8-May,Mendham Borough School District,249,2.80%,"$12,123 ",82,2019
104,Norman S. Weir,K-8,Paterson Public School District,281,46.60%,"$13,381 ",81.8,2019
105,Manalapan-Englishtown Middle School,8-Jul,Manalapan-Englishtown Regional School District,"1,256",8.80%,"$8,020 ",81.7,2019
106,Holdrum Middle School,8-Jun,River Vale Public School District,407,0.70%,"$15,988 ",81.7,2019
107,Sparta Middle School,8-Jun,Sparta Township Public School District,759,4.10%,"$11,076 ",81.6,2019
108,Brooklawn Middle School,8-Jun,Parsippany-Troy Hills Township School District,918,10.10%,"$11,010 ",81.6,2019
109,Farmingdale Elementary,"PK, KG-8",Farmingdale Public School District,155,21.90%,"$15,141 ",81.6,2019
110,Black River Middle School,8-Jun,Chester Township School District,393,5.90%,"$11,856 ",81.5,2019
111,Eric S. Smith Middle School,8-Jun,Ramsey School District,714,6.90%,"$11,092 ",81.5,2019
112,Central Jersey College Prep Charter School,K-12,Central Jersey College Prep Charter School,820,22.70%,"$8,883 ",81.4,2019
113,Brielle Elementary School,"PK, KG-8",Brielle Boro School District,525,4.80%,"$12,663 ",81.4,2019
114,Columbia Middle School,8-Jun,Berkeley Heights School District,601,1.50%,"$10,202 ",81.2,2019
115,Benjamin Franklin Middle School,8-Jun,Ridgewood Public School District,689,1.50%,"$11,177 ",81.2,2019
116,Warren Middle School,8-Jun,Warren Township School District,629,1.00%,"$13,671 ",81.1,2019
117,Neeta School,8-Mar,Medford Lakes School District,363,3.30%,"$6,879 ",81,2019
118,Waldwick Middle School,8-Jun,Waldwick School District,364,0.00%,"$11,561 ",81,2019
119,Valleyview Middle School,8-Jun,Denville Township K-8 School District,587,4.60%,"$10,360 ",80.9,2019
120,Maple Place Middle School,8-May,Oceanport School District,253,9.50%,"$17,151 ",80.7,2019
121,Henry Hudson Regional School,12-Jul,Henry Hudson Regional School District,331,25.40%,"$19,383 ",80.5,2019
122,Wanaque Elementary School,"PK, KG-8",Wanaque School District,497,12.10%,"$15,590 ",80.1,2019
123,Bedminster Township Public School,"PK, KG-8",Bedminster Township Public School District,514,8.90%,"$17,615 ",80,2019
124,Hammarskjold Middle School,7-Jun,East Brunswick Township School District,"1,279",18.10%,"$13,382 ",80,2019
125,Explore Middle School,8-Jun,Hudson County Schools of Technology School District,148,33.80%,"$10,449 ",79.9,2019
126,Marlboro Middle School,8-Jun,Marlboro Township School District,"1,042",3.90%,"$9,749 ",79.9,2019
127,Mount Olive Middle School,8-Jun,Mount Olive Township School District,"1,064",13.60%,"$9,624 ",79.8,2019
128,Cedar Drive Middle School,8-Jun,Colts Neck Township School District,335,0.90%,"$13,516 ",79.8,2019
129,Elysian Charter School of Hoboken,K-8,Elysian Charter School,290,9.30%,"$8,361 ",79.6,2019
130,Clinton Township Middle School,8-Jun,Clinton Township School District,479,5.60%,"$4,447 ",79.6,2019
131,Avon Elementary School,"PK, KG-8",Avon Boro School District,139,12.90%,"$17,400 ",79.5,2019
132,William R. Satz School,8-Jul,Holmdel Township School District,521,1.50%,"$14,243 ",79.3,2019
133,Matawan-Aberdeen Middle School,8-Jun,Matawan-Aberdeen Regional School District,888,29.60%,"$14,477 ",79.2,2019
134,J.P. Case Middle School,8-Jul,Flemington-Raritan Regional School District,781,14.30%,"$10,239 ",79.1,2019
135,Riverton School District,"PK, KG-8",Riverton School District,290,10.30%,"$12,139 ",79.1,2019
136,Haskell Elementary School,"PK, KG-8",Wanaque School District,394,30.20%,"$15,716 ",79,2019
137,Medford Memorial Middle School,8-Jul,Medford Township School District,672,5.20%,"$5,786 ",78.5,2019
138,Stow Creek Township School,"PK, KG-8",Stow Creek Township School District,114,28.10%,"$13,343 ",78.5,2019
139,Logan Middle School,8-May,Logan Township School District,236,16.90%,"$12,685 ",78.4,2019
140,Pond Road Middle School,8-May,Robbinsville Public Schools,"1,031",3.80%,"$4,739 ",78.3,2019
141,Green Brook Middle School,8-May,Green Brook Township Public School District,400,7.30%,"$12,964 ",78.2,2019
142,Princeton Middle School,8-Jun,Princeton Public School District,756,12.20%,"$11,879 ",78,2019
143,Franklin Avenue Middle School,8-Jun,Franklin Lakes School District,418,1.20%,"$13,230 ",78,2019
144,Valley Middle School,8-Jun,Oakland Public School District,473,5.90%,"$13,567 ",78,2019
145,Leonia Middle School,8-May,Leonia Public School District,533,18.80%,"$13,354 ",78,2019
146,Emerson Junior Senior High,12-Jul,Emerson Public School District,496,7.70%,"$15,333 ",77.9,2019
147,Spring Lake Heights Elementary School,"PK, KG-8",Spring Lake Heights School District,327,7.00%,"$13,667 ",77.8,2019
148,Dwight D. Eisenhower School,8-Jun,Freehold Township School District,686,12.20%,"$10,436 ",77.8,2019
149,John H. Walker Middle School,8-Jul,Nutley Public School District,559,11.40%,"$15,810 ",77.7,2019
150,North Star Academy Charter School,K-12,North Star Academy Charter School,"5,271",86.70%,"$10,058 ",77.6,2019
151,Slocum Skewes School,9-Feb,Ridgefield School District,771,33.10%,"$11,589 ",77.5,2019
152,Frenchtown Elementary,"PK, KG-8",Frenchtown Borough School District,127,9.40%,"$17,886 ",77.3,2019
153,Richard Butler School,8-May,Butler Public School District,292,19.90%,"$9,699 ",77,2019
154,East Brook Middle School,8-May,Paramus Public School District,588,9.40%,"$14,097 ",76.8,2019
155,Wall Intermediate School,8-Jun,Wall Township Public School District,789,13.10%,"$11,793 ",76.8,2019
156,Bridgewater-Raritan Middle School,8-Jul,Bridgewater-Raritan Regional School District,"1,362",10.80%,"$11,299 ",76.7,2019
157,Holland Township Elementary School,"PK, KG-8",Holland Township School District,531,8.70%,"$16,743 ",76.7,2019
158,Montgomery Upper Middle School,8-Jul,Montgomery Township School District,819,3.40%,"$14,018 ",76.7,2019
159,Lakeside School,8-Jun,Pompton Lakes School District,364,22.30%,"$12,048 ",76.7,2019
160,Memorial Middle School,8-Jun,Point Pleasant Borough School District,696,11.50%,"$12,151 ",76.5,2019
161,Monroe Township Middle School,8-Jun,Monroe Township School District,"1,702",5.50%,"$13,214 ",76.4,2019
162,The Gray Charter School,K-8,Gray Charter School,352,78.40%,"$9,242 ",76.3,2019
163,Memorial Junior School,8-Jun,Hanover Township School District,478,0.60%,"$9,917 ",76.3,2019
164,Bernardsville Middle School,8-May,Somerset Hills Regional School District,514,9.30%,"$9,053 ",76.2,2019
165,Classical Academy Charter School of Clifton,8-Jun,Classical Academy Charter School of Clifton,118,24.60%,"$9,165 ",76.2,2019
166,Crossroads South Middle School,8-Jun,South Brunswick School District,"1,107",14.70%,"$11,946 ",76.1,2019
167,Henry C. Beck Middle School,8-Jun,Cherry Hill School District,867,14.20%,"$8,678 ",76,2019
168,Park Ridge High School,12-Jul,Park Ridge School District,549,5.50%,"$17,389 ",75.6,2019
169,Union Township Middle School,8-May,Union Township School District,225,4.00%,"$18,446 ",75.6,2019
170,Southampton Township School #3,8-Jun,Southampton Township School District,254,21.30%,"$15,104 ",75.4,2019
171,Clifton T. Barkalow School,8-Jun,Freehold Township School District,661,12.10%,"$11,513 ",75.3,2019
172,Alexander Hamilton Academy,K-8,Paterson Public School District,564,61.70%,"$8,344 ",74.9,2019
173,Timberlane Middle School,8-Jun,Hopewell Valley Regional School District,809,3.80%,"$12,291 ",74.8,2019
174,Crossroads North Middle School,8-Jun,South Brunswick School District,990,11.10%,"$12,082 ",74.8,2019
175,Central Middle School,8-Jun,Parsippany-Troy Hills Township School District,789,21.00%,"$11,269 ",74.8,2019
176,Carl H. Kumpf School,8-Jun,Clark Township Public School District,503,4.60%,"$11,251 ",74.7,2019
177,Westwood Regional Middle School,8-Jun,Westwood Regional School District,427,10.30%,"$3,269 ",74.6,2019
178,Honiss Elementary/Middle School,K-8,Dumont Public School District,610,11.80%,"$8,229 ",73.9,2019
179,Haddon Heights Junior/Senior High School,12-Jul,HADDON HEIGHTS School District,906,16.30%,"$12,429 ",73.8,2019
180,Memorial Middle School,8-May,Cedar Grove Township School District,490,0.80%,"$8,390 ",73.6,2019
181,East Hanover Middle School,8-Jun,East Hanover Township School District,289,1.70%,"$15,443 ",73.5,2019
182,Selzer Elementary/Middle School,"PK, KG-8",Dumont Public School District,527,7.40%,"$7,760 ",73.1,2019
183,David E. Owens Middle School,8-Jun,New Milford Public School District,510,16.50%,"$11,019 ",72.9,2019
184,Weymouth Township Elementary School,"PK, KG-8",Weymouth Township School District,165,50.90%,"$14,972 ",72.8,2019
185,Voorhees Middle School,8-Jun,Voorhees Township School District,"1,040",11.50%,"$12,761 ",72.7,2019
186,Hope Township School,"PK, KG-8",Hope Township School District,132,16.70%,"$19,117 ",72.1,2019
187,Hasbrouck Heights Middle School,8-Jun,Hasbrouck Heights School District,485,16.10%,"$10,295 ",71.8,2019
188,Elsinboro Township School,K-8,Elsinboro Township School District,116,49.10%,"$14,031 ",71.3,2019
189,Eisenhower Middle School,8-Jul,Roxbury Township School District,534,15.40%,"$16,096 ",71.2,2019
190,Great Meadows Regional Middle School,8-Apr,Great Meadows Regional School District,239,12.10%,"$10,038 ",71.1,2019
191,Park Elementary School,"PK, KG-8",Newark Public School District,832,81.00%,"$8,704 ",71,2019
192,Memorial School,"PK, KG-8",South Hackensack School District,281,37.00%,"$14,711 ",70.9,2019
193,Woodglen School,8-May,Lebanon Township School District,320,8.10%,"$10,892 ",70.9,2019
194,Discovery Charter School,8-Apr,Discovery Charter School,110,79.10%,"$11,745 ",70.8,2019
195,Frank Antonides School,8-May,West Long Branch School District,256,14.10%,"$11,358 ",70.6,2019
196,Manasquan Elementary School,"PK, KG-8",Manasquan School District,545,14.70%,"$16,394 ",70.6,2019
197,First Avenue School,"PK, KG-8",Newark Public School District,"1,118",87.70%,"$8,759 ",70.6,2019
198,Millstone Township Middle School,8-Jun,Millstone Township School District,400,5.80%,"$13,011 ",70.4,2019
199,Tinton Falls Middle School,8-Jun,Tinton Falls School District,492,18.90%,"$12,348 ",70.3,2019
200,Memorial Middle School,8-May,Fair Lawn Public School District,455,18.20%,"$9,028 ",70.3,2019
201,Clinton Public School,"PK, KG-8",Clinton-Glen Gardner School District,430,10.90%,"$16,860 ",70.2,2019
202,Red Bank Charter School,"PK, KG-8",Red Bank Charter School,199,45.20%,"$12,107 ",70.2,2019
203,Mount Arlington Public School,8-Mar,Mount Arlington Public School District,249,16.50%,"$3,206 ",70.1,2019
204,Union School,8-Jul,Rutherford School District,424,3.10%,"$8,872 ",70,2019
205,Kingwood Township School,"PK, KG-8",Kingwood Township School District,326,9.20%,"$15,499 ",69.8,2019
206,South Orange Middle School,8-Jun,South Orange-Maplewood School District,777,12.20%,"$6,366 ",69.7,2019
207,John Hill School,8-Mar,Boonton Town Public School District,476,36.10%,"$11,679 ",69.7,2019
208,Readington Middle School,8-Jun,Readington Township School District,541,7.60%,"$12,092 ",69.7,2019
209,Midland Park Junior/Senior High School,12-Jul,Midland Park School District,398,7.30%,"$19,201 ",69.6,2019
210,High Mountain School,8-May,North Haledon School District,275,11.30%,"$13,562 ",69.6,2019
211,West Brook Middle School,8-May,Paramus Public School District,583,6.70%,"$14,137 ",69.5,2019
212,Long Pond School,8-May,Andover Regional School District,220,11.80%,"$17,040 ",69.3,2019
213,Hillside Avenue School,K-8,Cranford Public School District,702,7.70%,"$10,688 ",69.3,2019
214,Robert L. Craig School,"PK, KG-8",Moonachie School District,310,51.00%,"$16,011 ",69.2,2019
215,Hardyston Township Middle School,8-May,Hardyston Township School District,315,10.80%,"$8,162 ",69,2019
216,Berlin Community School,"PK, KG-8",Berlin Borough School District,813,14.30%,"$11,413 ",69,2019
217,Martin J. Ryerson School,8-Jun,Ringwood School District,414,6.80%,"$10,434 ",69,2019
218,Johnstone Elementary School,8-May,Vineland Public School District,154,23.40%,"$17,537 ",68.7,2019
219,The Queen City Academy Charter School,K-12,The Queen City Academy Charter School District,323,83.00%,"$9,791 ",68.5,2019
220,Stonebridge Middle School,8-May,Upper Freehold Regional School District,513,8.20%,"$10,883 ",68.3,2019
221,Randolph Middle School,8-Jun,Randolph Township School District,"1,069",10.10%,"$10,005 ",68.2,2019
222,Hainesport Township School,"PK, KG-8",Hainesport Township School District,572,13.50%,"$12,400 ",68.2,2019
223,Terence C. Reilly School No 7,8-Feb,Elizabeth Public Schools,"1,087",68.90%,"$7,777 ",68.2,2019
224,Learning Community Charter School,"PK, KG-8",The Learning Community Charter School,624,28.20%,"$9,314 ",68,2019
225,Alfred Zampella School,"PK, KG-8",Jersey City Public Schools,929,70.80%,"$10,970 ",67.7,2019
226,Lower Alloways Creek Elementary School,"PK, KG-8",The Lower Alloways Creek School District,163,25.20%,"$15,051 ",67.6,2019
227,Ventnor Middle School,8-May,Ventnor City School District,286,58.70%,"$6,486 ",67.6,2019
228,Kingsway Regional Middle School,8-Jul,Kingsway Regional School District,985,7.40%,"$6,677 ",67.5,2019
229,New Hanover Township School,"PK, KG-8",New Hanover Township,173,42.80%,"$20,216 ",67.5,2019
230,Oldmans Township School,"PK, KG-8",Oldmans Township School District,286,18.50%,"$12,139 ",67.4,2019
231,Avalon Elementary School,8-May,Avalon School District,61,0.00%,"$27,633 ",67.2,2019
232,Howell Township Middle School South,8-Jun,Howell Township Public School District,926,16.60%,"$10,545 ",67.1,2019
233,Hackettstown Middle School,8-May,Hackettstown Public School District,458,33.00%,"$11,392 ",66.9,2019
234,Lawrence Middle School,8-Jul,Lawrence Township Public School District,584,27.70%,"$12,790 ",66.6,2019
235,Englewood on the Palisades Charter School,K-8,Englewood on the Palisades Charter School,317,46.10%,"$11,407 ",66.6,2019
236,Carl Sandburg Middle School,8-Jun,Old Bridge Township School District,"1,056",26.90%,"$13,950 ",66.4,2019
237,Byram Intermediate School,8-May,Byram Township School District,365,7.90%,"$14,338 ",66.3,2019
238,Delsea Regional Middle School,8-Jul,Delsea Regional High School District,563,25.20%,"$12,279 ",66.3,2019
239,Passaic Academy for Science and Engineering,12-Jun,Passaic City School District,702,100.00%,"$9,146 ",66.1,2019
240,Ocean City Intermediate School,8-Apr,Ocean City School District,537,25.90%,"$9,932 ",66,2019
241,Thorne Middle School,8-Jun,Middletown Township Public School District,677,20.10%,"$12,095 ",66,2019
242,Frances DeMasi Middle School,8-Jun,Evesham Township School District,774,11.00%,"$8,233 ",65.9,2019
243,Howell Township Middle School North,8-Jun,Howell Township Public School District,"1,106",18.00%,"$10,272 ",65.9,2019
244,Marlton Middle,8-Jun,Evesham Township School District,825,12.00%,"$8,495 ",65.8,2019
245,East Orange STEM Academy High School,12-Jun,East Orange School District,638,53.40%,"$12,197 ",65.7,2019
246,Morris Goodwin School,"PK, KG-8",Greenwich Township School District,61,39.30%,"$18,933 ",65.5,2019
247,Allamuchy Township School,8-Mar,Allamuchy Township School District,275,7.30%,"$12,269 ",65.3,2019
248,Alexandria Middle School,8-Apr,Alexandria Township School District,282,5.00%,"$12,932 ",65.3,2019
249,Copeland Middle School,8-Jun,Rockaway Township School District,774,14.50%,"$15,388 ",65,2019
250,Midland School #1,"PK, KG-8",Rochelle Park School District,506,20.60%,"$14,087 ",65,2019
251,Frelinghuysen Middle School,8-Jun,Morris School District,"1,081",36.00%,"$11,182 ",64.9,2019
252,William F. Halloran School No.22,8-Feb,Elizabeth Public Schools,"1,108",68.60%,"$6,924 ",64.7,2019
253,Frankford Township School,"PK, KG-8",Frankford Township Consolidated School District,500,13.20%,"$16,040 ",64.6,2019
254,Walter F. Robinson Community School,"PK, KG-8",Bayonne School District,759,67.60%,"$10,239 ",64.5,2019
255,Clearview Regional Middle School,8-Jul,Clearview Regional High School District,831,12.90%,"$7,465 ",64.4,2019
256,Ridge and Valley Charter School,K-8,Ridge and Valley Charter School,130,0.00%,"$13,265 ",64.4,2019
257,Buzz Aldrin Middle School,8-Jun,Montclair Public School District,667,13.90%,"$11,896 ",64.4,2019
258,Dover Middle School,8-Jul,Dover Public School District,511,77.70%,"$6,203 ",64.3,2019
259,Indian Mills Memorial School,8-May,Shamong Township School District,348,8.90%,"$12,044 ",64.2,2019
260,Northern Burlington County Regional Middle School,8-Jul,Northern Burlington County Regional School District,811,11.00%,"$12,048 ",63.6,2019
261,Grover Cleveland Middle School,8-Jun,Caldwell-West School District,636,8.60%,"$10,655 ",63.6,2019
262,Saddle Brook Middle/High School,12-Jul,Saddle Brook School District,794,19.60%,"$12,160 ",63.6,2019
263,Delaware Township School,"PK, KG-8",Delaware Township School District,373,9.70%,"$17,866 ",63.6,2019
264,Iselin Middle School,8-Jun,Woodbridge Township School District,748,31.30%,"$8,163 ",63.5,2019
265,Bayshore Middle School,8-Jun,Middletown Township Public School District,626,16.30%,"$10,894 ",63.1,2019
266,Pace Charter School of Hamilton,K-8,Pace Charter School of Hamilton,341,80.10%,"$10,730 ",63.1,2019
267,Jonas Salk Middle School,8-Jun,Old Bridge Township School District,943,18.90%,"$13,625 ",62.9,2019
268,Walter T. Bergen Middle School,8-May,Bloomingdale School District,252,20.60%,"$14,949 ",62.7,2019
269,Riverdale School,"PK, KG-8",Riverdale School District,334,17.10%,"$12,574 ",62.7,2019
270,Samuel S. Yellin Elementary School,8-Apr,Stratford School District,487,35.50%,"$12,787 ",62.6,2019
271,Lincoln,"PK, KG-8",Garwood Boro,379,14.20%,"$11,448 ",62.3,2019
272,Lafayette Township School,"PK, KG-8",Lafayette Township School District,203,11.30%,"$16,815 ",62.3,2019
