rank,school,type,grades,address,city,zip,county,district,year
21,Demarest Middle School,Public,5-8,568 Piermont Rd,Demarest,07627,Bergen County,Demarest School District,2020
22,Knollwood School,Public,4-8,224 Hance Road,Fair Haven,07704,Monmouth County,Fair Haven School District,2020
23,Haworth Public School,Public,K-8,205 Valley Rd,Haworth,07641,Bergen County,Haworth Public School District,2020
24,Mountain View School,Public,5-8,100 Dean Road,Mendham,07945,Morris County,Mendham Borough School District,2020
25,Johnstone Elementary School,Public,5-8,165 S  Brewster Rd,Vineland,08361,Cumberland County,Vineland Public School District,2020
26,Clinton Township Middle School,Public,6-8,34 Grayrock Road,Clinton,08809,Hunterdon County,Clinton Township School District,2020
27,Alpine Elementary School,Public,K-8,500 Hillside Avenue,Alpine,07620,Bergen County,Alpine School District,2020
28,Chatham Middle School,Public,6-8,480 Main Street,Chatham,07928,Morris County,School District of the Chathams,2020
29,Markham Place School,Public,5-8,95 Markham Place,Little Silver,07739,Monmouth County,Little Silver Boro School District,2020
30,Lawton C. Johnson Summit Middle School,Public,6-8,272 Morris Ave,Summit,07901,Union County,Summit Public School District,2020
31,Ho-Ho-Kus Public School,Public,"PK, KG-8",70 Lloyd Road,Ho Ho Kus,07423,Bergen County,Ho-Ho-Kus School District,2020
32,Robert R Lazar Middle School,Public,6-8,123 Changebridge Road,Montville,07045,Morris County,Montville Township School District,2020
33,William Annin Middle School,Public,6-8,70 Quincy Road,Basking Ridge,07920,Somerset County,Bernards Township School District,2020
34,Deerfield Elementary School,Public,3-8,302 Central Avenue,Mountainside,07092,Union County,Mountainside School District,2020
35,Academy I,Public,6-8,209 Bergen Avenue,Jersey City,07305,Hudson County,Jersey City Public Schools,2020
36,Woodcliff Middle School,Public,6-8,134 Woodcliff Ave,Woodcliff Lake,07677,Bergen County,Woodcliff Lake School District,2020
37,Nicholas Oresko Community School,Public,"PK, KG-8",33 East 24th Street,Bayonne,07002,Hudson County,Bayonne School District,2020
38,Shrewsbury Borough Elementary School,Public,"PK, KG-8",20 Obre Place,Shrewsbury,07702,Monmouth County,Shrewsbury Borough School District,2020
39,Thomas Edison Intermediate School,Public,6-8,800 Rahway Avenue,Westfield,07090,Union County,Westfield Public School District,2020
40,Hoboken Dual Language Charter School,"Public, Charter",K-8,123 Jefferson Street,Hoboken,07030,Hudson County,Hoboken Dual Language Charter School,2020
41,Black River Middle School,Public,6-8,133 Rt. 513 - North Road,Chester,07930,Morris County,Chester Township School District,2020
42,Community Middle School,Public,6-8,95 Grovers Mill Road,Plainsboro,08536,Middlesex County,West Windsor-Plainsboro Regional School District,2020
43,Brookside School,Public,4-8,100 Brookside Avenue,Allendale,07401,Bergen County,Allendale Public School District,2020
44,Explore Middle School,Public,6-8,180-9th St,Jersey City,07302,Hudson County,Hudson County Schools of Technology School District,2020
45,Renaissance Middle School at the Rand Building,Public,6-8,176 North Fullerton Avenue,Montclair,07042,Essex County,Montclair Public School District,2020
46,Ridgedale Middle School,Public,6-8,71 Ridgedale Avenue,Florham Park,07932,Morris County,Florham Park School District,2020
47,Madison Junior School,Public,6-8,160 Main Street,Madison,07940,Morris County,Madison Public School District,2020
48,Tenakill Middle School,Public,5-8,275 High Street,Closter,07624,Bergen County,Closter Public School District,2020
49,Marlboro Memorial Middle School,Public,6-8,71 Nolan Road,Morganville,07751,Monmouth County,Marlboro Township School District,2020
50,Benjamin Franklin Middle School,Public,6-8,335 North Van Dien Ave,Ridgewood,07451,Bergen County,Ridgewood Public School District,2020
51,Woodrow Wilson Middle School,Public,6-8,50 Woodrow Wilson Drive,Edison,08820,Middlesex County,Edison Township School District,2020
52,Valleyview Middle School,Public,6-8,320 Diamond Spring Road,Denville,07834,Morris County,Denville Township K-8 School District,2020
53,Thomas R Grover Middle School,Public,6-8,10 Southfield Road,West Windsor,08550,Mercer County,West Windsor-Plainsboro Regional School District,2020
54,Warren Middle School,Public,6-8,100 Old Stirling Road,Warren,07060,Somerset County,Warren Township School District,2020
55,Belhaven Middle School,Public,5-8,51 Belhaven Avenue,Linwood,08221,Atlantic County,Linwood City School District,2020
56,Haddonfield Middle School,Public,6-8,Five Lincoln Avenue,Haddonfield,08033,Camden County,Haddonfield School District,2020
57,Thomas Jefferson Middle School,Public,5-8,35 - 01 Morlot Avenue,Fair Lawn,07410,Bergen County,Fair Lawn Public School District,2020
58,George Washington Middle School,Public,6-8,155 Washington Pl,Ridgewood,07451,Bergen County,Ridgewood Public School District,2020
59,Fieldstone Middle School,Public,5-8,47 Spring Valley Road,Montvale,07645,Bergen County,Montvale Board of Education School District,2020
60,John Adams Middle School,Public,6-8,1081 New Dover Road,Edison,08820,Middlesex County,Edison Township School District,2020
61,Edgar Middle School,Public,5-8,49 Brunswick Avenue,Metuchen,08840,Middlesex County,Metuchen Public School District,2020
62,Rosa International Middle School,Public,6-8,485 Browning Lane,Cherry Hill,08003,Camden County,Cherry Hill School District,2020
63,Franklin Township School,Public,"PK, KG-8",226 Quakertown Road,Quakertown,08868,Hunterdon County,Franklin Township School District,2020
64,Pond Road Middle School,Public,5-8,150 Pond Road,Robbinsville,08691,Mercer County,Robbinsville Public Schools,2020
65,Avon Elementary School,Public,"PK, KG-8",505 Lincoln Avenue,Avon by the Sea,07717,Monmouth County,Avon Boro School District,2020
66,Timberlane Middle School,Public,6-8,51 S  Timberlane Drive,Pennington,08534,Mercer County,Hopewell Valley Regional School District,2020
67,East Amwell Township,Public,"PK, KG-8",43 Wertsville Rd,Ringoes,08551,Hunterdon County,East Amwell Township School District,2020
68,Central Jersey College Prep Charter School,"Public, Charter, Alternative",K-12,101 Mettlers Road,Somerset,08873,Somerset County,Central Jersey College Prep Charter School,2020
69,William F. Halloran School No.22,Public,2-8,612 Pulaski Street,Elizabeth,07202,Union County,Elizabeth Public Schools,2020
70,The Gray Charter School,"Public, Charter",K-8,55 Liberty Street,Newark,07102,Essex County,Gray Charter School,2020
71,Harding Township School,Public,"PK, KG-8",34 Lees Hill Road,New Vernon,07976,Morris County,Harding Township School District,2020
72,Lewis F. Cole Middle School,Public,5-8,467 Stillwell Avenue,Fort Lee,07024,Bergen County,Fort Lee School District,2020
73,Charles DeWolf Middle School,Public,5-8,275 Old Tappan Rd,Old Tappan,07675,Bergen County,Old Tappan Public School District,2020
74,Green Brook Middle School,Public,5-8,132 Jefferson Avenue,Green Brook,08812,Somerset County,Green Brook Township Public School District,2020
75,Memorial Middle School,Public,6-8,Laura Herbert Dr,Point Pleasant Beach,08742,Ocean County,Point Pleasant Borough School District,2020
76,Upper Pittsgrove School,Public,"PK, KG-8",235 Pine Tavern Road,Monroeville,08343,Salem County,UPPER PITTSGROVE Township School District,2020
77,Marlboro Middle School,Public,6-8,355 County Road 520,Marlboro,07746,Monmouth County,Marlboro Township School District,2020
78,Brooklawn Middle School,Public,6-8,250 Beachwood Road,Parsippany,07054,Morris County,Parsippany-Troy Hills Township School District,2020
79,Cranbury School,Public,"PK, KG-8",23 N Main St,Cranbury,08512,Middlesex County,Cranbury Township School District,2020
80,Stonebridge Middle School,Public,5-8,1252 Yardville-Allentown Road,Allentown,08501,Monmouth County,Upper Freehold Regional School District,2020
81,Orange Avenue School,Public,3-8,901 Orange Avenue,Cranford,07016,Union County,Cranford Public School District,2020
82,Valley View School,Public,5-8,50 Valley View Road,Watchung,07069,Somerset County,Watchung Borough School District,2020
83,Rockaway Valley School,Public,"PK, KG-8",11 Valley Road,Boonton,07005,Morris County,Boonton Township School District,2020
84,Central Middle School,Public,6-8,90 Central Avenue,Stirling,07980,Morris County,Long Hill Township School District,2020
85,Pearl R. Miller Middle School,Public,6-8,117 Kiel Avenue,Kinnelon,07405,Morris County,Kinnelon School District,2020
86,Central Middle School,Public,6-8,1620 Route 46,Parsippany,07054,Morris County,Parsippany-Troy Hills Township School District,2020
87,Sara M. Gilmore Academy,Public,1-8,1700 Kerrigan Avenue,Union City,07087,Hudson County,Union City School District,2020
88,Terence C. Reilly School No 7,Public,2-8,436 First Avenue,Elizabeth,07206,Union County,Elizabeth Public Schools,2020
89,Branchburg Central Middle School,Public,6-8,220 Baird Road,Branchburg,08876,Somerset County,Branchburg Township School District,2020
90,Pequannock Valley School,Public,6-8,493 Newark Pompton Tpke.,Pompton Plains,07444,Morris County,Pequannock Township School District,2020
91,Monroe Township Middle School,Public,6-8,1629 Perrineville Road,Monroe Township,08831,Middlesex County,Monroe Township School District,2020
92,Logan Middle School,Public,5-8,110 School Lane,Logan Township,08085,Gloucester County,Logan Township School District,2020
93,Hammarskjold Middle School,Public,6-7,200 Rues Lane,E Brunswick,08816,Middlesex County,East Brunswick Township School District,2020
94,Long Valley Middle School,Public,6-8,51 West Mill Rd,Long Valley,07853,Morris County,Washington Township School District,2020
95,Maywood Avenue School,Public,4-8,452 Maywood Ave,Maywood,07607,Bergen County,Maywood School District,2020
96,Unity Charter School,"Public, Charter",K-8,1 Evergreen Place,Morristown,07960,Morris County,Unity Charter School,2020
97,East Hanover Middle School,Public,6-8,477 Ridgedale Avenue,East Hanover,07936,Morris County,East Hanover Township School District,2020
98,Spring Lake Heights Elementary School,Public,"PK, KG-8",1110 Highway 71,Spring Lake,07762,Monmouth County,Spring Lake Heights School District,2020
99,Holdrum Middle School,Public,6-8,393 Rivervale Road,River Vale,07675,Bergen County,River Vale Public School District,2020
100,Bay Head Elementary,Public,K-8,145 Grove Street,Bay Head,08742,Ocean County,Bay Head Borough School District,2020
1,Thomas Edison EnergySmart Charter School,"Public, Charter, Alternative",K-12,150 Pierce Street,Somerset,08873,Somerset County,Thomas Edison EnergySmart Charter School,2020
2,School 28,Public,"PK, KG-8",200 Presidential Boulevard,Paterson,07522,Passaic County,Paterson Public School District,2020
3,Hatikvah International Academy Charter School,"Public, Charter",K-8,7 Lexington Avenue,East Brunswick,08816,Middlesex County,Hatikvah International Academy Charter School,2020
4,Infinity Institute,Public,6-12,193 Old Bergen Road,Jersey City,07305,Hudson County,Jersey City Public Schools,2020
5,Forrestdale School,Public,4-8,60 Forrest Avenue,Rumson,07760,Monmouth County,Rumson Borough School District,2020
6,Upper School,Public,3-8,143 Charlotte Pl,Englewood Cliffs,07632,Bergen County,Englewood Cliffs School District,2020
7,Roosevelt Intermediate School,Public,6-8,301 Clark Street,Westfield,07090,Union County,Westfield Public School District,2020
8,Harrington Park School,Public,"PK, KG-8",191 Harriot Ave,Harrington Park,07640,Bergen County,Harrington Park School District,2020
9,Millburn Middle School,Public,6-8,25 Old Short Hills Rd,Millburn,07041,Essex County,Millburn Township School District,2020
10,H W Mountz Elementary School,Public,"PK, KG-8",411 Tuttle Ave,Spring Lake,07762,Monmouth County,Spring Lake Borough,2020
11,Mendham Township Middle School,Public,5-8,16 Washington Valley Road,Brookside,07926,Morris County,Mendham Township School District,2020
12,Princeton Charter School,"Public, Charter",K-8,100 Bunn Drive,Princeton,08540,Mercer County,Princeton Charter School,2020
13,Sea Girt Elementary School,Public,"PK, KG-8",451 Bell Place,Sea Girt,08750,Monmouth County,Sea Girt Borough School District,2020
14,Glen Rock Middle School,Public,6-8,600 Harristown Road,Glen Rock,07452,Bergen County,Glen Rock Public School District,2020
15,Columbia Middle School,Public,6-8,345 Plainfield Ave,Berkeley Hts,07922,Union County,Berkeley Heights School District,2020
16,Emil A. Cavallini Middle School,Public,6-8,392 W  Saddle River Rd,Upper Saddle River,07458,Bergen County,Upper Saddle River School District,2020
17,Tenafly Middle School,Public,6-8,10 Sunset Lane,Tenafly,07670,Bergen County,Tenafly Public School District,2020
18,Cresskill Middle School,Public,6-8,220 Jefferson Ave,Cresskill,07626,Bergen County,Cresskill Public School District,2020
19,Princeton Middle School,Public,6-8,217 Walnut Lane,Princeton,08540,Mercer County,Princeton Public School District,2020
20,Monmouth Beach Elementary School,Public,"PK, KG-8",7 Hastings Place,Monmouth Beach,07750,Monmouth County,Monmouth Beach School District,2020
21,Demarest Middle School,Public,5-8,568 Piermont Rd,Demarest,07627,Bergen County,Demarest School District,2020
22,Knollwood School,Public,4-8,224 Hance Road,Fair Haven,07704,Monmouth County,Fair Haven School District,2020
23,Haworth Public School,Public,K-8,205 Valley Rd,Haworth,07641,Bergen County,Haworth Public School District,2020
24,Mountain View School,Public,5-8,100 Dean Road,Mendham,07945,Morris County,Mendham Borough School District,2020
25,Johnstone Elementary School,Public,5-8,165 S  Brewster Rd,Vineland,08361,Cumberland County,Vineland Public School District,2020
26,Clinton Township Middle School,Public,6-8,34 Grayrock Road,Clinton,08809,Hunterdon County,Clinton Township School District,2020
27,Alpine Elementary School,Public,K-8,500 Hillside Avenue,Alpine,07620,Bergen County,Alpine School District,2020
28,Chatham Middle School,Public,6-8,480 Main Street,Chatham,07928,Morris County,School District of the Chathams,2020
29,Markham Place School,Public,5-8,95 Markham Place,Little Silver,07739,Monmouth County,Little Silver Boro School District,2020
30,Lawton C. Johnson Summit Middle School,Public,6-8,272 Morris Ave,Summit,07901,Union County,Summit Public School District,2020
31,Ho-Ho-Kus Public School,Public,"PK, KG-8",70 Lloyd Road,Ho Ho Kus,07423,Bergen County,Ho-Ho-Kus School District,2020
32,Robert R Lazar Middle School,Public,6-8,123 Changebridge Road,Montville,07045,Morris County,Montville Township School District,2020
33,William Annin Middle School,Public,6-8,70 Quincy Road,Basking Ridge,07920,Somerset County,Bernards Township School District,2020
34,Deerfield Elementary School,Public,3-8,302 Central Avenue,Mountainside,07092,Union County,Mountainside School District,2020
35,Academy I,Public,6-8,209 Bergen Avenue,Jersey City,07305,Hudson County,Jersey City Public Schools,2020
36,Woodcliff Middle School,Public,6-8,134 Woodcliff Ave,Woodcliff Lake,07677,Bergen County,Woodcliff Lake School District,2020
37,Nicholas Oresko Community School,Public,"PK, KG-8",33 East 24th Street,Bayonne,07002,Hudson County,Bayonne School District,2020
38,Shrewsbury Borough Elementary School,Public,"PK, KG-8",20 Obre Place,Shrewsbury,07702,Monmouth County,Shrewsbury Borough School District,2020
39,Thomas Edison Intermediate School,Public,6-8,800 Rahway Avenue,Westfield,07090,Union County,Westfield Public School District,2020
40,Hoboken Dual Language Charter School,"Public, Charter",K-8,123 Jefferson Street,Hoboken,07030,Hudson County,Hoboken Dual Language Charter School,2020
41,Black River Middle School,Public,6-8,133 Rt. 513 - North Road,Chester,07930,Morris County,Chester Township School District,2020
42,Community Middle School,Public,6-8,95 Grovers Mill Road,Plainsboro,08536,Middlesex County,West Windsor-Plainsboro Regional School District,2020
43,Brookside School,Public,4-8,100 Brookside Avenue,Allendale,07401,Bergen County,Allendale Public School District,2020
44,Explore Middle School,Public,6-8,180-9th St,Jersey City,07302,Hudson County,Hudson County Schools of Technology School District,2020
45,Renaissance Middle School at the Rand Building,Public,6-8,176 North Fullerton Avenue,Montclair,07042,Essex County,Montclair Public School District,2020
46,Ridgedale Middle School,Public,6-8,71 Ridgedale Avenue,Florham Park,07932,Morris County,Florham Park School District,2020
47,Madison Junior School,Public,6-8,160 Main Street,Madison,07940,Morris County,Madison Public School District,2020
48,Tenakill Middle School,Public,5-8,275 High Street,Closter,07624,Bergen County,Closter Public School District,2020
49,Marlboro Memorial Middle School,Public,6-8,71 Nolan Road,Morganville,07751,Monmouth County,Marlboro Township School District,2020
50,Benjamin Franklin Middle School,Public,6-8,335 North Van Dien Ave,Ridgewood,07451,Bergen County,Ridgewood Public School District,2020
51,Woodrow Wilson Middle School,Public,6-8,50 Woodrow Wilson Drive,Edison,08820,Middlesex County,Edison Township School District,2020
52,Valleyview Middle School,Public,6-8,320 Diamond Spring Road,Denville,07834,Morris County,Denville Township K-8 School District,2020
53,Thomas R Grover Middle School,Public,6-8,10 Southfield Road,West Windsor,08550,Mercer County,West Windsor-Plainsboro Regional School District,2020
54,Warren Middle School,Public,6-8,100 Old Stirling Road,Warren,07060,Somerset County,Warren Township School District,2020
55,Belhaven Middle School,Public,5-8,51 Belhaven Avenue,Linwood,08221,Atlantic County,Linwood City School District,2020
56,Haddonfield Middle School,Public,6-8,Five Lincoln Avenue,Haddonfield,08033,Camden County,Haddonfield School District,2020
57,Thomas Jefferson Middle School,Public,5-8,35 - 01 Morlot Avenue,Fair Lawn,07410,Bergen County,Fair Lawn Public School District,2020
58,George Washington Middle School,Public,6-8,155 Washington Pl,Ridgewood,07451,Bergen County,Ridgewood Public School District,2020
59,Fieldstone Middle School,Public,5-8,47 Spring Valley Road,Montvale,07645,Bergen County,Montvale Board of Education School District,2020
60,John Adams Middle School,Public,6-8,1081 New Dover Road,Edison,08820,Middlesex County,Edison Township School District,2020
61,Edgar Middle School,Public,5-8,49 Brunswick Avenue,Metuchen,08840,Middlesex County,Metuchen Public School District,2020
62,Rosa International Middle School,Public,6-8,485 Browning Lane,Cherry Hill,08003,Camden County,Cherry Hill School District,2020
63,Franklin Township School,Public,"PK, KG-8",226 Quakertown Road,Quakertown,08868,Hunterdon County,Franklin Township School District,2020
64,Pond Road Middle School,Public,5-8,150 Pond Road,Robbinsville,08691,Mercer County,Robbinsville Public Schools,2020
65,Avon Elementary School,Public,"PK, KG-8",505 Lincoln Avenue,Avon by the Sea,07717,Monmouth County,Avon Boro School District,2020
66,Timberlane Middle School,Public,6-8,51 S  Timberlane Drive,Pennington,08534,Mercer County,Hopewell Valley Regional School District,2020
67,East Amwell Township,Public,"PK, KG-8",43 Wertsville Rd,Ringoes,08551,Hunterdon County,East Amwell Township School District,2020
68,Central Jersey College Prep Charter School,"Public, Charter, Alternative",K-12,101 Mettlers Road,Somerset,08873,Somerset County,Central Jersey College Prep Charter School,2020
69,William F. Halloran School No.22,Public,2-8,612 Pulaski Street,Elizabeth,07202,Union County,Elizabeth Public Schools,2020
70,The Gray Charter School,"Public, Charter",K-8,55 Liberty Street,Newark,07102,Essex County,Gray Charter School,2020
71,Harding Township School,Public,"PK, KG-8",34 Lees Hill Road,New Vernon,07976,Morris County,Harding Township School District,2020
72,Lewis F. Cole Middle School,Public,5-8,467 Stillwell Avenue,Fort Lee,07024,Bergen County,Fort Lee School District,2020
73,Charles DeWolf Middle School,Public,5-8,275 Old Tappan Rd,Old Tappan,07675,Bergen County,Old Tappan Public School District,2020
74,Green Brook Middle School,Public,5-8,132 Jefferson Avenue,Green Brook,08812,Somerset County,Green Brook Township Public School District,2020
75,Memorial Middle School,Public,6-8,Laura Herbert Dr,Point Pleasant Beach,08742,Ocean County,Point Pleasant Borough School District,2020
76,Upper Pittsgrove School,Public,"PK, KG-8",235 Pine Tavern Road,Monroeville,08343,Salem County,UPPER PITTSGROVE Township School District,2020
77,Marlboro Middle School,Public,6-8,355 County Road 520,Marlboro,07746,Monmouth County,Marlboro Township School District,2020
78,Brooklawn Middle School,Public,6-8,250 Beachwood Road,Parsippany,07054,Morris County,Parsippany-Troy Hills Township School District,2020
79,Cranbury School,Public,"PK, KG-8",23 N Main St,Cranbury,08512,Middlesex County,Cranbury Township School District,2020
80,Stonebridge Middle School,Public,5-8,1252 Yardville-Allentown Road,Allentown,08501,Monmouth County,Upper Freehold Regional School District,2020
81,Orange Avenue School,Public,3-8,901 Orange Avenue,Cranford,07016,Union County,Cranford Public School District,2020
82,Valley View School,Public,5-8,50 Valley View Road,Watchung,07069,Somerset County,Watchung Borough School District,2020
83,Rockaway Valley School,Public,"PK, KG-8",11 Valley Road,Boonton,07005,Morris County,Boonton Township School District,2020
84,Central Middle School,Public,6-8,90 Central Avenue,Stirling,07980,Morris County,Long Hill Township School District,2020
85,Pearl R. Miller Middle School,Public,6-8,117 Kiel Avenue,Kinnelon,07405,Morris County,Kinnelon School District,2020
86,Central Middle School,Public,6-8,1620 Route 46,Parsippany,07054,Morris County,Parsippany-Troy Hills Township School District,2020
87,Sara M. Gilmore Academy,Public,1-8,1700 Kerrigan Avenue,Union City,07087,Hudson County,Union City School District,2020
88,Terence C. Reilly School No 7,Public,2-8,436 First Avenue,Elizabeth,07206,Union County,Elizabeth Public Schools,2020
89,Branchburg Central Middle School,Public,6-8,220 Baird Road,Branchburg,08876,Somerset County,Branchburg Township School District,2020
90,Pequannock Valley School,Public,6-8,493 Newark Pompton Tpke.,Pompton Plains,07444,Morris County,Pequannock Township School District,2020
91,Monroe Township Middle School,Public,6-8,1629 Perrineville Road,Monroe Township,08831,Middlesex County,Monroe Township School District,2020
92,Logan Middle School,Public,5-8,110 School Lane,Logan Township,08085,Gloucester County,Logan Township School District,2020
93,Hammarskjold Middle School,Public,6-7,200 Rues Lane,E Brunswick,08816,Middlesex County,East Brunswick Township School District,2020
94,Long Valley Middle School,Public,6-8,51 West Mill Rd,Long Valley,07853,Morris County,Washington Township School District,2020
95,Maywood Avenue School,Public,4-8,452 Maywood Ave,Maywood,07607,Bergen County,Maywood School District,2020
96,Unity Charter School,"Public, Charter",K-8,1 Evergreen Place,Morristown,07960,Morris County,Unity Charter School,2020
97,East Hanover Middle School,Public,6-8,477 Ridgedale Avenue,East Hanover,07936,Morris County,East Hanover Township School District,2020
98,Spring Lake Heights Elementary School,Public,"PK, KG-8",1110 Highway 71,Spring Lake,07762,Monmouth County,Spring Lake Heights School District,2020
99,Holdrum Middle School,Public,6-8,393 Rivervale Road,River Vale,07675,Bergen County,River Vale Public School District,2020
100,Bay Head Elementary,Public,K-8,145 Grove Street,Bay Head,08742,Ocean County,Bay Head Borough School District,2020
101,Buzz Aldrin Middle School,Public,6-8,173 Bellevue Ave,Upper Montclair,07042,Essex County,Montclair Public School District,2020
102,Waldwick Middle School,Public,6-8,155 Wyckoff Avenue,Waldwick,07463,Bergen County,Waldwick School District,2020
103,Morris Plains Borough School,Public,3-8,500 Speedwell Avenue,Morris Plains,07950,Morris County,Morris Plains School District,2020
104,Iselin Middle School,Public,6-8,900 Woodruff Street,Iselin,08830,Middlesex County,Woodbridge Township School District,2020
105,Eugene A. Tighe Middle School,Public,5-8,7804 Amherst Avenue,Margate City,08402,Atlantic County,Margate City School District,2020
106,Westwood Regional Middle School,Public,6-8,23 Third Avenue,Westwood,07675,Bergen County,Westwood Regional School District,2020
107,Manasquan Elementary School,Public,"PK, KG-8",168 Broad Street,Manasquan,08736,Monmouth County,Manasquan School District,2020
108,Elysian Charter School of Hoboken,"Public, Charter",K-8,1460 Garden Street,Hoboken,07030,Hudson County,Elysian Charter School,2020
109,Soaring Heights Charter School,"Public, Charter",K-8,1 Romar Avenue,Jersey City,07305,Hudson County,Soaring Heights Charter School,2020
110,Memorial Middle School,Public,5-8,12 - 00 First Street,Fair Lawn,07410,Bergen County,Fair Lawn Public School District,2020
111,High Bridge Middle School,Public,5-8,50 Thomas St,High Bridge,08829,Hunterdon County,High Bridge Borough School District,2020
112,Terrill Middle School,Public,5-8,1301 Terrill Road,Scotch Plains,07076,Union County,Scotch Plains-Fanwood School District,2020
113,George G White,Public,5-8,120 Magnolia Ave,Hillsdale,07642,Bergen County,Hillsdale School District,2020
114,Thompson Middle School,Public,6-8,1001 Middletown  Lincroft Road,Middletown,07748,Monmouth County,Middletown Township Public School District,2020
115,Old Turnpike School,Public,6-8,171 Old Turnpike Road,Califon,07830,Hunterdon County,Tewksbury Township School District,2020
116,Brielle Elementary School,Public,"PK, KG-8",605 Union Lane,Brielle,08730,Monmouth County,Brielle Boro School District,2020
117,George Washington Middle School,Public,6-8,68 Lenox Road,Wayne,07470,Passaic County,Wayne Township Public School District,2020
118,Marlton Middle,Public,6-8,150 Tomlinson Mill Road,Marlton,08053,Burlington County,Evesham Township School District,2020
119,Valley Road School,Public,"PK, KG-8",24 Valley Road,Stanhope,07874,Sussex County,Stanhope School District,2020
120,Teaneck Community Charter school,"Public, Charter",K-8,563 Chestnut Avenue,Teaneck,07666,Bergen County,Teaneck Community Charter School,2020
121,Anthony Wayne Middle School,Public,6-8,201 Garside Avenue,Wayne,07470,Passaic County,Wayne Township Public School District,2020
122,Learning Community Charter School,"Public, Charter","PK, KG-8",2495 John F Kennedy Blvd,Jersey City,07304,Hudson County,The Learning Community Charter School,2020
123,Eric S. Smith Middle School,Public,6-8,2 Monroe Street,Ramsey,07446,Bergen County,Ramsey School District,2020
124,Carl H. Kumpf School,Public,6-8,59 Mildred Terrace,Clark,07066,Union County,Clark Township Public School District,2020
125,Valley Middle School,Public,6-8,71 Oak St,Oakland,07436,Bergen County,Oakland Public School District,2020
126,Kingwood Township School,Public,"PK, KG-8",880 County Road 519,Frenchtown,08825,Hunterdon County,Kingwood Township School District,2020
127,Schuyler Colfax Middle School,Public,6-8,1500 Hamburg Turnpike,Wayne,07470,Passaic County,Wayne Township Public School District,2020
128,Voorhees Middle School,Public,6-8,1000 Holly Oak Dr,Voorhees,08043,Camden County,Voorhees Township School District,2020
129,Frances DeMasi Middle School,Public,6-8,199 Evesboro  Medford Rd,Marlton,08053,Burlington County,Evesham Township School District,2020
130,Dwight D. Eisenhower Middle School,Public,6-8,344 Calvin Ct,Wyckoff,07481,Bergen County,Wyckoff Township Public School District,2020
131,Lincoln,Public,"PK, KG-8",400 Second Avenue,Garwood,07027,Union County,Garwood Boro,2020
132,William G. Rohrer Middle School,Public,6-8,101 MacArthur Boulevard,Westmont,08108,Camden County,Haddon Township School District,2020
133,Mannington Township Elementary School,Public,"PK, KG-8",495 Route 45,Salem,08079,Salem County,Mannington Township School District,2020
134,Leonia Middle School,Public,5-8,500 Broad Avenue,Leonia,07605,Bergen County,Leonia Public School District,2020
