rank,school,type,grades,address,city,zip,county,district,year
135,Robert L. Craig School,Public,"PK, KG-8",20 West Park Street,Moonachie,07074,Bergen County,Moonachie School District,2020
136,High Mountain School,Public,5-8,515 High Mountain Road,North Haledon,07508,Passaic County,North Haledon School District,2020
137,South Orange Middle School,Public,6-8,70 North Ridgewood Road,South Orange,07079,Essex County,South Orange-Maplewood School District,2020
138,Frank Antonides School,Public,5-8,135 Locust Avenue,West Long Branch,07764,Monmouth County,West Long Branch School District,2020
139,Crossroads North Middle School,Public,6-8,635 Georges Road,Monmouth Junction,08852,Middlesex County,South Brunswick School District,2020
140,Jersey City Global Charter School,"Public, Charter",K-8,255 Congress Street,Jersey City,07307,Hudson County,Jersey City Global Charter School,2020
141,Oldmans Township School,Public,"PK, KG-8",10 Freed Road,Pedricktown,08067,Salem County,Oldmans Township School District,2020
142,Glenfield Middle School,Public,6-8,25 Maple Ave,Montclair,07042,Essex County,Montclair Public School District,2020
143,Neeta School,Public,3-8,44 Neeta Trail,Medford Lakes,08055,Burlington County,Medford Lakes School District,2020
144,East Orange STEM Academy High School,Public,6-12,129 Renshaw Avenue,East Orange,07017,Essex County,East Orange School District,2020
145,Port Republic Elementary School,Public,K-8,137 Pomona Avenue,Port Republic,08241,Atlantic County,Port Republic School District,2020
146,Readington Middle School,Public,6-8,48 Readington Rd,Whitehouse Station,08889,Hunterdon County,Readington Township School District,2020
147,Grover Cleveland Middle School,Public,6-8,36 Academy Rd,Caldwell,07006,Essex County,Caldwell-West School District,2020
148,Cedar Drive Middle School,Public,6-8,73 Cedar Drive,Colts Neck,07722,Monmouth County,Colts Neck Township School District,2020
149,Riverdale School,Public,"PK, KG-8",52 Newark Pompton Turnpike,Riverdale,07457,Morris County,Riverdale School District,2020
150,Upper Township Middle School,Public,6-8,525 Perry Rd,Woodbine,08270,Cape May County,Upper Township School District,2020
151,Malcolm E Nettingham Middle School,Public,5-8,580 Park Avenue,Scotch Plains,07076,Union County,Scotch Plains-Fanwood School District,2020
152,Maple Place Middle School,Public,5-8,2 Maple Place,Oceanport,07757,Monmouth County,Oceanport School District,2020
153,Carl Sandburg Middle School,Public,6-8,3439 Route 516,Old Bridge,08857,Middlesex County,Old Bridge Township School District,2020
154,Stewartsville Middle School,Public,6-8,642 South Main Street,Stewartsville,08886,Warren County,Greenwich Township School District,2020
155,Great Meadows Regional Middle School,Public,4-8,273 Route 46,Great Meadows,07838,Warren County,Great Meadows Regional School District,2020
156,Farmingdale Elementary,Public,"PK, KG-8",49 Academy St,Farmingdale,07727,Monmouth County,Farmingdale Public School District,2020
157,Memorial Junior School,Public,6-8,61 Highland Avenue,Whippany,07981,Morris County,Hanover Township School District,2020
158,Union Township Middle School,Public,5-8,165 Perryville Road,Hampton,08827,Hunterdon County,Union Township School District,2020
159,Northvale Public School,Public,K-8,441 Tappan Road,Northvale,07647,Bergen County,Northvale Public School District,2020
160,Woodglen School,Public,5-8,70 Bunnvale Road,Califon,07830,Hunterdon County,Lebanon Township School District,2020
161,Lincoln Park Middle School,Public,5-8,90 Ryerson Road,Lincoln Park,07035,Morris County,Lincoln Park School District,2020
162,Crossroads South Middle School,Public,6-8,195 Major Road,Monmouth Junction,08852,Middlesex County,South Brunswick School District,2020
163,New Egypt Middle School,Public,6-8,115 Evergreen Road,New Egypt,08533,Ocean County,Plumsted Township School District,2020
164,Tinton Falls Middle School,Public,6-8,674 Tinton Avenue,Tinton Falls,07724,Monmouth County,Tinton Falls School District,2020
165,Northfield Community Middle School,Public,5-8,2000 New Road,Northfield,08225,Atlantic County,Northfield City School District,2020
166,Riverton School District,Public,"PK, KG-8",600 Fifth Street,Riverton,08077,Burlington County,Riverton School District,2020
167,Randolph Middle School,Public,6-8,507 Millbrook Avenue,Randolph,07869,Morris County,Randolph Township School District,2020
168,Ramapo Ridge,Public,6-8,150 Ridge Road,Mahwah,07430,Bergen County,Mahwah Township Public School District,2020
169,Henry B. Whitehorne Middle School,Public,5-8,600 Bloomfield Ave,Verona,07044,Essex County,Verona Public School District,2020
170,Sparta Middle School,Public,6-8,350 Main Street,Sparta,07871,Sussex County,Sparta Township Public School District,2020
171,Clinton Public School,Public,"PK, KG-8",10 School Street,Clinton,08809,Hunterdon County,Clinton-Glen Gardner School District,2020
172,Franklin Avenue Middle School,Public,6-8,755 Franklin Avenue,Franklin Lakes,07417,Bergen County,Franklin Lakes School District,2020
173,West Brook Middle School,Public,5-8,560 Roosevelt Boulevard,Paramus,07652,Bergen County,Paramus Public School District,2020
174,Little Falls Township Public School # 1,Public,5-8,32 Stevens Avenue,Little Falls,07424,Passaic County,Little Falls Township Public School District,2020
175,Avalon Elementary School,Public,5-8,235 32nd Street,Avalon,08202,Cape May County,Avalon School District,2020
176,Classical Academy Charter School of Clifton,"Public, Charter",6-8,1255 Main Avenue,Clifton,07011,Passaic County,Classical Academy Charter School of Clifton,2020
177,Norwood Public School,Public,"PK, KG-8",177 Summit St,Norwood,07648,Bergen County,Norwood Public School District,2020
178,Green Hills School,Public,K-8,69 Mackerly Road,Greendell,07839,Sussex County,Green Township School District,2020
179,Hope Township School,Public,"PK, KG-8",320 Johnsonburg Road,Hope,07844,Warren County,Hope Township School District,2020
180,Alexandria Middle School,Public,4-8,557 County Rd. 513,Pittstown,08867,Hunterdon County,Alexandria Township School District,2020
181,White Township Consolidated School,Public,"PK, KG-8",565 Cr 519,Belvidere,07823,Warren County,White Township Consolidated School District,2020
182,Wanaque Elementary School,Public,"PK, KG-8",First Street,Wanaque,07465,Passaic County,Wanaque School District,2020
183,Henry C. Beck Middle School,Public,6-8,950 Cropwell Rd.,Cherry Hill,08003,Camden County,Cherry Hill School District,2020
184,Lafayette Township School,Public,"PK, KG-8",178 Beaver Run Road,Lafayette,07848,Sussex County,Lafayette Township School District,2020
185,Bernardsville Middle School,Public,5-8,141 Seney Drive,Bernardsville,07924,Somerset County,Somerset Hills Regional School District,2020
186,Mount Olive Middle School,Public,6-8,160 Wolfe Road,Budd Lake,07828,Morris County,Mount Olive Township School District,2020
187,Bedminster Township Public School,Public,"PK, KG-8",234 Somerville Road,Bedminster,07921,Somerset County,Bedminster Township Public School District,2020
188,Bayshore Middle School,Public,6-8,834 Leonardville Road,Leonardo,07737,Monmouth County,Middletown Township Public School District,2020
189,Hasbrouck Heights Middle School,Public,6-8,365 Boulevard,Hasbrouck Heights,07604,Bergen County,Hasbrouck Heights School District,2020
190,Honiss Elementary/Middle School,Public,K-8,31 Depew St,Dumont,07628,Bergen County,Dumont Public School District,2020
191,East Brook Middle School,Public,5-8,190 Spring Valley Road,Paramus,07652,Bergen County,Paramus Public School District,2020
192,Maplewood Middle School,Public,6-8,7 Burnett St,Maplewood,07040,Essex County,South Orange-Maplewood School District,2020
193,Holland Township Elementary School,Public,"PK, KG-8",710 Milford  Warren Glen Road,Milford,08848,Hunterdon County,Holland Township School District,2020
194,Cinnaminson Middle School,Public,6-8,312 N  Forklanding Road,Cinnaminson,08077,Burlington County,Cinnaminson Township School District,2020
195,Hillside Avenue School,Public,K-8,125 Hillside Avenue,Cranford,07016,Union County,Cranford Public School District,2020
196,Memorial Middle School,Public,5-8,500 Ridge Road,Cedar Grove,07009,Essex County,Cedar Grove Township School District,2020
197,BelovED Community Charter School,"Public, Charter, Alternative",K-11,508 Grand Street,Jersey City,07302,Hudson County,BelovED Community Charter School,2020
198,Clifton T. Barkalow School,Public,6-8,498 Stillwells Corner Road,Freehold,07728,Monmouth County,Freehold Township School District,2020
199,Bordentown Regional Middle School,Public,6-8,50 Dunns Mill Road,Bordentown,08505,Burlington County,Bordentown Regional School District,2020
200,Wall Intermediate School,Public,6-8,2801 Allaire Road,Wall,07719,Monmouth County,Wall Township Public School District,2020
201,Robert Treat Academy Charter School,"Public, Charter",K-8,443 Clifton Avenue,Newark,07104,Essex County,Robert Treat Academy Charter School,2020
202,Long Pond School,Public,5-8,707 Limecrest Rd,Newton,07860,Sussex County,Andover Regional School District,2020
203,Hoboken Charter School,"Public, Charter, Alternative",K-12,713 Washington St,Hoboken,07030,Hudson County,Hoboken Charter School,2020
204,David E. Owens Middle School,Public,6-8,470 Marion Avenue,New Milford,07646,Bergen County,New Milford Public School District,2020
205,Jonas Salk Middle School,Public,6-8,155 W Greystone Road,Old Bridge,08857,Middlesex County,Old Bridge Township School District,2020
206,G. Harold Antrim Elementary School,Public,"PK, KG-8",401 Niblick Street,Point Pleasant Beach,08742,Ocean County,Point Pleasant Beach School District,2020
207,Middle School # 4,Public,6-8,107 Bright Street,Jersey City,07302,Hudson County,Jersey City Public Schools,2020
208,Passaic Academy for Science and Engineering,Public,6-12,291 Lafayette Avenue,Passaic,07055,Passaic County,Passaic City School District,2020
209,Colonia Middle School,Public,6-8,Delaware Avenue,Colonia,07067,Middlesex County,Woodbridge Township School District,2020
210,Conackamack Middle School,Public,6-8,5205 Witherspoon Street,Piscataway,08854,Middlesex County,Piscataway Township School District,2020
211,Ventnor Middle School,Public,5-8,400 N  Lafayette Avenue,Ventnor City,08406,Atlantic County,Ventnor City School District,2020
212,Jersey City Golden Door Charter School,"Public, Charter","PK, KG-8",3044 Kennedy Blvd,Jersey City,07306,Hudson County,Jersey City Golden Door Charter School,2020
213,Howell Township Middle School North,Public,6-8,501 Squankum  Yellowbrook Road,Farmingdale,07727,Monmouth County,Howell Township Public School District,2020
214,Lavallette Elementary School,Public,K-8,105 Brooklyn Ave.,Lavallette,08735,Ocean County,Lavallette Borough School District,2020
215,Carl W. Goetz Middle School,Public,6-8,835 Patterson Road,Jackson,08527,Ocean County,Jackson Township School District,2020
216,Woodstown Middle School,Public,6-8,15 Lincoln Avenue,Woodstown,08098,Salem County,Woodstown-Pilesgrove Regional School District,2020
217,Hainesport Township School,Public,"PK, KG-8",211 Broad Street,Hainesport,08036,Burlington County,Hainesport Township School District,2020
218,Byram Intermediate School,Public,5-8,12 Mansfield Drive,Stanhope,07874,Sussex County,Byram Township School District,2020
219,Dwight D. Eisenhower School,Public,6-8,279 Burlington Road,Freehold,07728,Monmouth County,Freehold Township School District,2020
220,Southampton Township School #3,Public,6-8,100 Warrior Way,Southampton,08088,Burlington County,Southampton Township School District,2020
221,Alloway Township School,Public,"PK, KG-8",43 Cedar St,Alloway,08001,Salem County,Alloway Township School District,2020
222,Bergen Arts and Sciences Charter School,"Public, Charter, Alternative",K-12,200 MacArthur Avenue,Garfield,07026,Bergen County,Bergen Arts and Science Charter School,2020
223,Creativity CoLaboratory Charter School,"Public, Charter",5-8,457 Shirley Road,Elmer,08318,Salem County,Creativity CoLaboratory Charter School,2020
224,Howell Township Middle School South,Public,6-8,220 Ramtown-Greenville Road,Howell,07731,Monmouth County,Howell Township Public School District,2020
225,Veterans Middle School,Public,6-8,191 Rutherford Place,North Arlington,07031,Bergen County,North Arlington School District,2020
226,Ocean City Intermediate School,Public,4-8,1901 Bay Avenue,Ocean City,08226,Cape May County,Ocean City School District,2020
227,Matawan-Aberdeen Middle School,Public,6-8,469 Matawan Avenue,Cliffwood,07721,Monmouth County,Matawan-Aberdeen Regional School District,2020
228,Ridge and Valley Charter School,"Public, Charter",K-8,1234 State Route 94,Blairstown,07825,Warren County,Ridge and Valley Charter School,2020
229,Carlstadt Public School,Public,"PK, KG-8",550 Washington Street,Carlstadt,07072,Bergen County,Carlstadt Public School District,2020
230,Pitman Middle School,Public,6-8,138 East Holly Avenue,Pitman,08071,Gloucester County,Pitman Boro School District,2020
231,Selzer Elementary/Middle School,Public,"PK, KG-8",435 Prospect Ave,Dumont,07628,Bergen County,Dumont Public School District,2020
232,Delran Middle School,Public,6-8,905 Chester Avenue,Delran,08075,Burlington County,Delran Township School District,2020
233,Hudson Arts and Science Charter School,"Public, Charter",K-8,131 Midland Ave,Kearny,07032,Hudson County,Hudson Arts and Science Charter School,2020
234,The Ethical Community Charter School,"Public, Charter",K-8,95 Broadway,Jersey City,07306,Hudson County,The Ethical Community Charter School,2020
235,Millstone Township Middle School,Public,6-8,5 Dawson Court,Millstone Township,08535,Monmouth County,Millstone Township School District,2020
236,Stow Creek Township School,Public,"PK, KG-8",11 Gum Tree Corner Road,Bridgeton,08323,Cumberland County,Stow Creek Township School District,2020
237,Kawameeh Middle School,Public,6-8,490 David Terrace,Union,07083,Union County,Township of Union School District,2020
238,Indian Mills Memorial School,Public,5-8,295 Indian Mills Road,Shamong,08088,Burlington County,Shamong Township School District,2020
239,Sayreville Middle School,Public,6-8,800 Washington Road,Parlin,08859,Middlesex County,Sayreville School District,2020
240,School #6/Middle School,Public,5-8,440 Oakdene Ave,Cliffside Park,07010,Bergen County,Cliffside Park School District,2020
241,Delaware Township School,Public,"PK, KG-8",501 Rosemont  Ringoes Road,Sergeantsville,08557,Hunterdon County,Delaware Township School District,2020
242,Norman S. Weir,Public,K-8,152 College Boulevard,Paterson,07505,Passaic County,Paterson Public School District,2020
243,Hamburg School,Public,"PK, KG-8",30 Linwood Avenue,Hamburg,07419,Sussex County,Hamburg School District,2020
244,Township of Ocean Intermediate School,Public,5-8,1200 West Park Avenue,Ocean,07712,Monmouth County,Township of Ocean School District,2020
245,Lincoln Middle School,Public,6-8,230 Hawthorne Avenue,Hawthorne,07506,Passaic County,Hawthorne Public School District,2020
246,Lyndhurst Middle School,Public,6-8,625 Page Avenue,Lyndhurst,07071,Bergen County,Lyndhurst Public School District,2020
247,Englewood on the Palisades Charter School,"Public, Charter",K-8,65  West Demarest Avenue,Englewood,07631,Bergen County,Englewood on the Palisades Charter School,2020
248,Hackettstown Middle School,Public,5-8,500 Washington Street,Hackettstown,07840,Warren County,Hackettstown Public School District,2020
249,West Deptford Middle School,Public,5-8,675 Grove Rd,West Deptford,08066,Gloucester County,West Deptford Township School District,2020
250,Lopatcong Township Middle School,Public,5-8,321 Stonehenge Drive,Phillipsburg,08865,Warren County,Lopatcong Township School District,2020
251,Thomas Jefferson Middle School,Public,4-8,95 East Main Street,Rockaway,07866,Morris County,Rockaway Borough School District,2020
252,Herbert Hoover Middle School,Public,6-8,174 Jackson Avenue,Edison,08837,Middlesex County,Edison Township School District,2020
253,Thorne Middle School,Public,6-8,70 Murphy Road,Port Monmouth,07758,Monmouth County,Middletown Township Public School District,2020
254,Manchester Township Middle School,Public,6-8,2759 Ridgeway Rd,Manchester,08759,Ocean County,Manchester Township School District,2020
255,John Hill School,Public,3-8,435 Lathrop Avenue,Boonton,07005,Morris County,Boonton Town Public School District,2020
256,Alfred S. Faust,Public,5-8,100 Uhland Street,East Rutherford,07073,Bergen County,East Rutherford School District,2020
257,Lower Alloways Creek Elementary School,Public,"PK, KG-8",967 Main St Canton,Salem,08079,Salem County,The Lower Alloways Creek School District,2020
258,Secaucus Middle School,Public,6-8,11 Mill Ridge Road,Secaucus,07094,Hudson County,Secaucus School District,2020
259,Collingswood Middle School,Public,6-8,414 Collings Ave,Collingswood,08108,Camden County,Collingswood Public School District,2020
260,Estell Manor Elementary School,Public,K-8,128 Cape May Avenue,Estell Manor,08319,Atlantic County,Estell Manor School District,2020
261,Slocum Skewes School,"Public, Alternative",2-9,650 Prospect Ave,Ridgefield,07657,Bergen County,Ridgefield School District,2020
262,Frankford Township School,Public,"PK, KG-8",4 Pines Road,Branchville,07826,Sussex County,Frankford Township Consolidated School District,2020
263,Brigantine Community School,Public,"PK, KG-8",301 East Evans Blvd,Brigantine,08203,Atlantic County,Brigantine Public School District,2020
264,Richard Butler School,Public,5-8,30 Pearl Place,Butler,07405,Morris County,Butler Public School District,2020
265,Joyce Kilmer School,Public,4-8,21 West Church Street,Milltown,08850,Middlesex County,Milltown School District,2020
266,Martin J. Ryerson School,Public,6-8,130 Valley Road,Ringwood,07456,Passaic County,Ringwood School District,2020
267,Lakeside School,Public,6-8,316 Lakeside Avenue,Pompton Lakes,07442,Passaic County,Pompton Lakes School District,2020
268,Robert Morris School,Public,"PK, KG-8",122 Elizabeth Street,South Bound Brook,08880,Somerset County,South Bound Brook Public School District,2020
269,Mount Arlington Public School,Public,3-8,235 Howard Boulevard,Mount Arlington,07856,Morris County,Mount Arlington Public School District,2020
270,Harmony Township School,Public,"PK, KG-8",2551 Belvidere Road,Phillipsburg,08865,Warren County,Harmony Township School District,2020
271,Thomas Jefferson Middle School,Public,6-8,450 Division Street,Edison,08817,Middlesex County,Edison Township School District,2020
272,Pohatcong Township School,Public,"PK, KG-8",240 Rte  519,Phillipsburg,08865,Warren County,Pohatcong Township School District,2020
273,Raymond W. Kershaw School,Public,"PK, KG-8",125 South Black Horse Pike,Mount Ephraim,08059,Camden County,Mt. Ephraim School District,2020
274,Allamuchy Township School,Public,3-8,20 Johnsonburg Road,Allamuchy,07820,Warren County,Allamuchy Township School District,2020
275,Haskell Elementary School,Public,"PK, KG-8",973 Ringwood Avenue,Haskell,07420,Passaic County,Wanaque School District,2020
276,Kenneth R. Olson Middle School,Public,5-8,132 New Road,Tabernacle,08088,Burlington County,Tabernacle Township School District,2020
277,Margaret Mace Elementary School,Public,"PK, KG-8",1201 Atlantic Avenue,North Wildwood,08260,Cape May County,North Wildwood School District,2020
278,Dennis Township Elementary/Middle Schools,Public,3-8,165 Academy Road,Dennisville,08214,Cape May County,Dennis Township School District,2020
279,Burlington Township Middle School at Springside,Public,6-8,1600 Burlington By  Pass,Burlington,08016,Burlington County,Burlington Township School District,2020
280,Weymouth Township Elementary School,Public,"PK, KG-8",1202 Eleventh Avenue,Dorothy,08317,Atlantic County,Weymouth Township School District,2020
281,Woodrow Wilson Middle School,Public,6-8,1400 Van Houten Avenue,Clifton,07013,Passaic County,Clifton Public School District,2020
282,Hopewell Crest,Public,"PK, KG-8",122 Sewall Road,Bridgeton,08302,Cumberland County,Hopewell Township School District,2020
283,Dual Language School,Public,4-8,630 Amboy Avenue,Fords,08863,Middlesex County,Perth Amboy Public School District,2020
284,Deal Elementary School,Public,K-8,201 Roseld Avenue,Deal,07723,Monmouth County,Deal Boro School District,2020
285,Hoboken Middle School,Public,6-8,158 Fourth Street,Hoboken,07030,Hudson County,Hoboken Public School District,2020
286,Emma C Attales,Public,5-8,800 Irelan Avenue,Absecon,08201,Atlantic County,Absecon Public Schools District,2020
287,Hardyston Township Middle School,Public,5-8,183 Wheatsworth Road,Hamburg,07419,Sussex County,Hardyston Township School District,2020
288,North Star Academy Charter School,"Public, Charter, Alternative",K-12,10 Washington Place,Newark,07102,Essex County,North Star Academy Charter School,2020
289,Sussex Middle School,Public,6-8,10 Loomis Avenue,Sussex,07461,Sussex County,Sussex-Wantage Regional School District,2020
290,Macopin Middle School,Public,6-8,70 Highlander Drive,West Milford,07480,Passaic County,West Milford Township Public School District,2020
291,Memorial Middle School,Public,6-8,15 Memorial Drive,Woodland Park,07424,Passaic County,Woodland Park School District,2020
292,Lake Riviera Middle School,Public,6-8,171 Beaverson Boulevard,Brick,08723,Ocean County,Brick Township Public School District,2020
293,Copeland Middle School,Public,6-8,100 Lake Shore Drive,Rockaway,07866,Morris County,Rockaway Township School District,2020
294,Merchantville Elementary School,Public,"PK, KG-8",130 S Centre St,Merchantville,08109,Camden County,Merchantville School District,2020
295,Midland School #1,Public,"PK, KG-8",300 Rochelle Ave,Rochelle Park,07662,Bergen County,Rochelle Park School District,2020
296,Belmar Elementary,Public,"PK, KG-8",1101 Main Street,Belmar,07719,Monmouth County,Belmar Elementary School District,2020
297,Memorial School,Public,"PK, KG-8",221 Morningside Avenue,Union Beach,07735,Monmouth County,Union Beach Public School District,2020
298,Christa McAuliffe Middle School,Public,6-8,35 South Hope Chapel Road,Jackson,08527,Ocean County,Jackson Township School District,2020
299,Downe Township Elementary School,Public,"PK, KG-8",220 Main St,Newport,08345,Cumberland County,Downe Township School District,2020
300,South Amboy Middle/High School,Public,6-12,200 Governor Harold G  Hoffman,South Amboy,08879,Middlesex County,South Amboy School District,2020
301,Palmyra Middle School,Public,6-8,311 W 5th Street,Palmyra,08065,Burlington County,Palmyra Public School District,2020
302,Jefferson Township Middle School,Public,6-8,1000 Weldon Road,Oak Ridge,07438,Morris County,Jefferson Township Public School District,2020
303,Theodore Schor Middle School,Public,6-8,243 North Randolphville Rd,Piscataway,08854,Middlesex County,Piscataway Township School District,2020
304,Roy W. Brown Middle School,Public,6-8,130 S Washington Ave,Bergenfield,07621,Bergen County,Bergenfield Borough School District,2020
305,Orchard Valley Middle School,Public,6-8,238 Pitman  Downer Rd,Sewell,08080,Gloucester County,Washington Township School District,2020
306,Oxford Central School,Public,"PK, KG-8",17 Kent Street,Oxford,07863,Warren County,Oxford Township School District,2020
307,Glen Meadow Middle School,Public,6-8,7 Sammis Road,Vernon,07462,Sussex County,Vernon Township School District,2020
308,Washington Park School,Public,4-8,10 Crews Street,Totowa,07512,Passaic County,Totowa Public School District,2020
309,Highland Park Middle School,Public,6-8,330 Wayne Street,Highland Park,08904,Middlesex County,Highland Park Boro School District,2020
310,Elsinboro Township School,Public,K-8,631 Salem  Fort Elfsborg Road,Salem,08079,Salem County,Elsinboro Township School District,2020
311,Memorial Elementary School,Public,5-8,130 Liberty St,Little Ferry,07643,Bergen County,Little Ferry Public School District,2020
312,Ann A. Mullen Middle School,Public,6-8,1400 Sicklerville Road,Sicklerville,08081,Camden County,Gloucester Township Public Schools,2020
313,Emily C. Reynolds Middle School,Public,6-8,2145 Yardville Hamilton Sq,Hamilton,08690,Mercer County,Hamilton Township Public School District,2020
314,Netcong Elementary School,Public,"PK, KG-8",26 College Road,Netcong,07857,Morris County,Netcong School District,2020
315,Thomas Jefferson Middle School,Public,5-8,655 Teaneck Rd,Teaneck,07666,Bergen County,Teaneck School District,2020
316,Westampton Township Middle School,Public,4-8,700 Rancocas Road,Westampton,08060,Burlington County,Westampton Township Public School District,2020
317,Chestnut Ridge Middle School,Public,6-8,641 Hurffville  Crosskeys Rd,Sewell,08080,Gloucester County,Washington Township School District,2020
318,Bunker Hill Middle School,Public,6-8,372 Pitman  Downer Rd,Sewell,08080,Gloucester County,Washington Township School District,2020
319,Lumberton Middle School,Public,6-8,30 Dimsdale Drive,Lumberton,08048,Burlington County,Lumberton Township Board of Education,2020
320,Hammonton Middle School,Public,6-8,75 North Liberty Street,Hammonton,08037,Atlantic County,Hammonton School District,2020
321,Alfred Zampella School,Public,"PK, KG-8",201 North St,Jersey City,07307,Hudson County,Jersey City Public Schools,2020
322,Alfred C. MacKinnon Middle School,Public,6-8,137 East Central Avenue,Wharton,07885,Morris County,Wharton Borough School District,2020
323,Dwight D Eisenhower Middle School,Public,4-8,235 Grove Avenue,West Berlin,08091,Camden County,Berlin Township School District,2020
324,Mullica Township Middle School,Public,5-8,500 Elwood Road,Elwood,08217,Atlantic County,Mullica Township School District,2020
325,Dr. Michael Conti School,Public,"PK, KG-8",182 Merseles St,Jersey City,07302,Hudson County,Jersey City Public Schools,2020
326,John P. Holland Charter School,"Public, Charter","PK, KG-8",5 Garret Mountain Plaza,Woodland Park,07424,Passaic County,John P Holland Charter School,2020
327,Heywood Avenue Elementary School,Public,"PK, KG-7",421 Heywood Ave,Orange,07050,Essex County,ORANGE BOARD OF EDUCATION School District,2020
328,Von E. Mauger Middle School,Public,6-8,Fisher Avenue,Middlesex,08846,Middlesex County,Middlesex Borough School District,2020
329,Quibbletown Middle School,Public,6-8,99 Academy Street,Piscataway,08854,Middlesex County,Piscataway Township School District,2020
330,Woodrow Wilson Community School,Public,"PK, KG-8",101 West 56th Street,Bayonne,07002,Hudson County,Bayonne School District,2020
331,Frelinghuysen Middle School,Public,6-8,West Hanover Avenue,Morristown,07960,Morris County,Morris School District,2020
332,Pennsville Middle School,Public,6-8,4 William Penn Avenue,Pennsville,08070,Salem County,Pennsville School District,2020
333,Toms River Intermediate School East,Public,6-8,1519 Hooper Avenue,Toms River,08753,Ocean County,Toms River Regional School District,2020
334,Clementon Elementary School,Public,"PK, KG-8",4 Audubon Ave,Clementon,08021,Camden County,Clementon Elementary School District,2020
335,Maria Varisco Rogers Charter School,"Public, Charter",K-8,233 Woodside Ave,Newark,07104,Essex County,Maria L. Varisco-Rogers Charter School,2020
336,Forest Street Community Elementary School,Public,"PK, KG-7",651 Forest St,Orange,07050,Essex County,ORANGE BOARD OF EDUCATION School District,2020
337,Passaic Gifted and Talented Academy School No. 20,Public,2-8,19 Henry Street,Passaic,07055,Passaic County,Passaic City School District,2020
338,Melvin H. Kreps Middle School,Public,6-8,5 Kent Lane,East Windsor,08520,Mercer County,East Windsor Regional School District,2020
339,Thomas Jefferson Middle School,Public,6-8,75 First Street,Lodi,07644,Bergen County,Lodi School District,2020
340,Discovery Charter School,"Public, Charter",4-8,240 Halsey St,Newark,07102,Essex County,Discovery Charter School,2020
341,Pittsgrove Township Middle School,Public,5-8,1082 Almond Road,Pittsgrove,08318,Salem County,Pittsgrove Township School District,2020
342,Avenel Middle School,Public,6-8,Woodbine Avenue,Avenel,07001,Middlesex County,Woodbridge Township School District,2020
343,Toms River Intermediate School North,Public,6-8,150 Intermediate North Way,Toms River,08753,Ocean County,Toms River Regional School District,2020
344,Walter F. Robinson Community School,Public,"PK, KG-8",95 West 31st Street,Bayonne,07002,Hudson County,Bayonne School District,2020
345,Pine Hill Middle School,Public,6-8,1100 Turnerville Road,Pine Hill,08021,Camden County,Pine Hill School District,2020
346,Spotswood Memorial Middle School,Public,6-8,115 Summerhill Road,Spotswood,08884,Middlesex County,Spotswood Public School District,2020
347,Fords Middle School,Public,6-8,Fanning Street,Fords,08863,Middlesex County,Woodbridge Township School District,2020
348,Fernwood Avenue Middle School,Public,6-8,4034 Fernwood Avenue,Egg Harbor Township,08234,Atlantic County,Egg Harbor Township School District,2020
349,Victor Mravlag School No. 21,Public,"PK, KG-8",132 Shelley Avenue,Elizabeth,07208,Union County,Elizabeth Public Schools,2020
350,Alder Avenue Middle School,Public,6-8,25 Alder Avenue,Egg Harbor Township,08234,Atlantic County,Egg Harbor Township School District,2020
351,Crest Memorial School,Public,"PK, KG-8",9100 Pacific Ave,Wildwood Crest,08260,Cape May County,Wildwood Crest Borough School District,2020
352,Benjamin Franklin Middle School,Public,5-8,1315 Taft Road,Teaneck,07666,Bergen County,Teaneck School District,2020
353,New Hanover Township School,Public,"PK, KG-8",122 Fort Dix Street,Wrightstown,08562,Burlington County,New Hanover Township,2020
354,Robert Fulton Elementary School,Public,1-8,7407 Hudson Ave,North Bergen,07047,Hudson County,North Bergen School District,2020
355,Nehaunsey Middle School,Public,6-8,415 Swedesboro Road,Gibbstown,08027,Gloucester County,Greenwich Township School District,2020
356,Hopatcong Middle School,Public,4-7,1 David Road,Hopatcong,07843,Sussex County,Hopatcong Borough School District,2020
357,Richmond Avenue School,Public,"PK, KG-8",4115 Ventnor Avenue,Atlantic City,08401,Atlantic County,Atlantic City School District,2020
358,Magnolia,Public,"PK, KG-8",420 North Warwick Rd,Magnolia,08049,Camden County,Magnolia School District,2020
359,Glen Landing Middle School,Public,6-8,85 Little Gloucester Road,Blackwood,08012,Camden County,Gloucester Township Public Schools,2020
360,Woodland Middle School,Public,5-8,1 School Lane,Barrington,08007,Camden County,Barrington School District,2020
361,Gibbsboro Elementary School,Public,"PK, KG-8",37 Kirkwood Rd,Gibbsboro,08026,Camden County,Gibbsboro Elementary School District,2020
362,Winslow Township Middle School,Public,7-8,30 Cooper Folly Road,Atco,08004,Camden County,Winslow Township School District,2020
363,Bradley Beach Elementary School,Public,"PK, KG-8",515 Brinley Avenue,Bradley Beach,07720,Monmouth County,Bradley Beach School District,2020
364,Chatsworth Elementary School,Public,"PK, KG-8",2 John Bowker Jr. Blvd,Chatsworth,08019,Burlington County,Woodland Township School District,2020
365,Great Oaks Legacy Charter School,"Public, Charter, Alternative","PK, KG-12",909 Broad Street,Newark,07102,Essex County,Great Oaks Legacy Charter School,2020
