rank,school,grades,district,students,free_lunch_rec,total_exp,score,year
264,Audubon Junior/Senior High School,12-Jul,Audubon Public School District,856,25.80%,"$13,420 ",32.2,2017
265,Gloucester City High School,12-Sep,Gloucester City Public School District,777,68.10%,"$11,344 ",31.9,2017
266,Cape May County Technical High School,12-Sep,Cape May County Technical High School District,607,29.20%,"$17,443 ",31.8,2017
267,Essex County West Caldwell Technical,12-Sep,Essex County Schools of Technology,287,78.70%,"$13,110 ",31.3,2017
268,Burlington Township High School,12-Sep,Burlington Township School District,"1,283",21.70%,"$10,621 ",31.2,2017
269,Burlington County Institute of Technology - Medford,12-Sep,Burlington County Institute of Technology School District,787,37.20%,"$10,255 ",31.1,2017
270,Arthur L. Johnson High School,12-Sep,Clark Township Public School District,727,6.60%,"$13,478 ",30.8,2017
271,Jackson Liberty High School,12-Sep,Jackson Township School District,"1,295",28.80%,"$8,996 ",30.3,2017
272,Delran High School,12-Sep,Delran Township School District,895,19.80%,"$12,467 ",30.3,2017
273,The Barack Obama Green Charter High School,12-Sep,The Barack Obama Green Charter High School District,224,86.60%,"$9,321 ",30.3,2017
274,Timber Creek Regional High School,12-Sep,Black Horse Pike Regional School District,"1,254",26.40%,"$10,893 ",30.1,2017
275,Clayton High School,12-Sep,Clayton Public School District,411,51.80%,"$8,878 ",30,2017
276,Burlington City High School,12-Jul,Burlington City Public School District,690,57.20%,"$20,674 ",30,2017
277,Palisades Park Junior-Senior High School,12-Jul,Palisades Park School District,664,42.50%,"$14,384 ",29.6,2017
278,Memorial High School,12-Sep,West New York School District,"1,939",79.00%,"$10,146 ",29.6,2017
279,Morristown High School,12-Sep,Morris School District,"1,828",26.50%,"$10,700 ",29.6,2017
280,Sterling High School,12-Sep,Sterling Regional School District,950,35.50%,"$12,772 ",29.5,2017
281,Willliamstown High School,12-Sep,Monroe Township Public School District,"1,858",34.60%,"$6,210 ",29.5,2017
282,William L Dickinson High School,12-Sep,Jersey City Public Schools,"1,843",77.70%,"$11,534 ",29.4,2017
283,Rosa L. Parks School of Fine and Performing Arts,12-Sep,Paterson Public School District,278,65.80%,"$17,357 ",29.4,2017
284,Buena Regional High School,12-Sep,Buena Regional School District,614,51.50%,"$10,941 ",29.4,2017
285,Union High School,12-Sep,Township of Union School District,"2,218",40.70%,"$8,460 ",29.3,2017
286,Middlesex County Vocational School East Brunswick,12-Sep,Middlesex County Vocational and Technical School District,420,36.90%,"$10,118 ",29.1,2017
287,Linden High School,12-Sep,Linden Public School District,"1,689",54.50%,"$8,990 ",28.8,2017
288,Triton Regional High School,12-Sep,Black Horse Pike Regional School District,"1,132",27.70%,"$10,893 ",28.8,2017
289,South Amboy Middle/High School,12-Jun,South Amboy School District,508,42.50%,"$10,459 ",28.6,2017
290,Colonia High School,12-Sep,Woodbridge Township School District,"1,359",33.00%,"$9,148 ",28.2,2017
291,Hopatcong High School,12-Aug,Hopatcong Borough School District,458,30.60%,"$13,636 ",28.1,2017
292,University High School,12-Jul,Newark Public School District,567,76.20%,"$12,448 ",28.1,2017
293,American History High School,12-Sep,Newark Public School District,451,77.20%,"$11,890 ",28,2017
294,Camden County Technical School-Pennsauken,12-Sep,Camden County Technical School District,729,85.70%,"$15,466 ",28,2017
295,Arthur P. Schalick High School,12-Sep,Pittsgrove Township School District,564,31.20%,"$9,266 ",27.6,2017
296,Passaic County-Manchester Regional High School,12-Sep,Passaic County Manchester Regional High School District,857,70.00%,"$13,765 ",27.5,2017
297,Middlesex County Vocational School Perth Amboy,12-Sep,Middlesex County Vocational and Technical School District,292,70.50%,"$11,074 ",27.5,2017
298,Hamilton North - Nottingham,12-Sep,Hamilton Township Public School District,"1,282",53.00%,"$10,323 ",27.5,2017
299,Chartertech High School for the Performing Arts,12-Sep,Chartertech High School for the Performing Arts,329,65.00%,"$12,908 ",27.3,2017
300,Hoboken Charter School,K-12,Hoboken Charter School,298,28.90%,"$10,740 ",27.2,2017
301,Ewing High School,12-Sep,Ewing Township School District,"1,126",41.70%,"$14,002 ",27,2017
302,Middlesex County Vocational School Piscataway,12-Sep,Middlesex County Vocational and Technical School District,368,70.90%,"$10,965 ",26.7,2017
303,Hoboken High School,12-Sep,Hoboken Public School District,416,67.50%,"$19,451 ",26.7,2017
304,Keyport High School,12-Sep,Keyport School District,362,50.80%,"$12,714 ",26.6,2017
305,North Plainfield High School,12-Sep,North Plainfield School District,969,64.40%,"$11,138 ",26.4,2017
306,Cumberland Regional High School,12-Sep,Cumberland Regional School District,"1,206",49.60%,"$13,040 ",26.3,2017
307,Bound Brook High School,12-Sep,Bound Brook School District,606,62.00%,"$9,392 ",26.2,2017
308,Lincoln High School,12-Sep,Jersey City Public Schools,755,72.20%,"$14,645 ",26,2017
309,Long Branch High School,12-Sep,LONG BRANCH PUBLIC SCHOOL District,"1,435",70.30%,"$11,214 ",25.6,2017
310,Leap Academy University Charter School,K-12,LEAP Academy University Charter School,"1,554",7.80%,"$10,261 ",25.5,2017
311,Kearny High School,12-Sep,Kearny,"1,759",48.20%,"$9,102 ",25.5,2017
312,Millville Senior High School,12-Sep,Millville School District,"1,126",50.10%,"$11,361 ",25.4,2017
313,Orange High School,12-Sep,ORANGE BOARD OF EDUCATION School District,857,44.70%,"$11,681 ",25.3,2017
314,Belleville High School,12-Sep,Belleville Public School District,"1,395",57.60%,,25.3,2017
315,James J Ferris High School,12-Sep,Jersey City Public Schools,"1,268",70.50%,"$14,071 ",24.9,2017
316,North Bergen High School,12-Sep,North Bergen School District,"2,452",68.90%,"$6,811 ",24.4,2017
317,Palmyra High School,12-Sep,Palmyra Public School District,396,43.70%,"$10,185 ",24.1,2017
318,Academy for Urban Leadership Charter School,12-Jul,Academy for Urban Leadership Charter School,497,81.90%,"$11,684 ",24,2017
319,Hillside High School,12-Sep,Hillside Public School District,896,62.80%,"$7,219 ",23.9,2017
320,Oakcrest High School,12-Sep,Greater Egg Harbor Regional High School District,988,58.00%,"$10,231 ",23.6,2017
321,Dr. Charles E. Brimm Medical Arts High School,12-Sep,Camden City School District,193,53.90%,"$20,795 ",23.6,2017
322,Perth Amboy High School,12-Sep,Perth Amboy Public School District,"2,139",88.90%,"$14,528 ",23.6,2017
323,Highland Regional High School,12-Sep,Black Horse Pike Regional School District,"1,286",34.80%,"$10,548 ",23.5,2017
324,International High School,12-Sep,Paterson Public School District,477,69.20%,"$10,505 ",23.5,2017
325,Woodbury Junior-Senior High School,12-Jun,Woodbury City Public School District,723,63.90%,"$15,502 ",23.4,2017
326,Gateway Regional High School,12-Jul,Gateway Regional High School District,951,32.60%,"$16,391 ",23.3,2017
327,Glassboro High School,12-Sep,Glassboro School District,533,48.60%,,22.5,2017
328,New Brunswick High School,12-Sep,New Brunswick School District,"1,968",47.80%,"$8,526 ",22.3,2017
329,Harrison High School,12-Sep,Harrison Public Schools,709,82.40%,"$13,368 ",22.1,2017
330,Atlantic City High School,12-Sep,Atlantic City School District,"1,861",68.20%,"$12,812 ",22,2017
331,Vineland Senior High School,12-Sep,Vineland Public School District,"2,625",60.20%,"$13,928 ",22,2017
332,Winslow Township High School,12-Sep,Winslow Township School District,"1,341",48.70%,"$11,524 ",21.9,2017
333,Woodbridge High School,12-Sep,Woodbridge Township School District,"1,505",42.50%,"$8,691 ",21.9,2017
334,Neptune High School,12-Sep,Neptune Township School District,"1,407",48.60%,"$11,210 ",21.8,2017
335,Wildwood High School,12-Sep,Wildwood City School District,231,69.70%,"$20,579 ",21.2,2017
336,Deptford Township High School,12-Sep,Deptford Township Public School District,"1,117",41.00%,"$8,367 ",21,2017
337,Middle Township High School,12-Sep,Middle Township Public School District,801,38.50%,"$14,240 ",20.8,2017
338,Lakewood High School,12-Sep,Lakewood Township School District,"1,202",53.70%,"$15,563 ",20.7,2017
339,Abraham Clark High School,12-Sep,Roselle Public School District,678,68.30%,"$13,218 ",20.5,2017
340,Ocean County Vocational Technical School Waretown Center,12-Sep,Ocean County Vocational Technical School District,51,19.60%,"$15,878 ",20.3,2017
341,Hamilton West-Watson,12-Sep,Hamilton Township Public School District,"1,244",42.60%,"$9,849 ",20.3,2017
342,Warren County Vocational Technical School,12-Sep,Warren County Vocational Technical School,456,30.70%,"$13,543 ",20.1,2017
343,Pennsville Memorial High School,12-Sep,Pennsville School District,457,31.50%,"$16,929 ",20,2017
344,Marion P. Thomas Charter School,"PK, KG-12",Marion P. Thomas Charter School,"1,338",89.60%,"$8,798 ",20,2017
345,Henry Snyder High School,12-Sep,Jersey City Public Schools,781,74.40%,"$12,551 ",19.8,2017
346,Peoples Preparatory Charter School,12-Sep,Peoples Preparatory Charter School District,0,,,19.8,2017
347,Pennsauken High School,12-Sep,Pennsauken Township Board of Education School District,"1,324",64.70%,"$10,909 ",19.7,2017
348,David Brearley Middle/High School,12-Jul,Kenilworth School District,738,29.00%,"$8,540 ",19.4,2017
349,Rahway High School,12-Sep,Rahway Public School District,"1,118",36.00%,"$15,697 ",18.9,2017
350,Garfield High School,12-Sep,Garfield Public School District,"1,022",67.50%,"$13,326 ",18.9,2017
351,University Academy Charter High School,12-Sep,University Academy Charter High School,428,72.90%,"$12,934 ",18.8,2017
352,Salem High School,12-Sep,Salem City School District,329,54.70%,"$16,851 ",18.6,2017
353,Overbrook Senior High School,12-Sep,Pine Hill School District,688,52.00%,"$9,846 ",18.4,2017
354,Paterson Charter School for Science/Technology,K-12,Paterson Charter School for Science and Technology,"1,068",85.20%,"$9,624 ",17.9,2017
355,Lindenwold High School,12-Sep,Lindenwold Public School District,587,78.90%,"$11,384 ",17.8,2017
356,Creative Arts High School,12-Sep,Camden City School District,346,57.80%,"$23,954 ",17.7,2017
357,Passaic High School No. 12,12-Sep,Passaic City School District,"3,187",99.80%,"$10,541 ",17.5,2017
358,Irvington High School,12-Sep,Irvington Public School District,"1,234",78.80%,"$11,803 ",17.5,2017
359,Cherry Hill High School West,12-Sep,Cherry Hill School District,"1,342",29.70%,"$9,892 ",17.4,2017
360,Paulo Freire Charter School,12-Sep,Paulo Freire Charter School,267,54.30%,,17.3,2017
361,Manchester Township High School,12-Sep,Manchester Township School District,"1,022",34.10%,"$14,584 ",17.2,2017
362,Memorial High School,12-Sep,Millville School District,636,61.90%,"$8,645 ",17,2017
363,Pemberton Township High School,12-Sep,Pemberton Township School District,"1,013",39.50%,"$17,593 ",16.8,2017
364,Thomas Jefferson Arts Academy,12-Sep,Elizabeth Public Schools,"1,079",81.90%,"$11,734 ",16.3,2017
365,Newark Early College High School,12-Jul,Newark Public School District,419,64.20%,,16.2,2017
366,East Side High School,12-Sep,Newark Public School District,"2,074",64.70%,"$9,351 ",16,2017
367,Trenton Central High School - Main Campus,12-Oct,Trenton Public School District,"1,580",82.80%,"$11,800 ",15.1,2017
368,Bridgeton High School,12-Sep,Bridgeton City School District,"1,326",49.10%,"$14,944 ",15.1,2017
369,Eagle Academy for Young Men of Newark,12-Jun,Newark Public School District,158,71.50%,"$13,274 ",14,2017
370,Asbury Park High School,12-Jul,Asbury Park School District,358,84.40%,"$21,907 ",14,2017
371,Bergen County Technical High School - Paramus,12-Sep,Bergen County Vocational Technical School District,13,23.10%,"$15,623 ",13.9,2017
372,John E. Dwyer Technology Academy,12-Sep,Elizabeth Public Schools,"1,289",84.30%,"$10,732 ",13.9,2017
373,School of Earth and Space Science,12-Sep,Paterson Public School District,207,69.60%,"$14,806 ",13.8,2017
374,Central High School,12-Sep,Newark Public School District,934,80.50%,"$16,638 ",13.2,2017
375,Admiral William F. Halsey Junior Health & Public Safety Academy,12-Sep,Elizabeth Public Schools,"1,112",89.40%,"$11,135 ",12.9,2017
376,Keansburg High School,12-Sep,Keansburg School District,384,74.20%,"$15,844 ",12.8,2017
377,Pleasantville High School,12-Sep,Pleasantville Public School District,776,89.90%,"$16,528 ",12.8,2017
378,Academy Charter High School,12-Sep,Academy Charter High School,176,86.90%,"$14,358 ",12.6,2017
379,Riverside High School,12-Sep,Riverside Township School District,421,49.20%,"$14,147 ",12.6,2017
380,Weequahic High School,12-Sep,Newark Public School District,282,74.80%,"$14,342 ",12.6,2017
381,East Orange Campus High School,12-Sep,East Orange School District,"1,503",56.20%,"$11,351 ",12.4,2017
382,Barringer High School,12-Sep,Newark Public School District,573,70.90%,"$5,862 ",11.9,2017
383,Thomas A. Edison Career and Technical Academy,12-Sep,Elizabeth Public Schools,718,90.10%,"$10,744 ",11.8,2017
384,Camden High School,12-Sep,Camden City School District,568,65.00%,"$31,060 ",11.7,2017
385,Plainfield High School,12-Sep,Plainfield Public School District,"1,716",73.00%,"$10,696 ",11.6,2017
386,Newark Prep Charter School,12-Sep,Newark Prep Charter School,429,100.00%,,11.6,2017
387,Penns Grove High School,12-Sep,Penns Grove-Carneys Point Regional School District,482,71.80%,"$12,770 ",11.4,2017
388,Paulsboro High School,12-Sep,Paulsboro School District,331,84.00%,"$10,884 ",11.3,2017
389,Daylight/Twilight High School,12-Jun,Trenton Public School District,417,71.70%,"$13,864 ",10.9,2017
390,Malcolm X Shabazz High School,12-Sep,Newark Public School District,466,67.60%,"$16,251 ",10.6,2017
391,Willingboro High School,12-Sep,Willingboro Public School District,744,63.60%,"$19,173 ",10.4,2017
392,John F. Kennedy High School,12-Sep,Paterson Public School District,540,65.70%,"$11,588 ",10.3,2017
393,Woodrow Wilson High School,12-Sep,Camden City School District,824,61.20%,"$20,818 ",10.2,2017
394,Camden Big Picture Learning Academy,12-Sep,Camden City School District,309,69.30%,"$25,730 ",10.1,2017
395,Middlesex County Vocational School East Bruns. School of Career Develop,12-Sep,Middlesex County Vocational and Technical School District,285,41.80%,"$10,558 ",9.2,2017
396,Alternative High School,12-Jun,Paterson Public School District,179,67.00%,"$15,582 ",6.8,2017
