rank,school,type,grades,address,city,zip,county,district,year
135,Riverton School District,Public,"PK, KG-8",600 Fifth Street,Riverton,08077,Burlington County,Riverton School District,2019
136,Haskell Elementary School,Public,"PK, KG-8",973 Ringwood Avenue,Haskell,07420,Passaic County,Wanaque School District,2019
137,Medford Memorial Middle School,Public,7-8,55 Mill Street,Medford,08055,Burlington County,Medford Township School District,2019
138,Stow Creek Township School,Public,"PK, KG-8",11 Gum Tree Corner Road,Bridgeton,08323,Cumberland County,Stow Creek Township School District,2019
139,Logan Middle School,Public,5-8,110 School Lane,Logan Township,08085,Gloucester County,Logan Township School District,2019
140,Pond Road Middle School,Public,5-8,150 Pond Road,Robbinsville,08691,Mercer County,Robbinsville Public Schools,2019
141,Green Brook Middle School,Public,5-8,132 Jefferson Avenue,Green Brook,08812,Somerset County,Green Brook Township Public School District,2019
142,Princeton Middle School,Public,6-8,217 Walnut Lane,Princeton,08540,Mercer County,Princeton Public School District,2019
143,Franklin Avenue Middle School,Public,6-8,755 Franklin Avenue,Franklin Lakes,07417,Bergen County,Franklin Lakes School District,2019
144,Valley Middle School,Public,6-8,71 Oak St,Oakland,07436,Bergen County,Oakland Public School District,2019
145,Leonia Middle School,Public,5-8,500 Broad Avenue,Leonia,07605,Bergen County,Leonia Public School District,2019
146,Emerson Junior Senior High,Public,7-12,131 Main Street,Emerson,07630,Bergen County,Emerson Public School District,2019
147,Spring Lake Heights Elementary School,Public,"PK, KG-8",1110 Highway 71,Spring Lake,07762,Monmouth County,Spring Lake Heights School District,2019
148,Dwight D. Eisenhower School,Public,6-8,279 Burlington Road,Freehold,07728,Monmouth County,Freehold Township School District,2019
149,John H. Walker Middle School,Public,7-8,325 Franklin Ave,Nutley,07110,Essex County,Nutley Public School District,2019
150,North Star Academy Charter School,"Public, Charter, Alternative",K-12,10 Washington Place,Newark,07102,Essex County,North Star Academy Charter School,2019
151,Slocum Skewes School,"Public, Alternative",2-9,650 Prospect Ave,Ridgefield,07657,Bergen County,Ridgefield School District,2019
152,Frenchtown Elementary,Public,"PK, KG-8",902 Harrison St,Frenchtown,08825,Hunterdon County,Frenchtown Borough School District,2019
153,Richard Butler School,Public,5-8,30 Pearl Place,Butler,07405,Morris County,Butler Public School District,2019
154,East Brook Middle School,Public,5-8,190 Spring Valley Road,Paramus,07652,Bergen County,Paramus Public School District,2019
155,Wall Intermediate School,Public,6-8,2801 Allaire Road,Wall,07719,Monmouth County,Wall Township Public School District,2019
156,Bridgewater-Raritan Middle School,Public,7-8,128 Merriwood Road,Bridgewater,08807,Somerset County,Bridgewater-Raritan Regional School District,2019
157,Holland Township Elementary School,Public,"PK, KG-8",710 Milford  Warren Glen Road,Milford,08848,Hunterdon County,Holland Township School District,2019
158,Montgomery Upper Middle School,Public,7-8,375 Burnt Hill Road,Skillman,08558,Somerset County,Montgomery Township School District,2019
159,Lakeside School,Public,6-8,316 Lakeside Avenue,Pompton Lakes,07442,Passaic County,Pompton Lakes School District,2019
160,Memorial Middle School,Public,6-8,Laura Herbert Dr,Point Pleasant Beach,08742,Ocean County,Point Pleasant Borough School District,2019
161,Monroe Township Middle School,Public,6-8,1629 Perrineville Road,Monroe Township,08831,Middlesex County,Monroe Township School District,2019
162,The Gray Charter School,"Public, Charter",K-8,55 Liberty Street,Newark,07102,Essex County,Gray Charter School,2019
163,Memorial Junior School,Public,6-8,61 Highland Avenue,Whippany,07981,Morris County,Hanover Township School District,2019
164,Bernardsville Middle School,Public,5-8,141 Seney Drive,Bernardsville,07924,Somerset County,Somerset Hills Regional School District,2019
165,Classical Academy Charter School of Clifton,"Public, Charter",6-8,1255 Main Avenue,Clifton,07011,Passaic County,Classical Academy Charter School of Clifton,2019
166,Crossroads South Middle School,Public,6-8,195 Major Road,Monmouth Junction,08852,Middlesex County,South Brunswick School District,2019
167,Henry C. Beck Middle School,Public,6-8,950 Cropwell Rd.,Cherry Hill,08003,Camden County,Cherry Hill School District,2019
168,Park Ridge High School,Public,7-12,2 Park Ave,Park Ridge,07656,Bergen County,Park Ridge School District,2019
169,Union Township Middle School,Public,5-8,165 Perryville Road,Hampton,08827,Hunterdon County,Union Township School District,2019
170,Southampton Township School #3,Public,6-8,100 Warrior Way,Southampton,08088,Burlington County,Southampton Township School District,2019
171,Clifton T. Barkalow School,Public,6-8,498 Stillwells Corner Road,Freehold,07728,Monmouth County,Freehold Township School District,2019
172,Alexander Hamilton Academy,Public,K-8,11  27 16th Avenue,Paterson,07501,Passaic County,Paterson Public School District,2019
173,Timberlane Middle School,Public,6-8,51 S  Timberlane Drive,Pennington,08534,Mercer County,Hopewell Valley Regional School District,2019
174,Crossroads North Middle School,Public,6-8,635 Georges Road,Monmouth Junction,08852,Middlesex County,South Brunswick School District,2019
175,Central Middle School,Public,6-8,1620 Route 46,Parsippany,07054,Morris County,Parsippany-Troy Hills Township School District,2019
176,Carl H. Kumpf School,Public,6-8,59 Mildred Terrace,Clark,07066,Union County,Clark Township Public School District,2019
177,Westwood Regional Middle School,Public,6-8,23 Third Avenue,Westwood,07675,Bergen County,Westwood Regional School District,2019
178,Honiss Elementary/Middle School,Public,K-8,31 Depew St,Dumont,07628,Bergen County,Dumont Public School District,2019
179,Haddon Heights Junior/Senior High School,Public,7-12,301 Second Avenue,Haddon Heights,08035,Camden County,HADDON HEIGHTS School District,2019
180,Memorial Middle School,Public,5-8,500 Ridge Road,Cedar Grove,07009,Essex County,Cedar Grove Township School District,2019
181,East Hanover Middle School,Public,6-8,477 Ridgedale Avenue,East Hanover,07936,Morris County,East Hanover Township School District,2019
182,Selzer Elementary/Middle School,Public,"PK, KG-8",435 Prospect Ave,Dumont,07628,Bergen County,Dumont Public School District,2019
183,David E. Owens Middle School,Public,6-8,470 Marion Avenue,New Milford,07646,Bergen County,New Milford Public School District,2019
184,Weymouth Township Elementary School,Public,"PK, KG-8",1202 Eleventh Avenue,Dorothy,08317,Atlantic County,Weymouth Township School District,2019
185,Voorhees Middle School,Public,6-8,1000 Holly Oak Dr,Voorhees,08043,Camden County,Voorhees Township School District,2019
186,Hope Township School,Public,"PK, KG-8",320 Johnsonburg Road,Hope,07844,Warren County,Hope Township School District,2019
187,Hasbrouck Heights Middle School,Public,6-8,365 Boulevard,Hasbrouck Heights,07604,Bergen County,Hasbrouck Heights School District,2019
188,Elsinboro Township School,Public,K-8,631 Salem  Fort Elfsborg Road,Salem,08079,Salem County,Elsinboro Township School District,2019
189,Eisenhower Middle School,Public,7-8,47 Eyland Avenue,Succasunna,07876,Morris County,Roxbury Township School District,2019
190,Great Meadows Regional Middle School,Public,4-8,273 Route 46,Great Meadows,07838,Warren County,Great Meadows Regional School District,2019
191,Park Elementary School,Public,"PK, KG-8",120 Manchester Place,Newark,07104,Essex County,Newark Public School District,2019
192,Memorial School,Public,"PK, KG-8",Memorial School,South Hackensack,07606,Bergen County,South Hackensack School District,2019
193,Woodglen School,Public,5-8,70 Bunnvale Road,Califon,07830,Hunterdon County,Lebanon Township School District,2019
194,Discovery Charter School,"Public, Charter",4-8,240 Halsey St,Newark,07102,Essex County,Discovery Charter School,2019
195,Frank Antonides School,Public,5-8,135 Locust Avenue,West Long Branch,07764,Monmouth County,West Long Branch School District,2019
196,Manasquan Elementary School,Public,"PK, KG-8",168 Broad Street,Manasquan,08736,Monmouth County,Manasquan School District,2019
197,First Avenue School,Public,"PK, KG-8",214 First Ave,Newark,07107,Essex County,Newark Public School District,2019
198,Millstone Township Middle School,Public,6-8,5 Dawson Court,Millstone Township,08535,Monmouth County,Millstone Township School District,2019
199,Tinton Falls Middle School,Public,6-8,674 Tinton Avenue,Tinton Falls,07724,Monmouth County,Tinton Falls School District,2019
200,Memorial Middle School,Public,5-8,12 - 00 First Street,Fair Lawn,07410,Bergen County,Fair Lawn Public School District,2019
201,Clinton Public School,Public,"PK, KG-8",10 School Street,Clinton,08809,Hunterdon County,Clinton-Glen Gardner School District,2019
202,Red Bank Charter School,"Public, Charter","PK, KG-8",58 Oakland Street,Red Bank,07701,Monmouth County,Red Bank Charter School,2019
203,Mount Arlington Public School,Public,3-8,235 Howard Boulevard,Mount Arlington,07856,Morris County,Mount Arlington Public School District,2019
204,Union School,Public,7-8,359 Union Ave,Rutherford,07070,Bergen County,Rutherford School District,2019
205,Kingwood Township School,Public,"PK, KG-8",880 County Road 519,Frenchtown,08825,Hunterdon County,Kingwood Township School District,2019
206,South Orange Middle School,Public,6-8,70 North Ridgewood Road,South Orange,07079,Essex County,South Orange-Maplewood School District,2019
207,John Hill School,Public,3-8,435 Lathrop Avenue,Boonton,07005,Morris County,Boonton Town Public School District,2019
208,Readington Middle School,Public,6-8,48 Readington Rd,Whitehouse Station,08889,Hunterdon County,Readington Township School District,2019
209,Midland Park Junior/Senior High School,Public,7-12,250 Prospect St,Midland Park,07432,Bergen County,Midland Park School District,2019
210,High Mountain School,Public,5-8,515 High Mountain Road,North Haledon,07508,Passaic County,North Haledon School District,2019
211,West Brook Middle School,Public,5-8,560 Roosevelt Boulevard,Paramus,07652,Bergen County,Paramus Public School District,2019
212,Long Pond School,Public,5-8,707 Limecrest Rd,Newton,07860,Sussex County,Andover Regional School District,2019
213,Hillside Avenue School,Public,K-8,125 Hillside Avenue,Cranford,07016,Union County,Cranford Public School District,2019
214,Robert L. Craig School,Public,"PK, KG-8",20 West Park Street,Moonachie,07074,Bergen County,Moonachie School District,2019
215,Hardyston Township Middle School,Public,5-8,183 Wheatsworth Road,Hamburg,07419,Sussex County,Hardyston Township School District,2019
216,Berlin Community School,Public,"PK, KG-8",215 S Franklin Ave,Berlin,08009,Camden County,Berlin Borough School District,2019
217,Martin J. Ryerson School,Public,6-8,130 Valley Road,Ringwood,07456,Passaic County,Ringwood School District,2019
218,Johnstone Elementary School,Public,5-8,165 S  Brewster Rd,Vineland,08361,Cumberland County,Vineland Public School District,2019
219,The Queen City Academy Charter School,"Public, Charter, Alternative",K-12,815 West Seventh Street,Plainfield,07063,Union County,The Queen City Academy Charter School District,2019
220,Stonebridge Middle School,Public,5-8,1252 Yardville-Allentown Road,Allentown,08501,Monmouth County,Upper Freehold Regional School District,2019
221,Randolph Middle School,Public,6-8,507 Millbrook Avenue,Randolph,07869,Morris County,Randolph Township School District,2019
222,Hainesport Township School,Public,"PK, KG-8",211 Broad Street,Hainesport,08036,Burlington County,Hainesport Township School District,2019
223,Terence C. Reilly School No 7,Public,2-8,436 First Avenue,Elizabeth,07206,Union County,Elizabeth Public Schools,2019
224,Learning Community Charter School,"Public, Charter","PK, KG-8",2495 John F Kennedy Blvd,Jersey City,07304,Hudson County,The Learning Community Charter School,2019
225,Alfred Zampella School,Public,"PK, KG-8",201 North St,Jersey City,07307,Hudson County,Jersey City Public Schools,2019
226,Lower Alloways Creek Elementary School,Public,"PK, KG-8",967 Main St Canton,Salem,08079,Salem County,The Lower Alloways Creek School District,2019
227,Ventnor Middle School,Public,5-8,400 N  Lafayette Avenue,Ventnor City,08406,Atlantic County,Ventnor City School District,2019
228,Kingsway Regional Middle School,Public,7-8,203 Kings Highway,Woolwich Twp,08085,Gloucester County,Kingsway Regional School District,2019
229,New Hanover Township School,Public,"PK, KG-8",122 Fort Dix Street,Wrightstown,08562,Burlington County,New Hanover Township,2019
230,Oldmans Township School,Public,"PK, KG-8",10 Freed Road,Pedricktown,08067,Salem County,Oldmans Township School District,2019
231,Avalon Elementary School,Public,5-8,235 32nd Street,Avalon,08202,Cape May County,Avalon School District,2019
232,Howell Township Middle School South,Public,6-8,220 Ramtown-Greenville Road,Howell,07731,Monmouth County,Howell Township Public School District,2019
233,Hackettstown Middle School,Public,5-8,500 Washington Street,Hackettstown,07840,Warren County,Hackettstown Public School District,2019
234,Lawrence Middle School,Public,7-8,2455 Princeton Pike,Lawrenceville,08648,Mercer County,Lawrence Township Public School District,2019
235,Englewood on the Palisades Charter School,"Public, Charter",K-8,65  West Demarest Avenue,Englewood,07631,Bergen County,Englewood on the Palisades Charter School,2019
236,Carl Sandburg Middle School,Public,6-8,3439 Route 516,Old Bridge,08857,Middlesex County,Old Bridge Township School District,2019
237,Byram Intermediate School,Public,5-8,12 Mansfield Drive,Stanhope,07874,Sussex County,Byram Township School District,2019
238,Delsea Regional Middle School,Public,7-8,Fries Mill Rd,Franklinville,08322,Gloucester County,Delsea Regional High School District,2019
239,Passaic Academy for Science and Engineering,Public,6-12,291 Lafayette Avenue,Passaic,07055,Passaic County,Passaic City School District,2019
240,Ocean City Intermediate School,Public,4-8,1901 Bay Avenue,Ocean City,08226,Cape May County,Ocean City School District,2019
241,Thorne Middle School,Public,6-8,70 Murphy Road,Port Monmouth,07758,Monmouth County,Middletown Township Public School District,2019
242,Frances DeMasi Middle School,Public,6-8,199 Evesboro  Medford Rd,Marlton,08053,Burlington County,Evesham Township School District,2019
243,Howell Township Middle School North,Public,6-8,501 Squankum  Yellowbrook Road,Farmingdale,07727,Monmouth County,Howell Township Public School District,2019
244,Marlton Middle,Public,6-8,150 Tomlinson Mill Road,Marlton,08053,Burlington County,Evesham Township School District,2019
245,East Orange STEM Academy High School,Public,6-12,129 Renshaw Avenue,East Orange,07017,Essex County,East Orange School District,2019
246,Morris Goodwin School,Public,"PK, KG-8",839 Ye Greate Street,Greenwich,08323,Cumberland County,Greenwich Township School District,2019
247,Allamuchy Township School,Public,3-8,20 Johnsonburg Road,Allamuchy,07820,Warren County,Allamuchy Township School District,2019
248,Alexandria Middle School,Public,4-8,557 County Rd. 513,Pittstown,08867,Hunterdon County,Alexandria Township School District,2019
249,Copeland Middle School,Public,6-8,100 Lake Shore Drive,Rockaway,07866,Morris County,Rockaway Township School District,2019
250,Midland School #1,Public,"PK, KG-8",300 Rochelle Ave,Rochelle Park,07662,Bergen County,Rochelle Park School District,2019
251,Frelinghuysen Middle School,Public,6-8,West Hanover Avenue,Morristown,07960,Morris County,Morris School District,2019
252,William F. Halloran School No.22,Public,2-8,612 Pulaski Street,Elizabeth,07202,Union County,Elizabeth Public Schools,2019
253,Frankford Township School,Public,"PK, KG-8",4 Pines Road,Branchville,07826,Sussex County,Frankford Township Consolidated School District,2019
254,Walter F. Robinson Community School,Public,"PK, KG-8",95 West 31st Street,Bayonne,07002,Hudson County,Bayonne School District,2019
255,Clearview Regional Middle School,Public,7-8,595 Jefferson Rd,Mullica Hill,08062,Gloucester County,Clearview Regional High School District,2019
256,Ridge and Valley Charter School,"Public, Charter",K-8,1234 State Route 94,Blairstown,07825,Warren County,Ridge and Valley Charter School,2019
257,Buzz Aldrin Middle School,Public,6-8,173 Bellevue Ave,Upper Montclair,07042,Essex County,Montclair Public School District,2019
258,Dover Middle School,Public,7-8,302 East McFarlan Street,Dover,07801,Morris County,Dover Public School District,2019
259,Indian Mills Memorial School,Public,5-8,295 Indian Mills Road,Shamong,08088,Burlington County,Shamong Township School District,2019
260,Northern Burlington County Regional Middle School,Public,7-8,180 Mansfield Road  East,Columbus,08022,Burlington County,Northern Burlington County Regional School District,2019
261,Grover Cleveland Middle School,Public,6-8,36 Academy Rd,Caldwell,07006,Essex County,Caldwell-West School District,2019
262,Saddle Brook Middle/High School,Public,7-12,355 Mayhill Street,Saddle Brook,07663,Bergen County,Saddle Brook School District,2019
263,Delaware Township School,Public,"PK, KG-8",501 Rosemont  Ringoes Road,Sergeantsville,08557,Hunterdon County,Delaware Township School District,2019
264,Iselin Middle School,Public,6-8,900 Woodruff Street,Iselin,08830,Middlesex County,Woodbridge Township School District,2019
265,Bayshore Middle School,Public,6-8,834 Leonardville Road,Leonardo,07737,Monmouth County,Middletown Township Public School District,2019
266,Pace Charter School of Hamilton,"Public, Charter",K-8,1949 Hamilton Avenue,Hamilton,08619,Mercer County,Pace Charter School of Hamilton,2019
267,Jonas Salk Middle School,Public,6-8,155 W Greystone Road,Old Bridge,08857,Middlesex County,Old Bridge Township School District,2019
268,Walter T. Bergen Middle School,Public,5-8,225 Glenwild Avenue,Bloomingdale,07403,Passaic County,Bloomingdale School District,2019
269,Riverdale School,Public,"PK, KG-8",52 Newark Pompton Turnpike,Riverdale,07457,Morris County,Riverdale School District,2019
270,Samuel S. Yellin Elementary School,Public,4-8,111 Warwick Road,Stratford,08084,Camden County,Stratford School District,2019
271,Lincoln,Public,"PK, KG-8",400 Second Avenue,Garwood,07027,Union County,Garwood Boro,2019
272,Lafayette Township School,Public,"PK, KG-8",178 Beaver Run Road,Lafayette,07848,Sussex County,Lafayette Township School District,2019
273,Clementon Elementary School,Public,"PK, KG-8",4 Audubon Ave,Clementon,08021,Camden County,Clementon Elementary School District,2019
274,Maria Varisco Rogers Charter School,"Public, Charter",K-8,233 Woodside Ave,Newark,07104,Essex County,Maria L. Varisco-Rogers Charter School,2019
275,Alfred S. Faust,Public,5-8,100 Uhland Street,East Rutherford,07073,Bergen County,East Rutherford School District,2019
276,Cinnaminson Middle School,Public,6-8,312 N  Forklanding Road,Cinnaminson,08077,Burlington County,Cinnaminson Township School District,2019
277,Philip's Academy Charter School,"Public, Charter","PK, KG-8",342 Central Avenue,Newark,07103,Essex County,Phillip's Academy Charter School,2019
278,Alloway Township School,Public,"PK, KG-8",43 Cedar St,Alloway,08001,Salem County,Alloway Township School District,2019
279,Henry B. Whitehorne Middle School,Public,5-8,600 Bloomfield Ave,Verona,07044,Essex County,Verona Public School District,2019
280,West Deptford Middle School,Public,5-8,675 Grove Rd,West Deptford,08066,Gloucester County,West Deptford Township School District,2019
281,Herbert Hoover Middle School,Public,6-8,174 Jackson Avenue,Edison,08837,Middlesex County,Edison Township School District,2019
282,Macopin Middle School,Public,6-8,70 Highlander Drive,West Milford,07480,Passaic County,West Milford Township Public School District,2019
283,Carl W. Goetz Middle School,Public,6-8,835 Patterson Road,Jackson,08527,Ocean County,Jackson Township School District,2019
284,Thomas Jefferson Middle School,Public,4-8,95 East Main Street,Rockaway,07866,Morris County,Rockaway Borough School District,2019
285,Spotswood Memorial Middle School,Public,6-8,115 Summerhill Road,Spotswood,08884,Middlesex County,Spotswood Public School District,2019
286,Valley Road School,Public,"PK, KG-8",24 Valley Road,Stanhope,07874,Sussex County,Stanhope School District,2019
287,White Township Consolidated School,Public,"PK, KG-8",565 Cr 519,Belvidere,07823,Warren County,White Township Consolidated School District,2019
288,Beverly City School District,Public,"PK, KG-8",601 Bentley Ave,Beverly,08010,Burlington County,Beverly City School District,2019
289,Ann Street School,Public,K-8,30 Ann St,Newark,07105,Essex County,Newark Public School District,2019
290,Franklin Township School,Public,"PK, KG-8",226 Quakertown Road,Quakertown,08868,Hunterdon County,Franklin Township School District,2019
291,Deptford Township Middle School,Public,7-8,890 Bankbridge Rd,Sewell,08080,Gloucester County,Deptford Township Public School District,2019
292,William G. Rohrer Middle School,Public,6-8,101 MacArthur Boulevard,Westmont,08108,Camden County,Haddon Township School District,2019
293,Lake Riviera Middle School,Public,6-8,171 Beaverson Boulevard,Brick,08723,Ocean County,Brick Township Public School District,2019
294,Pittsgrove Township Middle School,Public,5-8,1082 Almond Road,Pittsgrove,08318,Salem County,Pittsgrove Township School District,2019
295,Memorial School,Public,"PK, KG-8",221 Morningside Avenue,Union Beach,07735,Monmouth County,Union Beach Public School District,2019
296,John P. Holland Charter School,"Public, Charter","PK, KG-8",5 Garret Mountain Plaza,Woodland Park,07424,Passaic County,John P Holland Charter School,2019
297,Glen Meadow Middle School,Public,6-8,7 Sammis Road,Vernon,07462,Sussex County,Vernon Township School District,2019
298,School #6/Middle School,Public,5-8,440 Oakdene Ave,Cliffside Park,07010,Bergen County,Cliffside Park School District,2019
299,Joyce Kilmer School,Public,4-8,21 West Church Street,Milltown,08850,Middlesex County,Milltown School District,2019
300,Unity Charter School,"Public, Charter",K-8,1 Evergreen Place,Morristown,07960,Morris County,Unity Charter School,2019
301,Veterans Memorial Middle School,Public,6-8,105 Hendrickson Avenue,Brick,08724,Ocean County,Brick Township Public School District,2019
302,Lewis F. Cole Middle School,Public,5-8,467 Stillwell Avenue,Fort Lee,07024,Bergen County,Fort Lee School District,2019
303,Secaucus Middle School,Public,6-8,11 Mill Ridge Road,Secaucus,07094,Hudson County,Secaucus School District,2019
304,McKinley Elementary School,Public,K-8,3110 Liberty Ave,North Bergen,07047,Hudson County,North Bergen School District,2019
305,Mt Vernon Place School,Public,"PK, KG-8",142 Mount Vernon Pl,Newark,07106,Essex County,Newark Public School District,2019
306,Upper Pittsgrove School,Public,"PK, KG-8",235 Pine Tavern Road,Monroeville,08343,Salem County,UPPER PITTSGROVE Township School District,2019
307,Lopatcong Township Middle School,Public,5-8,321 Stonehenge Drive,Phillipsburg,08865,Warren County,Lopatcong Township School District,2019
308,Conackamack Middle School,Public,6-8,5205 Witherspoon Street,Piscataway,08854,Middlesex County,Piscataway Township School District,2019
309,Dwight D Eisenhower Middle School,Public,4-8,235 Grove Avenue,West Berlin,08091,Camden County,Berlin Township School District,2019
310,Philip G. Vroom Community School,Public,"PK, KG-8",18 West 26th St,Bayonne,07002,Hudson County,Bayonne School District,2019
311,Woodstown Middle School,Public,6-8,15 Lincoln Avenue,Woodstown,08098,Salem County,Woodstown-Pilesgrove Regional School District,2019
312,Bogota Junior/Senior High School,Public,8-12,2 Henry C  Luthin Place,Bogota,07603,Bergen County,Bogota Public School District,2019
313,Horace Mann Elementary School,Public,1-8,1215  83rd Street,North Bergen,07047,Hudson County,North Bergen School District,2019
314,Quinton Township School,Public,"PK, KG-8",8 Robinson Street,Quinton,08072,Salem County,Quinton Township School District,2019
315,Christa McAuliffe School,Public,"PK, KG-8",167 Hancock Ave,Jersey City,07307,Hudson County,Jersey City Public Schools,2019
316,Victor Mravlag School No. 21,Public,"PK, KG-8",132 Shelley Avenue,Elizabeth,07208,Union County,Elizabeth Public Schools,2019
317,Dr. Michael Conti School,Public,"PK, KG-8",182 Merseles St,Jersey City,07302,Hudson County,Jersey City Public Schools,2019
318,Churchill Junior High School,"Public, Alternative",8-9,18 Norton Road,E Brunswick,08816,Middlesex County,East Brunswick Township School District,2019
319,Teaneck Community Charter school,"Public, Charter",K-8,563 Chestnut Avenue,Teaneck,07666,Bergen County,Teaneck Community Charter School,2019
320,Thomas Jefferson Middle School,Public,6-8,450 Division Street,Edison,08817,Middlesex County,Edison Township School District,2019
321,Veterans Middle School,Public,6-8,191 Rutherford Place,North Arlington,07031,Bergen County,North Arlington School District,2019
322,Netcong Elementary School,Public,"PK, KG-8",26 College Road,Netcong,07857,Morris County,Netcong School District,2019
323,Memorial Elementary School,Public,5-8,130 Liberty St,Little Ferry,07643,Bergen County,Little Ferry Public School District,2019
324,Washington Middle School,Public,6-8,One North Fifth Street,Harrison,07029,Hudson County,Harrison Public Schools,2019
325,Bergen Arts and Sciences Charter School,"Public, Charter, Alternative",K-12,200 MacArthur Avenue,Garfield,07026,Bergen County,Bergen Arts and Science Charter School,2019
326,Maplewood Middle School,Public,6-8,7 Burnett St,Maplewood,07040,Essex County,South Orange-Maplewood School District,2019
327,Nehaunsey Middle School,Public,6-8,415 Swedesboro Road,Gibbstown,08027,Gloucester County,Greenwich Township School District,2019
328,Montague Township School,Public,"PK, KG-8",475 Route 206,Montague,07827,Sussex County,Montague Township School District,2019
329,Forest Street Community Elementary School,Public,"PK, KG-7",651 Forest St,Orange,07050,Essex County,ORANGE BOARD OF EDUCATION School District,2019
330,Florence M. Gaudineer Middle School,Public,6-8,75 South Springfield Ave.,Springfield,07081,Union County,Springfield Public School District,2019
331,New Egypt Middle School,Public,6-8,115 Evergreen Road,New Egypt,08533,Ocean County,Plumsted Township School District,2019
332,Robert Morris School,Public,"PK, KG-8",122 Elizabeth Street,South Bound Brook,08880,Somerset County,South Bound Brook Public School District,2019
333,Keyport Central School,Public,"PK, KG-8",335 Broad Street,Keyport,07735,Monmouth County,Keyport School District,2019
334,Charles J. Riley School 9,Public,"PK, KG-8",6 Timothy Street,Paterson,07503,Passaic County,Paterson Public School District,2019
335,Chelsea Heights School,Public,"PK, KG-8",4101  Filbert Avenue,Atlantic City,08401,Atlantic County,Atlantic City School District,2019
336,Lacey Township Middle School,Public,7-8,660 Denton Avenue,Forked River,08731,Ocean County,Lacey Township School District,2019
337,T. E. Harrington Middle School,Public,7-8,514 Mount Laurel Road,Mount Laurel,08054,Burlington County,Mount Laurel Township School District,2019
338,The Village Charter School,"Public, Charter",K-8,101 Sullivan Way,Trenton,08638,Mercer County,The Village Charter School,2019
339,Emerson Middle School,Public,6-8,318 - 18th Street,Union City,07087,Hudson County,Union City School District,2019
340,Franklin Borough School,Public,"PK, KG-8",50 Washington Avenue,Franklin,07416,Sussex County,Franklin Borough School District,2019
341,Bloomfield Middle School,Public,7-8,60 Huck Road,Bloomfield,07003,Essex County,Bloomfield Township School District,2019
342,Mannington Township Elementary School,Public,"PK, KG-8",495 Route 45,Salem,08079,Salem County,Mannington Township School District,2019
343,Roselle Park Middle School,Public,6-8,57 W Grant Ave,Roselle Park,07204,Union County,Roselle Park Public School District,2019
344,Memorial Middle School,Public,7-8,7 Grant Avenue,Eatontown,07724,Monmouth County,Eatontown Public School District,2019
345,South Hunterdon Regional High School,Public,7-12,301 Mt Airy Harbourton Rd,Lambertville,08530,Hunterdon County,South Hunterdon Regional School District,2019
346,Kawameeh Middle School,Public,6-8,490 David Terrace,Union,07083,Union County,Township of Union School District,2019
347,Audubon Junior/Senior High School,Public,7-12,350 Edgewood Avenue,Audubon,08106,Camden County,Audubon Public School District,2019
348,Thomas Jefferson Middle School,Public,5-8,655 Teaneck Rd,Teaneck,07666,Bergen County,Teaneck School District,2019
349,Woodrow Wilson Community School,Public,"PK, KG-8",101 West 56th Street,Bayonne,07002,Hudson County,Bayonne School District,2019
350,Wilson Avenue School,Public,K-8,19 Wilson Ave,Newark,07108,Essex County,Newark Public School District,2019
351,Lincoln Middle School,Public,6-8,230 Hawthorne Avenue,Hawthorne,07506,Passaic County,Hawthorne Public School District,2019
352,Washington Community School #9,Public,"PK, KG-8",191 Avenue B,Bayonne,07002,Hudson County,Bayonne School District,2019
353,Union Hill Middle School,Public,7-8,3800 Hudson Ave,Union City,07087,Hudson County,Union City School District,2019
354,High Bridge Middle School,Public,5-8,50 Thomas St,High Bridge,08829,Hunterdon County,High Bridge Borough School District,2019
355,South Plainfield Middle School,Public,7-8,2201 Plainfield Avenue,South Plainfield,07080,Middlesex County,South Plainfield School District,2019
356,Chessie Dentley Roberts Academy School No. 30,Public,"PK, KG-8",730 Pennsylvania Ave,Elizabeth,07208,Union County,Elizabeth Public Schools,2019
357,Theodore Schor Middle School,Public,6-8,243 North Randolphville Rd,Piscataway,08854,Middlesex County,Piscataway Township School District,2019
358,Anna L. Klein,Public,"PK, KG-8",301  69th St,Guttenberg,07093,Hudson County,Guttenberg School District,2019
359,Estell Manor Elementary School,Public,K-8,128 Cape May Avenue,Estell Manor,08319,Atlantic County,Estell Manor School District,2019
360,Horace Mann Community School,Public,"PK, KG-8",25 West 38th Street,Bayonne,07002,Hudson County,Bayonne School District,2019
361,Southern Regional Middle School,Public,7-8,75 Cedar Bridge Road,Manahawkin,08050,Ocean County,Southern Regional School District,2019
362,Dr. Albert Einstein Academy School No. 29,Public,"PK, KG-8",919 North Broad Street,Elizabeth,07208,Union County,Elizabeth Public Schools,2019
363,Bunker Hill Middle School,Public,6-8,372 Pitman  Downer Rd,Sewell,08080,Gloucester County,Washington Township School District,2019
364,Kittatinny Regional High School,Public,7-12,77 Halsey Road,Newton,07860,Sussex County,Kittatinny Regional School District,2019
365,Richmond Avenue School,Public,"PK, KG-8",4115 Ventnor Avenue,Atlantic City,08401,Atlantic County,Atlantic City School District,2019
366,Toms River Intermediate School East,Public,6-8,1519 Hooper Avenue,Toms River,08753,Ocean County,Toms River Regional School District,2019
367,Roy W. Brown Middle School,Public,6-8,130 S Washington Ave,Bergenfield,07621,Bergen County,Bergenfield Borough School District,2019
