rank,school,type,grades,address,city,zip,county,district,year
368,The Ethical Community Charter School,"Public, Charter",K-8,95 Broadway,Jersey City,07306,Hudson County,The Ethical Community Charter School,2019
369,Northfield Community Middle School,Public,5-8,2000 New Road,Northfield,08225,Atlantic County,Northfield City School District,2019
370,Toms River Intermediate School North,Public,6-8,150 Intermediate North Way,Toms River,08753,Ocean County,Toms River Regional School District,2019
371,Renaissance Middle School at the Rand Building,Public,6-8,176 North Fullerton Avenue,Montclair,07042,Essex County,Montclair Public School District,2019
372,Colonia Middle School,Public,6-8,Delaware Avenue,Colonia,07067,Middlesex County,Woodbridge Township School District,2019
373,Pohatcong Township School,Public,"PK, KG-8",240 Rte  519,Phillipsburg,08865,Warren County,Pohatcong Township School District,2019
374,Von E. Mauger Middle School,Public,6-8,Fisher Avenue,Middlesex,08846,Middlesex County,Middlesex Borough School District,2019
375,Benjamin Franklin Middle School,Public,5-8,1315 Taft Road,Teaneck,07666,Bergen County,Teaneck School District,2019
376,Collingswood Middle School,Public,6-8,414 Collings Ave,Collingswood,08108,Camden County,Collingswood Public School District,2019
377,Lafayette Street School,Public,"PK, KG-8",205 Lafayette St,Newark,07105,Essex County,Newark Public School District,2019
378,Richard M. Teitelman Middle School,Public,7-8,687 Rt 9,Cape May,08204,Cape May County,Lower Cape May Regional School District,2019
379,Middle School # 4,Public,6-8,107 Bright Street,Jersey City,07302,Hudson County,Jersey City Public Schools,2019
380,Hazlet Middle School,Public,7-8,1639 Union Avenue,Hazlet,07730,Monmouth County,Hazlet Township Public School District,2019
381,Sovereign Avenue School,Public,"PK, KG-8",111 N. Sovereign Avenue,Atlantic City,08401,Atlantic County,Atlantic City School District,2019
382,Mullica Township Middle School,Public,5-8,500 Elwood Road,Elwood,08217,Atlantic County,Mullica Township School District,2019
383,Fernwood Avenue Middle School,Public,6-8,4034 Fernwood Avenue,Egg Harbor Township,08234,Atlantic County,Egg Harbor Township School District,2019
384,Glenfield Middle School,Public,6-8,25 Maple Ave,Montclair,07042,Essex County,Montclair Public School District,2019
385,John M. Bailey Community School,Public,"PK, KG-8",75 West 10th Street,Bayonne,07002,Hudson County,Bayonne School District,2019
386,Washington Park School,Public,4-8,10 Crews Street,Totowa,07512,Passaic County,Totowa Public School District,2019
387,Lumberton Middle School,Public,6-8,30 Dimsdale Drive,Lumberton,08048,Burlington County,Lumberton Township Board of Education,2019
388,BelovED Community Charter School,"Public, Charter, Alternative",K-11,508 Grand Street,Jersey City,07302,Hudson County,BelovED Community Charter School,2019
389,Link Community Charter School,"Public, Charter",5-8,23 Pennsyvania Ave,Newark,07114,Essex County,Link Community Charter School,2019
390,iPrep Academy School No 8,Public,K-8,221-227 Court Street,Elizabeth,07206,Union County,Elizabeth Public Schools,2019
391,Wallington Junior Senior High School,Public,7-12,234 Main Ave,Wallington,07057,Bergen County,Wallington Boro School District,2019
392,Roosevelt Middle School,Public,7-8,36 Gilbert Pl,West Orange,07052,Essex County,West Orange Public Schools,2019
393,Williamstown Middle School,Public,5-8,561 Clayton Rd,Williamstown,08094,Gloucester County,Monroe Township Public School District,2019
394,Liberty Middle School,Public,7-8,1  Kelly  Drive,West Orange,07052,Essex County,West Orange Public Schools,2019
395,Oliver Street School,Public,"PK, KG-8",86 Oliver St,Newark,07105,Essex County,Newark Public School District,2019
396,Jefferson Township Middle School,Public,6-8,1000 Weldon Road,Oak Ridge,07438,Morris County,Jefferson Township Public School District,2019
397,Gibbsboro Elementary School,Public,"PK, KG-8",37 Kirkwood Rd,Gibbsboro,08026,Camden County,Gibbsboro Elementary School District,2019
398,Township of Ocean Intermediate School,Public,5-8,1200 West Park Avenue,Ocean,07712,Monmouth County,Township of Ocean School District,2019
399,Mary J Donohoe Community School,Public,"PK, KG-8",38 Dodge Street,Bayonne,07002,Hudson County,Bayonne School District,2019
400,Lincoln Middle School,Public,6-8,400  Dunellen Avenue,Dunellen,08812,Middlesex County,Dunellen Public School District,2019
501,Crest Memorial School,Public,"PK, KG-8",9100 Pacific Ave,Wildwood Crest,08260,Cape May County,Wildwood Crest Borough School District,2019
502,Passaic Gifted and Talented Academy School No. 20,Public,2-8,19 Henry Street,Passaic,07055,Passaic County,Passaic City School District,2019
503,Oxford Central School,Public,"PK, KG-8",17 Kent Street,Oxford,07863,Warren County,Oxford Township School District,2019
504,Samuel M Ridgway Middle School,Public,5-8,300 Delanco Rd,Edgewater Park,08010,Burlington County,Edgewater Park Township School District,2019
505,Dr. Antonia Pantoja School No. 27,Public,"PK, KG-8",505 -517 Morris Avenue,Elizabeth,07208,Union County,Elizabeth Public Schools,2019
506,Deal Elementary School,Public,K-8,201 Roseld Avenue,Deal,07723,Monmouth County,Deal Boro School District,2019
507,Jordan Road Elementary School,Public,4-8,129 Jordan Road,Somers Point,08244,Atlantic County,Somers Point School District,2019
508,Avenel Middle School,Public,6-8,Woodbine Avenue,Avenel,07001,Middlesex County,Woodbridge Township School District,2019
509,Orchard Valley Middle School,Public,6-8,238 Pitman  Downer Rd,Sewell,08080,Gloucester County,Washington Township School District,2019
510,Lincoln Avenue Elementary School,Public,"PK, KG-7",216 Lincoln Ave,Orange,07050,Essex County,ORANGE BOARD OF EDUCATION School District,2019
511,William Davies Middle School,Public,6-8,1876 Dr  Dennis Foreman Drive,Mays Landing,08330,Atlantic County,Hamilton Township School District,2019
512,James F. Murray School,Public,"PK, KG-8",339 Stegman Parkway,Jersey City,07305,Hudson County,Jersey City Public Schools,2019
513,Camden's Promise Charter School,"Public, Charter, Alternative","PK, KG-12",879 Beideman Ave,Camden,08105,Camden County,Camden's Promise Charter School,2019
514,Great Oaks Legacy Charter School,"Public, Charter, Alternative","PK, KG-12",909 Broad Street,Newark,07102,Essex County,Great Oaks Legacy Charter School,2019
515,Gateway Regional High School,Public,7-12,775 Tanyard Rd,Woodbury Hts,08096,Gloucester County,Gateway Regional High School District,2019
516,Madison Monroe School No. 16,Public,"PK, KG-8",1091 North Ave,Elizabeth,07201,Union County,Elizabeth Public Schools,2019
517,Toms River Intermediate School South,Public,6-8,1675 Pinewald Road,Beachwood,08722,Ocean County,Toms River Regional School District,2019
518,Hopewell Crest,Public,"PK, KG-8",122 Sewall Road,Bridgeton,08302,Cumberland County,Hopewell Township School District,2019
519,F. W. Holbein Middle School,Public,5-8,333 Levis Drive,Mount Holly,08060,Burlington County,Mount Holly Township Public School District,2019
520,South Amboy Middle/High School,Public,6-12,200 Governor Harold G  Hoffman,South Amboy,08879,Middlesex County,South Amboy School District,2019
521,Gilmore J Fisher Middle School,Public,6-8,1325 Lower Ferry Road,Ewing,08618,Mercer County,Ewing Township School District,2019
522,Central Regional Middle School,Public,7-8,509 Forest Hills Parkway,Bayville,08721,Ocean County,Central Regional School District,2019
523,Franklin Middle School at Hamilton Street Campus,Public,6-8,415 Francis Street,Somerset,08873,Somerset County,Franklin Township Public School District,2019
524,Woodbine Elementary School,Public,"PK, KG-8",801 Webster Street,Woodbine,08270,Cape May County,Woodbine School District,2019
525,Joseph H. Brensinger School,Public,"PK, KG-8",600 Bergen Ave,Jersey City,07304,Hudson County,Jersey City Public Schools,2019
526,South River Middle School,Public,6-8,3 Montgomery Street,South River,08882,Middlesex County,South River Public School District,2019
527,Chatsworth Elementary School,Public,"PK, KG-8",2 John Bowker Jr. Blvd,Chatsworth,08019,Burlington County,Woodland Township School District,2019
528,Lincoln Elementary School,Public,"PK, KG-8",1206 63rd St,North Bergen,07047,Hudson County,North Bergen School District,2019
529,Franklin L. Williams School,Public,6-8,222 Laidlaw Avenue,Jersey City,07306,Hudson County,Jersey City Public Schools,2019
530,Robert Morris School No. 18,Public,"PK, KG-8",860 Cross Ave,Elizabeth,07208,Union County,Elizabeth Public Schools,2019
531,David Brearley Middle/High School,Public,7-12,401 Monroe Avenue,Kenilworth,07033,Union County,Kenilworth School District,2019
532,Richard C Crockett Middle School,Public,6-8,2631 Kuser Road,Hamilton,08691,Mercer County,Hamilton Township Public School District,2019
533,Hopatcong Middle School,Public,4-7,1 David Road,Hopatcong,07843,Sussex County,Hopatcong Borough School District,2019
534,Florence Riverfront School,Public,4-8,500 East Front Street,Florence,08518,Burlington County,Florence Township School District,2019
535,Albert E Grice Middle School,Public,6-8,901 Whitehorse Hamilton Sq,Hamilton,08610,Mercer County,Hamilton Township Public School District,2019
536,Lawnside School,Public,"PK, KG-8",426 East Charleston Ave,Lawnside,08045,Camden County,Lawnside School Distric,2019
537,Hackensack Middle School,Public,5-8,360 Union Street,Hackensack,07601,Bergen County,Hackensack School District,2019
538,Kenneth R. Olson Middle School,Public,5-8,132 New Road,Tabernacle,08088,Burlington County,Tabernacle Township School District,2019
539,Eastampton Township Community School,Public,"PK, KG-8",1 Student Drive,Eastampton,08060,Burlington County,Eastampton Township School District,2019
540,Sgt. Dominick Pilla Middle School,Public,6-8,3133 S Lincoln Ave,Vineland,08361,Cumberland County,Vineland Public School District,2019
541,Marion P. Thomas Charter School,"Public, Charter, Alternative","PK, KG-12",125 Sussex Ave,Newark,07103,Essex County,Marion P. Thomas Charter School,2019
542,Fords Middle School,Public,6-8,Fanning Street,Fords,08863,Middlesex County,Woodbridge Township School District,2019
543,Maple Shade High School,Public,7-12,180 Frederick Ave,Maple Shade,08052,Burlington County,Maple Shade School District,2019
544,Pine Hill Middle School,Public,6-8,1100 Turnerville Road,Pine Hill,08021,Camden County,Pine Hill School District,2019
545,Community Charter School of Paterson,"Public, Charter",K-8,75 Spruce St,Paterson,07501,Passaic County,Community Charter School of Paterson,2019
546,Nicholas S. Lacorte-Peterstown School No. 3,Public,K-8,700 Second Ave,Elizabeth,07202,Union County,Elizabeth Public Schools,2019
547,Glassboro Intermediate School,Public,7-8,202 Delsea Dr N,Glassboro,08028,Gloucester County,Glassboro School District,2019
548,Woodrow Wilson,Public,"PK, KG-8",210 West Sylvania Ave,Neptune City,07753,Monmouth County,Neptune City School District,2019
549,Walnut Street School,Public,6-8,411 Walnut St,Delanco,08075,Burlington County,Delanco Township School District,2019
550,Jersey City Community Charter School,"Public, Charter",K-8,128 Danforth Avenue,Jersey City,07305,Hudson County,Jersey City Community Charter School,2019
551,Millville Public Charter School,"Public, Charter",K-8,1101 Wheaton Avenue,Millville,08332,Cumberland County,Millville Public Charter School,2019
552,George Washington Academy School No. 1,Public,"PK, KG-8",250 Broadway,Elizabeth,07206,Union County,Elizabeth Public Schools,2019
553,Franklin Elementary School,Public,1-8,5211 Columbia Avenue,North Bergen,07047,Hudson County,North Bergen School District,2019
554,Hoboken Middle School,Public,6-8,158 Fourth Street,Hoboken,07030,Hudson County,Hoboken Public School District,2019
555,Phillipsburg Middle School,Public,6-8,200 Hillcrest Blvd.,Phillipsburg,08865,Warren County,Phillipsburg School District,2019
556,School 24,Public,"PK, KG-8",50 Nineteenth Avenue,Paterson,07513,Passaic County,Paterson Public School District,2019
557,Somerville Middle School,Public,6-8,51 West Cliff St.,Somerville,08876,Somerset County,Somerville Public School District,2019
558,Elmora School No. 12,Public,"PK, KG-8",638 Magie Ave,Elizabeth,07208,Union County,Elizabeth Public Schools,2019
559,Helen A. Fort Middle School,Public,7-8,101 Fort Dix Road,Pemberton,08068,Burlington County,Pemberton Township School District,2019
560,Woodbridge Middle School,Public,6-8,525 Barron Avenue,Woodbridge,07095,Middlesex County,Woodbridge Township School District,2019
561,Clayton Middle School,Public,6-8,55 Pop Kramer Blvd,Clayton,08312,Gloucester County,Clayton Public School District,2019
562,Lincoln Middle School,Public,7-8,121 Beech St,Kearny,07032,Hudson County,Kearny,2019
563,Walter O. Krumbiegel Middle School,Public,7-8,145 Hillside Ave,Hillside,07205,Union County,Hillside Public School District,2019
564,Woodrow Wilson School No. 19,Public,"PK, KG-8",529 Edgar Rd,Elizabeth,07202,Union County,Elizabeth Public Schools,2019
565,Winfield Township,Public,"PK, KG-8",7 1/2 Gulfstream Avenue,Winfield Park,07036,Union County,Winfield Township,2019
566,John F Kennedy Elementary School,Public,1-8,1210 Eleventh St,North Bergen,07047,Hudson County,North Bergen School District,2019
567,Whitney E. Houston Academy,Public,"PK, KG-8",215 Dodd St,East Orange,07017,Essex County,East Orange School District,2019
568,Harmony Township School,Public,"PK, KG-8",2551 Belvidere Road,Phillipsburg,08865,Warren County,Harmony Township School District,2019
569,Downe Township Elementary School,Public,"PK, KG-8",220 Main St,Newport,08345,Cumberland County,Downe Township School District,2019
570,Lincoln Community School #5,Public,"PK, KG-8",208 Prospect Avenue,Bayonne,07002,Hudson County,Bayonne School District,2019
571,Mabel G. Homes School No. 5,Public,"PK, KG-8",650 Bayway Avenue,Elizabeth,07202,Union County,Elizabeth Public Schools,2019
572,Maurice River Township School,Public,"PK, KG-8",3593 Rt 47,Port Elizabeth,08348,Cumberland County,Maurice River Township School District,2019
573,Sonia Sotomayor School No 25,Public,K-8,525 First Avenue,Elizabeth,07206,Union County,Elizabeth Public Schools,2019
574,Lakehurst Elementary School,Public,"PK, KG-8",301 Union Ave,Lakehurst,08733,Ocean County,Lakehurst School District,2019
575,Paterson Arts and Science Charter School,"Public, Charter, Alternative",K-12,225 Grand Street,Paterson,07501,Passaic County,Paterson Arts and Science Charter School,2019
576,Rahway 7th & 8th Grade Academy,Public,7-8,1157 Kline Place,Rahway,07065,Union County,Rahway Public School District,2019
577,Joseph E. Soehl Middle School,Public,6-8,300 East Henry St.,Linden,07036,Union County,Linden Public School District,2019
578,Belleville Middle School,Public,7-8,279 Washington Ave,Belleville,07109,Essex County,Belleville Public School District,2019
579,Lincoln School,Public,5-8,140 Anderson  Avenue,Fairview,07022,Bergen County,Fairview Public School District,2019
580,Park Avenue Elementary School,Public,"PK, KG-8",231 Park Ave,Orange,07050,Essex County,ORANGE BOARD OF EDUCATION School District,2019
581,Joseph Battin School No 4,Public,K-8,300 South Broad Street,Elizabeth,07202,Union County,Elizabeth Public Schools,2019
582,Winslow Township Middle School,Public,7-8,30 Cooper Folly Road,Atco,08004,Camden County,Winslow Township School District,2019
583,Paul Robeson Community School for the Arts,Public,"PK, KG-8",199 Commercial Ave,New Brunswick,08901,Middlesex County,New Brunswick School District,2019
584,Mahatma K. Gandhi School,Public,"PK, KG-8",143 Romaine Ave,Jersey City,07306,Hudson County,Jersey City Public Schools,2019
585,Samuel E. Shull Middle School,Public,5-8,380 Hall Avenue,Perth Amboy,08861,Middlesex County,Perth Amboy Public School District,2019
586,Myles J. McManus MIddle School,Public,6-8,300 Edgewood Road,Linden,07036,Union County,Linden Public School District,2019
587,Veterans Memorial Middle,Public,6-8,424 S Main Rd,Vineland,08360,Cumberland County,Vineland Public School District,2019
588,Alice Costello Elementary School,Public,"PK, KG-8",301 Haakon rd.,Brooklawn,08030,Camden County,Brooklawn Public School District,2019
589,Neptune Middle School,Public,6-8,2300 Heck Avenue,Neptune,07753,Monmouth County,Neptune Township School District,2019
590,Hawthorne Avenue School,Public,"PK, KG-8",428 Hawthorne Ave,Newark,07112,Essex County,Newark Public School District,2019
591,Ivy Hill Elementary School,Public,"PK, KG-8",107 Ivy Street,Newark,07106,Essex County,Newark Public School District,2019
592,John Marshal School No. 20,Public,K-8,521 Magnolia Ave,Elizabeth,07206,Union County,Elizabeth Public Schools,2019
593,Long Branch Middle School,Public,6-8,350 Indiana Avenue,Long Branch,07740,Monmouth County,LONG BRANCH PUBLIC SCHOOL District,2019
594,School 25,Public,"PK, KG-8",287 Trenton Avenue,Paterson,07503,Passaic County,Paterson Public School District,2019
595,College Achieve Paterson Charter School,"Public, Charter, Alternative",K-10,21 Market Street,Paterson,07501,Passaic County,College Achieve Paterson Charter School,2019
596,Community Middle School,Public,7-8,120 East Second Street,Bound Brook,08805,Somerset County,Bound Brook School District,2019
597,Burlington City High School,Public,7-12,100 Blue Devil Way,Burlington,08016,Burlington County,Burlington City Public School District,2019
598,Buena Regional Middle School,Public,6-8,175 Weymouth Rd,Buena,08310,Atlantic County,Buena Regional School District,2019
599,Dr. Charles P. DeFuccio School,Public,"PK, KG-8",214 Plainfield Ave,Jersey City,07306,Hudson County,Jersey City Public Schools,2019
600,North Plainfield Middle School,Public,7-8,34 Wilson Avenue,North Plainfield,07060,Somerset County,North Plainfield School District,2019
601,University High School,Public,7-12,55 Clinton Pl,Newark,07108,Essex County,Newark Public School District,2019
602,School 18,Public,1-8,51 E  18th Street,Paterson,07524,Passaic County,Paterson Public School District,2019
603,William C. McGinnis Middle School,Public,5-8,271 State Street,Perth Amboy,08861,Middlesex County,Perth Amboy Public School District,2019
604,Hawkins Street School,Public,K-8,8 Hawkins St,Newark,07105,Essex County,Newark Public School District,2019
605,West Avenue School,Public,K-8,51 North West Avenue,Bridgeton,08302,Cumberland County,Bridgeton City School District,2019
606,Woodbury Junior-Senior High School,Public,6-12,25 N. Broad Street,Woodbury,08096,Gloucester County,Woodbury City Public School District,2019
607,Belvidere Elementary School,Public,"PK, KG-8",807 Oxford Street,Belvidere,07823,Warren County,Belvidere School District,2019
608,Howard M. Phifer Middle School,Public,6-8,8201 Park Ave,Pennsauken,08109,Camden County,Pennsauken Township Board of Education School District,2019
609,Benjamin Banneker Preparatory Charter School,"Public, Charter",K-8,11 South Sunset Road,Willingboro,08046,Burlington County,Benjamin Banneker Preparatory Charter School,2019
610,Texas Avenue School,Public,K-8,2523 Arctic Avenue,Atlantic City,08401,Atlantic County,Atlantic City School District,2019
611,Lakewood Middle School,Public,6-8,755 Somerset Avenue,Lakewood,08701,Ocean County,Lakewood Township School District,2019
612,Lincoln Annex School,Public,4-8,40 Van Dyke Ave,New Brunswick,08901,Middlesex County,New Brunswick School District,2019
613,School No. 5,Public,K-8,168 Monroe St.,Passaic,07055,Passaic County,Passaic City School District,2019
614,Grace Wilday Junior High School,Public,7-8,400 Brooklawn Ave,Roselle,07203,Union County,Roselle Public School District,2019
615,Janis E. Dismus Middle School,Public,6-8,325 Tryon Avenue,Englewood,07631,Bergen County,Englewood Public School District,2019
616,New Brunswick Middle School,Public,6-8,1125 Livingston Avenue,New Brunswick,08901,Middlesex County,New Brunswick School District,2019
617,School 7,Public,5-8,106 Ramsey Street,Paterson,07501,Passaic County,Paterson Public School District,2019
618,Christopher Columbus School No. 15,Public,K-8,511 Third Ave,Elizabeth,07202,Union County,Elizabeth Public Schools,2019
619,Speedway Avenue School,Public,K-8,701 South Orange Avenue,Newark,07106,Essex County,Newark Public School District,2019
620,Joseph A. Taub School,Public,6-8,202 Union Avenue,Paterson,07502,Passaic County,Paterson Public School District,2019
621,Cleveland Street Elementary School,Public,"PK, KG-7",355 Cleveland St,Orange,07050,Essex County,ORANGE BOARD OF EDUCATION School District,2019
622,Dr. Hani Awadallah School,Public,"PK, KG-8",515 Marshall Street,Paterson,07503,Passaic County,Paterson Public School District,2019
623,School 3,Public,K-8,448 Main Street,Paterson,07501,Passaic County,Paterson Public School District,2019
624,Prospect Park School No. 1,Public,"PK, KG-8",94 Brown Avenue,Prospect Park,07508,Passaic County,Prospect Park Public School District,2019
625,Mckinley Community School,Public,"PK, KG-8",15 Van Dyke Ave,New Brunswick,08901,Middlesex County,New Brunswick School District,2019
626,School 2,Public,K-8,22 Passaic Street,Paterson,07501,Passaic County,Paterson Public School District,2019
627,Cleveland Avenue School,Public,"PK, KG-8",388 Bergen St,Newark,07103,Essex County,Newark Public School District,2019
628,Wildwood Middle School,Public,6-8,4300 Pacific Ave,Wildwood,08260,Cape May County,Wildwood City School District,2019
629,Greater Brunswick Charter School,"Public, Charter",K-8,429 Joyce Kilmer Avenue,New Brunswick,08901,Middlesex County,Greater Brunswick Charter School,2019
630,KIPP: Cooper Norcross A New Jersey Nonprofit Corporation,"Public, Alternative",K-10,525 Clinton Street,Camden,08103,Camden County,KIPP: Cooper Norcross A New Jersey Nonprofit Corporation,2019
631,Union Avenue Middle School,Public,6-8,427     Union Ave,Irvington,07111,Essex County,Irvington Public School District,2019
632,Leap Academy University Charter School,"Public, Charter, Alternative",K-12,130 North Broadway,Camden,08102,Camden County,LEAP Academy University Charter School,2019
633,Peshine Avenue School,Public,"PK, KG-8",433 Peshine Avenue,Newark,07112,Essex County,Newark Public School District,2019
634,Avon Avenue School,Public,"PK, KG-8",219 Avon Ave,Newark,07108,Essex County,Newark Public School District,2019
635,Joseph R. Bolger Middle School,Public,6-8,100 Palmer Place,Keansburg,07734,Monmouth County,Keansburg School District,2019
636,Dr. Henry H. Davis Elementary School,Public,"PK, KG-8",3425 Cramer Street,Camden,08105,Camden County,Camden City School District,2019
637,School 16,Public,"PK, KG-8",11 22nd Avenue,Paterson,07513,Passaic County,Paterson Public School District,2019
638,University Heights Charter School,"Public, Charter","PK, KG-8",74 Hartford Street,Newark,07103,Essex County,University Heights Charter School,2019
639,New Horizons Community Charter School,"Public, Charter",K-8,45  59 Hayes Street,Newark,07103,Essex County,New Horizons Community Charter School,2019
640,Freedom Prep Charter School,"Public, Charter, Alternative",K-12,1000 Atlantic AVE,Camden,08104,Camden County,Freedom Prep Charter School,2019
641,President Barack Obama Elementary School,Public,"PK, KG-8",1830 Kennedy Blvd,Jersey City,07305,Hudson County,Jersey City Public Schools,2019
642,Winfield Scott School No. 2,Public,"PK, KG-8",125 Madison Ave,Elizabeth,07201,Union County,Elizabeth Public Schools,2019
643,Jerome Dunn Academy No 9,Public,K-8,125 Third Street,Elizabeth,07206,Union County,Elizabeth Public Schools,2019
644,South Street Elementary School,Public,"PK, KG-8",44-48 Hermon Street,Newark,07105,Essex County,Newark Public School District,2019
645,School 13,Public,K-8,690 East 23rd St,Paterson,07504,Passaic County,Paterson Public School District,2019
646,Luis Mu?oz Marin Elementary School,Public,"PK, KG-8",663 Broadway,Newark,07104,Essex County,Newark Public School District,2019
647,Cedarbrook Elementary School,Public,K-8,1049 Central Ave,Plainfield,07060,Union County,Plainfield Public School District,2019
648,Benjamin Franklin School No. 13,Public,K-8,248 Ripley Pl,Elizabeth,07206,Union County,Elizabeth Public Schools,2019
649,Thomas W. Wallace Junior Middle School,Public,6-8,688 North Mill Road,Vineland,08360,Cumberland County,Vineland Public School District,2019
650,Penns Grove Middle School,Public,6-8,351 Maple Avenue,Penns Grove,08069,Salem County,Penns Grove-Carneys Point Regional School District,2019
651,Mastery Schools of Camden Inc.,"Public, Alternative",K-12,1001 North 17th Street,Camden,08105,Camden County,Mastery Schools of Camden Inc.,2019
652,Rev. Dr. Frank Napier Junior School,Public,1-8,55 Clinton Street,Paterson,07522,Passaic County,Paterson Public School District,2019
653,Willingboro Memorial Middle School,Public,5-8,451 Van Sciver Parkway,Willingboro,08046,Burlington County,Willingboro Public School District,2019
654,School 26,Public,"PK, KG-8",1 East 32nd Street,Paterson,07514,Passaic County,Paterson Public School District,2019
655,Octavio V. Catto Community Family School,Public,"PK, KG-8",3100 Westfield Ave,Camden,08105,Camden County,Camden City School District,2019
656,School 8,Public,K-8,35 Chadwick Street,Paterson,07503,Passaic County,Paterson Public School District,2019
657,Daniel F. Ryan Elementary School No. 19,Public,1-8,320 Highland Ave.,Passaic,07055,Passaic County,Passaic City School District,2019
658,Riverside Middle School,Public,6-8,112 E Washington Street,Riverside,08075,Burlington County,Riverside Township School District,2019
659,Lakeside Middle School,Public,6-8,2 N  Sharp St,Millville,08332,Cumberland County,Millville School District,2019
660,Ollie Culbreth Junior School,Public,"PK, KG-8",153 Union St,Jersey City,07304,Hudson County,Jersey City Public Schools,2019
661,South Seventeenth Street School,Public,K-8,619 S Seventeenth St,Newark,07103,Essex County,Newark Public School District,2019
662,Whitney M. Young Junior School,Public,"PK, KG-8",135 Stegman St,Jersey City,07305,Hudson County,Jersey City Public Schools,2019
663,Dr Martin Luther King Junior School Complex,Public,"PK, KG-8",1700 Marmora Avenue,Atlantic City,08401,Atlantic County,Atlantic City School District,2019
664,Maxson Middle School,Public,6-8,920 E Seventh St,Plainfield,07062,Union County,Plainfield Public School District,2019
665,Nicholas Murray Butler Academy School No. 23,Public,K-8,631-657 Westminstrer Avenue,Elizabeth,07208,Union County,Elizabeth Public Schools,2019
666,Academy for Urban Leadership Charter School,"Public, Charter",7-12,612 Amboy Ave,Perth Amboy,08861,Middlesex County,Academy for Urban Leadership Charter School,2019
667,Mario Drago School No. 3,Public,"PK, KG-8",155 Van Houten Ave.,Passaic,07055,Passaic County,Passaic City School District,2019
668,Hubbard Middle School,Public,6-8,661 W Eighth St,Plainfield,07060,Union County,Plainfield Public School District,2019
669,Quitman Street School,Public,"PK, KG-8",21 Quitman St,Newark,07103,Essex County,Newark Public School District,2019
670,New Roberto Clemente,Public,6-8,482-506 Market Street,Paterson,07501,Passaic County,Paterson Public School District,2019
671,McKinley Elementary School,Public,"PK, KG-8",1 Colonnade Pl,Newark,07104,Essex County,Newark Public School District,2019
672,Martin Center for the Arts,Public,"PK, KG-8",59 Wilkinson Ave,Jersey City,07305,Hudson County,Jersey City Public Schools,2019
673,Atlantic Community Charter School,"Public, Charter",K-8,112 South New York Rd,Galloway,08205,Atlantic County,Atlantic Community Charter School,2019
674,School 10,Public,K-8,48 Mercer Street,Paterson,07524,Passaic County,Paterson Public School District,2019
675,Dr. E. Alma Flagg School,Public,K-8,150 Third St,Newark,07104,Essex County,Newark Public School District,2019
676,Pleasantville Middle School,Public,6-8,801 Mill Road,Pleasantville,08232,Atlantic County,Pleasantville Public School District,2019
677,Dr. William H. Horton Elementary School,Public,K-8,291 N 7th St,Newark,07107,Essex County,Newark Public School District,2019
678,New York Avenue School,Public,"PK, KG-8",411 N New York Avenue,Atlantic City,08401,Atlantic County,Atlantic City School District,2019
679,Indian Ave School,Public,K-8,399 Indian Avenue,Bridgeton,08302,Cumberland County,Bridgeton City School District,2019
680,Lincoln Elementary School,Public,"PK, KG-8",87 Richelieu Ter,Newark,07106,Essex County,Newark Public School District,2019
681,Woodlynne Boro Public School,Public,"PK, KG-8",131 Elm Avenue,Woodlynne,08107,Camden County,Woodlynne School District,2019
682,Rafael Hernandez School,Public,"PK, KG-8",345 Broadway,Newark,07104,Essex County,Newark Public School District,2019
683,Toussaint Louverture-Marquis de Lafayette School No. 6,Public,"PK, KG-8",1071 Julia St,Elizabeth,07201,Union County,Elizabeth Public Schools,2019
684,Buckshutem Road School,Public,K-8,550 Buckshutem Road,Bridgeton,08302,Cumberland County,Bridgeton City School District,2019
685,Juan Pablo Duarte - Jose Julian Marti School No 28,Public,"PK, KG-8",25 First Street,Elizabeth,07206,Union County,Elizabeth Public Schools,2019
686,Quarter Mile Lane School,Public,"PK, KG-8",300 Quarter Mile Lane,Bridgeton,08302,Cumberland County,Bridgeton City School District,2019
687,Pennsylvania Ave School,Public,"PK, KG-8",201 N. Pennsylvania Avenue,Atlantic City,08401,Atlantic County,Atlantic City School District,2019
688,Thirteenth Avenue School,Public,"PK, KG-8",359 Thirteenth Ave,Newark,07103,Essex County,Newark Public School District,2019
689,Senator Frank Lautenberg School,Public,K-8,137 Carroll Street,Paterson,07501,Passaic County,Paterson Public School District,2019
690,Chancellor Avenue School,Public,K-8,321 Chancellor Ave,Newark,07112,Essex County,Newark Public School District,2019
691,Louise A. Spencer Elementary School,Public,"PK, KG-8",66 Muhammad Ali Avenue,Newark,07108,Essex County,Newark Public School District,2019
692,University Middle School,Public,6-8,255 Myrtle Ave,Irvington,07111,Essex County,Irvington Public School District,2019
693,Cherry Street School,Public,K-8,11 Cherry Street,Bridgeton,08302,Cumberland County,Bridgeton City School District,2019
694,Trenton Stem-to-Civics Charter School,"Public, Charter",6-12,1555 Pennington Raod,Ewing,08618,Mercer County,Trenton Stem-to-Civics Charter School,2019
695,Paulsboro Junior High School,Public,7-8,670 N Delaware Street,Paulsboro,08066,Gloucester County,Paulsboro School District,2019
696,Broad Street School,Public,K-8,251 West Broad Street,Bridgeton,08302,Cumberland County,Bridgeton City School District,2019
697,School 20,Public,K-8,500 East 37th Street,Paterson,07504,Passaic County,Paterson Public School District,2019
